id,T1_I,T1_J,cost_mean,U_J,U_I,technique,points,T2_I,speedup,T2_J,U1_I,OMP,VEC2,VEC1,RT_I,SCR,RT_J
1,2048,512,0.5377694999999999,1,4,DLMT,121,2048,10.992248537709932,1,26,True,True,False,2,True,2
