id,RT1_J,T1_Ja,baseline,RT1_I,T2_K,T2_J,T2_I,T2_Ja,U2_I,mean_confidence_interval_inf,T1_I,T1_J,technique,VEC2,VEC1,U2_J,SCREP,T1_Ia,OMP1,U1_J,U1_I,T2_Ka,RT2_I,runs,T2_Ia,RT2_J,RT2_K,cost_mean,U2_K,OMP2,cost_std,correct_result,mean_confidence_interval_sup
1,1,1,False,1,1024,8,1,32,12,1.3682058755394098,8,64,RS,True,False,1,False,1024,True,25,1,2048,8,10,1024,16,32,1.3736549999999998,3,False,0.008791816933944903,True,1.37910412446059
2,8,1024,False,8,1,2,512,1024,15,1.0007421175203324,2,1,RS,True,False,1,False,2,False,8,1,512,32,10,512,1,2,1.005382,6,True,0.00748615629011311,True,1.0100218824796676
3,8,64,False,4,4,256,128,2048,15,0.997756358657532,512,8,RS,True,True,1,True,2048,True,1,15,1024,16,10,1024,32,1,0.9994109999999999,6,True,0.0026696589295263848,True,1.001065641342468
4,8,32,False,32,8,1024,2,2048,3,0.23235783924367479,64,4,RS,True,False,3,False,1,True,1,5,1,32,10,64,16,32,0.2386984,1,True,0.010230092894983896,True,0.24503896075632522
5,4,1,False,4,32,1024,4,1,10,0.20188882820057075,128,8,RS,False,False,7,False,128,True,1,3,128,1,10,1,32,32,0.205768,1,True,0.006258797823863621,True,0.20964717179942927
6,2,512,False,32,2,8,64,64,4,3.2411972938801714,1024,1,RS,False,False,21,False,2048,True,25,1,2,1,10,256,32,8,3.243558,1,False,0.0038088496951179445,True,3.245918706119829
7,8,512,False,4,8,32,512,1024,9,1.2637057896939028,4,256,RS,False,False,10,False,2048,True,4,1,1024,1,10,512,16,8,1.265614,1,False,0.003078776380317315,True,1.2675222103060972
8,1,1,False,4,256,64,512,2048,2,1.1073356399217016,2,2048,RS,False,True,1,True,16,False,1,5,1024,16,10,512,1,1,1.111436,2,True,0.006615671092187109,True,1.1155363600782986
9,32,128,False,4,8,1,1,8,12,1.1264144747408742,16,4,RS,False,False,2,False,64,True,1,15,2048,4,10,32,1,16,1.1394019999999998,1,False,0.02095454881404037,True,1.1523895252591254
10,1,512,False,2,256,1,4,512,2,0.6309679742429225,8,64,RS,True,False,15,False,16,True,1,30,256,32,10,512,1,1,0.6384,1,True,0.011991102493098793,True,0.6458320257570774
11,1,128,False,2,512,128,2,1024,14,0.6168242714933913,8,4,RS,False,False,9,False,32,False,4,1,1024,2,10,4,8,1,0.6237873,1,True,0.01123440515603741,True,0.6307503285066088
12,4,1,False,2,1,2,2,8,16,0.882100803053484,2,64,RS,False,False,1,False,16,True,2,1,2048,32,10,64,16,8,0.8912534000000001,6,False,0.01476713505186431,True,0.9004059969465161
13,2,8,False,16,1024,32,32,1024,1,1.2819856000998802,2,2,RS,False,False,5,False,1024,True,1,29,1024,2,10,512,16,1,1.2851419999999998,5,True,0.005092651175959338,True,1.2882983999001194
14,8,256,False,8,8,1,1,1024,1,1.2081202876001442,16,8,RS,False,True,4,False,64,True,1,5,1,1,10,1,8,2,1.2167999999999999,14,False,0.01400416580878704,True,1.2254797123998555
15,8,64,False,1,16,256,1,512,9,inf,16,8,RS,False,False,13,False,2048,True,27,1,256,8,1,512,8,32,inf,1,False,inf,False,inf
16,4,2048,False,2,1024,8,32,1024,18,0.41537465329657247,32,128,RS,True,True,5,False,32,True,1,3,2048,1,10,256,8,32,0.4227818,1,True,0.011950961716949815,True,0.4301889467034275
17,16,16,False,2,8,32,32,2048,4,0.87565996180935,8,4,RS,True,True,18,False,8,True,1,1,256,32,10,512,16,8,0.8901657999999999,1,False,0.023404250493446712,True,0.9046716381906498
18,8,64,False,1,2,16,2,1,1,7.275043400267373,1,2,RS,False,True,3,False,256,False,19,1,64,1,10,128,4,32,7.2754710000000005,28,False,0.0006899050659331983,True,7.275898599732628
19,8,512,False,1,1,256,4,256,11,inf,16,32,RS,True,False,4,True,128,False,28,1,8,32,1,256,8,2,inf,1,False,inf,False,inf
20,16,1024,False,1,1024,4,8,32,17,1.2791510148640655,256,8,RS,False,True,1,True,256,False,9,1,2048,32,10,1,1,32,1.2794339999999997,3,False,0.0004565785803122973,True,1.279716985135934
21,16,512,False,2,8,2048,2,2048,26,0.9632793387810655,1,64,RS,True,True,1,True,1024,False,1,21,64,4,10,2048,16,32,0.9699897,3,True,0.010826742502248746,True,0.9767000612189344
22,4,1,False,4,128,2,8,2048,6,0.837575851317286,1,256,RS,False,True,11,True,64,False,4,1,128,8,10,512,32,16,0.8407743,1,True,0.005160494221486924,True,0.843972748682714
23,4,64,False,8,1,2,1,2048,9,1.2454540053074186,16,8,RS,True,False,1,False,16,True,7,1,8,2,10,256,2,1,1.25427,7,False,0.014224048650085561,True,1.2630859946925814
24,16,1,False,32,8,2,2,2048,28,1.7461332155830533,2048,16,RS,False,True,1,True,1,True,1,21,512,8,10,2048,4,16,1.7508029999999999,4,False,0.007534401170630611,True,1.7554727844169464
25,32,32,False,2,1024,1,32,4,12,0.5612592696487592,2,4,RS,False,False,5,True,1,True,21,1,1,8,10,32,4,16,0.5793963,1,False,0.02926294888780008,True,0.5975333303512408
26,4,1,False,16,256,64,4,128,4,1.1319184187732731,1,256,RS,True,False,1,False,1024,True,26,1,256,8,10,4,8,1,1.1343690000000002,6,False,0.0039538574835216635,True,1.1368195812267272
27,16,256,False,32,64,2,256,16,1,0.9235501610651579,16,4,RS,False,False,1,True,32,False,24,1,1024,32,10,256,4,1,0.9329424999999999,2,True,0.01515394355440195,True,0.9423348389348419
28,8,512,False,8,2,1,64,2,9,0.9384205081794195,8,512,RS,False,False,2,False,8,False,1,11,1,1,10,256,32,4,0.9411104,1,True,0.004339969958421369,True,0.9438002918205806
29,4,256,False,2,4,4,1024,8,3,6.257017724480769,64,2,RS,False,True,1,True,1,True,1,13,256,16,10,1,8,8,6.277112999999999,22,False,0.03242245334640783,True,6.297208275519229
30,4,1024,False,16,4,256,2,2048,1,0.8328394454060492,64,128,RS,False,True,8,False,512,False,1,19,256,16,10,1,2,8,0.8514709,12,True,0.030060671065197442,True,0.8701023545939509
31,2,4,False,16,2048,2,32,2,2,0.8942648542929441,4,4,RS,False,False,24,False,16,True,1,8,1,1,10,512,4,32,0.9041593000000001,1,False,0.015964061006210166,True,0.9140537457070561
32,32,8,False,32,2,4,512,1024,5,2.447729868610891,64,4,RS,True,True,1,False,1,False,5,1,1,4,10,1024,16,4,2.449634,16,True,0.003072195306291585,True,2.451538131389109
33,4,128,False,4,1,4,8,256,5,0.9408169678147484,64,4,RS,True,True,13,True,512,False,1,25,2,2,10,2048,4,2,0.9430821999999999,1,True,0.003654808553125605,True,0.9453474321852513
34,2,512,False,2,2,64,2,2048,1,1.5369876326878176,1,4,RS,True,False,5,True,512,True,1,12,4,4,10,1024,4,8,1.543438,10,True,0.01040725881296316,True,1.5498883673121826
35,8,512,False,1,16,256,16,256,11,0.7289866506042626,2048,4,RS,True,False,1,True,2048,False,15,1,512,8,10,64,8,8,0.738178,2,True,0.014829659672426734,True,0.7473693493957374
36,4,2048,False,1,2,16,1,512,1,inf,32,64,RS,False,False,5,True,128,False,1,7,32,32,1,8,8,16,inf,21,False,inf,False,inf
37,8,256,False,16,2,1,4,2,1,inf,8,64,RS,False,True,6,False,1024,True,8,1,16,8,1,8,32,16,inf,16,False,inf,False,inf
38,16,1024,False,16,16,8,1,8,1,inf,8,16,RS,False,True,5,False,1,False,1,20,2048,8,1,1,2,4,inf,18,False,inf,False,inf
39,1,512,False,4,16,16,64,1024,19,1.1684334922383033,512,256,RS,True,False,5,False,1,False,16,1,256,8,10,256,2,2,1.1684750000000002,1,False,6.697014260103053e-05,True,1.168516507761697
40,4,16,False,8,4,1,128,32,1,1.352887901719033,4,16,RS,True,True,24,False,128,True,1,5,128,16,10,128,2,32,1.35739,5,False,0.007263850218720111,True,1.3618920982809672
41,4,2048,False,4,64,16,256,512,5,0.7844216073196145,512,4,RS,True,True,2,False,1024,False,30,1,1024,2,10,256,8,2,0.7861564999999999,1,True,0.002799139376665617,True,0.7878913926803853
42,1,64,False,32,2,2,16,4,21,1.3027808820079183,32,4,RS,True,False,1,True,32,False,7,1,8,2,10,256,1,16,1.309782,2,True,0.011295860126612805,True,1.3167831179920817
43,32,1,False,2,64,16,2,32,1,0.5760490448095067,4,1,RS,False,True,22,True,512,False,1,14,1024,2,10,16,1,32,0.593269,4,True,0.027783306243138163,True,0.6104889551904934
44,2,2,False,1,64,8,1,2048,1,0.2647004267956175,1,1,RS,False,True,5,False,2,True,1,22,1024,16,10,128,32,1,0.27196070000000006,5,True,0.011713990635560537,True,0.2792209732043826
45,32,128,False,2,2048,16,64,1,1,0.8677804064593047,8,16,RS,True,False,4,True,2048,False,1,10,1,16,10,256,8,32,0.8730808999999999,24,True,0.00855201036540532,True,0.8783813935406952
46,32,1,False,1,1,128,4,2048,3,1.3547147275438287,4,8,RS,True,False,21,False,1024,True,1,25,8,32,10,1024,2,2,1.361581,1,False,0.011078295401369289,True,1.3684472724561711
47,16,4,False,32,64,2,8,8,1,1.4943064433360962,4,2,RS,True,False,7,False,8,False,13,1,1,4,10,256,8,1,1.49454,15,False,0.00037682887362832046,True,1.4947735566639038
48,16,32,False,8,4,2,1,64,1,0.6903068671694701,64,1,RS,True,True,23,False,1024,False,19,1,8,4,10,8,2,8,0.7059029000000001,4,True,0.025163210444814087,True,0.7214989328305301
49,8,64,False,1,4,16,2,128,1,inf,64,64,RS,False,False,19,False,256,False,1,7,64,1,1,256,16,32,inf,1,False,inf,False,inf
50,16,1,False,2,16,8,8,1024,9,1.442497234162285,8,2,RS,True,False,12,False,512,False,9,1,256,4,10,64,16,1,1.4427299999999998,1,False,0.0003755529256976085,True,1.4429627658377147
51,8,1024,False,4,2,8,2,2048,2,1.399797016991696,256,1,RS,True,True,28,False,512,True,16,1,2,4,10,256,16,1,1.401058,1,False,0.0020345161586972325,True,1.4023189830083038
52,16,64,False,4,512,2,4,256,5,0.8176825472469865,16,2,RS,False,False,1,False,2048,True,1,4,1,16,10,32,32,2,0.828852,21,True,0.018021204060772407,True,0.8400214527530135
53,8,1,False,8,64,512,128,1,3,0.35787818078711836,4,2,RS,True,False,2,False,16,True,1,13,1,1,10,256,4,1,0.3652853,1,True,0.01195091736269647,True,0.3726924192128816
54,32,1,False,16,128,4,4,8,2,0.8526745966680427,2,1024,RS,False,False,1,True,8,True,1,8,128,8,10,16,8,32,0.8592284000000001,26,False,0.01057414627475901,True,0.8657822033319575
55,8,1024,False,1,1,512,2,1024,1,inf,1,256,RS,False,False,3,True,2048,True,10,1,256,8,1,1024,16,4,inf,26,False,inf,False,inf
