id,U2_I,U2_J,U1_J,cost_mean,points,technique,speedup,RT2_J,T2_Ia,U1_K,T2_J,T2_I,OMP,VEC2,VEC1,T2_Ja,SCR,RT2_I
1,2,1,11,0.19635740000000004,43,DLMT,9.810956959096014,4,4,23,256,4,True,True,True,1,False,1
