id,U2_I,U2_J,U1_J,cost_mean,points,technique,speedup,RT2_J,T2_Ia,U1_K,T2_J,T2_I,OMP,VEC2,VEC1,T2_Ja,SCR,RT2_I
1,1,4,24,0.1422699,301,RS,13.542991173818216,1,1,20,1024,2,True,False,True,2048,True,1
