id,RT2_I,T2_J,T2_I,T2_Ja,mean_confidence_interval_inf,baseline,T2_Ia,technique,RT2_J,VEC2,VEC1,SCR,U1_K,U1_J,cost_std,runs,U2_I,U2_J,cost_mean,correct_result,OMP,mean_confidence_interval_sup
1,2,2,4,2,6.153986346309691,False,1024,RS,1,True,True,True,15,4,0.042953964299002584,10,2,1,6.1806090000000005,True,True,6.20723165369031
2,8,1,16,128,2.488496994451827,False,2048,RS,1,False,False,False,5,8,0.000233957261054349,10,13,1,2.488642,True,False,2.488787005548173
3,4,16,512,16,3.375100721750539,False,1,RS,32,True,True,False,13,5,0.00024246443038106855,10,29,1,3.375251,True,False,3.375401278249461
4,1,16,1,32,6.4175297332540175,False,8,RS,32,True,True,False,27,9,0.00024244587024724543,10,21,1,6.41768,True,False,6.417830266745982
5,4,1,8,1024,inf,False,1,RS,32,True,False,True,12,26,inf,1,1,29,inf,False,False,inf
6,32,64,2048,1,inf,False,1,RS,2,False,False,True,10,6,inf,1,6,1,inf,False,False,inf
7,16,8,4,16,inf,False,1024,RS,8,False,True,True,18,17,inf,1,1,3,inf,False,False,inf
8,4,1,1,4,inf,False,1024,RS,4,True,False,True,16,17,inf,1,1,6,inf,False,True,inf
9,1,2048,8,2048,inf,False,256,RS,32,False,False,True,18,4,inf,1,28,1,inf,False,False,inf
10,4,2,1,64,1.8292899894911436,False,1,RS,4,False,True,False,6,19,0.043369193213616486,10,1,7,1.8561699999999999,True,True,1.8830500105088561
11,4,1024,256,2048,0.9434485240873702,False,256,RS,16,False,True,False,19,13,0.03159330890378534,10,19,1,0.9630298999999999,True,True,0.9826112759126295
12,1,2,8,1,1.0059878119736296,False,8,RS,16,True,False,False,28,8,0.013653204019569942,10,1,23,1.0144499999999999,True,True,1.02291218802637
13,1,64,128,128,inf,False,1024,RS,8,True,False,True,7,5,inf,1,1,9,inf,False,True,inf
14,2,2048,64,1,inf,False,64,RS,4,False,True,True,1,22,inf,1,1,21,inf,False,False,inf
15,1,4,256,1024,inf,False,1024,RS,2,True,True,True,26,3,inf,1,4,1,inf,False,False,inf
16,4,512,1,1,inf,False,8,RS,32,True,False,True,14,14,inf,1,1,29,inf,False,True,inf
17,32,4,2,32,10.264683501288735,False,8,RS,1,True,True,False,7,21,0.0003815756805665873,10,2,1,10.264919999999998,True,False,10.265156498711262
18,2,1,2,4,inf,False,8,RS,1,False,False,True,18,12,inf,1,1,30,inf,False,False,inf
19,4,16,2,128,inf,False,4,RS,32,True,False,True,14,14,inf,1,12,1,inf,False,True,inf
20,2,512,2,2048,1.8482628752488384,False,512,RS,32,False,True,False,20,13,0.024792268331074518,10,10,1,1.863629,True,True,1.8789951247511616
21,2,8,16,8,inf,False,32,RS,32,False,False,True,12,27,inf,1,25,1,inf,False,False,inf
22,2,1024,8,2048,0.29618282014995845,False,64,RS,16,True,True,False,2,16,0.10116341142152138,10,15,1,0.35888339999999996,True,True,0.4215839798500415
23,8,32,64,32,0.44303970668628023,False,1,RS,16,False,False,False,19,7,0.025504388531388072,10,1,28,0.4588472,True,True,0.4746546933137198
24,8,2,8,1,2.1066839274956415,False,512,RS,4,False,False,False,3,29,0.022785068882932927,10,29,1,2.1208060000000004,True,True,2.1349280725043593
25,2,4,1,8,8.186873382646045,False,2,RS,1,False,False,True,23,8,0.0010206880032606945,10,12,1,8.187505999999999,True,False,8.188138617353953
26,4,256,4,2048,inf,False,4,RS,32,False,False,False,25,6,inf,1,1,26,inf,False,False,inf
27,8,1,1024,2,inf,False,1024,RS,8,False,True,True,3,24,inf,1,1,30,inf,False,False,inf
28,4,32,16,512,inf,False,2048,RS,32,False,False,True,30,6,inf,1,13,1,inf,False,True,inf
29,16,2,1,512,2.454811626668983,False,1,RS,4,False,False,False,24,8,0.07921227304527996,10,9,1,2.503907,True,True,2.553002373331017
30,1,8,2048,2048,inf,False,1,RS,32,True,False,True,9,3,inf,1,24,1,inf,False,True,inf
31,2,2,16,8,0.6322360263964981,False,1,RS,2,True,True,True,6,12,0.02658987688595042,10,27,1,0.6487163,True,True,0.6651965736035019
32,4,16,2,2048,inf,False,256,RS,1,False,False,True,7,10,inf,1,1,24,inf,False,True,inf
33,4,4,256,64,5.03314401514649,False,512,RS,1,True,False,False,10,27,0.00017906702655701127,10,1,12,5.033255,True,False,5.033365984853509
34,1,2,2,16,10.71900971948417,False,8,RS,1,True,True,False,21,20,0.0032757289265139314,10,1,5,10.72104,True,False,10.72307028051583
35,16,128,32,1,inf,False,64,RS,4,True,False,True,28,9,inf,1,9,1,inf,False,False,inf
36,32,2,16,32,3.4331394421369312,False,512,RS,4,False,True,False,10,5,0.06094846827443657,10,13,1,3.4709149999999993,True,True,3.5086905578630674
37,2,2,16,16,39.34933850753584,False,2048,RS,8,False,False,False,11,17,0.032577693288505315,10,25,1,39.36953,True,True,39.389721492464155
38,2,2,32,8,inf,False,128,RS,2,True,True,True,24,15,inf,1,1,28,inf,False,False,inf
39,1,4,1,512,inf,False,8,RS,16,True,True,True,20,14,inf,1,1,7,inf,False,False,inf
40,2,16,256,512,8.096337281784415,False,1024,RS,1,False,False,False,8,18,0.00041742544244469614,10,1,16,8.096596,True,False,8.096854718215585
41,2,128,8,256,inf,False,8,RS,16,True,False,True,16,21,inf,1,1,3,inf,False,True,inf
42,8,256,8,256,inf,False,256,RS,2,False,False,True,16,13,inf,1,1,11,inf,False,False,inf
43,1,1024,1,2048,inf,False,2048,RS,16,False,True,True,10,16,inf,1,25,1,inf,False,False,inf
44,2,512,8,1024,0.2683339869400678,False,16,RS,32,True,True,False,11,15,0.015686981265049048,10,1,28,0.27805669999999993,True,True,0.28777941305993204
45,8,1,2,2048,0.959043645160351,False,256,RS,2,False,True,False,16,20,0.06530167673199513,10,26,1,0.9995172999999999,True,True,1.0399909548396489
46,1,1,4,1024,0.13481761998138203,False,16,RS,16,False,True,True,14,18,0.038301339606337526,10,1,2,0.1585566,True,True,0.18229558001861795
47,32,4,4,128,inf,False,32,RS,1,False,True,True,4,21,inf,1,30,1,inf,False,False,inf
48,2,1,32,2048,2.856013910178755,False,2048,RS,2,True,False,False,19,12,0.3076679868055823,10,27,1,3.046705,True,True,3.2373960898212455
49,1,512,1,2048,0.3315240395990179,False,64,RS,4,False,True,False,5,12,0.037207397928369024,10,26,1,0.35458500000000004,True,True,0.3776459604009822
50,1,2,4,4,inf,False,1024,RS,2,False,False,True,2,2,inf,1,27,1,inf,False,True,inf
51,4,2,32,4,3.0837903810935967,False,512,RS,2,True,False,False,13,26,0.03992710108435126,10,22,1,3.1085369999999997,True,True,3.1332836189064026
52,8,4,16,512,inf,False,2048,RS,16,True,False,True,8,4,inf,1,5,1,inf,False,True,inf
53,4,8,8,128,inf,False,256,RS,16,False,False,True,29,3,inf,1,1,28,inf,False,False,inf
54,1,32,16,128,inf,False,512,RS,16,False,True,True,15,1,inf,1,30,1,inf,False,True,inf
55,1,1024,1,2048,1.8436322427595102,False,2048,RS,16,False,False,True,8,28,0.0010144599548528171,10,1,4,1.844261,True,False,1.8448897572404896
56,1,16,2,128,inf,False,8,RS,1,True,False,True,19,21,inf,1,28,1,inf,False,False,inf
57,1,32,1024,64,4.312349415989959,False,2048,RS,2,True,False,False,3,17,0.016980749217864292,10,1,1,4.3228740000000005,True,True,4.333398584010042
58,4,32,1,64,inf,False,256,RS,32,False,True,True,21,26,inf,1,14,1,inf,False,False,inf
59,8,2048,2048,2048,inf,False,2048,RS,8,True,False,True,10,9,inf,1,1,28,inf,False,False,inf
60,16,4,1,256,inf,False,2048,RS,4,False,True,True,27,22,inf,1,6,1,inf,False,False,inf
61,4,32,128,32,inf,False,512,RS,32,False,True,True,23,25,inf,1,10,1,inf,False,False,inf
62,1,2,2,512,13.257115859576771,False,1024,RS,4,False,True,False,23,6,0.04105250784056945,10,27,1,13.28256,True,True,13.308004140423229
63,8,4,16,64,inf,False,128,RS,8,False,False,True,28,21,inf,1,1,26,inf,False,False,inf
64,16,1,1,2048,inf,False,2048,RS,2,False,True,True,29,26,inf,1,26,1,inf,False,True,inf
65,16,8,8,128,4.532947727819779,False,512,RS,8,False,True,False,9,5,0.00019405153954548586,10,29,1,4.533068,True,False,4.5331882721802215
66,2,4,1,64,1.1681469450002788,False,128,RS,1,False,True,False,16,12,0.01768819436799581,10,1,20,1.17911,True,True,1.1900730549997214
67,8,8,2,2048,0.27798999933679674,False,32,RS,2,True,False,True,30,21,0.05227792895132705,10,7,1,0.31039160000000005,True,True,0.34279320066320335
68,2,64,4,1,inf,False,64,RS,32,False,True,False,1,2,inf,1,1,2,inf,False,True,inf
69,4,8,16,64,4.327840379227005,False,32,RS,1,True,True,False,5,14,0.00019784084512560808,10,1,16,4.3279630000000004,True,False,4.328085620772996
70,1,128,4,2048,3.1523897229888402,False,1024,RS,4,False,False,False,23,17,0.0007587621498203886,10,16,1,3.1528599999999996,True,False,3.153330277011159
71,4,512,16,1024,inf,False,128,RS,8,True,False,True,5,10,inf,1,23,1,inf,False,True,inf
72,1,4,512,2048,10.45106261936112,False,1024,RS,2,False,True,True,9,27,0.0013833293172630173,10,1,27,10.45192,True,False,10.45277738063888
73,16,2,8,1,15.158505235539767,False,512,RS,4,True,False,False,25,5,0.001008017856984903,10,1,9,15.159130000000001,True,False,15.159754764460235
74,16,16,8,32,1.1940730855466744,False,256,RS,2,True,False,False,7,1,0.03635381582447709,10,1,27,1.2166050000000002,True,True,1.239136914453326
75,32,1,128,4,inf,False,2048,RS,2,False,False,True,6,7,inf,1,1,2,inf,False,False,inf
76,1,8,2,512,10.735170340415992,False,1,RS,32,False,False,False,8,3,0.0014354093492798228,10,13,1,10.73606,True,False,10.736949659584008
77,16,2048,1,2048,3.7377403789848933,False,2048,RS,2,False,True,False,2,27,0.1305167302072804,10,1,2,3.8186340000000003,True,True,3.8995276210151073
78,32,16,2,128,inf,False,4,RS,1,False,False,False,14,28,inf,1,1,16,inf,False,True,inf
79,1,16,1024,2048,3.746210470152866,False,2048,RS,2,True,True,True,20,19,0.20404411661207,10,4,1,3.872676,True,True,3.9991415298471336
80,32,512,2,1,inf,False,1,RS,2,True,False,True,12,8,inf,1,29,1,inf,False,True,inf
81,4,32,2048,1024,3.6416791324787776,False,1,RS,1,True,True,True,11,17,0.0007839164496296319,10,28,1,3.642165,True,False,3.642650867521222
82,16,4,1,8,inf,False,2,RS,2,False,False,True,19,8,inf,1,12,1,inf,False,True,inf
83,1,8,2,16,inf,False,128,RS,16,True,False,True,8,27,inf,1,1,29,inf,False,False,inf
84,16,2,16,4,inf,False,1024,RS,4,False,False,True,28,3,inf,1,1,2,inf,False,True,inf
85,2,4,128,1,1.2288592117651653,False,1,RS,8,False,True,False,6,1,0.04010807918611911,10,1,27,1.2537179999999999,True,True,1.2785767882348344
86,8,16,2,16,inf,False,1,RS,16,True,True,True,3,26,inf,1,1,25,inf,False,False,inf
87,2,64,2048,1,inf,False,1,RS,32,False,True,True,4,23,inf,1,20,1,inf,False,False,inf
88,16,8,8,16,inf,False,1,RS,4,True,True,True,3,29,inf,1,1,3,inf,False,True,inf
89,1,1024,128,2048,2.016535339186919,False,256,RS,4,True,True,True,21,29,0.0010304387415077277,10,1,10,2.017174,True,False,2.0178126608130804
90,8,32,64,32,1.4703926790628126,False,512,RS,4,True,True,False,12,28,0.040226719540623776,10,1,11,1.495325,True,True,1.5202573209371875
91,16,64,32,1,3.3840592992881633,False,64,RS,8,False,True,False,19,15,0.00024314604664690473,10,12,1,3.3842099999999995,True,False,3.3843607007118357
92,2,512,128,1024,inf,False,256,RS,4,True,False,True,18,23,inf,1,18,1,inf,False,False,inf
93,1,128,128,2048,4.159196613167933,False,2048,RS,8,True,True,False,19,19,0.18626220091312132,10,10,1,4.274641,True,True,4.390085386832067
94,8,1,512,8,inf,False,2048,RS,2,False,False,True,30,20,inf,1,1,5,inf,False,False,inf
95,2,1,512,256,3.2858204422100057,False,1024,RS,32,True,True,False,26,19,0.034530056993871246,10,24,1,3.3072220000000003,True,True,3.328623557789995
96,1,512,4,1,inf,False,8,RS,2,False,True,True,8,1,inf,1,27,1,inf,False,False,inf
97,1,64,16,1,1.03259298251571,False,256,RS,16,False,False,False,1,8,0.08633389216646034,10,19,1,1.0861022999999999,True,True,1.1396116174842896
98,32,1,8,4,inf,False,16,RS,4,False,True,True,8,24,inf,1,7,1,inf,False,True,inf
99,16,2,1024,128,inf,False,1,RS,8,False,True,True,4,7,inf,1,1,9,inf,False,True,inf
100,4,32,512,256,1.965287290398895,False,512,RS,16,True,True,False,16,20,0.04140999566529794,10,8,1,1.990953,True,True,2.0166187096011052
101,16,2,2,8,inf,False,128,RS,4,False,False,True,13,12,inf,1,1,9,inf,False,True,inf
102,4,128,256,512,0.9603701871175622,False,256,RS,4,False,True,False,17,8,0.020205087536558676,10,19,1,0.9728932,True,True,0.9854162128824379
103,4,128,512,1,2.6309379381946805,False,1,RS,2,False,False,False,4,22,0.00020823304252689615,10,24,1,2.6310670000000003,True,False,2.63119606180532
104,4,2,1,2048,4.398126037860811,False,8,RS,2,True,False,True,25,19,0.0010502861514844223,10,3,1,4.398776999999999,True,False,4.399427962139187
105,2,4,2,512,inf,False,16,RS,8,False,False,True,28,5,inf,1,1,14,inf,False,True,inf
106,2,256,1024,1024,3.927251953149718,False,2048,RS,1,True,True,False,19,15,0.008894951658103525,10,12,1,3.932765,True,True,3.938278046850282
107,4,32,1,64,inf,False,256,RS,32,True,False,True,5,24,inf,1,15,1,inf,False,False,inf
108,1,1024,64,2048,inf,False,1024,RS,32,True,False,False,8,13,inf,1,1,12,inf,False,True,inf
109,2,4,512,32,54.550957028357935,False,512,RS,4,False,False,False,14,7,0.010250117072501641,10,1,10,54.55731000000001,True,False,54.56366297164208
110,1,4,2,128,10.330282542192817,False,16,RS,16,False,True,False,10,12,0.0004476605857120318,10,12,1,10.33056,True,False,10.330837457807183
111,8,4,2,2048,inf,False,256,RS,16,True,True,True,27,2,inf,1,24,1,inf,False,False,inf
112,16,8,1,1,3.5252194741652834,False,256,RS,4,True,False,False,1,28,0.0005542571605310655,10,23,1,3.5255629999999996,True,False,3.5259065258347158
113,32,16,16,256,3.382387695491016,False,2048,RS,1,True,True,False,20,22,0.019853828875055813,10,5,1,3.394693,True,True,3.4069983045089844
114,1,256,8,2048,0.6697328457855227,False,256,RS,2,True,False,False,29,20,0.1012129025642976,10,13,1,0.7324641,True,True,0.7951953542144772
115,4,1,2,1024,inf,False,32,RS,2,True,False,True,21,18,inf,1,1,8,inf,False,True,inf
116,32,2,8,8,91.76508919687134,False,32,RS,4,False,False,False,2,27,0.0015179262169173295,10,1,26,91.76603,True,False,91.76697080312866
117,1,4,16,8,39.23208381126908,False,2048,RS,2,False,False,False,5,25,0.001026450193628704,10,1,15,39.23272,True,False,39.23335618873092
118,2,32,32,1,inf,False,1,RS,8,True,False,True,2,14,inf,1,18,1,inf,False,True,inf
119,8,2,8,32,inf,False,16,RS,1,False,True,True,13,22,inf,1,1,24,inf,False,True,inf
120,8,32,2,1,inf,False,128,RS,8,False,False,True,21,6,inf,1,16,1,inf,False,False,inf
121,1,1,1,256,inf,False,16,RS,2,False,True,True,6,7,inf,1,13,1,inf,False,False,inf
122,4,4,2,2048,11.982292773331228,False,1024,RS,32,False,True,False,18,29,0.000850646812725262,10,1,6,11.98282,True,False,11.983347226668773
123,2,8,32,8,5.908254671118428,False,128,RS,8,False,False,False,15,9,0.0007120561775591837,10,15,1,5.908696000000001,True,False,5.909137328881574
124,8,128,8,1,inf,False,32,RS,8,False,False,True,18,19,inf,1,1,11,inf,False,True,inf
125,1,4,1,256,inf,False,16,RS,4,False,True,True,10,1,inf,1,1,10,inf,False,False,inf
126,8,2,8,256,3.0674037061613,False,1024,RS,1,True,True,False,12,20,0.007606214301477458,10,25,1,3.0721179999999997,True,True,3.076832293838699
127,1,1,512,64,inf,False,512,RS,32,False,True,True,25,20,inf,1,1,14,inf,False,False,inf
128,32,256,64,2048,inf,False,2048,RS,2,False,True,True,7,10,inf,1,5,1,inf,False,True,inf
129,4,64,8,1024,1.8041669168834686,False,512,RS,16,True,False,False,14,27,0.021857359950369127,10,1,2,1.817714,True,True,1.8312610831165315
130,8,32,128,256,2.7334324704610977,False,512,RS,1,False,False,False,13,15,0.04048359252833172,10,1,23,2.758524,True,True,2.7836155295389022
131,1,256,4,2048,3.2687841683613623,False,2048,RS,2,False,False,False,30,16,0.00018204669730594535,10,15,1,3.268897,True,False,3.2690098316386376
132,1,16,64,64,3.897411135703351,False,64,RS,8,False,True,False,3,28,0.0008307009088715163,10,8,1,3.8979260000000004,True,False,3.8984408642966497
133,1,64,256,512,1.836797618218911,False,512,RS,1,False,True,False,25,26,0.01368901223609649,10,1,28,1.8452819999999999,True,True,1.8537663817810888
134,2,1024,32,1024,0.2660546427719478,False,32,RS,1,True,True,False,25,9,0.012895161805886728,10,1,5,0.27404699999999993,True,True,0.28203935722805207
135,1,4,8,8,10.980669192347754,False,2048,RS,2,False,True,False,24,11,0.016603565882063007,10,1,6,10.99096,True,True,11.001250807652244
136,1,256,16,512,inf,False,256,RS,8,False,True,True,11,28,inf,1,24,1,inf,False,True,inf
137,4,512,4,2048,inf,False,256,RS,8,True,False,True,20,7,inf,1,13,1,inf,False,False,inf
138,1,2,64,2048,1.1587892374008597,False,256,RS,32,False,True,False,18,11,0.1156878626995935,10,16,1,1.230492,True,True,1.3021947625991401
139,8,256,16,256,0.32423695039941514,False,64,RS,1,False,False,True,9,8,0.03382416526094917,10,6,1,0.345201,True,True,0.3661650496005848
140,2,2,4,1024,6.080264523436909,False,16,RS,1,False,True,False,24,1,0.0006122613820908904,10,1,28,6.080644,True,False,6.081023476563092
141,1,1,32,2,14.8304705966559,False,1,RS,32,False,True,False,12,8,0.0143102201240931,10,1,14,14.839339999999998,True,False,14.848209403344097
142,8,64,2,64,0.4816012605673565,False,128,RS,2,True,True,False,27,15,0.03676625052626389,10,22,1,0.5043887999999999,True,True,0.5271763394326432
143,2,8,8,1024,13.456905990612373,False,1,RS,32,False,False,False,10,26,0.0006518435395093246,10,5,1,13.457310000000001,True,False,13.45771400938763
144,4,32,8,256,4.158451009937007,False,512,RS,16,True,False,False,30,11,0.00018391574157763645,10,10,1,4.158564999999999,True,False,4.158678990062992
145,2,4,2,4,inf,False,2048,RS,16,False,True,True,16,6,inf,1,28,1,inf,False,True,inf
146,2,1,16,4,inf,False,256,RS,32,True,False,True,26,3,inf,1,1,10,inf,False,False,inf
147,8,8,128,1024,inf,False,128,RS,8,True,False,True,22,29,inf,1,6,1,inf,False,False,inf
148,2,4,8,128,inf,False,1,RS,32,True,False,True,16,20,inf,1,22,1,inf,False,True,inf
149,1,16,64,64,0.8116225336414434,False,1,RS,8,False,False,False,8,13,0.08138459285644918,10,1,12,0.8620642999999999,True,True,0.9125060663585564
150,2,4,1,8,10.121216440973052,False,32,RS,1,False,False,False,6,28,0.00136102902246778,10,20,1,10.12206,True,False,10.122903559026946
151,32,32,256,128,inf,False,1,RS,4,False,False,True,22,29,inf,1,7,1,inf,False,False,inf
152,2,2,16,2048,16.132632392078524,False,512,RS,32,False,True,False,6,29,0.0003994996871085617,10,1,8,16.13288,True,False,16.133127607921477
153,2,1,1024,2048,3.8134288081674264,False,2048,RS,1,True,True,False,27,26,0.014647087116556644,10,29,1,3.8225070000000003,True,True,3.8315851918325743
154,4,128,16,128,0.15731445717930165,False,32,RS,2,False,True,True,6,12,0.03851344650495461,10,6,1,0.18118489999999998,True,True,0.20505534282069832
155,1,8,1,1,3.0927631938974023,False,1,RS,4,True,False,False,11,30,0.0009532281993310903,10,6,1,3.093354,True,False,3.093944806102598
156,1,32,4,512,2.9289693139481146,False,1,RS,16,True,True,True,8,25,0.0002899120556306169,10,1,13,2.929149,True,False,2.929328686051885
157,8,128,4,1024,inf,False,32,RS,2,True,True,True,29,16,inf,1,16,1,inf,False,False,inf
158,16,1,64,128,inf,False,1,RS,8,True,False,True,28,17,inf,1,25,1,inf,False,False,inf
159,2,256,4,2048,inf,False,4,RS,2,True,True,True,13,8,inf,1,1,14,inf,False,True,inf
160,2,512,128,1,2.295327937522464,False,128,RS,4,False,False,False,15,1,0.00020984756372188816,10,24,1,2.295458,True,False,2.295588062477536
161,4,1,256,1024,0.7299895151032817,False,1,RS,8,False,False,False,6,28,0.07008669420146738,10,1,2,0.7734289000000001,True,True,0.8168682848967185
162,2,8,128,128,4.417940156373315,False,512,RS,16,True,True,False,17,8,0.00035147688401943955,10,1,28,4.418158,True,False,4.418375843626685
163,2,512,8,512,3.632001269822725,False,2048,RS,8,True,True,False,18,3,0.005736945267300398,10,11,1,3.635557000000001,True,True,3.6391127301772768
164,16,32,4,128,inf,False,128,RS,2,False,False,False,21,25,inf,1,1,30,inf,False,False,inf
165,32,2,64,64,inf,False,512,RS,2,False,True,False,17,28,inf,1,1,9,inf,False,True,inf
166,4,2,2048,2,4.548185581837208,False,2048,RS,8,True,False,False,9,5,0.00019106019993697377,10,1,4,4.548304,True,False,4.548422418162792
167,16,1,32,16,inf,False,2048,RS,4,True,False,True,8,2,inf,1,1,18,inf,False,False,inf
168,1,4,512,32,16.289930562059318,False,2048,RS,1,True,True,True,21,26,0.013261542142601673,10,1,11,16.29815,True,True,16.30636943794068
169,4,16,64,128,3.401376025234935,False,512,RS,32,True,False,False,19,5,0.00017743731287406185,10,3,1,3.401486,True,False,3.4015959747650646
170,32,2,4,64,4.8087376085405324,False,128,RS,4,False,False,False,24,10,0.09043375396388226,10,21,1,4.864788,True,True,4.920838391459467
171,4,32,8,1,3.4918397663319407,False,128,RS,1,False,False,True,5,16,0.0003198374587193009,10,19,1,3.492038,True,False,3.4922362336680592
172,4,1,8,2,inf,False,1,RS,32,False,False,True,9,14,inf,1,1,19,inf,False,False,inf
173,32,256,8,2048,0.475766647992608,False,128,RS,2,True,True,False,14,8,0.01841342929929133,10,1,5,0.48717920000000003,True,True,0.4985917520073921
174,8,1,8,1024,inf,False,16,RS,8,True,False,True,29,29,inf,1,20,1,inf,False,False,inf
175,8,512,8,1,inf,False,1024,RS,4,False,True,True,1,14,inf,1,20,1,inf,False,False,inf
176,4,8,32,64,1.404822980834297,False,64,RS,32,False,False,False,28,1,0.050434446125639146,10,1,21,1.436082,True,True,1.4673410191657033
177,8,1024,32,1024,0.8404593568431088,False,256,RS,1,False,True,False,19,1,0.03128718712827985,10,18,1,0.8598509999999999,True,True,0.879242643156891
178,2,2,4,2,inf,False,1024,RS,4,True,True,True,12,29,inf,1,1,24,inf,False,False,inf
179,2,1,16,8,inf,False,128,RS,2,False,True,True,7,17,inf,1,1,17,inf,False,False,inf
180,2,2,2,2048,11.18980715217833,False,8,RS,2,True,True,False,17,12,0.0005370288632837884,10,1,22,11.190139999999998,True,False,11.190472847821665
181,32,32,4,1,inf,False,1024,RS,4,True,True,True,26,26,inf,1,1,13,inf,False,False,inf
182,4,128,2,512,3.9983359913775334,False,512,RS,32,True,True,False,9,10,0.00014683664392793738,10,27,1,3.9984270000000004,True,False,3.9985180086224674
183,16,1,8,2048,2.1337790714349016,False,16,RS,4,False,False,False,19,8,0.00017252246230561728,10,2,1,2.1338859999999995,True,False,2.1339929285650974
184,4,8,4,32,inf,False,256,RS,16,True,False,True,21,21,inf,1,7,1,inf,False,True,inf
185,8,64,1,2048,inf,False,2048,RS,16,False,False,True,8,2,inf,1,1,24,inf,False,True,inf
186,4,1,1,256,3.258570179569944,False,256,RS,16,False,True,False,3,2,0.0003966156829979999,10,2,1,3.2588160000000004,True,False,3.2590618204300568
187,8,2,2,8,8.65022624812807,False,1024,RS,1,True,True,False,4,11,0.017365017967166125,10,8,1,8.660988999999999,True,True,8.671751751871929
188,4,1,128,256,inf,False,1024,RS,8,True,True,True,17,8,inf,1,1,30,inf,False,False,inf
189,8,256,32,256,inf,False,1024,RS,4,True,True,True,23,18,inf,1,15,1,inf,False,True,inf
190,4,1,1,2,7.0853413898873425,False,4,RS,4,False,True,False,5,19,0.00037691510980590397,10,1,18,7.085575,True,False,7.085808610112658
191,2,64,2,64,inf,False,8,RS,2,True,True,True,18,14,inf,1,1,15,inf,False,False,inf
192,8,4,2048,32,5.5308156340426535,False,1,RS,16,False,True,False,8,9,0.009098759530837174,10,1,4,5.536455,True,True,5.542094365957347
193,1,8,8,2048,inf,False,1024,RS,16,True,True,True,1,21,inf,1,27,1,inf,False,False,inf
194,2,1,4,8,inf,False,256,RS,32,False,False,True,27,26,inf,1,26,1,inf,False,True,inf
195,1,8,4,256,6.850335166407213,False,256,RS,4,True,False,False,23,18,0.0014873200731517718,10,1,23,6.8512569999999995,True,False,6.852178833592786
