id,T2_J,T2_I,T4_I,T2_Ja,T3_I,T3_Ja,mean_confidence_interval_inf,T4_J,baseline,T2_Ia,technique,T4_Ia,VEC4,VEC2,VEC3,VEC1,RT4_J,T3_J,U2_J,SCR,RT4_I,U1_I,T3_Ia,RT2_I,runs,U2_I,RT2_J,cost_mean,RT3_I,cost_std,RT3_J,correct_result,U4_J,U4_I,T4_Ja,mean_confidence_interval_sup,U3_I,U3_J
52,8,2,1,512,16,1024,3.6754092640164444,256,False,2,RS,2048,False,False,True,True,8,1,1,False,16,12,16,1,10,16,4,3.6755519999999997,4,0.0002302954623956065,1,True,1,30,2048,3.675694735983555,21,1
53,16,64,32,2048,2,1024,2.317977014334544,8,False,128,RS,512,True,True,False,True,4,64,1,True,4,17,8,1,10,8,1,2.318382,4,0.0006534187019055868,16,True,1,12,512,2.318786985665456,29,1
54,4,512,64,8,4,128,2.681653423358584,512,False,1,RS,1,True,True,False,False,8,8,23,False,1,20,64,2,10,1,8,2.681752,32,0.0001590471628165286,1,True,13,1,1,2.681850576641416,29,1
55,256,64,64,256,256,32,4.146639607601565,2,False,512,RS,128,False,True,False,True,1,2,1,False,2,26,1,1,10,15,4,4.148569999999999,16,0.003114565780329429,8,True,6,1,512,4.150500392398434,1,9
56,1,32,64,2048,16,64,2.9403637445895794,1,False,128,RS,128,False,False,False,True,8,4,1,False,8,10,32,1,10,26,32,2.940522,32,0.0002553350739714865,2,True,9,1,512,2.9406802554104208,11,1
57,4,1,128,2048,1024,32,2.8964157804490847,16,False,1,RS,2048,True,False,True,False,16,8,1,True,1,3,2048,16,10,11,1,2.8969560000000003,1,0.0008716100045319002,16,True,1,1,256,2.897496219550916,1,11
58,2,16,128,256,1024,32,inf,32,False,16,RS,128,False,False,False,True,1,1,1,False,32,2,2048,1,1,7,1,inf,32,inf,4,False,11,1,512,inf,30,1
59,16,16,128,512,1,512,2.3345184400285475,16,False,64,RS,512,False,False,True,False,1,1,4,True,8,28,32,8,10,1,2,2.334835,8,0.0005107494493389573,4,True,1,16,32,2.3351515599714525,1,20
60,32,1,512,1,512,1024,inf,8,False,4,RS,512,False,True,False,True,32,1,26,True,1,23,2048,4,1,1,2,inf,32,inf,4,False,1,27,1024,inf,1,14
61,8,4,32,256,1024,1,3.4519254767543264,1,False,16,RS,1024,True,False,False,True,1,1,17,False,4,28,1,8,10,1,1,3.4520299999999997,32,0.00016864163187066644,4,True,1,6,64,3.452134523245673,1,1
62,256,512,4,512,2,1024,4.921311509182519,4,False,2048,RS,16,True,True,False,True,32,8,24,True,4,15,1,16,10,1,4,4.921495999999999,4,0.0002976642403782951,32,True,1,25,128,4.92168049081748,1,30
63,128,1,512,512,16,32,2.468786143197184,4,False,64,RS,1,True,True,True,True,2,1,9,True,4,30,16,2,10,1,1,2.4688470000000002,2,9.818859404227277e-05,16,True,6,1,1,2.4689078568028164,8,1
64,8,32,2,256,2,1024,5.196337626764678,8,False,512,RS,1,False,False,True,False,8,1,1,False,4,29,16,32,10,18,2,5.196413999999999,16,0.00012322337440591992,2,True,21,1,512,5.19649037323532,15,1
65,32,4,64,32,64,128,2.364511656333929,1,False,256,RS,128,True,True,False,True,32,128,3,True,2,17,64,32,10,1,4,2.3646909999999997,1,0.00028935963782108506,8,True,1,22,4,2.3648703436660705,13,1
66,512,4,64,1024,2,32,2.0645023987696898,8,False,64,RS,64,True,True,True,True,2,1,1,False,2,11,4,8,10,27,2,2.065713,2,0.0019532283532654195,8,True,28,1,256,2.0669236012303105,19,1
67,8,1,8,1024,1,512,inf,256,False,512,RS,128,False,False,True,True,1,512,1,False,1,11,1024,32,1,13,4,inf,2,inf,8,False,12,1,512,inf,25,1
68,512,2,2,1,1,512,2.397660926475953,1,False,128,RS,32,True,True,False,True,4,256,5,True,32,3,128,1,10,1,32,2.400026,2,0.003815896225004054,32,True,1,14,64,2.402391073524047,1,7
69,8,4,16,1024,8,16,inf,64,False,512,RS,256,False,False,False,False,1,2,23,False,1,13,64,1,1,1,1,inf,8,inf,8,False,29,1,512,inf,19,1
70,32,32,16,32,64,512,3.093479404334551,4,False,64,RS,1024,False,True,True,False,4,1,1,False,8,15,1024,8,10,24,2,3.0936130000000004,8,0.00021554813847487754,8,True,3,1,16,3.0937465956654497,1,9
71,2,4,1,32,1,256,2.2081530318536498,64,False,8,RS,4,False,False,True,True,1,256,1,True,16,27,64,1,10,17,32,2.208482,1,0.0005307692530657717,4,True,1,27,1024,2.2088109681463504,12,1
72,4,4,16,1024,8,2048,3.0414686909016986,8,False,128,RS,2048,False,True,False,False,8,1,23,False,1,2,512,8,10,1,16,3.0416659999999998,2,0.000318345724017158,32,True,1,17,32,3.041863309098301,3,1
73,8,8,2,512,64,16,2.825296945449739,2,False,512,RS,64,False,False,True,False,1,2,1,True,32,19,512,2,10,27,4,2.8255359999999996,4,0.00038569936479072907,8,True,30,1,32,2.82577505455026,1,11
74,32,4,512,2048,8,2048,2.411378601754048,32,False,4,RS,512,False,True,False,False,8,128,23,False,8,13,1024,2,10,1,16,2.413119,32,0.0028080222577465115,1,True,8,1,1,2.414859398245952,28,1
75,64,256,8,128,64,2048,2.525159721200766,64,False,256,RS,32,False,True,True,False,8,2048,1,False,1,14,64,2,10,15,32,2.525228,8,0.00011016351483140775,4,True,13,1,2048,2.5252962787992335,23,1
76,128,32,64,512,4,2048,2.3870108280286537,1024,False,64,RS,64,False,True,True,True,1,2,3,False,8,23,1024,1,10,1,16,2.387213,16,0.0003261916614508101,2,True,1,27,1024,2.3874151719713463,29,1
77,2,2,1,256,64,256,2.9633540096857334,2048,False,256,RS,128,True,True,False,False,4,16,6,False,8,29,1,1,10,1,8,2.963471,32,0.00018875645684318806,4,True,5,1,2048,2.963587990314267,8,1
78,4,1024,8,512,512,1,3.854361852506397,64,False,1024,RS,8,True,True,True,False,4,1024,1,True,32,26,1024,2,10,18,16,3.8544539999999996,32,0.00014867414032040428,4,True,1,30,2048,3.8545461474936022,1,1
79,128,4,4,256,512,1,2.2081359925577706,32,False,8,RS,8,False,True,False,False,32,32,28,True,1,10,512,1,10,1,16,2.20824,4,0.00016780941570724122,1,True,5,1,1,2.2083440074422294,1,12
80,2,8,8,256,8,256,2.0429962211440604,2048,False,64,RS,1,False,False,True,False,8,64,1,False,2,12,1,32,10,19,1,2.0430669999999997,2,0.00011419719786404911,32,True,1,13,2048,2.043137778855939,1,26
81,16,1,2,512,2,1,1.8558330681519783,4,False,2,RS,16,False,True,False,True,1,256,1,True,2,21,2048,2,10,2,16,1.855909,32,0.00012251122397560372,1,True,1,14,128,1.8559849318480217,1,26
82,4,8,256,1,2,2048,inf,1,False,16,RS,1024,True,True,False,True,1,2,18,True,1,19,2,2,1,1,8,inf,1,inf,1,False,4,1,512,inf,2,1
83,1,8,16,64,16,1024,2.2943249033558737,2,False,256,RS,2048,False,False,False,True,16,2,15,False,8,12,1024,4,10,1,8,2.294419,2,0.0001518189711465711,32,True,29,1,512,2.2945130966441263,10,1
84,16,2,8,1024,1,128,inf,512,False,4,RS,64,False,True,False,True,4,4,28,True,1,12,128,2,1,1,16,inf,1,inf,8,False,1,6,512,inf,30,1
85,64,1024,2,256,512,64,2.8458903390924464,2,False,1,RS,16,True,False,False,True,1,8,1,True,2,17,1024,16,10,18,4,2.846279,4,0.0006270797397460755,16,True,1,13,16,2.8466676609075536,12,1
86,256,16,128,256,4,2048,2.4725532122483673,8,False,64,RS,1,True,True,True,False,32,16,4,True,2,1,32,1,10,1,8,2.4725930000000003,2,6.419501538271854e-05,16,True,1,5,64,2.472632787751633,1,16
87,64,32,128,1024,2,256,1.9071472449902187,2,False,128,RS,128,False,False,False,False,4,16,20,True,2,20,4,1,10,1,1,1.9074529999999998,8,0.0004933163285357415,8,True,1,17,128,1.907758755009781,10,1
88,8,1,16,2048,4,2,3.3906861408551343,256,False,1,RS,64,False,True,True,True,16,2,1,True,2,3,1,1,10,29,1,3.3907870000000004,32,0.00016272983746079984,1,True,18,1,1,3.3908878591448666,4,1
89,1,1024,64,1024,8,1024,inf,512,False,1024,RS,1,True,True,True,False,1,16,21,False,32,24,32,1,1,1,2,inf,4,inf,1,False,9,1,2048,inf,29,1
90,1,2,128,256,4,128,1.8707539467943237,2,False,2,RS,2048,False,False,False,False,1,16,1,True,2,9,1024,4,10,24,2,1.870805,4,8.237111144079633e-05,4,True,22,1,2048,1.8708560532056764,14,1
91,1024,8,64,1,1,512,3.8606210019306038,16,False,16,RS,2048,True,False,False,True,4,8,1,True,1,13,4,8,10,7,2,3.8607120000000004,32,0.0001468196172178594,4,True,4,1,16,3.860802998069397,1,29
92,8,1,64,256,64,512,4.023500299958211,1,False,512,RS,512,True,False,False,False,8,256,21,False,2,10,1024,8,10,1,4,4.023605999999999,32,0.00017054031781364978,2,True,21,1,8,4.023711700041788,5,1
93,128,8,2048,1,2,2048,3.528264147798362,8,False,1,RS,2048,False,False,False,False,1,256,28,False,16,28,8,4,10,1,8,3.5283679999999995,1,0.00016755894485226245,4,True,1,18,64,3.528471852201637,1,8
94,4,64,2,1024,16,1,3.4669606557909867,1,False,2048,RS,2048,False,False,False,False,8,2,5,False,1,24,256,1,10,1,32,3.4679069999999994,1,0.0015268663988705282,1,True,1,29,1024,3.468853344209012,22,1
95,2,16,4,1,2,2048,3.04176379066704,16,False,512,RS,8,False,False,True,False,2,4,3,False,4,4,32,8,10,1,2,3.04217,32,0.0006553930118638527,2,True,1,24,512,3.0425762093329602,1,26
96,64,512,8,1,4,32,2.8798984235229512,8,False,1,RS,512,True,True,False,True,2,1,1,True,2,15,8,32,10,11,1,2.879983,1,0.00013645878498658683,16,True,1,21,1024,2.880067576477049,1,6
97,16,32,16,2048,256,512,6.951625405717514,2,False,2048,RS,32,False,False,True,False,2,16,1,True,16,29,1,1,10,23,1,6.951898,32,0.0004398135968793358,2,True,27,1,8,6.952170594282486,11,1
98,1024,16,16,1024,32,128,3.0797048559341214,16,False,64,RS,1024,False,True,True,False,8,32,14,True,1,29,256,8,10,1,2,3.0797709999999996,2,0.00010671925786845416,16,True,13,1,128,3.079837144065878,1,8
99,4,2,512,64,4,8,3.965515871182659,16,False,128,RS,1,False,True,True,False,16,1,21,True,4,4,4,4,10,1,32,3.965599,1,0.0001341230778053746,8,True,1,6,128,3.9656821288173414,1,17
100,32,4,128,256,1,512,2.5137557504351817,32,False,256,RS,512,False,True,False,True,16,64,1,False,1,13,2,1,10,2,32,2.5140590000000005,8,0.0004892739518919637,2,True,15,1,32,2.5143622495648192,6,1
101,1,16,1,1024,1,2048,1.9176111399497773,8,False,2048,RS,2,True,True,False,False,1,256,4,False,2,6,8,1,10,1,1,1.918218,8,0.000979130226272268,4,True,24,1,128,1.9188248600502227,1,18
102,512,2,4,1,128,1,3.534893197694212,16,False,16,RS,128,False,False,True,True,4,16,1,True,1,7,512,16,10,7,8,3.535116,16,0.0003594773984549472,4,True,1,25,128,3.535338802305788,24,1
103,2,256,8,16,64,1024,2.3628719301996775,128,False,256,RS,16,False,False,True,False,8,16,1,False,2,30,256,1,10,15,16,2.3630569999999995,8,0.0002985983924940589,1,True,15,1,1024,2.3632420698003216,1,23
104,4,1,2,8,4,128,3.496393854247188,4,False,1,RS,1,False,False,False,True,32,16,15,True,4,26,64,8,10,1,4,3.496515,16,0.0001954609935511081,8,True,1,30,64,3.496636145752812,1,30
105,4,1,128,32,512,256,6.526878052423678,4,False,16,RS,2048,False,True,True,True,8,8,1,True,8,18,1024,8,10,11,2,6.527200000000001,32,0.0005194420083128333,4,True,12,1,512,6.527521947576323,1,23
106,32,4,1,512,512,2048,inf,1,False,2048,RS,2048,True,False,True,True,1,16,18,True,16,22,1,2,1,1,16,inf,8,inf,8,False,3,1,1,inf,15,1
107,512,256,4,1024,32,1,inf,16,False,512,RS,64,False,True,False,True,32,256,1,True,4,22,128,16,1,3,8,inf,1,inf,16,False,2,1,512,inf,1,10
108,4,1,64,2048,1,8,3.101934603063816,64,False,512,RS,256,True,False,True,False,16,1,1,True,8,10,2,4,10,20,8,3.102154,16,0.00035398305044173834,2,True,1,9,64,3.102373396936184,1,27
109,4,256,256,256,1,32,4.059764013978033,16,False,1,RS,1,True,True,True,True,16,32,1,False,2,11,1024,4,10,18,8,4.060196,16,0.0006969820657665428,1,True,1,7,128,4.060627986021967,1,21
110,4,2,16,1024,4,32,inf,16,False,32,RS,16,True,False,True,False,32,2,1,False,2,28,16,2,1,9,1,inf,32,inf,2,False,4,1,2048,inf,1,3
111,1,8,2048,128,4,256,2.0232128451755083,2,False,128,RS,2048,True,False,True,True,16,4,1,False,1,1,64,4,10,3,1,2.023355,1,0.0002293577990825224,2,True,6,1,512,2.0234971548244918,23,1
112,1,1,8,32,1,1,1.964312064709153,16,False,256,RS,1,False,True,True,False,2,64,1,True,32,14,4,1,10,7,2,1.964413,2,0.0001628526941748271,2,True,1,23,1,1.964513935290847,1,14
113,1,8,4,16,8,512,2.10606874861827,1024,False,32,RS,1024,True,False,True,True,1,256,1,True,1,7,256,2,10,3,16,2.106273,2,0.00032954665830493536,1,True,1,12,2048,2.1064772513817296,1,17
114,2048,2,256,2048,1,64,2.0725662187904677,1024,False,4,RS,1024,False,False,False,False,1,1,8,True,4,6,512,2,10,1,1,2.0727939999999996,8,0.000367510544066403,8,True,1,25,1024,2.0730217812095315,1,1
115,4,32,2048,256,1,1024,5.346678650742421,2,False,256,RS,1,True,False,True,False,2,8,1,True,16,22,8,2,10,26,16,5.346820999999999,1,0.00022967150454507432,16,True,1,13,8,5.346963349257578,1,15
116,8,1,256,1,32,512,1.9900751792667988,4,False,2048,RS,1,True,False,False,True,16,64,1,False,4,3,64,2,10,22,8,1.990782,4,0.001140410452424942,4,True,1,4,32,1.9914888207332013,22,1
117,64,64,64,128,512,2048,inf,64,False,1,RS,64,True,True,False,True,4,2,1,False,1,6,512,1,1,10,2,inf,1,inf,8,False,1,6,256,inf,4,1
118,128,128,2,2048,1024,1024,2.7032471800939204,256,False,128,RS,32,True,False,False,False,8,256,24,False,16,9,1024,16,10,1,8,2.7035720000000003,4,0.0005240763303184067,4,True,8,1,512,2.70389681990608,1,4
119,1,4,64,256,2,1024,4.23994137019352,2,False,16,RS,256,True,True,False,True,1,32,4,False,32,13,32,8,10,1,16,4.240261,4,0.0005157024335798003,1,True,3,1,16,4.24058062980648,8,1
120,1,64,4,128,8,512,2.0555820549461807,256,False,2048,RS,4,True,False,True,True,1,4,1,False,32,11,16,2,10,1,32,2.055666,16,0.00013544002362674663,2,True,1,9,1,2.0557499450538192,30,1
121,4,128,32,1024,4,64,4.028245789227829,8,False,256,RS,128,True,True,False,True,16,2,25,True,8,1,32,2,10,1,32,4.028767,1,0.0008409405448661636,1,True,9,1,64,4.0292882107721715,1,12
122,2,32,64,2048,1024,128,inf,16,False,128,RS,1024,False,True,False,False,16,32,14,True,1,17,1024,2,1,1,4,inf,8,inf,8,False,1,23,32,inf,25,1
123,8,128,1,1024,256,1,inf,1,False,1,RS,256,True,False,False,False,1,4,25,False,1,18,256,4,1,1,1,inf,4,inf,16,False,11,1,2048,inf,5,1
124,64,64,32,512,64,256,inf,2048,False,1,RS,1024,False,True,False,False,1,1,1,True,8,7,1024,32,1,23,4,inf,2,inf,2,False,8,1,2048,inf,20,1
125,32,128,64,32,16,1,3.39147362705261,8,False,512,RS,128,True,True,True,True,8,2,22,True,8,18,512,2,10,1,2,3.391664,1,0.0003071546841576943,16,True,22,1,2048,3.3918543729473902,8,1
126,32,1,32,1024,16,16,2.115679708684358,8,False,4,RS,32,False,False,True,False,4,1,1,True,4,17,16,8,10,9,1,2.1160110000000003,8,0.0005345175394690057,2,True,1,3,512,2.1163422913156427,13,1
127,1,2,256,1024,1,1024,inf,2048,False,16,RS,512,True,True,True,False,2,8,1,True,1,23,512,8,1,21,8,inf,1,inf,16,False,1,21,1,inf,28,1
128,2,1,8,2048,8,2048,2.8690013677695285,1,False,128,RS,2048,False,False,True,False,2,2,1,True,16,6,512,4,10,27,16,2.86911,2,0.00017527121840164856,16,True,1,28,128,2.8692186322304716,1,11
129,2,512,2,2,512,16,6.070371196477426,4,False,2048,RS,512,False,False,True,True,4,8,9,False,4,14,2048,2,10,1,16,6.070493,4,0.00019652226336976472,4,True,14,1,256,6.070614803522574,30,1
130,64,32,1,1,16,1024,1.9699459097797827,1024,False,64,RS,16,True,True,True,False,2,8,29,False,4,11,128,4,10,1,1,1.970042,32,0.00015503547981030426,1,True,1,26,2048,1.9701380902202175,25,1
131,512,1,1,512,512,256,3.151106658957703,1,False,64,RS,16,True,True,False,False,32,32,1,False,1,21,1024,1,10,19,32,3.1512960000000003,2,0.00030548977069612664,2,True,20,1,512,3.1514853410422976,1,20
132,128,64,4,128,1,2048,3.636785887883637,8,False,128,RS,1,False,True,False,True,2,8,25,False,8,11,256,8,10,1,8,3.637035,1,0.00040192661021633584,16,True,12,1,16,3.637284112116363,1,16
