id,T5_I,T1_Ja,technique,RT1_J,RT7_I,VEC10,RT7_J,T5_J,cost_std,VEC9,T3_J,T3_I,RT1_I,VEC6,mean_confidence_interval_inf,T1_I,T1_J,T5_Ia,T3_Ja,VEC7,VEC4,VEC5,T7_J,VEC3,T7_I,VEC2,T7_Ia,VEC8,U10_I,U6_I,T1_Ia,VEC1,U5_J,U5_I,U1_J,U1_I,U8_I,U7_I,U7_J,baseline,runs,mean_confidence_interval_sup,U2_I,cost_mean,U9_I,RT3_I,RT3_J,correct_result,T7_Ja,T5_Ja,U4_I,T3_Ia,SCR,U3_I,RT5_J,RT5_I,U3_J
1,16,2048,DLMT,1,4,False,32,8,0.0008257965851225193,False,4,32,4,True,2.2240481753788464,64,128,256,256,False,True,False,128,False,4,False,2048,False,16,8,512,True,16,1,4,1,16,16,1,False,10,2.2250718246211525,16,2.2245599999999994,8,8,1,True,1024,64,4,64,True,1,8,16,8
2,256,2048,DLMT,4,4,False,16,1,0.00021387847016465618,False,4,256,8,True,2.126843439186675,16,1,1024,32,True,False,False,512,False,2048,False,1,False,1,1,2048,True,1,8,8,1,1,8,1,False,10,2.127108560813325,12,2.126976,16,32,1,True,512,4,8,512,True,1,32,2,12
3,8,512,DLMT,8,2,False,32,16,0.001966676384156766,False,8,16,1,True,2.624733063746948,64,64,16,1,True,False,True,1,True,2048,True,1,True,16,12,1,False,1,8,8,1,16,1,8,False,10,2.6271709362530506,12,2.6259519999999994,8,2,2,True,1024,64,1,128,False,4,4,4,1
4,8,1,DLMT,4,1,False,8,1,7.40877857679315e-05,False,2048,8,32,True,2.967603080758426,8,128,128,2048,False,False,True,16,True,512,False,1,True,16,12,16,True,4,1,8,1,12,8,1,False,10,2.9676949192415734,12,2.9676489999999998,1,16,4,True,64,4,16,512,False,4,1,32,1
5,4,2048,DLMT,2,2,False,2,1,0.0010762104812721241,True,16,2048,2,False,1.9142119700899936,1,2048,64,128,True,True,False,4,False,32,True,2048,False,8,4,8,False,1,16,1,16,1,1,1,False,10,1.9155460299100069,16,1.9148790000000002,8,1,4,True,16,1,1,2048,True,1,2,4,8
6,2,128,DLMT,4,4,True,16,16,0.0021912361807892144,True,32,1,8,True,3.4979738827005407,32,1,512,1024,False,False,False,1,True,8,True,256,False,4,4,32,False,1,16,1,12,1,1,12,False,10,3.500690117299459,8,3.499332,4,32,1,True,32,128,16,64,False,16,8,16,1
7,4,1024,DLMT,4,2,False,1,32,0.00015162123861785364,True,2,1024,8,False,2.1951050259095126,4,128,8,4,False,True,True,4,True,2,True,2048,False,16,1,8,False,1,1,8,1,1,8,1,False,10,2.1952929740904867,1,2.1951989999999997,1,8,16,True,4,128,12,1024,True,8,4,32,1
8,1024,1024,DLMT,4,8,False,16,4,0.0037494032858576202,True,1,2048,1,True,1.7367511384693193,2,1024,2048,2048,False,True,False,8,False,1,True,64,True,16,4,64,True,8,1,1,12,16,1,12,False,10,1.741398861530681,4,1.7390750000000001,1,16,4,True,512,1024,1,1,True,8,4,8,1
9,32,2048,DLMT,16,2,False,32,8,0.0003836665218650193,False,4,512,2,False,3.0479622053956863,1,2,1,512,False,True,False,1,False,2048,True,2048,True,4,8,8,False,8,1,1,4,1,1,4,False,10,3.0484377946043137,12,3.0482,1,32,4,True,2048,8,4,2048,False,8,4,32,1
10,32,2048,DLMT,32,4,False,8,16,0.00015674501586971057,True,8,16,1,False,1.845081850217826,2,256,256,16,False,False,True,2048,True,32,True,64,True,1,8,512,True,12,1,1,16,8,16,1,False,10,1.8452761497821748,4,1.8451790000000003,8,2,2,True,1,64,16,64,True,1,1,2,8
11,2,8,DLMT,1,16,True,8,16,0.0001386686698573567,False,4,256,4,True,2.9787650538472863,4,8,1024,512,False,True,False,1,False,1,True,512,True,1,16,16,False,12,1,16,1,12,8,1,False,10,2.978936946152714,12,2.978851,1,4,2,True,16,16,16,2048,False,1,2,2,8
12,16,1,DLMT,32,8,True,4,4,0.0004368523778120011,True,64,4,2,False,2.2374192410663816,4,4,128,1,True,True,True,16,True,2048,True,2048,False,12,16,128,True,8,1,1,16,8,1,4,False,10,2.237960758933618,8,2.2376899999999997,12,16,8,True,1,1024,16,1024,True,1,4,1,12
