id,correct_result,runs,mean_confidence_interval_sup,RT_K,T1_I,T1_J,T1_K,U_K,U_J,U_I,technique,U1_I,T2_K,T2_J,T2_I,mean_confidence_interval_inf,cost_std,RT_I,cost_mean,RT_J
1,True,35,0.12900039506826455,8,128,512,32,14,1,16,SIMA,23,64,512,2048,0.12894206207459263,8.803800663489168e-05,8,0.1289712285714286,1
2,True,35,0.22804513203512577,8,16,64,256,26,23,1,SIMA,15,1024,64,512,0.22801109653630286,5.136745574976633e-05,1,0.22802811428571432,8
3,True,35,0.2167833646386498,1,128,32,1,23,14,1,SIMA,9,256,1024,2048,0.21670686393277874,0.00011545729487033648,1,0.21674511428571427,8
4,True,35,0.1254739973755778,1,1,16,128,1,15,3,SIMA,15,256,256,128,0.1253257740529936,0.0002237033458372397,8,0.1253998857142857,8
5,True,35,0.28671679746274825,1,32,128,256,1,20,21,SIMA,8,512,128,512,0.2863608025372517,0.0005372788475270563,32,0.2865388,1
6,True,35,0.14587851138815516,1,1,64,256,24,1,20,SIMA,28,256,1024,1,0.14574834575470202,0.00019645010791027908,1,0.1458134285714286,32
7,True,35,0.23354758266679457,1,16,1,16,1,30,1,SIMA,20,2048,128,512,0.2334763030474911,0.00010757746520720855,1,0.23351194285714283,8
8,True,35,0.12906863398985577,8,32,16,1,1,18,3,SIMA,20,128,1024,2048,0.12904102315300134,4.167115186743895e-05,1,0.12905482857142855,1
9,True,35,0.14225401463321988,1,32,128,64,21,1,16,SIMA,9,256,2048,64,0.14203821393820878,0.0003256932624794225,1,0.14214611428571433,32
10,True,35,0.21367848724397234,8,128,16,16,26,1,30,SIMA,20,128,128,128,0.2135132841845991,0.00024932970385513505,1,0.21359588571428573,1
11,True,35,0.1259851181088281,8,64,128,256,2,1,27,SIMA,16,1,128,128,0.12595448189117195,4.623715265578401e-05,8,0.12596980000000002,1
12,True,35,0.12187658730543705,1,128,64,128,1,1,26,SIMA,17,1,256,256,0.1218461555517058,4.59285692068429e-05,8,0.12186137142857142,8
13,True,35,0.15272868366796774,8,64,128,128,1,1,25,SIMA,17,1,512,256,0.15261063061774652,0.0001781694126157356,1,0.15266965714285713,8
14,True,35,0.1891005355791284,1,128,64,64,2,1,27,SIMA,16,1,256,128,0.18886123584944306,0.00036115875191061243,1,0.18898088571428573,8
15,True,35,0.11866651366053343,1,64,128,128,2,1,26,SIMA,16,1,256,256,0.11863685776803798,4.475761478935898e-05,8,0.1186516857142857,8
16,True,35,0.17870163106959175,1,1,1,1,1,1,1,SIMA,1,1,1,1,0.178542654644694,0.00023993226935439872,1,0.17862214285714287,1
