id,RT1_J,T1_Ja,baseline,RT1_I,T2_K,T2_J,T2_I,T2_Ja,U2_I,mean_confidence_interval_inf,T1_I,T1_J,technique,VEC2,VEC1,U2_J,SCREP,T1_Ia,OMP1,U1_J,U1_I,T2_Ka,RT2_I,runs,T2_Ia,RT2_J,RT2_K,cost_mean,U2_K,OMP2,cost_std,correct_result,mean_confidence_interval_sup
1,2,16,False,16,128,2048,2,1,1,inf,2,16,DLMT,False,False,6,False,16,False,1,28,256,16,1,256,8,2,inf,7,False,inf,False,inf
2,16,512,False,8,1,2,128,64,1,0.4301650233173119,128,64,DLMT,True,True,4,True,512,True,27,1,16,32,10,1,32,8,0.44117300000000004,2,True,0.017760672656180563,True,0.4521809766826882
3,8,16,False,4,512,512,2,2048,30,0.35234866330292547,8,2,DLMT,True,False,1,False,32,True,19,1,512,1,10,256,4,16,0.37180080000000004,2,True,0.03138478962108874,True,0.3912529366970746
4,2,256,False,32,1,256,4,1,16,0.6030201806321498,1,8,DLMT,False,True,5,True,1,True,1,9,128,16,10,2048,32,1,0.6298441,1,False,0.04327869371284211,True,0.6566680193678502
5,1,1,False,4,32,2,1,1024,12,0.7032036786068092,1,8,DLMT,True,True,7,True,1,False,1,1,128,16,10,8,4,2,0.7230700000000001,1,True,0.032053050375900255,True,0.742936321393191
6,16,32,False,32,2,16,8,2048,1,0.6146197992055615,128,1,DLMT,True,True,7,False,2048,False,11,1,128,2,10,64,8,1,0.6184297000000001,8,True,0.006147033447932423,True,0.6222396007944386
7,8,512,False,4,16,16,64,2048,15,1.4032185390933287,8,1,DLMT,False,False,1,False,256,False,1,2,256,32,10,512,1,4,1.403273,1,False,8.786922100484991e-05,True,1.4033274609066713
8,1,1024,False,32,1,2048,128,2048,3,1.1863421618818772,2,4,DLMT,False,True,26,False,8,False,16,1,16,8,10,1024,1,1,1.186391,1,False,7.87972080723693e-05,True,1.1864398381181227
9,8,2048,False,32,1,4,8,256,24,1.0377851711232848,1,4,DLMT,True,True,1,True,1,True,1,16,4,1,10,128,1,4,1.0743260000000001,1,False,0.05895631131609233,True,1.1108668288767154
10,4,1,False,32,8,8,2,128,4,0.7385525709802044,1024,2048,DLMT,False,True,1,True,1024,True,30,1,512,32,10,2,32,16,0.7579711,28,True,0.03133056576396283,True,0.7773896290197956
11,4,512,False,32,16,1024,512,1024,1,1.54692090542676,128,2,DLMT,False,True,17,False,1,False,1,1,16,2,10,1024,2,1,1.5469719999999998,1,False,8.243785538212056e-05,True,1.5470230945732395
12,1,2048,False,32,8,8,2,8,4,2.9210968814141527,4,1,DLMT,False,False,1,False,16,False,1,30,8,8,10,8,2,8,2.921898,22,False,0.0012925540607650007,True,2.9226991185858475
13,32,1024,False,2,4,2048,1,1,1,0.8808229666448917,1,256,DLMT,True,False,10,False,8,True,1,1,16,4,10,64,16,4,0.8825651000000001,5,False,0.002810821746393739,True,0.8843072333551085
14,32,512,False,1,256,8,256,64,1,1.8726298262089434,8,8,DLMT,False,False,30,False,2048,True,1,30,1,8,10,1,32,2,1.8740510000000001,1,False,0.0022929738332566887,True,1.875472173791057
15,32,4,False,2,512,128,16,1,24,0.5569309927284545,2,2,DLMT,True,True,5,True,512,True,1,25,2048,8,10,64,1,1,0.5668509,1,True,0.01600514162667736,True,0.5767708072715456
16,1,1024,False,2,8,32,64,128,1,0.8849237401970533,16,8,DLMT,True,True,17,True,128,True,30,1,256,2,10,2048,1,32,0.896736,4,False,0.019058332492639527,True,0.9085482598029466
17,8,2048,False,8,512,8,128,8,1,0.5310537503712671,8,64,DLMT,False,True,7,True,128,True,1,8,1,8,10,512,4,32,0.5372018999999998,2,False,0.009919649736255825,True,0.5433500496287325
18,2,1,False,32,2048,32,1,1024,14,inf,4,128,DLMT,True,True,1,False,1024,False,4,1,1,32,1,2048,8,1,inf,8,True,inf,False,inf
19,1,256,False,32,8,32,8,256,2,1.3947539496604853,1,8,DLMT,True,False,1,False,256,False,21,1,256,32,10,64,16,4,1.50658,3,False,0.18042424432431475,True,1.6184060503395148
20,16,1,False,32,512,64,8,1,1,inf,4,2048,DLMT,True,True,4,False,8,False,3,1,512,32,1,32,4,4,inf,21,False,inf,False,inf
21,2,2048,False,1,8,4,8,8,6,inf,32,2048,DLMT,True,True,1,False,64,False,22,1,1,4,1,128,2,32,inf,2,False,inf,False,inf
22,2,1,False,2,2048,4,16,2048,1,1.0874419822395542,2048,128,DLMT,True,False,4,True,2048,True,1,11,2048,8,10,2048,2,32,1.089329,17,False,0.0030445835511609723,True,1.0912160177604457
23,1,1,False,8,2048,4,8,256,10,1.3890447296659014,2,1024,DLMT,False,False,12,False,256,True,9,1,1,1,10,16,1,2,1.390887,1,False,0.002972386414987112,True,1.3927292703340985
24,4,2048,False,4,32,32,16,256,1,1.362396666802578,128,2,DLMT,False,True,7,False,256,False,5,1,1,1,10,512,8,8,1.362453,17,False,9.089004345911465e-05,True,1.3625093331974218
25,1,2048,False,4,2048,1,16,32,9,0.6770298740444128,2048,8,DLMT,False,True,7,True,1,False,1,26,2048,16,10,16,1,4,0.6828339999999999,1,True,0.009364589344973957,True,0.688638125955587
26,4,1,False,8,128,64,2,64,17,0.4219918681401464,8,64,DLMT,True,False,1,True,2048,False,7,1,2048,1,10,8,8,1,0.4258191,6,True,0.006174996023480503,True,0.4296463318598536
27,1,2,False,32,32,2,1,64,8,1.301456700773381,128,1,DLMT,False,False,12,False,2048,False,22,1,1024,8,10,16,2,16,1.30155,1,False,0.00015053238854146315,True,1.301643299226619
28,2,2048,False,2,8,2048,1,1,1,0.21052320990483975,2,1,DLMT,True,True,7,False,4,True,1,11,1024,32,10,16,2,1,0.22105219999999998,2,True,0.0169878581569308,True,0.2315811900951602
29,1,4,False,1,1,4,2,32,1,1.313100156346025,8,1,DLMT,False,False,18,True,1,False,1,4,1024,8,10,16,16,16,1.3131439999999999,1,False,7.073895673534736e-05,True,1.3131878436539748
30,4,16,False,16,8,8,256,8,3,inf,4,1,DLMT,True,True,5,False,64,False,1,24,1,1,1,2048,16,2,inf,1,False,inf,False,inf
