id,RT1_K,RT1_J,T1_Ja,baseline,RT1_I,T2_K,T2_J,T2_I,T2_Ja,U2_I,mean_confidence_interval_inf,T1_I,T1_J,T1_K,technique,RT2_J,VEC2,VEC1,SCR,T1_Ia,T1_Ka,OMP1,U1_K,U1_J,U1_I,T2_Ka,RT2_I,runs,T2_Ia,U2_J,U2_K,cost_mean,RT2_K,OMP2,cost_std,correct_result,mean_confidence_interval_sup
1,1,1,1,False,32,256,64,256,256,1,0.2611953498817168,1,512,512,DLMT,1,False,False,False,128,1024,False,21,1,21,1,8,35,512,28,2,0.26262325714285717,1,True,0.0043100859742360225,True,0.26405116440399756
2,1,8,2048,False,8,16,512,1,1024,20,0.19182237031791718,512,1,512,DLMT,32,False,True,True,1,2048,False,7,10,1,2048,1,35,128,3,1,0.19189920000000002,1,False,0.00023190759243407947,True,0.19197602968208285
3,1,32,128,False,1,512,512,512,1,17,0.16467890110539923,128,1,128,DLMT,1,True,False,False,1,2048,False,29,1,11,2048,1,35,1,25,1,0.16681197142857146,8,True,0.006438594950922197,True,0.16894504175174369
4,8,1,1,False,1,32,16,1,1024,18,0.09467937712507558,512,128,512,DLMT,1,True,True,False,2048,2048,False,1,14,2,1,32,35,64,22,1,0.09472548,1,False,0.00013915984601477847,True,0.09477158287492442
5,1,1,2048,False,1,16,64,128,1,23,0.15611156969105897,32,1,16,DLMT,8,False,False,True,512,2048,False,1,27,5,1024,8,35,128,17,1,0.15777431428571426,1,True,0.005018933898015898,True,0.15943705888036955
6,1,8,1024,False,8,512,16,1,256,1,0.23450024000753059,512,1,128,DLMT,1,True,False,False,1024,1,False,29,12,1,1,1,35,64,3,20,0.23637468571428571,1,True,0.005657945981519789,True,0.23824913142104084
7,1,1,256,False,1,512,256,64,1024,1,0.2684916012758307,256,64,1,DLMT,1,False,True,False,512,64,True,30,27,1,2048,1,35,64,21,9,0.2700212857142857,32,False,0.004617296670882087,True,0.27155097015274066
8,1,1,256,False,1,32,64,16,2048,22,0.14462959157785146,32,1,256,DLMT,1,True,False,False,2048,256,True,7,19,1,64,8,35,128,30,1,0.14722294285714288,8,True,0.007827936224803564,True,0.1498162941364343
9,8,1,128,False,1,256,16,32,128,11,0.05905918456473446,16,16,256,DLMT,1,False,False,False,2048,256,False,1,25,26,512,1,35,128,10,1,0.05906529428571428,1,False,1.8441969880173605e-05,True,0.059071404006694105
10,8,8,128,False,1,512,32,256,1024,2,0.17329515951742974,16,1,16,DLMT,8,True,True,False,256,1,False,1,8,29,1,8,35,1024,1,30,0.17337000000000002,1,False,0.00022590326627626453,True,0.1734448404825703
11,1,1,512,False,1,256,512,128,1,1,0.08314146422943393,128,32,512,DLMT,1,False,False,True,512,512,False,1,2,3,256,1,35,1,26,17,0.08465894571428573,32,True,0.004580462500624198,True,0.08617642719913753
12,8,8,1024,False,1,512,16,64,128,13,0.1198393374538307,32,256,128,DLMT,1,False,True,True,1,1,False,3,4,1,1,8,35,1,4,1,0.12114814285714287,1,True,0.003950581361505865,True,0.12245694826045504
13,1,32,1,False,1,64,128,128,256,1,0.2744707218746793,128,512,32,DLMT,1,False,False,True,1,1,False,15,27,1,1,1,35,1,22,23,0.2745105142857143,1,False,0.00012011194098568205,True,0.27455030669674935
14,8,1,128,False,8,1,32,64,64,1,0.10644583903149288,1,1,64,DLMT,1,True,False,True,1,2048,True,23,1,18,2048,8,35,256,16,28,0.10863334285714285,8,False,0.006602900492285221,True,0.11082084668279282
15,1,1,1024,False,32,64,512,512,512,14,0.1626027882956535,1,512,1,DLMT,8,True,True,True,1024,512,False,1,6,20,2048,1,35,1,1,1,0.16269805714285715,1,False,0.00028756553964589827,True,0.1627933259900608
16,8,1,1,False,8,512,256,64,2048,26,0.08526660235220275,1,1,32,DLMT,1,False,False,True,64,2048,False,1,15,8,1,1,35,1024,1,25,0.08527502857142857,32,False,2.543423532427487e-05,True,0.0852834547906544
17,8,1,256,False,1,128,16,16,1024,3,0.2626414998890986,256,128,1,DLMT,1,True,False,True,256,512,True,1,28,8,1,1,35,1,1,1,0.26475562857142854,1,True,0.006381420299076798,True,0.2668697572537585
18,1,1,1024,False,32,128,64,16,1,5,0.15695127371969886,32,64,32,DLMT,1,True,False,True,512,128,True,1,8,4,2048,32,35,1,1,15,0.1591394857142857,1,False,0.006605038074385463,True,0.16132769770887256
19,1,1,2048,False,32,16,64,128,1024,29,0.18808163697906755,512,32,16,DLMT,1,True,False,False,1,256,True,2,23,1,2048,1,35,256,1,29,0.18976685714285715,1,False,0.005086775583484561,True,0.19145207730664676
20,1,32,2048,False,1,1,16,256,1024,30,0.20736999986098303,1,64,32,DLMT,1,True,False,True,128,512,False,30,18,1,1024,1,35,512,1,21,0.2074044857142857,32,False,0.00010409429006669826,True,0.2074389715675884
21,1,8,1,False,1,16,512,1,1024,3,0.18832213147833943,16,64,128,DLMT,1,True,True,True,2048,1,True,29,8,1,1024,1,35,2048,25,1,0.1889512,1,True,0.0018988203826887603,True,0.1895802685216606
22,8,1,256,False,1,128,64,16,256,1,0.12050658183911804,128,256,32,DLMT,32,True,False,False,256,64,False,22,2,1,128,1,35,512,25,30,0.12053259999999999,1,False,7.853486941662087e-05,True,0.12055861816088194
23,1,8,128,False,8,32,16,512,1,1,0.21920604402983315,512,64,1,DLMT,8,False,False,True,1,1024,True,1,14,19,64,1,35,2048,17,25,0.21980451428571426,1,False,0.0018064606337322953,True,0.22040298454159538
24,8,8,2048,False,1,128,128,1,1024,22,0.12842246801107113,128,256,512,DLMT,1,False,False,True,2048,1024,False,14,1,22,1,8,35,1,1,11,0.12847308571428573,8,False,0.0001527876904968045,True,0.12852370341750033
25,1,8,2048,False,8,512,512,256,1,25,0.18165581158386124,16,16,512,DLMT,1,True,False,False,256,1024,True,15,1,24,512,1,35,256,9,1,0.18341542857142856,1,True,0.005311339681881259,True,0.1851750455589959
26,1,1,1,False,1,1,64,256,1024,20,0.12291865038257103,32,64,32,DLMT,8,False,False,True,512,64,False,13,1,30,1,8,35,1024,1,11,0.12298100000000001,1,False,0.00018820004554424805,True,0.12304334961742898
