id,T_J,runs,T_I,RT_J,RT_I,cost_mean,U_J,U_I,technique,mean_confidence_interval_inf,correct_result,OMP,VEC,cost_std,SCREP,mean_confidence_interval_sup,baseline
41,2,10,64,2,2,0.5145545,1,27,RS,0.5144989667455614,True,False,False,8.959938615860606e-05,True,0.5146100332544387,False
42,64,10,2,4,2,0.20174750000000002,1,16,RS,0.2015867083365946,True,False,True,0.0002594271574064677,True,0.20190829166340546,False
43,32,1,256,2,1,inf,2,1,RS,inf,False,True,False,inf,False,inf,False
44,2048,10,2048,8,1,0.20942029999999998,1,1,RS,0.20938022839373682,True,False,True,6.465299683695999e-05,False,0.20946037160626313,False
45,128,10,32,8,32,0.8492328,1,19,RS,0.849151099447308,True,False,True,0.00013181866332200162,True,0.849314500552692,False
46,4,10,16,4,32,0.3157488,19,1,RS,0.31571794964389865,True,False,True,4.9775094173686275e-05,False,0.31577965035610134,False
47,1024,10,64,1,16,0.6573999,1,9,RS,0.6573669161295305,True,False,True,5.321738437766231e-05,False,0.6574328838704696,False
48,2,1,64,4,32,inf,6,1,RS,inf,False,True,False,inf,True,inf,False
49,256,10,2048,1,4,0.2196707,1,23,RS,0.21936111513602072,True,False,True,0.0004994955555357816,False,0.21998028486397928,False
50,1024,1,2,8,4,inf,1,23,RS,inf,False,True,False,inf,False,inf,False
51,32,1,8,1,2,inf,28,1,RS,inf,False,True,False,inf,False,inf,False
52,16,1,2,16,1,inf,26,1,RS,inf,False,True,True,inf,False,inf,False
53,1,1,1024,16,4,inf,17,1,RS,inf,False,True,False,inf,True,inf,False
54,8,1,128,32,8,inf,1,8,RS,inf,False,True,True,inf,True,inf,False
55,512,10,512,32,2,0.44235250000000004,27,1,RS,0.44233547367655945,True,False,True,2.7470893687697823e-05,True,0.4423695263234406,False
56,1024,10,512,4,1,0.9960422,1,21,RS,0.9956451891031228,True,False,False,0.0006405519182704807,True,0.9964392108968771,False
57,128,10,1024,4,4,0.44277439999999996,5,1,RS,0.44271387283408287,True,False,False,9.765674579874481e-05,False,0.44283492716591705,False
58,16,10,256,8,1,0.6131182,29,1,RS,0.6117764286739612,True,False,False,0.0021648629887362296,False,0.6144599713260387,False
59,128,1,1024,16,1,inf,13,1,RS,inf,False,True,True,inf,False,inf,False
60,1024,1,2048,16,1,inf,12,1,RS,inf,False,True,False,inf,False,inf,False
61,8,10,128,4,4,0.2625644,24,1,RS,0.26234458338514366,True,False,True,0.0003546601753791934,True,0.2627842166148563,False
62,512,10,256,4,32,0.8025288999999999,1,24,RS,0.8024474661734528,True,False,False,0.00013138831759329197,False,0.802610333826547,False
63,1,1,2048,8,32,inf,1,9,RS,inf,False,True,False,inf,False,inf,False
64,256,1,1024,4,1,inf,1,2,RS,inf,False,True,True,inf,False,inf,False
65,32,1,512,2,8,inf,1,2,RS,inf,False,True,True,inf,False,inf,False
66,128,10,16,32,32,0.7261291999999999,1,9,RS,0.7259876863112633,True,False,False,0.00022832336717909898,False,0.7262707136887365,False
67,8,10,128,16,32,0.8159738000000001,1,29,RS,0.815875438782228,True,False,False,0.00015869959042167278,False,0.8160721612177722,False
68,2048,10,1024,32,2,0.4496384000000001,10,1,RS,0.4495517318198168,True,False,True,0.00013983361541488706,True,0.44972506818018343,False
69,4,10,1,8,2,0.32294860000000003,1,24,RS,0.322650426124112,True,False,True,0.0004810846495160674,False,0.32324677387588807,False
70,4,1,4,1,1,inf,15,1,RS,inf,False,True,True,inf,True,inf,False
71,32,10,16,32,4,0.25696789999999997,4,1,RS,0.2568255379380674,True,False,True,0.00022969216355810517,True,0.25711026206193255,False
72,4,10,1,8,32,0.7706037000000001,6,1,RS,0.770456979172343,True,False,False,0.00023672475578189324,False,0.7707504208276572,False
73,2,10,64,32,2,0.37036109999999994,30,1,RS,0.3703016161747725,True,False,True,9.597338172639692e-05,False,0.3704205838252274,False
74,1024,1,1024,2,4,inf,1,5,RS,inf,False,True,False,inf,False,inf,False
75,32,10,2,16,1,0.21439170000000002,1,13,RS,0.21437437664569053,True,False,True,2.795013416783836e-05,False,0.2144090233543095,False
76,64,10,64,8,2,0.40526660000000003,1,28,RS,0.4052044118530669,True,False,False,0.0001003366333898041,False,0.4053287881469332,False
77,1,10,1,32,4,0.236462,1,10,RS,0.23611131615864187,True,False,True,0.0005658061505498165,True,0.23681268384135815,False
78,8,10,64,4,32,0.9368427,29,1,RS,0.93588785836705,True,False,True,0.001540576453799029,False,0.93779754163295,False
79,32,1,256,1,8,inf,22,1,RS,inf,False,True,False,inf,False,inf,False
80,2048,1,128,1,32,inf,1,19,RS,inf,False,True,True,inf,False,inf,False
81,8,1,2,16,4,inf,1,6,RS,inf,False,True,False,inf,True,inf,False
82,2,10,2048,2,4,0.5132516,5,1,RS,0.513196588031986,True,False,True,8.875832355333856e-05,True,0.5133066119680141,False
83,2048,10,512,8,4,0.3797352,1,22,RS,0.3796948306412702,True,False,False,6.513340156939517e-05,True,0.3797755693587298,False
84,8,10,128,1,32,0.9770866999999999,6,1,RS,0.9770459477814244,True,False,True,6.575112166343768e-05,True,0.9771274522185753,False
85,64,1,8,1,2,inf,1,1,RS,inf,False,True,True,inf,False,inf,False
86,32,10,1024,32,32,1.020601,13,1,RS,1.0204524442973866,True,False,False,0.0002396852102237346,True,1.0207495557026136,False
87,16,10,2,4,4,0.27367280000000005,8,1,RS,0.273651943551812,True,False,False,3.365055720192613e-05,False,0.2736936564481881,False
88,2,10,256,32,16,0.7882136,1,20,RS,0.7881185936090168,True,False,True,0.00015328679003750857,True,0.7883086063909831,False
89,512,10,2,1,8,0.24960500000000002,1,20,RS,0.24958382331700368,True,False,True,3.416723576761423e-05,False,0.24962617668299636,False
90,16,1,16,16,16,inf,23,1,RS,inf,False,True,True,inf,False,inf,False
91,4,1,2048,4,2,inf,1,11,RS,inf,False,True,True,inf,True,inf,False
92,512,1,256,2,16,inf,1,25,RS,inf,False,True,True,inf,False,inf,False
93,8,10,4,8,16,0.2244517,1,25,RS,0.22441976395205487,True,False,True,5.152678914894436e-05,True,0.22448363604794513,False
94,1024,1,256,32,2,inf,6,1,RS,inf,False,True,True,inf,False,inf,False
95,8,1,64,8,1,inf,1,12,RS,inf,False,True,False,inf,True,inf,False
96,2048,10,64,8,32,0.9047994000000001,1,15,RS,0.904643763506511,True,False,False,0.0002511096174980034,False,0.9049550364934893,False
97,4,10,16,1,4,0.5007942999999999,1,8,RS,0.5007451232186144,True,False,False,7.934361978129293e-05,False,0.5008434767813854,False
98,4,10,128,16,4,0.5505583999999999,1,5,RS,0.549916639238289,True,False,False,0.0010354403121377806,True,0.5512001607617107,False
99,2048,1,2,4,16,inf,1,7,RS,inf,False,True,False,inf,False,inf,False
100,1,1,8,1,4,inf,1,30,RS,inf,False,True,True,inf,False,inf,False
101,2048,1,2,8,4,inf,7,1,RS,inf,False,True,True,inf,True,inf,False
102,16,1,64,1,8,inf,21,1,RS,inf,False,True,True,inf,False,inf,False
103,64,1,1024,2,2,inf,1,28,RS,inf,False,True,False,inf,True,inf,False
104,2048,10,64,1,16,0.7730411000000001,1,19,RS,0.7729729448345385,True,False,False,0.0001099640395765913,True,0.7731092551654618,False
105,512,1,4,4,32,inf,1,14,RS,inf,False,True,True,inf,True,inf,False
106,64,10,2048,2,1,0.48324729999999994,1,7,RS,0.48274191219468765,True,False,False,0.000815411190749791,True,0.4837526878053122,False
107,2,10,1,8,8,0.9519054,23,1,RS,0.9518061243125624,True,False,True,0.0001601750292648489,True,0.9520046756874376,False
108,512,1,64,16,4,inf,1,30,RS,inf,False,True,False,inf,True,inf,False
109,2048,10,1,16,8,1.0072269999999999,1,27,RS,1.007063814900524,True,False,True,0.00026328881480227787,False,1.0073901850994758,False
110,256,1,4,2,32,inf,22,1,RS,inf,False,True,True,inf,True,inf,False
111,128,1,1024,32,8,inf,16,1,RS,inf,False,True,False,inf,True,inf,False
112,8,10,32,8,16,1.04849,26,1,RS,1.0483788854255747,True,False,True,0.00017927632303236902,True,1.0486011145744252,False
113,64,1,128,2,32,inf,23,1,RS,inf,False,True,False,inf,True,inf,False
114,1024,1,1024,8,2,inf,1,18,RS,inf,False,True,False,inf,True,inf,False
115,16,10,1,1,2,0.3009697,12,1,RS,0.30079613347515505,True,False,True,0.00028003858662691103,False,0.30114326652484497,False
116,256,1,32,16,8,inf,12,1,RS,inf,False,True,True,inf,False,inf,False
117,1,1,128,8,8,inf,21,1,RS,inf,False,True,True,inf,True,inf,False
118,1,1,512,16,4,inf,27,1,RS,inf,False,True,True,inf,True,inf,False
119,512,1,8,16,4,inf,1,13,RS,inf,False,True,True,inf,True,inf,False
120,512,1,2,16,4,inf,23,1,RS,inf,False,True,True,inf,False,inf,False
121,128,10,32,32,32,0.9694619000000001,12,1,RS,0.9692811680555224,True,False,False,0.00029159953703668246,True,0.9696426319444778,False
122,2,1,1,32,8,inf,1,10,RS,inf,False,True,True,inf,True,inf,False
123,128,1,256,4,2,inf,1,5,RS,inf,False,True,False,inf,True,inf,False
124,16,1,2048,8,1,inf,19,1,RS,inf,False,True,True,inf,False,inf,False
125,512,10,128,8,4,0.2052435,10,1,RS,0.20507768861071635,True,False,True,0.0002675261669444671,True,0.20540931138928364,False
126,64,1,128,8,4,inf,21,1,RS,inf,False,True,True,inf,True,inf,False
127,64,1,512,4,16,inf,1,23,RS,inf,False,True,True,inf,True,inf,False
128,16,1,2,2,1,inf,30,1,RS,inf,False,True,True,inf,False,inf,False
129,4,1,128,16,32,inf,11,1,RS,inf,False,True,False,inf,True,inf,False
130,512,10,32,2,4,0.40293460000000003,1,1,RS,0.4028809233168822,True,False,True,8.660392600801106e-05,True,0.4029882766831179,False
131,64,1,128,8,32,inf,4,1,RS,inf,False,True,True,inf,False,inf,False
132,64,10,64,4,16,0.9759992000000001,1,7,RS,0.9729917751895873,True,False,False,0.004852289311242687,False,0.9790066248104128,False
133,2,10,128,16,32,0.9742585,1,6,RS,0.9741863843776432,True,False,True,0.00011635398575038026,False,0.9743306156223569,False
134,1024,10,16,1,4,0.3985836,20,1,RS,0.3985035080915937,True,False,False,0.00012922321772808587,False,0.3986636919084063,False
135,2,10,2,2,4,0.3861649,1,11,RS,0.3861188667501929,True,False,False,7.42717308267473e-05,True,0.38621093324980704,False
136,16,1,64,1,4,inf,1,20,RS,inf,False,True,False,inf,False,inf,False
137,512,10,1024,4,32,0.8057196999999998,14,1,RS,0.8056773338925454,True,False,True,6.83550290761438e-05,True,0.8057620661074543,False
138,4,1,512,4,2,inf,20,1,RS,inf,False,True,True,inf,True,inf,False
139,1024,10,1024,4,2,0.4121327,7,1,RS,0.41211300640906295,True,False,False,3.1774360733143536e-05,True,0.4121523935909371,False
140,1024,1,1,32,16,inf,1,10,RS,inf,False,True,True,inf,False,inf,False
141,2048,1,2,32,4,inf,2,1,RS,inf,False,True,False,inf,True,inf,False
142,2048,10,16,16,4,0.4193745,25,1,RS,0.4192543494917768,True,False,True,0.00019385522948840643,False,0.41949465050822315,False
143,8,10,32,32,1,0.294595,16,1,RS,0.294548465815391,True,False,True,7.507995737878087e-05,False,0.294641534184609,False
144,1024,10,512,4,8,0.8200467,19,1,RS,0.8191748736482789,True,False,False,0.001406636559314447,False,0.8209185263517211,False
145,2048,10,2048,32,32,0.9755277,15,1,RS,0.9754017863700837,True,False,False,0.00020315366105487604,True,0.9756536136299163,False
146,2,1,256,16,1,inf,11,1,RS,inf,False,True,False,inf,True,inf,False
147,32,1,128,16,4,inf,1,8,RS,inf,False,True,False,inf,True,inf,False
148,256,1,2,2,32,inf,14,1,RS,inf,False,True,False,inf,True,inf,False
149,1,1,2,16,4,inf,1,15,RS,inf,False,True,True,inf,True,inf,False
150,512,1,64,2,4,inf,2,1,RS,inf,False,True,False,inf,False,inf,False
151,32,1,512,2,4,inf,1,26,RS,inf,False,True,False,inf,True,inf,False
152,64,1,16,32,2,inf,1,1,RS,inf,False,True,False,inf,False,inf,False
153,128,1,32,4,2,inf,1,19,RS,inf,False,True,True,inf,False,inf,False
154,2,10,512,4,4,0.37757229999999997,1,15,RS,0.37743734625322456,True,False,False,0.00021773931661507926,True,0.3777072537467754,False
155,8,1,4,4,2,inf,24,1,RS,inf,False,True,False,inf,False,inf,False
156,256,1,64,16,16,inf,1,3,RS,inf,False,True,True,inf,True,inf,False
157,2,1,512,8,16,inf,1,11,RS,inf,False,True,False,inf,False,inf,False
158,1,1,4,2,1,inf,17,1,RS,inf,False,True,False,inf,True,inf,False
159,512,1,512,4,1,inf,1,28,RS,inf,False,True,False,inf,True,inf,False
160,128,10,2048,2,2,0.42984859999999997,1,1,RS,0.42981680360872254,True,False,False,5.1301461967472484e-05,True,0.4298803963912774,False
161,1,10,64,32,1,0.8234893,1,24,RS,0.8234065189308929,True,False,False,0.0001335620080711782,False,0.8235720810691071,False
162,2048,1,1,16,4,inf,5,1,RS,inf,False,True,False,inf,True,inf,False
163,4,1,1024,8,1,inf,23,1,RS,inf,False,True,True,inf,True,inf,False
164,2,1,128,16,32,inf,26,1,RS,inf,False,True,True,inf,False,inf,False
165,16,1,16,2,32,inf,1,6,RS,inf,False,True,True,inf,True,inf,False
166,2,1,1024,16,32,inf,26,1,RS,inf,False,True,False,inf,False,inf,False
167,1,10,16,1,16,0.7422244,13,1,RS,0.742171222308605,True,False,True,8.57988344909112e-05,True,0.742277577691395,False
168,4,1,1,8,16,inf,1,30,RS,inf,False,True,False,inf,True,inf,False
169,64,1,16,1,16,inf,1,27,RS,inf,False,True,True,inf,True,inf,False
170,8,1,1,1,16,inf,12,1,RS,inf,False,True,True,inf,False,inf,False
171,8,10,2,4,16,0.2383797,1,21,RS,0.2383163515808162,True,False,True,0.00010220865912436173,False,0.2384430484191838,False
172,64,10,32,16,4,0.40399320000000005,1,23,RS,0.40389914876379657,True,False,False,0.00015174570834128746,False,0.40408725123620354,False
173,64,1,2048,1,2,inf,18,1,RS,inf,False,True,True,inf,True,inf,False
174,128,10,2,32,4,0.2283795,5,1,RS,0.2283485186167476,True,False,True,4.998649817700653e-05,False,0.22841048138325243,False
175,2,10,8,2,32,0.46145509999999995,1,7,RS,0.461167112059831,True,False,False,0.00046465028785097926,True,0.4617430879401689,False
176,2048,10,512,2,1,0.2035294,20,1,RS,0.20350649406601848,True,False,True,3.6957272626643e-05,True,0.20355230593398152,False
177,128,10,16,16,1,0.4391338,1,4,RS,0.4390153368193541,True,False,True,0.00019113283339080835,True,0.4392522631806459,False
178,32,10,2,4,8,0.5132103000000001,13,1,RS,0.5131036069882101,True,False,False,0.000172142411973351,True,0.5133169930117901,False
179,2,10,8,4,16,0.6904779999999999,30,1,RS,0.6904172430132481,True,False,True,9.802754714874023e-05,True,0.6905387569867517,False
180,256,1,2048,4,8,inf,13,1,RS,inf,False,True,True,inf,False,inf,False
181,256,10,4,32,1,0.4529301,1,2,RS,0.45290423968823396,True,False,False,4.1723973923878204e-05,True,0.45295596031176605,False
182,1,10,1,2,32,0.7905076,18,1,RS,0.7903437110977848,True,False,True,0.0002644243559130078,False,0.7906714889022152,False
183,256,1,2048,2,32,inf,1,27,RS,inf,False,True,True,inf,True,inf,False
184,2,1,512,32,2,inf,3,1,RS,inf,False,True,True,inf,True,inf,False
185,1024,1,2048,8,1,inf,12,1,RS,inf,False,True,False,inf,False,inf,False
186,2,1,16,4,32,inf,3,1,RS,inf,False,True,False,inf,True,inf,False
187,8,1,512,32,2,inf,24,1,RS,inf,False,True,True,inf,True,inf,False
188,2,1,2048,16,32,inf,25,1,RS,inf,False,True,True,inf,True,inf,False
189,256,1,2048,32,2,inf,23,1,RS,inf,False,True,True,inf,True,inf,False
190,32,10,128,8,32,0.8939647,1,17,RS,0.8938168048917313,True,False,False,0.00023861938311879813,False,0.8941125951082686,False
191,1,10,512,1,1,0.6272937000000001,1,20,RS,0.6272457196573218,True,False,False,7.741324176134193e-05,False,0.6273416803426783,False
192,128,1,64,16,4,inf,16,1,RS,inf,False,True,False,inf,True,inf,False
193,4,1,4,8,8,inf,1,19,RS,inf,False,True,False,inf,False,inf,False
194,2,1,512,16,8,inf,1,30,RS,inf,False,True,False,inf,True,inf,False
195,1,10,1,4,32,0.9634178,15,1,RS,0.9632667441630284,True,False,False,0.00024371901854390032,True,0.9635688558369716,False
196,2,1,8,8,32,inf,1,7,RS,inf,False,True,True,inf,False,inf,False
197,2048,10,256,32,1,0.3872068999999999,18,1,RS,0.3871455775847449,True,False,False,9.893983019997342e-05,False,0.38726822241525494,False
198,4,1,16,4,32,inf,1,3,RS,inf,False,True,False,inf,False,inf,False
199,1,1,2,2,32,inf,24,1,RS,inf,False,True,True,inf,False,inf,False
200,16,10,1024,32,1,0.2123913,2,1,RS,0.21236272744901077,True,False,True,4.6099999999997095e-05,False,0.21241987255098924,False
201,1024,10,16,2,1,0.44787990000000005,26,1,RS,0.44783783472530564,True,False,False,6.786965448563367e-05,False,0.44792196527469447,False
202,32,10,128,4,2,0.43003539999999996,1,3,RS,0.4300197688725028,True,False,False,2.5219833464959714e-05,False,0.4300510311274971,False
203,256,1,4,32,2,inf,1,9,RS,inf,False,True,False,inf,False,inf,False
204,32,1,1024,8,4,inf,1,11,RS,inf,False,True,False,inf,False,inf,False
205,32,1,64,16,32,inf,1,24,RS,inf,False,True,True,inf,True,inf,False
206,1024,10,8,32,4,0.4056565999999999,27,1,RS,0.4055412201313929,True,False,False,0.0001861581048463816,False,0.40577197986860697,False
207,2,1,32,1,1,inf,8,1,RS,inf,False,True,True,inf,False,inf,False
208,4,1,1,32,32,inf,10,1,RS,inf,False,True,False,inf,False,inf,False
209,4,1,2,2,4,inf,3,1,RS,inf,False,True,False,inf,True,inf,False
210,1024,10,128,4,2,0.4100863,1,9,RS,0.4100488487345198,True,False,False,6.042524306943279e-05,False,0.41012375126548023,False
211,2,10,2048,2,4,0.4929893999999999,16,1,RS,0.49294059241032656,True,False,True,7.874795235432517e-05,True,0.49303820758967326,False
212,32,10,4,2,16,0.2086434,5,1,RS,0.20861075356526282,True,False,True,5.267295321129974e-05,True,0.2086760464347372,False
213,64,1,64,16,16,inf,1,13,RS,inf,False,True,False,inf,False,inf,False
214,1024,1,2048,16,1,inf,16,1,RS,inf,False,True,False,inf,True,inf,False
215,128,10,32,4,32,0.9773322,1,6,RS,0.9772998542992258,True,False,False,5.2187738023402876e-05,True,0.9773645457007741,False
216,64,1,4,16,2,inf,1,19,RS,inf,False,True,True,inf,False,inf,False
217,1024,1,16,8,16,inf,6,1,RS,inf,False,True,False,inf,False,inf,False
218,32,10,32,4,1,0.8632063999999999,1,12,RS,0.8630133169455805,True,False,False,0.00031152727007438124,True,0.8633994830544194,False
219,256,1,8,32,32,inf,1,25,RS,inf,False,True,False,inf,True,inf,False
220,64,1,32,16,2,inf,1,9,RS,inf,False,True,True,inf,False,inf,False
221,64,10,32,8,4,0.44396810000000003,9,1,RS,0.4438842041772032,True,False,False,0.00013536059249279298,True,0.44405199582279686,False
222,64,1,8,8,4,inf,1,27,RS,inf,False,True,True,inf,False,inf,False
223,2,1,64,1,2,inf,25,1,RS,inf,False,True,False,inf,True,inf,False
224,512,1,2048,8,8,inf,1,23,RS,inf,False,True,True,inf,False,inf,False
225,64,1,32,1,8,inf,1,10,RS,inf,False,True,False,inf,True,inf,False
226,256,1,4,32,1,inf,5,1,RS,inf,False,True,True,inf,True,inf,False
227,32,1,64,16,4,inf,1,9,RS,inf,False,True,True,inf,False,inf,False
228,64,1,1024,32,16,inf,1,21,RS,inf,False,True,False,inf,False,inf,False
229,16,1,32,16,2,inf,1,4,RS,inf,False,True,True,inf,False,inf,False
230,256,1,64,16,2,inf,1,2,RS,inf,False,True,False,inf,False,inf,False
231,2,10,1,8,8,0.8700034000000001,3,1,RS,0.8699402744312524,True,False,False,0.00010184910407067911,True,0.8700665255687478,False
232,128,1,64,4,1,inf,2,1,RS,inf,False,True,True,inf,False,inf,False
233,1024,10,256,8,8,0.8271593000000002,1,20,RS,0.826856075638515,True,False,False,0.0004892332879107899,True,0.8274625243614853,False
234,4,1,16,4,2,inf,28,1,RS,inf,False,True,False,inf,True,inf,False
235,4,10,1,4,8,0.7887805,10,1,RS,0.7887088562785364,True,False,False,0.00011559260356959372,False,0.7888521437214636,False
236,4,1,8,1,1,inf,1,24,RS,inf,False,True,True,inf,False,inf,False
237,4,1,2048,16,2,inf,1,19,RS,inf,False,True,False,inf,False,inf,False
238,2,10,4,1,16,0.2030739,24,1,RS,0.20305736772993102,True,False,True,2.667376988728837e-05,False,0.20309043227006898,False
239,64,1,32,4,4,inf,1,26,RS,inf,False,True,False,inf,False,inf,False
240,1024,10,1,2,4,0.3844973,5,1,RS,0.38444383424452705,True,False,True,8.626360762221861e-05,True,0.3845507657554729,False
241,2,10,2048,4,16,0.8444687,1,13,RS,0.8444245472269978,True,False,True,7.123770069282507e-05,False,0.8445128527730021,False
242,8,10,8,8,16,0.22032490000000005,1,20,RS,0.22029989152005547,True,False,True,4.0349597271845435e-05,True,0.22034990847994462,False
243,8,10,2,1,1,0.2758005,9,1,RS,0.2757728009862457,True,False,True,4.4690603039106946e-05,False,0.2758281990137543,False
244,1,10,32,32,2,0.2202173,1,12,RS,0.2201892991859625,True,False,True,4.517753866691302e-05,False,0.2202453008140375,False
245,16,1,1024,8,32,inf,8,1,RS,inf,False,True,True,inf,True,inf,False
246,64,1,128,2,2,inf,7,1,RS,inf,False,True,False,inf,True,inf,False
247,32,1,1024,8,1,inf,20,1,RS,inf,False,True,False,inf,True,inf,False
248,16,10,1024,32,16,0.6732904000000001,1,5,RS,0.6732383252654685,True,False,True,8.401928350087964e-05,False,0.6733424747345317,False
249,1024,1,512,8,8,inf,1,17,RS,inf,False,True,True,inf,True,inf,False
250,4,10,32,8,1,0.7479136,1,14,RS,0.7478529327348404,True,False,False,9.788278704654649e-05,True,0.7479742672651595,False
251,1,1,256,16,16,inf,1,18,RS,inf,False,True,False,inf,True,inf,False
252,1,10,256,1,4,0.23331779999999996,30,1,RS,0.2331535693325374,True,False,False,0.0002649757724774131,False,0.23348203066746254,False
253,2,1,32,4,4,inf,1,7,RS,inf,False,True,True,inf,False,inf,False
254,4,10,256,16,4,0.5504112,1,30,RS,0.5503530892658359,True,False,False,9.375798632650782e-05,True,0.550469310734164,False
255,32,10,128,16,4,0.4054477,1,13,RS,0.4052954954383852,True,False,False,0.00024557241294575794,False,0.4055999045616148,False
256,512,10,8,8,32,0.25609899999999997,25,1,RS,0.25607419116019936,True,False,False,4.002749055337616e-05,True,0.25612380883980057,False
257,128,10,512,1,32,0.7115988,1,8,RS,0.7115466054562178,True,False,True,8.421258813264594e-05,True,0.7116509945437821,False
258,64,10,16,16,1,0.2128078,10,1,RS,0.2127545915440459,True,False,True,8.584847115703684e-05,True,0.21286100845595407,False
259,16,10,1024,8,32,0.9043260000000002,1,19,RS,0.9042372627523539,True,False,True,0.00014317192462211226,False,0.9044147372476464,False
260,64,10,128,1,2,0.20046819999999999,1,14,RS,0.20042725804590442,True,False,True,6.605724789907248e-05,False,0.20050914195409555,False
261,2048,1,4,32,1,inf,28,1,RS,inf,False,True,True,inf,True,inf,False
262,1024,10,256,8,8,0.9882363,1,14,RS,0.9881255597627261,True,False,True,0.0001786723537652267,False,0.9883470402372738,False
263,32,1,1,1,4,inf,1,25,RS,inf,False,True,True,inf,False,inf,False
