id,T2_K,T2_J,T2_I,mean_confidence_interval_inf,RT_K,baseline,T1_J,T1_K,technique,VEC2,VEC1,SCR,ACOPY_x,ACOPY_y,U1_I,RT_J,T1_I,runs,mean_confidence_interval_sup,cost_std,cost_mean,U_J,U_I,correct_result,U_K,RT_I
1,32,128,32,3.1230419036749115,32,False,1,1,RS,False,False,False,False,False,29,2,1,10,3.1236600963250893,0.0004987073290016836,3.1233510000000004,20,1,True,20,2
2,512,64,32,4.976963380060658,2,False,32,8,RS,True,False,False,True,True,21,1,4,10,4.97763861993934,0.0005447283726775944,4.977300999999999,14,1,True,12,8
3,256,128,16,3.8284164510398107,4,False,4,1,RS,False,True,False,False,False,15,1,4,10,3.828911548960191,0.0003994045568092868,3.8286640000000007,30,20,True,1,2
4,1,128,2,2.9096353643558586,2,False,64,2048,RS,True,False,True,False,False,19,1,2,10,2.9139026356441424,0.00344248587506184,2.9117690000000005,2,1,True,3,16
5,256,64,256,2.9744354894698364,2,False,1,128,RS,True,True,True,False,False,26,32,2,10,2.9794005105301635,0.004005373390833899,2.976918,23,1,True,3,1
6,2048,1,256,1.865525378824627,1,False,256,8,RS,True,True,True,False,True,21,1,16,10,1.8661986211753727,0.0005431169303197992,1.865862,3,1,True,25,16
7,1,128,32,1.6850760078512403,2,False,128,32,RS,True,True,True,False,True,26,4,8,10,1.6852039921487594,0.00010324727599311064,1.6851399999999999,1,14,True,17,4
8,128,1,1024,3.5192168195752593,1,False,8,32,RS,False,False,False,False,False,27,2,16,10,3.519433180424742,0.00017454225849341517,3.5193250000000007,1,9,True,14,1
9,2048,32,64,4.148853916271295,2,False,16,512,RS,False,False,False,True,True,25,8,2,10,4.149706083728703,0.0006874590896917941,4.149279999999999,1,30,True,8,8
10,2048,1,128,1.6583749402217676,16,False,2048,128,RS,False,False,True,True,False,17,4,64,10,1.659015059778232,0.0005163961657487492,1.6586949999999998,12,12,True,1,4
11,4,128,128,3.4297713654712814,2,False,2,1,RS,False,False,True,True,False,18,2,8,10,3.4334966345287192,0.0030052427522581577,3.4316340000000003,15,10,True,1,16
12,1,4,2,4.009474036750606,1,False,2,64,RS,False,False,True,False,False,23,1,1,10,4.035229963249393,0.020777777455733785,4.022352,1,11,True,1,16
13,1024,256,512,1.934366402968071,4,False,128,4,RS,False,True,True,True,False,22,16,1,10,1.9346315970319294,0.00021393690658697364,1.9344990000000002,1,10,True,2,1
14,256,16,512,inf,2,False,8,32,RS,True,False,False,True,False,4,16,2,1,inf,inf,inf,28,10,False,1,2
15,1024,2048,256,2.997082926393155,1,False,2,1024,RS,True,True,False,False,False,1,8,64,10,2.998233073606845,0.0009278448146106637,2.997658,20,29,True,1,4
16,1,256,1024,3.3752365401834403,4,False,2,1,RS,False,True,False,True,True,23,1,32,10,3.380509459816559,0.004253760806627439,3.3778729999999997,1,21,True,26,1
17,256,32,1024,4.143568028015256,2,False,8,4,RS,False,True,False,True,True,17,1,64,10,4.149041971984744,0.004415930819204375,4.146305,15,26,True,1,2
18,1024,2048,32,4.049840498323449,2,False,1024,16,RS,False,True,False,False,False,7,1,2,10,4.05494750167655,0.004119913105879606,4.052394,14,1,True,24,1
19,8,2048,1024,6.87044310591068,1,False,8,2,RS,True,False,True,False,False,29,2,16,10,6.872514894089318,0.001671349454781984,6.871478999999999,10,1,True,10,32
20,2048,512,1,inf,2,False,4,128,RS,True,False,True,True,False,2,8,256,1,inf,inf,inf,4,16,False,1,4
21,512,256,16,1.4485385773030626,4,False,1,16,RS,True,False,True,False,False,22,4,16,10,1.4493974226969375,0.0006928463033025096,1.448968,1,16,True,6,16
22,1024,128,128,inf,8,False,64,4,RS,True,False,True,True,True,15,1,16,1,inf,inf,inf,17,19,False,1,8
23,1,1024,1024,1.4333285492624954,1,False,32,512,RS,True,True,True,False,False,11,1,64,10,1.4339614507375047,0.0005105732072876895,1.433645,5,11,True,1,8
24,512,1,1,3.5078840975333416,2,False,2,256,RS,True,False,True,False,True,27,1,2,10,3.5121259024666593,0.0034219417002631486,3.5100050000000005,19,8,True,1,32
25,1,64,512,inf,4,False,8,2,RS,False,True,False,True,True,1,16,4,1,inf,inf,inf,1,26,False,19,1
26,1,1,256,4.342936817171743,1,False,256,64,RS,False,True,True,True,True,14,8,16,10,4.344197182828256,0.0010167600503560507,4.343566999999999,7,1,True,23,1
27,256,128,1024,12.545682680146477,32,False,2,2,RS,False,False,False,False,False,1,1,256,10,12.54633731985352,0.000528109837060806,12.546009999999999,13,1,True,3,1
28,1,1024,8,4.676801823400762,4,False,64,8,RS,False,True,False,False,True,18,1,8,10,4.676978176599237,0.0001422673539503254,4.676889999999999,26,21,True,1,1
29,32,128,8,3.1131990214946175,4,False,128,4,RS,True,False,False,False,True,1,8,8,10,3.113508978505382,0.0002500479953928873,3.1133539999999997,20,4,True,1,1
30,128,1024,128,1.6048476578081874,1,False,128,128,RS,True,False,True,True,False,20,1,64,10,1.6050903421918123,0.00019577793542684127,1.6049689999999999,29,20,True,1,4
31,1024,2048,512,2.3219244721377246,4,False,4,8,RS,False,True,True,False,True,2,1,16,10,2.322141527862276,0.00017510282693317832,2.3220330000000002,3,1,True,19,4
32,64,4,2048,1.9961105134563204,4,False,4,1,RS,False,True,False,True,True,7,2,16,10,1.9962454865436796,0.00010888526071054468,1.996178,20,27,True,1,8
33,512,128,256,2.1859653032733277,1,False,32,512,RS,False,False,True,False,True,30,16,64,10,2.186714696726672,0.0006045494189890397,2.18634,21,1,True,8,2
34,2048,512,256,2.226086099893433,2,False,32,4,RS,True,False,False,False,True,1,4,1,10,2.2268079001065675,0.0005822894469248301,2.2264470000000003,1,13,True,13,16
35,32,1,256,inf,4,False,2,32,RS,True,True,False,True,False,13,16,128,1,inf,inf,inf,26,9,False,1,4
36,256,2048,256,4.742570881414469,2,False,1,4,RS,False,False,False,True,True,11,4,1,10,4.743197118585533,0.0005051969912816471,4.742884000000001,16,28,True,1,1
37,256,8,128,3.658205527256495,8,False,1,1,RS,False,False,False,True,False,17,8,4,10,3.659284472743506,0.0008704050781101767,3.6587450000000006,16,28,True,1,1
38,32,512,16,inf,8,False,256,4,RS,True,False,False,False,True,20,4,16,1,inf,inf,inf,8,5,False,1,4
39,512,4,1024,4.317052989299013,2,False,2,512,RS,True,False,True,False,True,16,1,4,10,4.317409010700988,0.0002872089831464412,4.3172310000000005,15,10,True,1,16
40,1,64,2048,2.3783381790360933,8,False,4,512,RS,True,True,True,True,True,16,2,8,10,2.378557820963907,0.00017718916445427232,2.378448,1,1,True,1,2
41,256,128,1024,2.761010432956689,1,False,16,8,RS,False,True,True,False,True,10,1,1024,10,2.7666835670433105,0.004576621133543921,2.7638469999999997,1,5,True,20,32
42,256,64,1,2.262438428591382,1,False,1,64,RS,True,True,False,True,True,6,16,1,10,2.2708495714086188,0.006785422905022282,2.2666440000000003,19,12,True,1,2
43,512,128,2048,1.906812246353957,4,False,16,64,RS,False,True,False,True,False,12,4,2048,10,1.9083637536460427,0.0012516293381028974,1.9075879999999998,1,11,True,25,16
44,64,128,512,inf,2,False,4,2,RS,True,False,True,True,True,22,16,16,1,inf,inf,inf,4,10,False,1,4
45,512,1,512,2.5467658730421996,2,False,16,128,RS,True,False,False,False,True,26,32,2,10,2.5469401269578005,0.00014057382402138526,2.546853,6,15,True,1,2
46,256,128,32,2.470546066300948,1,False,8,1,RS,True,False,False,True,True,16,8,16,10,2.6978699336990517,0.18338632576067385,2.584208,9,1,True,11,4
47,1,2048,512,1.847578741095743,1,False,1,512,RS,False,False,True,False,False,30,8,128,10,1.8499932589042567,0.0019478357220258432,1.8487859999999998,1,22,True,10,2
48,32,2,256,5.304186224399088,4,False,2,8,RS,False,True,False,True,True,18,1,16,10,5.304637775600912,0.0003642746216797685,5.304412,22,27,True,1,2
49,2048,2,8,2.1012711929533,1,False,2,16,RS,False,True,True,False,False,23,1,1,10,2.103964807046701,0.0021729878048438096,2.1026180000000005,25,29,True,1,4
50,256,1,256,1.6354188174888888,8,False,1,16,RS,True,True,True,False,True,17,1,64,10,1.6436671825111115,0.006654107077587501,1.6395430000000002,1,2,True,20,8
