id,T2_K,T2_J,T2_I,mean_confidence_interval_inf,RT_K,T1_I,T1_J,T1_K,technique,VEC2,VEC1,SCR,ACOPY_x,ACOPY_y,U1_I,RT_J,runs,mean_confidence_interval_sup,cost_std,cost_mean,U_J,U_I,correct_result,U_K,RT_I
1,2048,1,256,0.140793825787579,1,1,32,128,DLMT,True,True,True,False,False,29,1,35,0.14092605992670673,0.0001995719623676274,0.14085994285714287,1,25,True,30,1
2,128,256,512,0.09932186683163341,1,64,256,1,DLMT,True,True,False,True,False,2,8,35,0.09934629316836657,3.686500314855308e-05,0.09933407999999999,30,24,True,1,8
3,512,1,1024,inf,32,256,1,256,DLMT,True,False,False,False,True,23,1,1,inf,inf,inf,2,5,False,1,1
4,2048,128,512,0.13621044822694983,1,1,1,1,DLMT,False,True,True,False,True,19,1,35,0.136234294630193,3.5989749107438675e-05,0.1362223714285714,23,5,True,1,1
5,64,1,512,inf,32,1,1,1,DLMT,False,True,False,False,True,2,1,1,inf,inf,inf,1,20,False,29,1
6,1024,256,1,0.2315829918395802,1,512,64,512,DLMT,False,True,True,True,True,4,1,35,0.23168346530327705,0.00015163774232676696,0.23163322857142862,1,20,True,25,32
7,1,256,512,0.20784830742335317,32,16,1,512,DLMT,True,True,False,True,False,28,1,35,0.20791357829093257,9.850886627453256e-05,0.20788094285714287,24,1,True,18,1
8,64,1,128,0.2936743054373421,1,128,512,1,DLMT,False,False,True,False,True,9,1,35,0.29387466599122924,0.00030239051113500144,0.29377448571428566,16,1,True,29,32
9,2048,2048,2048,0.14438144067145037,1,512,32,128,DLMT,False,True,False,False,True,1,1,35,0.14444278789997816,9.258718560781288e-05,0.14441211428571427,24,20,True,1,1
10,1,256,2048,0.26767063931470647,1,512,16,256,DLMT,True,False,False,False,False,27,32,35,0.2706847892567221,0.004549050818240962,0.2691777142857143,14,29,True,1,1
11,2048,1,128,0.2457761043375092,1,32,16,256,DLMT,False,True,False,False,False,29,1,35,0.2459024099482051,0.00019062443897542296,0.24583925714285715,5,28,True,1,32
12,1024,1,2048,inf,32,1,512,256,DLMT,False,False,True,True,True,12,1,1,inf,inf,inf,28,21,False,1,1
13,256,1024,1,0.14914657795541003,32,256,64,1,DLMT,False,False,True,True,False,13,1,35,0.14918930775887573,6.448917643721987e-05,0.14916794285714288,1,19,True,29,1
14,2048,2048,2048,0.17628784051206492,1,16,128,128,DLMT,True,False,True,False,False,14,1,35,0.1763094737736493,3.264960542937472e-05,0.1762986571428571,4,1,True,2,32
15,1,2048,256,0.13879960517579712,1,16,512,256,DLMT,True,False,True,True,True,27,1,35,0.13896959482420287,0.000256553776039255,0.1388846,1,16,True,1,1
16,2048,2048,1024,0.20834370626580068,1,16,32,128,DLMT,False,False,False,True,False,17,1,35,0.20839600801991365,7.893546834766445e-05,0.20836985714285716,30,1,True,30,1
17,256,1024,1024,inf,1,64,16,256,DLMT,False,True,True,True,False,17,32,1,inf,inf,inf,1,2,False,12,1
18,1,1,1,0.09489007878368504,1,512,1,512,DLMT,True,True,True,False,False,4,1,35,0.09491510407345784,3.776896209798638e-05,0.09490259142857144,29,8,True,1,8
19,512,2048,1,0.21003111898218965,1,512,512,1,DLMT,False,True,False,True,True,22,1,35,0.21031939530352464,0.00043507577946554413,0.21017525714285715,1,29,True,6,32
20,1,64,2048,0.17346780093854974,1,512,64,1,DLMT,True,False,False,True,True,11,1,35,0.17350294191859322,5.3035883116611526e-05,0.17348537142857148,6,1,True,11,1
21,64,64,1,0.17920669079009663,8,1,16,1,DLMT,False,False,True,True,True,27,8,35,0.17924565206704626,5.8801596535314406e-05,0.17922617142857145,18,16,True,1,1
22,2048,1024,1,inf,1,1,1,16,DLMT,True,False,True,True,True,2,1,1,inf,inf,inf,27,1,False,20,32
23,2048,1,1,0.13277675470665223,32,512,512,1,DLMT,False,False,False,False,False,9,1,35,0.13280495957906202,4.2567689193394114e-05,0.13279085714285713,8,7,True,1,1
24,2048,2048,1,0.21623040110872163,1,16,64,32,DLMT,True,True,True,False,True,19,32,35,0.21626491317699262,5.2086709496013714e-05,0.21624765714285712,23,1,True,28,1
25,1,1,1,0.11845982281333138,1,1,512,1,DLMT,True,True,False,False,False,27,1,35,0.1184965771866686,5.547086751491367e-05,0.11847819999999999,1,1,True,19,8
26,64,1024,256,inf,32,16,512,64,DLMT,False,True,False,False,True,29,1,1,inf,inf,inf,24,8,False,1,1
27,1024,1,64,inf,1,16,512,512,DLMT,False,False,False,True,True,3,32,1,inf,inf,inf,13,1,False,11,1
28,512,2048,64,0.2320695521802018,1,1,1,256,DLMT,False,False,False,False,False,2,1,35,0.23224821924836958,0.000269650013528497,0.2321588857142857,2,30,True,1,1
29,1,1,1,0.17821766441688372,1,1,1,1,DLMT,False,False,False,False,False,1,1,35,0.17843856415454487,0.0003333888995862737,0.1783281142857143,1,1,True,1,1
30,1024,256,512,0.17964694024003688,1,64,256,128,DLMT,True,True,True,True,False,19,1,35,0.1796707740456774,3.597073640546051e-05,0.17965885714285715,15,2,True,1,1
31,1,512,2048,0.23215819724328843,1,16,64,16,DLMT,False,False,False,False,False,9,8,35,0.2321847170424259,4.002452309496692e-05,0.23217145714285717,30,1,True,25,1
32,1024,64,1,0.22836756953145443,1,512,1,32,DLMT,True,True,False,False,True,23,32,35,0.22839465903997413,4.0884346587883546e-05,0.22838111428571428,4,1,True,22,1
33,1,1,1024,0.1872829137016761,1,16,512,256,DLMT,True,True,False,True,True,4,1,35,0.1873136577268953,4.6399859253832996e-05,0.1872982857142857,27,8,True,1,1
34,2048,2048,128,0.099067200552827,1,64,256,1,DLMT,False,False,False,True,True,3,8,35,0.09909826230431584,4.6879381830570196e-05,0.09908273142857142,23,29,True,1,8
35,512,512,64,0.21308395828138116,1,1,512,512,DLMT,False,False,False,True,False,28,1,35,0.2131107845757617,4.0487095449775654e-05,0.21309737142857144,1,1,True,12,1
36,256,256,1,inf,32,512,16,256,DLMT,False,False,True,True,True,24,1,1,inf,inf,inf,2,16,False,1,1
37,1024,1024,1,0.2004753074414235,1,512,256,1,DLMT,True,False,True,True,False,6,1,35,0.20082006398714797,0.0005203175278576699,0.20064768571428573,1,15,True,4,32
38,1,2048,1024,0.23747619314226875,1,512,256,1,DLMT,False,True,False,True,True,30,1,35,0.23782100685773122,0.0005204038102418987,0.2376486,1,25,True,27,32
39,2048,1024,512,0.17390672122217415,1,512,1,128,DLMT,False,True,False,False,False,1,32,35,0.17418025020639727,0.00041281862993872853,0.1740434857142857,7,27,True,1,1
40,1,2048,512,inf,1,512,128,512,DLMT,False,False,True,True,False,26,32,1,inf,inf,inf,1,30,False,11,1
41,2048,1,64,inf,1,16,512,16,DLMT,True,False,True,True,False,29,32,1,inf,inf,inf,1,25,False,28,1
