id,RT1_J,T1_Ja,baseline,RT1_I,T2_K,T2_J,T2_I,T2_Ja,U2_I,mean_confidence_interval_inf,T1_I,T1_J,technique,VEC2,VEC1,U2_J,SCREP,T1_Ia,OMP1,U1_J,U1_I,T2_Ka,RT2_I,runs,T2_Ia,RT2_J,RT2_K,cost_mean,U2_K,OMP2,cost_std,correct_result,mean_confidence_interval_sup
1,8,64,False,8,1,256,128,1024,11,0.7817543600138122,32,4,DLMT,False,True,1,False,1024,False,7,1,256,8,10,128,8,1,0.7885693,1,True,0.01099547371467003,True,0.7953842399861879
2,2,1,False,2,32,256,2048,256,13,0.9321769008545652,2,16,DLMT,False,False,7,False,32,True,1,3,1,1,10,1,4,32,0.9366179000000001,1,False,0.0071652706362007115,True,0.9410588991454351
3,1,128,False,16,32,32,2,2048,1,1.1709149185588656,4,1,DLMT,False,True,8,False,64,False,29,1,256,32,10,8,8,2,1.170951,11,False,5.821511831130997e-05,True,1.1709870814411345
4,2,16,False,4,16,1,128,256,1,0.6493080612623212,64,8,DLMT,False,False,4,True,1,True,29,1,128,2,10,512,1,8,0.6540227000000001,13,False,0.007606770774119609,True,0.6587373387376789
5,32,128,False,4,4,32,128,1,18,0.2254893142389418,2,1,DLMT,True,True,3,False,1,True,1,13,1,1,10,128,16,1,0.2295121,1,True,0.006490509848232265,True,0.2335348857610582
6,4,1,False,8,128,16,1,128,25,0.5985607433871261,4,1,DLMT,False,False,3,True,256,True,10,1,128,32,10,8,32,4,0.6020769000000001,1,False,0.005673095829439147,True,0.6055930566128742
7,4,1,False,1,4,4,8,1024,2,inf,16,64,DLMT,True,True,1,True,128,False,1,14,1024,8,1,128,2,4,inf,19,False,inf,False,inf
8,1,2048,False,2,16,32,64,512,1,0.7803794990977259,4,512,DLMT,False,False,6,True,1024,True,17,1,2048,1,10,1024,16,8,0.7834322000000001,1,True,0.004925339415715408,True,0.7864849009022744
9,4,8,False,32,64,32,2,1,1,1.40856136505355,128,2,DLMT,True,False,12,False,256,False,1,30,256,2,10,4,2,16,1.408595,9,False,5.4267854204890775e-05,True,1.40862863494645
10,16,1,False,2,64,128,1,1024,1,1.0260747142915723,128,2048,DLMT,True,True,7,False,1024,True,1,1,2048,32,10,16,1,1,1.02888,3,False,0.004526150682423179,True,1.0316852857084278
11,4,8,False,1,2048,2048,1024,1,4,1.0663441991854348,4,2,DLMT,True,True,1,True,8,False,20,1,1,16,10,2048,32,8,1.066551,18,False,0.0003336600065935085,True,1.0667578008145653
12,8,1024,False,16,16,8,16,64,4,inf,4,512,DLMT,False,False,6,False,32,False,1,18,32,1,1,1024,1,8,inf,1,True,inf,False,inf
13,8,1024,False,1,4,4,1,16,1,5.8142957045348185,1,4,DLMT,False,False,9,False,256,True,19,1,64,2,10,256,16,16,5.8270550000000005,9,False,0.0205863145074586,True,5.839814295465183
14,16,1,False,32,2048,256,4,2048,5,0.38457421157957816,2,1024,DLMT,False,True,21,True,1,True,15,1,1,2,10,256,8,2,0.391834,1,False,0.011713208467367084,True,0.39909378842042187
15,2,128,False,2,128,16,16,2048,3,1.2669971571827998,8,128,DLMT,True,False,30,True,256,False,14,1,2048,16,10,32,1,32,1.2670920000000003,1,False,0.00015302287410708486,True,1.2671868428172008
16,4,128,False,1,2048,1,1,32,21,inf,2,8,DLMT,True,True,4,False,1024,False,30,1,2048,16,1,2048,1,1,inf,1,True,inf,False,inf
17,8,1,False,32,2,256,8,2048,1,0.5621028492702008,512,16,DLMT,True,False,17,False,2048,True,1,19,16,16,10,8,32,4,0.5699427,3,True,0.01264910223731312,True,0.5777825507297992
18,4,2048,False,16,1,512,1,1,1,0.612416553658156,32,256,DLMT,True,True,4,False,1,True,1,29,64,32,10,2048,16,2,0.6235227,3,False,0.017919063178916443,True,0.634628846341844
19,2,512,False,1,16,8,2,1,3,1.795472867873747,32,64,DLMT,False,False,1,False,32,True,1,9,1024,16,10,4,2,2,1.8017050000000001,29,False,0.010055150172921292,True,1.8079371321262532
20,32,2048,False,8,128,4,2048,64,1,0.9686707110344733,32,128,DLMT,False,True,3,True,512,False,16,1,512,2,10,1,1,4,0.9689467,9,False,0.0004452907027998463,True,0.9692226889655268
21,8,1,False,8,1,1,128,64,28,1.4684214342533928,8,256,DLMT,False,True,2,False,2048,True,14,1,16,1,10,512,2,32,1.4708809999999999,1,True,0.003968353436880376,True,1.473340565746607
22,1,1024,False,1,32,128,1,2048,6,0.9399172579180443,1,8,DLMT,True,False,1,True,256,False,7,1,1,8,10,512,1,2,0.9427597999999999,7,True,0.0045862614796803826,True,0.9456023420819556
23,32,2048,False,1,256,128,4,1,1,0.5274782501520049,2048,32,DLMT,True,True,5,True,1,True,1,6,256,1,10,16,8,16,0.53333,19,True,0.009441427476817267,True,0.539181749847995
24,16,512,False,32,128,2,16,64,1,1.137284689806864,32,128,DLMT,True,True,8,False,1,False,28,1,512,32,10,512,8,2,1.1402889999999999,13,True,0.004847264073681141,True,1.1432933101931357
25,8,1024,False,4,64,4,2048,1024,2,0.6574624071821161,64,256,DLMT,True,False,25,True,1,True,1,30,1024,4,10,2048,8,2,0.6690039999999999,1,True,0.018621628467993867,True,0.6805455928178837
26,1,512,False,1,256,1,256,2,2,0.9129708013466626,8,128,DLMT,True,True,1,True,8,False,1,30,1024,32,10,1,16,8,0.9154528000000001,24,True,0.004004547510019077,True,0.9179347986533375
27,16,256,False,2,128,128,1,2048,2,1.1422640744528827,16,128,DLMT,True,False,1,False,512,True,29,1,512,2,10,2,2,2,1.1434710000000001,29,False,0.0019472978714105119,True,1.1446779255471176
28,32,256,False,16,16,64,64,1,21,1.3757218888634097,2,4,DLMT,False,False,3,False,8,False,1,1,1024,1,10,512,1,2,1.375778,1,False,9.053176238207967e-05,True,1.3758341111365902
29,1,1,False,4,1,256,256,1,5,0.5710615706296235,2,2048,DLMT,True,True,20,True,512,True,24,1,16,16,10,1,32,2,0.5732531000000001,1,True,0.003535893732848885,True,0.5754446293703767
30,4,256,False,32,256,1,8,128,1,1.2352481701237044,2,2,DLMT,True,True,2,True,2048,True,23,1,1024,32,10,2048,4,1,1.239427,29,True,0.006742277137584873,True,1.2436058298762958
31,1,128,False,8,1,2048,2,2048,4,0.8376702009288559,64,32,DLMT,False,False,1,True,128,False,19,1,1024,32,10,512,4,1,0.8377076000000001,23,False,6.0341030816502017e-05,True,0.8377449990711443
32,32,1024,False,16,4,1,4,1024,4,0.42912643315200966,1,128,DLMT,True,False,1,False,64,True,17,1,16,32,10,256,8,16,0.43739300000000003,8,True,0.01333758164736022,True,0.4456595668479904
33,2,1024,False,2,4,8,512,512,4,1.9145898595079938,4,1024,DLMT,True,False,1,False,1,True,29,1,128,2,10,1024,1,32,1.934618,20,True,0.0323141352352186,True,1.9546461404920061
34,32,128,False,16,2,8,128,64,7,0.6704753695244304,2,64,DLMT,True,False,4,True,32,True,1,10,512,16,10,2048,8,2,0.6797142,1,True,0.01490626738523096,True,0.6889530304755697
35,4,1,False,2,512,8,8,2048,29,1.192212417071125,2,1,DLMT,True,False,2,False,2048,False,1,23,1,1,10,512,4,1,1.1922479999999998,1,False,5.7410800377651905e-05,True,1.1922835829288745
36,8,1024,False,2,1,4,1,2048,17,1.4741515943886876,2,32,DLMT,False,False,1,True,32,False,1,22,8,4,10,2,1,1,1.47421,6,False,9.423375191515094e-05,True,1.4742684056113124
37,1,64,False,16,1,256,64,1024,1,0.7233142212693869,512,1,DLMT,False,True,2,True,1,True,1,24,2048,8,10,256,8,32,0.7251155999999999,27,True,0.0029064104046056713,True,0.7269169787306128
38,2,1,False,1,8,512,256,2048,6,inf,4,1,DLMT,False,True,13,True,1,False,1,3,64,4,1,2048,4,2,inf,1,True,inf,False,inf
39,4,1024,False,4,16,2,64,128,30,1.2993392582545804,8,8,DLMT,False,True,1,False,256,True,23,1,2048,16,10,256,1,1,1.304558,3,False,0.00842010902542244,True,1.3097767417454198
40,2,128,False,8,128,4,16,1,8,0.9824754144643556,1,2,DLMT,False,False,9,False,1,True,29,1,1,8,10,32,1,4,0.9954405999999997,1,False,0.020918505086167098,True,1.0084057855356436
41,4,1024,False,16,8,2048,128,2048,1,inf,2,64,DLMT,False,True,29,False,1024,True,1,1,1,2,1,1024,2,32,inf,3,True,inf,False,inf
42,32,2048,False,32,16,2,64,256,4,1.6884315706958894,32,256,DLMT,True,True,15,True,128,False,1,23,32,16,10,256,4,16,1.688845,1,False,0.0006670419776895144,True,1.6892584293041104
43,32,8,False,1,2,64,4,1024,2,0.7762503804923437,2,2,DLMT,False,True,22,False,1,False,1,27,8,32,10,8,32,1,0.7819092000000001,1,True,0.00913014660123265,True,0.7875680195076564
44,16,1,False,2,8,1024,16,1,1,0.6232557830244904,64,1,DLMT,False,True,30,False,64,False,30,1,32,4,10,128,8,32,0.6292553,1,True,0.009679840371101157,True,0.6352548169755096
45,1,32,False,2,256,1,16,1024,1,0.6686775900267992,2048,8,DLMT,True,True,9,True,2048,False,17,1,1,4,10,1,16,2,0.6724764,4,True,0.006129139110837671,True,0.6762752099732008
46,32,512,False,4,1,64,4,1024,1,0.524595293798639,8,1,DLMT,False,False,8,True,32,True,4,1,512,1,10,512,2,16,0.5309697,9,False,0.010284700375314778,True,0.537344106201361
47,2,1,False,32,2048,32,256,512,3,0.7509284252456411,32,2048,DLMT,False,True,28,True,32,False,1,4,1,16,10,2048,8,4,0.7539618,1,True,0.004894157901008103,True,0.756995174754359
48,16,128,False,2,8,4,16,256,11,0.7973458637234532,512,1,DLMT,False,False,1,False,1024,True,1,24,8,1,10,1,8,4,0.8116615000000001,6,True,0.02309737176065711,True,0.8259771362765471
49,1,2048,False,32,1,8,8,16,4,1.5879093082149813,2,512,DLMT,True,False,29,False,256,True,24,1,2,16,10,16,1,2,1.590206,1,False,0.0037055666233384525,True,1.5925026917850187
50,1,1,False,32,8,512,2048,512,5,1.5008912509868577,2048,256,DLMT,True,False,1,False,1,True,3,1,128,1,10,2048,16,16,1.5056550000000002,6,True,0.007686007090811197,True,1.5104187490131427
51,4,2048,False,16,1,256,8,256,29,0.6365557890302925,1024,64,DLMT,True,False,3,False,2048,True,30,1,128,1,10,1,1,2,0.6454981,1,True,0.014427851956892253,True,0.6544404109697074
52,32,2048,False,32,64,2048,64,2048,2,0.9130798696360528,8,1,DLMT,False,False,1,False,512,False,1,30,64,16,10,256,4,32,0.9144764000000001,5,True,0.0022532132255958437,True,0.9158729303639473
53,8,1,False,16,4,2,512,2048,7,3.2859560752897523,16,4,DLMT,False,True,3,True,64,True,14,1,1024,16,10,2048,1,32,3.294209,1,True,0.013315570922795547,True,3.3024619247102476
54,4,128,False,8,16,2,2,2,14,1.3698844780847728,2048,64,DLMT,True,True,1,False,2048,False,1,7,256,1,10,256,4,8,1.369937,1,False,8.474078120954348e-05,True,1.3699895219152272
55,2,1024,False,8,256,128,8,128,1,0.8583385646688764,4,16,DLMT,True,True,22,True,512,True,3,1,1,32,10,2048,4,16,0.8608825,3,True,0.0041044784138791575,True,0.8634264353311236
56,2,512,False,32,1,2,1024,2,2,inf,8,32,DLMT,True,True,20,True,16,False,1,16,2,2,1,2048,2,2,inf,1,True,inf,False,inf
