id,T5_I,T1_Ja,technique,RT1_J,RT7_I,VEC10,RT7_J,T5_J,cost_std,VEC9,T3_J,T3_I,RT1_I,VEC6,mean_confidence_interval_inf,T1_I,T1_J,T5_Ia,T3_Ja,VEC7,VEC4,VEC5,T7_J,VEC3,T7_I,VEC2,T7_Ia,VEC8,U10_I,U6_I,T1_Ia,VEC1,U5_J,U5_I,U1_J,U1_I,U8_I,U7_I,U7_J,baseline,runs,mean_confidence_interval_sup,U2_I,cost_mean,U9_I,RT3_I,RT3_J,correct_result,T7_Ja,T5_Ja,U4_I,T3_Ia,SCR,U3_I,RT5_J,RT5_I,U3_J
1,64,1,RS,4,16,False,4,4,0.00012210241602838046,True,16,2,1,True,5.776673321529114,1024,128,256,2048,True,True,False,2,False,8,False,64,False,4,8,2048,True,16,1,1,4,8,1,4,False,10,5.776824678470887,1,5.776749000000001,1,4,16,True,128,16,4,512,True,12,16,2,1
2,16,256,RS,1,2,False,2,16,0.00015451860729368583,False,32,512,32,True,2.2256162301348006,1,128,2048,1024,True,False,False,4,False,128,True,1,False,8,4,32,False,1,16,1,4,12,8,1,False,10,2.225807769865199,16,2.2257119999999997,4,2,1,True,1024,512,12,2048,True,1,8,1,4
3,8,512,RS,1,1,False,8,4,0.00010050373127419953,True,2,2,4,True,5.152144708286628,8,64,2048,1024,True,True,False,4,False,64,True,1,False,8,8,2048,False,12,1,1,16,8,12,1,False,10,5.152269291713371,8,5.152207,12,4,2,True,1,32,4,128,False,4,8,2,1
4,1,2048,RS,2,4,False,2,4,0.00031664649058535903,True,64,128,4,False,1.4893187440781384,1,8,1024,256,True,True,True,2048,True,16,True,1,True,12,4,8,True,8,1,8,1,4,16,1,False,10,1.4897112559218615,16,1.489515,4,16,4,True,1,64,4,256,True,12,2,4,1
5,16,8,RS,2,4,False,1,512,0.0002150093021243061,True,32,4,4,False,2.9668757383026443,512,1,2048,32,False,True,False,1,False,2,False,256,False,1,8,2048,False,1,8,1,12,12,1,16,False,10,2.9671422616973557,4,2.967009,8,32,1,True,4,1,8,512,True,4,2,32,1
6,128,1024,RS,1,1,True,1,2,0.00021558293067861612,True,1,64,1,True,3.236794382770516,32,512,512,2,False,True,True,2048,False,4,True,512,True,1,8,1,False,12,1,1,4,16,1,16,False,10,3.2370616172294846,4,3.2369280000000002,16,32,4,True,2048,4,8,1024,True,1,2,2,8
7,32,512,RS,8,32,True,2,4,0.0003637925232876403,True,128,32,4,False,1.9419995232012766,1,2,128,128,True,True,False,64,False,16,True,128,False,12,16,4,False,1,8,1,4,16,16,1,False,10,1.9424504767987232,8,1.9422249999999999,4,4,4,True,128,2048,16,128,True,16,8,8,1
8,16,256,RS,2,32,True,2,8,7.386474125051535e-05,False,64,2,4,False,3.4618922190003105,1024,256,1,256,True,True,True,4,False,8,True,8,False,1,16,2048,False,1,8,1,4,12,12,1,False,10,3.4619837809996894,4,3.461938,1,4,4,True,32,1024,4,16,False,4,1,16,1
9,32,2048,RS,2,16,True,2,8,0.0004913654444504264,False,32,2,16,True,3.216975454138484,64,2,1,512,False,False,False,256,True,2,True,1024,True,16,4,1024,True,16,1,1,8,8,1,8,False,10,3.2175845458615164,16,3.21728,16,1,2,True,256,512,12,1024,False,12,8,2,1
10,8,1,RS,1,2,False,16,16,0.0031007263665147698,False,2,4,32,True,4.262054185201499,32,8,1024,128,True,False,True,1,True,8,False,256,True,1,4,32,False,1,1,1,1,1,8,1,False,10,4.265897814798502,1,4.263976,12,2,8,True,256,2048,16,32,False,1,8,1,8
11,1024,2048,RS,8,32,True,2,512,0.00015472879499308165,True,2,32,16,False,3.2005510998615088,512,256,1024,256,False,True,True,1,False,2,False,128,False,8,1,512,True,8,1,16,1,8,1,12,False,10,3.2007429001384913,1,3.200647,8,2,4,True,64,1024,8,32,False,1,1,2,4
12,1024,2048,RS,4,32,False,1,1,0.0010194846737445315,True,1,1,8,False,1.8874591284637026,16,4,1,512,False,True,False,1,True,16,False,2048,False,8,16,512,False,1,1,8,1,4,1,1,False,10,1.8887228715362974,8,1.888091,8,8,16,True,256,256,4,32,True,4,2,16,1
13,1,64,RS,4,2,True,32,128,0.00021878985351251215,False,8,1,2,False,2.2962153951356745,2048,64,4,1024,True,True,False,8,False,256,True,1,False,4,12,2048,True,1,16,1,16,12,1,1,False,10,2.2964866048643255,4,2.296351,8,1,32,True,512,128,8,4,True,1,2,4,12
14,1,1,RS,8,4,False,16,1,0.0008496964163746672,True,32,8,2,False,3.8150473623821632,64,128,2,1,True,False,False,2,True,1024,False,2048,False,12,1,2048,True,1,1,4,1,12,8,1,False,10,3.8161006376178355,12,3.8155739999999994,16,1,16,True,16,512,16,256,False,1,16,2,8
15,128,1,RS,4,1,True,32,8,0.00011687600266947878,False,1,1,4,False,2.3066575608341497,2,2048,256,16,False,True,True,128,False,32,False,1024,True,8,8,32,True,1,1,1,4,1,1,4,False,10,2.30680243916585,8,2.30673,1,8,16,True,1,2048,16,1024,True,12,8,8,1
16,16,32,RS,1,2,False,1,32,0.0016643560316230827,False,2,128,32,False,2.1318914403996136,2,16,512,4,True,False,True,1,True,16,False,512,False,12,16,4,False,16,1,4,1,8,4,1,False,10,2.133954559600386,4,2.132923,16,4,4,True,256,1024,16,512,True,8,1,32,1
17,256,32,RS,1,1,False,8,4,0.0001745966780898252,False,8,4,4,False,2.651825785846263,8,2,1024,32,True,True,True,1024,True,1,False,4,True,8,16,64,True,1,4,1,4,8,8,1,False,10,2.6520422141537368,8,2.651934,1,8,8,True,1,64,4,4,True,1,4,4,1
18,2,16,RS,8,8,False,16,2,0.00019199218734092724,False,4,4,1,True,5.1731780041960445,4,4,64,512,True,False,True,2,True,16,False,16,True,12,1,256,False,4,1,1,12,8,16,1,False,10,5.173415995803955,16,5.173297,1,2,1,True,2,2048,1,32,False,16,2,2,1
19,8,256,RS,8,8,False,2,1,7.730459236043439e-05,False,1,8,4,False,3.353604086997681,4,16,8,64,True,True,False,256,True,8,True,32,True,1,1,256,True,1,16,1,1,4,12,1,False,10,3.3536999130023197,4,3.3536520000000003,12,16,8,True,2048,64,12,16,False,4,2,16,1
20,8,16,RS,8,1,False,16,8,0.00024748535310195694,False,32,32,16,False,2.3639456098075797,16,8,1,2048,False,True,True,128,False,2,True,4,False,8,12,64,False,4,1,1,1,12,16,1,False,10,2.364252390192421,4,2.3640990000000004,12,2,16,True,512,1,12,1,True,1,8,1,4
21,32,256,RS,8,4,True,4,4,0.0008976775590378251,True,32,8,1,False,2.429928623908297,1024,2,128,256,True,False,True,2,True,8,False,32,False,4,1,2048,False,1,1,1,1,12,1,1,False,10,2.431041376091703,4,2.430485,8,1,2,True,128,64,4,1024,True,1,2,32,12
22,32,4,RS,1,2,True,1,2,0.00283335913713753,True,32,32,2,False,4.554917898082067,32,2,256,1,False,True,False,4,True,2,False,32,False,1,4,1,True,12,1,1,1,16,1,16,False,10,4.558430101917931,4,4.556673999999999,1,4,1,True,4,32,8,1024,False,12,1,8,1
23,2,1,RS,2,4,True,1,16,0.00010998181667891893,False,1,32,8,False,1.7977798338163782,2,2048,8,16,True,True,False,8,False,1,True,32,False,8,4,128,True,8,1,1,8,12,1,8,False,10,1.7979161661836212,8,1.7978479999999997,16,16,8,True,1,512,8,512,True,16,4,32,1
24,32,1024,RS,16,32,False,4,8,0.00013103053079337428,False,2,1024,1,False,2.213367787927934,8,256,128,32,True,True,True,1024,True,4,False,128,True,8,1,32,False,1,8,12,1,16,12,1,False,10,2.2135302120720657,16,2.2134489999999998,8,16,2,True,1024,64,16,2048,True,1,8,8,16
25,2048,1024,RS,16,4,True,1,1,0.00011278741064496187,True,1024,2,4,False,3.783553094923176,1,512,1,1,False,False,False,32,False,16,True,32,True,12,16,64,False,1,1,1,4,8,8,1,False,10,3.783692905076824,4,3.783623,1,2,2,True,256,2,8,32,False,1,1,8,8
26,2,16,RS,2,16,True,1,4,0.002514235669144829,False,128,32,16,False,2.290894689222221,1024,8,64,1024,True,False,False,1,True,64,True,256,False,1,8,1024,False,1,16,12,1,4,4,1,False,10,2.2940113107777784,1,2.2924529999999996,12,2,32,True,128,8,1,2048,True,1,4,1,1
27,2,8,RS,4,16,False,4,1,0.0005083905978674716,False,8,4,2,True,2.255681902032971,16,8,256,2048,False,False,False,32,False,2,False,4,False,8,12,256,True,16,1,16,1,8,4,1,False,10,2.2563120979670286,12,2.255997,1,8,1,True,1024,64,12,2048,True,8,1,8,1
28,16,256,RS,2,8,False,1,1,0.0018850315647224777,False,2,32,1,False,2.7083456668004477,1,2,256,32,True,True,True,4,True,128,False,2048,True,1,16,16,False,1,16,12,1,8,8,1,False,10,2.710682333199552,1,2.709514,4,4,16,True,2048,128,1,64,True,12,2,8,1
29,256,256,RS,8,8,True,4,8,0.00038533102652133774,False,8,1,16,False,4.703651173743969,8,64,512,512,True,False,False,2,False,64,False,1,False,12,1,16,False,12,1,12,1,16,1,12,False,10,4.7041288262560315,12,4.70389,16,1,2,True,8,32,12,32,False,1,8,8,16
30,2,2048,RS,32,8,True,4,1,0.001504472000404116,True,1,1024,4,False,1.6710495357279085,4,16,512,16,True,True,True,128,False,256,True,1,False,16,8,64,True,1,12,4,1,4,1,1,False,10,1.6729144642720921,8,1.6719820000000003,4,8,16,True,128,1,16,2048,True,8,16,1,1
31,2,1024,RS,8,2,False,32,2,0.00032116039606404606,False,4,8,16,True,4.6251249463819475,128,512,2,1024,True,False,False,1,False,16,False,16,True,4,1,1024,True,1,12,4,1,8,1,16,False,10,4.625523053618054,1,4.625324000000001,8,8,8,True,4,32,16,2048,False,1,4,32,4
32,64,8,RS,16,32,True,2,128,0.0006763401511074463,False,32,32,8,True,2.1180928077341954,4,8,128,64,False,False,True,1024,False,4,False,512,True,8,4,256,False,1,1,1,12,16,8,1,False,10,2.1189311922658045,1,2.118512,12,2,2,True,2048,1024,4,64,True,1,1,2,4
33,1,2048,RS,1,2,True,16,32,0.000139172554765654,True,1,16,8,True,2.6655727415419235,64,2048,1,128,True,True,True,128,False,32,False,32,True,8,1,128,False,16,1,1,4,4,8,1,False,10,2.665745258458077,16,2.6656590000000002,1,4,8,True,256,1024,12,1024,False,4,8,2,1
34,512,1024,RS,4,4,False,1,8,0.000146095858941983,False,16,512,1,True,5.208933450512387,4,2,2048,64,True,True,False,16,False,128,False,256,True,1,16,8,True,1,12,16,1,4,1,16,False,10,5.209114549487613,4,5.209024,4,32,4,True,256,8,8,1024,False,1,8,1,4
35,512,2048,RS,4,8,False,16,256,0.00208896146446031,True,128,8,32,True,3.041695272061652,512,64,1024,1,True,False,True,64,True,64,False,1,False,4,16,512,False,8,1,1,8,4,8,1,False,10,3.044284727938348,1,3.04299,8,32,4,True,64,1024,12,2048,False,12,2,16,1
36,2,128,RS,1,2,False,32,16,0.0018251838263583795,True,1,16,1,True,3.1454167601313805,1,8,256,64,True,True,True,2,False,8,True,256,True,4,4,2,True,1,12,8,1,12,8,1,False,10,3.1476792398686197,12,3.146548,1,8,16,True,1024,256,4,32,True,1,4,4,8
37,8,2,RS,32,8,True,2,512,0.0031500946017539583,True,128,4,1,True,4.6496095870145435,2,2,128,256,True,False,False,4,False,512,False,512,True,16,4,1,False,1,12,16,1,1,1,12,False,10,4.653514412985457,16,4.651562,12,16,2,True,1024,512,4,1024,False,1,1,16,12
38,128,2048,RS,2,16,True,4,64,0.0006770590816169894,True,32,2,2,False,1.8859913621446371,32,128,1024,1024,True,False,True,4,True,16,False,256,False,4,4,2048,True,1,16,16,1,1,1,1,False,10,1.886830637855363,1,1.886411,1,2,2,True,1,256,8,32,True,1,16,1,8
