id,T2_J,T2_I,T3_J,T3_I,mean_confidence_interval_inf,T2_Ja,baseline,T2_Ia,technique,T3_Ja,VEC2,VEC3,cost_std,U2_J,SCREP,RT2_I,runs,U2_I,RT2_J,OMP3,cost_mean,RT3_I,OMP2,RT3_J,correct_result,T3_Ia,mean_confidence_interval_sup,U3_I,U3_J
1,64,512,1024,32,7.013581340970181,1024,False,512,RS,1,False,False,0.0010481836671117793,1,True,8,10,6,32,False,7.014231,8,False,1,True,512,7.014880659029818,5,1
2,1,2,4,1,7.079049682221067,32,False,8,RS,64,True,False,0.005169963636235617,1,True,32,10,19,8,False,7.082254000000001,8,True,1,True,64,7.085458317778935,17,1
3,64,256,256,1,6.968590799212154,1,False,512,RS,512,True,True,0.0006924882670487952,1,False,32,10,28,32,False,6.96902,8,False,1,True,128,6.969449200787847,19,1
4,256,64,1024,64,6.987470572269169,2048,False,1024,RS,1,True,True,0.001007474565435733,25,False,8,10,1,1,False,6.9880949999999995,1,False,32,True,64,6.98871942773083,20,1
5,256,1,8,32,6.985483209965417,256,False,1024,RS,64,True,False,0.004212344240443822,1,True,8,10,29,1,False,6.988094000000001,1,True,1,True,512,6.990704790034585,1,19
6,128,4,2,2,6.976610316416643,256,False,128,RS,512,False,False,0.0012837850287334685,1,False,32,10,6,32,False,6.977405999999999,1,False,8,True,128,6.978201683583356,19,1
7,4,1024,1024,16,6.977441079021937,8,False,2048,RS,1024,False,False,0.007045750208459063,6,True,32,10,1,1,False,6.981807999999999,32,True,1,True,64,6.986174920978061,18,1
8,2,512,2,1,7.018188939534985,512,False,1,RS,256,False,False,0.0012779393569335316,1,False,32,10,27,32,False,7.018980999999999,8,False,8,True,2,7.019773060465013,27,1
9,16,64,32,16,6.978267312561624,1024,False,512,RS,1,True,True,0.0008772052211426402,1,True,1,10,8,1,False,6.978811,1,False,1,True,512,6.979354687438376,4,1
10,1,16,256,2048,6.972755142878274,4,False,2048,RS,1,True,False,0.0018164991054222743,20,True,32,10,1,1,False,6.973881,1,False,32,True,2048,6.975006857121727,30,1
11,2,1,4,1,6.989800544040869,64,False,64,RS,8,False,True,0.004729718384851304,1,False,8,10,19,8,False,6.992731999999999,8,True,32,True,2,6.9956634559591295,10,1
12,8,1,2,2,6.987730796221981,32,False,32,RS,8,True,True,0.0011652300202105198,15,True,32,10,1,1,False,6.988453,1,False,1,True,4,6.989175203778019,1,7
13,256,16,512,1,6.9500184178469055,256,False,128,RS,1024,False,True,0.003550499823968442,1,True,8,10,25,1,False,6.9522189999999995,1,True,1,True,1,6.954419582153093,14,1
14,8,1,2,8,6.966932724731886,64,False,8,RS,512,False,False,0.0028336388266679523,24,True,8,10,1,8,False,6.968689,32,True,8,True,16,6.970445275268115,1,1
15,4,2,32,4,6.986300114782811,8,False,64,RS,128,True,False,0.004315757755018367,1,True,1,10,15,1,False,6.988975000000001,32,True,32,True,8,6.991649885217191,16,1
16,2,16,8,32,7.058191297006763,1024,False,16,RS,64,True,False,0.004184775382263632,25,False,1,10,1,8,False,7.060785,1,True,8,True,128,7.063378702993237,16,1
17,32,128,2,8,6.992302172436452,2048,False,256,RS,128,True,True,0.001098472120720523,10,False,8,10,1,1,False,6.992983,1,False,32,True,8,6.993663827563547,1,6
18,1,16,64,16,6.959284599171732,8,False,128,RS,1024,True,True,0.0028273876635508885,1,False,1,10,16,8,False,6.961037,8,True,1,True,512,6.962789400828268,1,17
19,2,4,16,1,6.995662374370832,4,False,64,RS,256,False,False,0.0011239612982662027,21,False,8,10,1,32,False,6.996359,1,False,1,True,4,6.997055625629168,7,1
20,32,1,2,16,6.987313930973135,256,False,2048,RS,2,True,False,0.0008939552561508942,1,True,8,10,8,32,False,6.987868000000001,32,False,32,True,128,6.988422069026866,1,4
21,16,2048,2,64,6.989416642781346,16,False,2048,RS,1,True,False,0.013067799508716041,1,False,8,10,8,32,False,6.997516,1,True,1,True,128,7.005615357218654,1,19
22,8,64,8,32,6.965815653088007,128,False,512,RS,256,True,False,0.0010363860284663975,21,True,32,10,1,32,False,6.966458,8,False,32,True,64,6.967100346911994,12,1
23,4,64,16,128,7.041551045108083,1,False,64,RS,2048,True,True,0.0040383590726928925,1,True,32,10,2,8,False,7.044054,1,True,8,True,256,7.046556954891917,30,1
24,8,4,64,4,6.988298717289688,256,False,256,RS,2048,True,False,0.008950189048282714,26,True,32,10,1,32,False,6.9938460000000005,1,True,8,True,2048,6.9993932827103125,12,1
25,16,64,16,2,7.013852599491557,1024,False,256,RS,32,False,False,0.000847700418780197,1,False,32,10,12,1,False,7.014377999999999,1,False,1,True,2,7.014903400508441,1,30
26,4,1024,1024,64,6.980241564945755,64,False,1024,RS,1024,True,True,0.0028935937862802365,4,True,32,10,1,1,False,6.982034999999999,32,True,32,True,64,6.983828435054242,1,7
27,8,256,1,128,7.0110755183511175,512,False,1,RS,1,False,False,0.0005864546018235401,1,True,32,10,13,1,False,7.011439,1,False,1,True,1,7.011802481648883,1,18
28,1,16,1,128,6.977924712458835,512,False,1,RS,1024,True,False,0.003998559865751757,1,True,32,10,19,32,False,6.980403,8,True,8,True,2048,6.982881287541165,1,13
29,16,128,256,2048,6.9737961431204445,16,False,1,RS,256,True,True,0.000840369561561964,1,True,32,10,24,32,False,6.974317000000001,32,False,8,True,1,6.9748378568795575,1,14
30,16,2,16,128,6.976056735899841,256,False,64,RS,64,True,True,0.001436384697774247,1,True,1,10,18,1,False,6.976947,32,False,1,True,1024,6.977837264100159,26,1
31,64,1,2,8,6.992032681446054,64,False,4,RS,512,False,True,0.009179354879293007,1,False,32,10,22,32,False,6.997722,8,True,8,True,1024,7.003411318553947,1,25
32,1024,32,1,64,6.9626599300259535,1024,False,1,RS,128,False,True,0.0007422937423959033,1,True,8,10,16,32,False,6.963120000000001,1,False,8,True,256,6.963580069974048,1,11
33,16,512,8,512,6.969379492553041,1,False,1024,RS,1024,False,True,0.0006171515211031946,1,False,32,10,19,1,False,6.969762,1,False,1,True,1024,6.9701445074469595,3,1
34,4,4,2,4,6.9940432788776645,64,False,8,RS,8,True,False,0.0027891819589263155,11,False,32,10,1,1,False,6.9957720000000005,32,True,8,True,4,6.997500721122337,1,16
35,16,16,8,8,6.981608809223781,32,False,64,RS,2048,False,True,0.0007747573813781212,4,False,32,10,1,8,False,6.982089,1,False,32,True,32,6.9825691907762195,1,22
36,1,64,1,512,7.0239100363997204,8,False,64,RS,32,True,True,0.008389811678458437,7,True,32,10,1,32,False,7.02911,32,False,32,True,1024,7.03430996360028,1,7
37,2,2,4,1,6.97369869451665,2048,False,1024,RS,16,False,True,0.007086706498790674,6,False,32,10,1,8,False,6.978091000000001,8,True,1,True,1024,6.982483305483352,9,1
38,16,2,1,2,6.9658414303061695,256,False,1024,RS,4,True,True,0.0007334193888901137,1,True,1,10,23,32,False,6.966296,32,False,32,True,1,6.96675056969383,8,1
39,4,8,2,512,6.978273067264352,1024,False,1024,RS,2,True,False,0.005262921717069286,1,True,32,10,8,32,False,6.981534999999999,8,True,32,True,1,6.984796932735646,11,1
40,128,256,1,32,6.969015139083765,512,False,256,RS,8,True,False,0.006610025415987434,26,False,32,10,1,1,False,6.973112,1,True,32,True,1,6.977208860916236,1,26
41,128,32,2,512,7.006939409244294,2048,False,256,RS,2048,False,False,0.0028664165782384624,5,True,8,10,1,32,False,7.0087160000000015,8,True,1,True,1024,7.010492590755709,1,10
42,256,64,8,256,6.987185142414224,1024,False,2048,RS,32,False,False,0.0053902619602389555,23,False,8,10,1,8,False,6.990526,1,True,1,True,256,6.993866857585776,28,1
43,16,16,1,2,7.071475281310095,16,False,16,RS,2048,True,False,0.004909233748763678,1,True,32,10,4,8,False,7.074518,8,True,1,True,64,7.077560718689906,1,20
44,32,2048,256,128,6.958616138360284,256,False,2048,RS,2048,True,False,0.0008516712980957518,4,False,1,10,1,1,False,6.959144,8,False,1,True,1024,6.959671861639716,30,1
45,512,1,4,4,6.983430576960166,2048,False,256,RS,16,False,False,0.0008977533068721689,27,False,1,10,1,1,False,6.983987000000001,8,False,8,True,64,6.9845434230398356,1,22
46,16,256,2,512,7.074877749372813,64,False,512,RS,256,False,True,0.0010943143972368338,15,False,32,10,1,1,False,7.075556000000001,32,False,32,True,512,7.076234250627188,1,5
47,16,128,4,4,7.025772976466681,1,False,2048,RS,512,True,False,0.001066519573191365,1,False,1,10,28,32,False,7.026434,8,False,32,True,128,7.027095023533319,3,1
48,8,1,4,16,7.00245198670885,1,False,4,RS,8,True,True,0.0006695976403781372,1,False,32,10,7,8,False,7.002866999999999,32,False,32,True,1024,7.003282013291148,1,8
