id,T5_I,T1_Ja,technique,RT1_J,RT7_I,VEC10,RT7_J,T5_J,VEC9,T3_J,T3_I,RT1_I,VEC6,mean_confidence_interval_inf,T1_I,T1_J,T5_Ia,T3_Ja,VEC7,VEC4,VEC5,T7_J,VEC3,T7_I,VEC2,T7_Ia,VEC8,U10_I,U6_I,T1_Ia,VEC1,U5_J,U5_I,U1_J,U1_I,U8_I,U7_I,U7_J,cost_std,runs,mean_confidence_interval_sup,U2_I,cost_mean,U9_I,RT3_I,RT3_J,correct_result,T7_Ja,T5_Ja,U4_I,T3_Ia,SCR,U3_I,RT5_J,RT5_I,U3_J
1,16,2048,DLMT,32,8,False,1,256,False,128,1,1,True,0.1285762852346673,128,32,1,1,True,True,True,1,False,256,False,1024,True,1,4,2048,False,12,1,1,1,12,16,1,2.1303175963279662e-05,35,0.1285904004796184,16,0.12858334285714285,8,1,8,True,128,1,4,2048,False,1,1,8,16
2,32,512,DLMT,8,1,True,8,1,False,1,128,8,True,0.11135134489948009,1,256,2048,64,True,False,False,1,False,1,False,2048,False,16,8,1024,True,16,1,8,1,4,12,1,2.578013790118522e-05,35,0.11136842652909135,12,0.11135988571428572,4,1,1,True,2048,128,16,1024,False,1,8,8,16
3,32,2048,DLMT,1,1,False,8,1,True,128,64,32,False,0.1787408753099218,64,1,1024,256,True,True,True,128,True,512,False,512,False,12,16,1024,False,1,1,1,16,8,16,1,0.000288682759288126,35,0.17893215326150683,8,0.17883651428571432,8,32,1,True,512,64,12,128,False,16,8,1,1
4,512,512,DLMT,1,1,True,1,1,True,32,512,32,False,0.19672905305366878,128,16,2048,1024,True,False,False,16,True,256,True,1024,False,1,1,256,True,1,4,1,12,1,1,4,0.0020307483558772038,35,0.19807460408918842,8,0.1974018285714286,16,8,1,True,256,128,4,2048,True,1,1,32,16
5,1,1,DLMT,32,1,True,8,32,True,1,128,1,True,0.11649599480651594,256,64,512,64,False,False,True,32,False,512,True,2048,True,4,16,2048,True,8,1,16,1,16,16,1,0.00026063844063125766,35,0.11666869090776978,16,0.11658234285714286,16,1,32,True,1024,1,12,128,True,1,32,1,4
6,1,1,DLMT,1,32,False,1,512,True,16,128,1,True,0.202290901865163,1,256,1024,512,True,False,True,16,True,512,True,512,True,1,8,1024,True,1,16,12,1,1,1,12,4.358960744892216e-05,35,0.20231978384912278,12,0.20230534285714288,4,1,1,True,1,512,4,2048,False,12,1,1,1
7,1,256,DLMT,1,32,False,1,32,True,64,64,32,True,0.2151461021655785,16,32,64,2048,False,True,False,16,True,256,True,512,False,1,8,128,False,8,1,8,1,16,1,12,8.869316978971235e-05,35,0.21520486926299293,4,0.2151754857142857,1,1,1,True,1024,64,12,1,False,1,1,8,8
8,64,2048,DLMT,32,32,False,1,256,False,128,256,1,True,0.15405093441908313,32,256,2048,1024,True,True,False,32,True,512,False,1,False,12,8,256,True,1,16,1,4,1,1,16,5.8066211327751776e-05,35,0.15408940843805974,1,0.15407017142857143,12,1,32,True,256,1024,8,2048,True,1,8,8,16
9,64,1,DLMT,8,8,False,1,1,False,128,64,1,True,0.09589097308869086,128,256,512,2048,False,True,False,128,False,1,True,64,False,1,4,2048,True,1,16,4,1,8,1,8,4.921319268949993e-05,35,0.09592358119702342,8,0.09590727714285714,1,8,1,True,256,512,1,1,True,16,1,1,1
10,512,1,DLMT,32,1,False,32,256,False,512,16,1,False,0.09381931356417698,256,1,1,512,False,False,False,16,False,16,True,1,True,4,16,256,True,1,12,12,1,1,16,1,3.542169126742603e-05,35,0.09384278357868016,8,0.09383104857142857,12,1,1,True,128,1024,1,1,True,1,1,8,8
