id,T1_Ja,T1_La,T1_L,T1_M,mean_confidence_interval_inf,T1_I,T1_J,T1_K,technique,VRANGE,ORANGE,SCREP,T1_Ia,T1_Ma,T1_Ka,U1_K,U1_J,U1_I,VEC,U1_M,U1_L,baseline,runs,cost_std,cost_mean,correct_result,OMP,mean_confidence_interval_sup
1,32,16,2,1024,5.778452419428825,64,32,16,RS,500,10,True,2048,1024,64,1,1,6,False,5,3,False,10,0.03167592437483068,5.7980849999999995,True,True,5.817717580571174
2,256,1,2,2,11.428872756479485,64,4,1,RS,500,10,False,256,16,128,1,1,2,True,7,4,False,10,0.0011894956914590155,11.42961,True,False,11.430347243520515
3,1,2048,128,512,0.27807483255362136,4,4,4,RS,500,10,False,1,1024,128,5,1,1,True,3,3,False,10,0.029165557166802084,0.2961515,True,True,0.31422816744637866
4,64,64,64,8,8.254019775424746,16,32,32,RS,500,10,False,512,64,32,2,22,2,False,1,1,False,10,0.13863167675895724,8.339943,True,True,8.425866224575254
5,8,1,2,2,4.941019674883654,128,4,4,RS,500,10,False,1,2,2048,1,16,1,True,5,2,False,10,0.000294170018866575,4.9412020000000005,True,False,4.941384325116347
6,1,1,16,8,2.592017424408047,1,32,8,RS,500,10,True,512,1024,2048,1,4,1,True,1,11,False,10,0.0003639519199014778,2.592243,True,False,2.5924685755919525
7,512,1,32,512,0.679831424677807,16,128,2,RS,500,10,True,128,1024,1024,1,2,1,True,9,6,False,10,0.012902290120749893,0.6878282,True,True,0.695824975322193
8,32,2048,4,256,0.5614104076802953,32,1,4,RS,500,10,False,64,256,256,3,5,1,False,14,1,False,10,0.014949123237166793,0.5706758,True,True,0.5799411923197046
9,2048,2048,32,2,3.837583454818355,16,1,16,RS,500,10,True,128,128,256,1,1,21,True,1,2,False,10,0.0008350263468897103,3.8381010000000004,True,False,3.838618545181646
10,2048,512,512,128,6.2955661280243955,64,1024,8,RS,500,10,False,512,128,8,1,4,9,True,3,1,False,10,0.00010305338422384854,6.29563,True,False,6.295693871975605
11,8,1,128,16,7.89997711314139,1,4,2,RS,500,10,False,32,32,4,2,5,2,False,3,1,False,10,0.00021117765033261488,7.900108,True,False,7.90023888685861
12,128,16,8,128,2.6737348287864626,2,8,8,RS,500,10,True,1,1024,512,2,2,3,False,1,7,False,10,9.708243919470615e-05,2.6737949999999997,True,False,2.6738551712135368
13,32,1024,64,512,0.17971771067129713,8,8,256,RS,500,10,True,1,512,256,1,3,1,True,3,7,False,10,0.005545848465293659,0.183155,True,True,0.1865922893287029
14,2048,1024,4,32,5.036870827363873,1024,4,64,RS,500,10,False,2048,32,128,3,1,1,True,1,12,False,10,0.19313025499905498,5.156572000000001,True,True,5.276273172636128
15,64,64,4,4,5.163857041906098,2048,16,2,RS,500,10,True,2048,64,512,2,1,4,False,2,3,False,10,0.06921797668236201,5.206757999999999,True,True,5.2496589580938995
16,256,64,1,1,4.852253188510348,32,2,128,RS,500,10,False,256,64,512,4,6,2,True,3,1,False,10,0.0001077961038258326,4.852320000000001,True,False,4.852386811489653
17,256,1024,32,64,2.6712780637472364,2,32,16,RS,500,10,True,2048,1024,1,19,2,1,False,1,1,False,10,0.0004871550061325414,2.6715799999999996,True,False,2.671881936252763
18,2048,1024,512,1,4.15576982925351,256,4,2,RS,500,10,False,1,2048,16,1,6,3,False,5,1,False,10,0.09232273213569883,4.212991000000001,True,True,4.2702121707464915
19,4,32,2,16,8.895009078269203,4,2,1,RS,500,10,False,256,1024,2048,1,1,3,False,18,1,False,10,0.00015799050604387854,8.895107,True,False,8.895204921730796
20,2048,1,128,128,0.2086982767004968,8,8,1,RS,500,10,False,16,1024,2,6,1,1,False,9,1,False,10,0.0351723104627774,0.23049789999999998,True,True,0.25229752329950317
21,128,1024,4,4,0.3054600933807694,1,32,1024,RS,500,10,True,16,1024,1024,2,3,5,False,2,1,False,10,0.04096790922124291,0.3308518,True,True,0.35624350661923054
22,1,1,64,1,2.926762963967118,256,64,1,RS,500,10,True,256,2,32,1,1,1,False,26,3,False,10,8.718371407549937e-05,2.9268170000000002,True,False,2.9268710360328822
23,256,512,2,128,3.799170344893605,128,64,2,RS,500,10,False,128,1024,2,3,19,1,False,3,1,False,10,0.0005948016476103874,3.799539,True,False,3.7999076551063955
