id,RT1_J,T1_Ja,RT1_I,RT1_T,mean_confidence_interval_inf,T1_I,T1_J,technique,T1_T,SCR,T1_Ia,U1_T,T1_Ta,U1_J,U1_I,VEC,baseline,runs,cost_std,cost_mean,correct_result,OMP,mean_confidence_interval_sup
1,4,128,8,1,1.6055047157275437,16,16,DLMT,8,True,1,14,1024,29,1,False,False,10,0.0029514342276256056,1.6073339999999998,True,True,1.609163284272456
2,2,32,8,2,1.2048324308239378,32,1,DLMT,16,True,1024,1,256,13,7,True,False,10,0.004604052997088549,1.2076860000000003,True,True,1.2105395691760628
3,32,1,2,2,1.803343195633169,512,256,DLMT,2,True,1,1,128,9,19,False,False,10,3.195309061733413e-05,1.8033630000000003,True,False,1.8033828043668316
4,4,2048,2,16,1.0803123558396461,1,64,DLMT,4,True,8,8,256,16,1,True,False,10,3.976179070409767e-05,1.080337,True,False,1.080361644160354
5,1,1,1,2,0.6900315096666348,2048,16,DLMT,1,True,1,29,2,15,1,False,False,10,2.6928794997156593e-05,0.6900482,True,False,0.6900648903333652
6,32,512,2,2,2.742575132257241,1024,256,DLMT,2048,False,2048,22,2048,1,3,True,False,10,0.0030782236760833904,2.744483,True,True,2.7463908677427584
7,2,2048,2,2,2.8001578588883467,1,128,DLMT,256,False,16,18,2048,1,17,True,False,10,0.002638196543095267,2.801793,True,True,2.8034281411116533
8,8,1,2,2,1.26891655778953,2,32,DLMT,16,True,256,25,256,24,1,True,False,10,3.136877428273629e-05,1.268936,True,False,1.26895544221047
9,8,2048,8,4,inf,2048,1,DLMT,2,True,2048,28,16,1,9,True,False,1,inf,inf,False,True,inf
10,2,4,32,2,2.665962560837302,4,2,DLMT,4,True,16,1,16,20,4,False,False,10,0.4584087066756041,2.950082,True,True,3.2342014391626983
11,2,2048,1,2,1.0800623717296336,4,2048,DLMT,16,True,128,7,2048,11,1,False,False,10,0.0042104698075155645,1.082672,True,True,1.0852816282703666
12,16,8,2,2,2.0336481724646864,4,4,DLMT,1024,False,8,20,2048,4,1,False,False,10,4.8124837662094916e-05,2.0336779999999997,True,False,2.033707827535313
13,8,1024,2,2,2.431192256407092,512,64,DLMT,2,False,1024,3,1,1,7,False,False,10,0.20702931921831746,2.559508,True,True,2.6878237435929084
14,1,512,1,1,1.7873245672281528,1,1,DLMT,8,False,16,1,2048,23,28,False,False,10,2.4899799196006825e-05,1.78734,True,False,1.787355432771847
15,4,512,2,16,1.0743861409617566,4,4,DLMT,32,True,256,13,32,1,16,False,False,10,2.2360679774995435e-05,1.0744,True,False,1.0744138590382435
16,4,1024,16,4,2.601625248378047,32,2,DLMT,128,False,1,1,256,1,2,False,False,10,7.381734213578927e-05,2.6016710000000005,True,False,2.601716751621954
17,1,2048,32,2,3.5588168176908015,128,8,DLMT,4,False,256,30,64,1,28,True,False,10,0.6167558021364696,3.9410790000000007,True,True,4.3233411823092
18,1,256,1,16,1.1478727152178334,16,2,DLMT,2048,True,16,1,1,8,7,True,False,10,5.370288632835833e-05,1.147906,True,False,1.1479392847821668
19,2,2048,1,8,1.5187949689802225,64,2048,DLMT,128,False,2048,1,128,23,7,False,False,10,2.5865034312752022e-05,1.518811,True,False,1.5188270310197773
20,1,8,2,8,1.404851648684031,64,1,DLMT,1024,True,512,10,1,1,1,True,False,10,2.638181191652846e-05,1.404868,True,False,1.404884351315969
21,4,16,2,16,inf,512,1,DLMT,1,False,512,9,256,30,1,True,False,1,inf,inf,False,False,inf
22,1,1,8,1,1.2167647473415115,1,2048,DLMT,32,False,64,27,64,1,12,True,False,10,7.462573282720769e-05,1.2168109999999999,True,False,1.2168572526584882
23,1,1,4,16,1.5439635640692186,256,4,DLMT,64,False,2048,13,2048,23,1,True,False,10,0.09971431313507605,1.6057660000000002,True,True,1.6675684359307819
24,32,64,1,1,1.898183532672955,2,64,DLMT,1,False,2,3,16,23,1,True,False,10,8.949301648733812e-05,1.8982389999999998,True,False,1.8982944673270445
25,2,512,4,16,1.2508152551011722,1,256,DLMT,1,True,2,1,2048,1,1,False,False,10,0.003720173248653857,1.2531210000000002,True,True,1.255426744898828
26,32,256,2,2,0.5619133236395407,1,4,DLMT,1,True,256,1,1,8,4,False,False,10,0.01987266066761064,0.5742303000000001,True,True,0.5865472763604594
27,2,1024,2,32,2.737558527343511,8,1024,DLMT,32,False,32,30,32,22,1,False,False,10,0.01567852620624784,2.7472760000000003,True,True,2.7569934726564895
28,1,32,16,4,1.2103200335734159,512,8,DLMT,1,True,1,17,16,19,1,False,False,10,4.512205669069359e-05,1.2103480000000002,True,False,1.2103759664265845
29,4,2048,2,1,0.12374319415326708,128,16,DLMT,32,True,2048,2,32,1,27,True,False,10,0.03446946931358242,0.1451072,True,True,0.1664712058467329
30,4,1,8,2,0.16000681444737966,8,512,DLMT,1,False,2048,15,8,1,30,False,False,10,0.019608878611741157,0.1721603,True,True,0.18431378555262032
31,8,256,8,2,1.086693946618348,4,8,DLMT,64,True,8,9,1,1,23,True,False,10,0.00010979981785051576,1.0867619999999998,True,False,1.0868300533816515
32,2,32,2,32,1.0635326663984381,1024,2,DLMT,2,True,1,20,1,1,21,True,False,10,0.17930174946441543,1.174663,True,False,1.285793333601562
