id,speedup,T2_J,T2_I,T4_I,T2_Ja,T3_I,T3_Ja,T4_J,T2_Ia,technique,T4_Ia,VEC4,VEC2,VEC3,VEC1,RT4_J,T3_J,U2_J,SCR,RT4_I,U1_I,T3_Ia,RT2_I,U2_I,RT2_J,cost_mean,RT3_I,RT3_J,points,U4_J,U4_I,T4_Ja,U3_I,U3_J
1,1.0409458537341267,512,32,16,2048,4,64,2,64,RS,16,True,True,False,True,32,4,23,False,2,20,256,2,1,2,1.8391849999999998,2,32,301,1,29,16,30,1
