id,T2_J,T2_I,T4_I,T2_Ja,T3_I,T3_Ja,mean_confidence_interval_inf,T4_J,baseline,T2_Ia,technique,T4_Ia,VEC4,VEC2,VEC3,VEC1,RT4_J,T3_J,U2_J,SCR,RT4_I,U1_I,T3_Ia,RT2_I,runs,U2_I,RT2_J,cost_mean,RT3_I,cost_std,RT3_J,correct_result,U4_J,U4_I,T4_Ja,mean_confidence_interval_sup,U3_I,U3_J
11,32,64,2,1,2,4,8.540442100913262,4,False,2048,RS,128,False,False,False,True,8,4,1,True,8,2,256,1,10,23,4,8.540819,32,0.0006081027873641134,4,True,7,1,64,8.54119589908674,1,19
12,2048,32,16,2048,1,1,3.1027857993106407,16,False,2048,RS,1024,False,False,True,False,8,2,1,True,2,28,2048,1,10,18,16,3.1028800000000003,4,0.00015198684153567676,32,True,1,6,1,3.10297420068936,1,16
13,128,32,8,128,4,2048,2.5547367638747547,4,False,2048,RS,64,True,True,False,False,8,16,9,False,8,18,256,8,10,1,16,2.5548390000000003,16,0.0001649515080258343,8,True,1,19,256,2.554941236125246,8,1
14,32,2,16,2048,2,128,4.2821930187704345,2048,False,2,RS,16,True,False,False,False,2,64,1,True,16,30,2,4,10,21,8,4.282323,16,0.000209716475270673,2,True,1,21,2048,4.282452981229565,19,1
15,2,2,4,512,64,2048,4.3536811632907115,32,False,32,RS,1,False,True,False,True,32,4,12,True,2,28,64,2,10,1,2,4.353807000000001,8,0.00020302955449872422,1,True,3,1,128,4.35393283670929,1,25
16,2,1,1,4,2,64,2.7206684804019274,8,False,4,RS,16,False,False,True,True,16,1,28,True,8,9,128,2,10,1,1,2.7208150000000004,2,0.000236400084602378,16,True,20,1,256,2.7209615195980734,1,30
17,32,128,16,2048,4,256,3.7781538225419387,1,False,128,RS,512,False,True,False,False,16,256,1,True,4,23,512,8,10,13,1,3.7782749999999994,8,0.00019551214796021898,16,True,30,1,8,3.77839617745806,10,1
18,512,8,2048,2048,8,512,5.983890329205419,16,False,8,RS,1,False,False,True,False,32,32,23,True,2,23,8,2,10,1,2,5.984072,8,0.0002931143121717949,16,True,26,1,128,5.9842536707945815,12,1
19,32,8,2,32,8,1024,3.380018464520311,4,False,512,RS,64,False,False,True,True,4,8,18,False,16,12,1024,4,10,1,16,3.3802309999999998,32,0.00034291252528887036,2,True,1,28,8,3.3804435354796887,1,13
20,2,4,512,16,128,32,3.7071870429557623,1,False,512,RS,1,False,False,False,True,4,8,9,True,4,22,256,1,10,1,32,3.7072740000000004,1,0.0001402996792583589,2,True,1,15,8,3.7073609570442385,1,15
21,16,8,64,128,64,2048,5.92085048195857,2,False,128,RS,1024,True,False,True,False,1,128,4,True,16,14,2048,8,10,1,4,5.922036,1,0.0019127582178623337,4,True,25,1,1,5.923221518041431,27,1
22,64,4,4,64,16,1,inf,32,False,256,RS,512,True,False,False,True,1,2048,21,False,8,23,2048,4,1,1,8,inf,1,inf,4,False,16,1,512,inf,1,23
23,4,256,32,2048,32,32,inf,64,False,1024,RS,256,False,False,False,False,1,2,6,True,1,15,512,8,1,1,8,inf,1,inf,1,False,1,20,2048,inf,1,9
24,4,16,8,32,32,512,3.8322167079078944,64,False,1,RS,64,False,False,False,False,4,16,28,True,32,4,256,1,10,1,2,3.8323549999999997,16,0.0002231255252094747,4,True,1,18,2048,3.832493292092105,1,16
25,16,64,16,32,16,256,3.1645739728114277,1024,False,1,RS,64,False,False,False,False,4,2,28,False,4,13,256,2,10,1,2,3.1647339999999997,4,0.00025819372571772575,2,True,2,1,1,3.1648940271885717,30,1
26,32,2,16,1024,512,512,4.116843187273706,4,False,512,RS,32,False,True,False,False,8,512,28,False,16,19,512,4,10,1,8,4.117002000000001,1,0.0002562342678097085,16,True,1,8,128,4.117160812726296,1,16
27,2,32,4,64,64,512,3.3219533825404852,2,False,128,RS,256,False,True,True,False,1,2,13,False,2,10,2048,4,10,1,8,3.3231,16,0.0018499945945867045,2,True,1,21,1024,3.324246617459515,15,1
28,2,64,4,64,4,2048,2.521090098008878,2,False,512,RS,256,True,True,False,True,8,16,1,True,2,24,256,1,10,16,16,2.521395,8,0.000491940036996416,1,True,1,12,2048,2.521699901991122,1,27
29,8,32,16,8,1024,32,5.0548520661570295,64,False,1,RS,32,False,False,True,False,16,8,1,True,4,17,2048,16,10,23,8,5.0550180000000005,1,0.00026772373820790473,4,True,1,28,1,5.055183933842971,1,23
30,2048,1,128,1,4,256,2.2336830344629757,4,False,2048,RS,256,True,True,True,False,2,256,1,False,8,10,64,8,10,6,2,2.2338250000000004,1,0.00022905239575258943,8,True,1,13,256,2.233966965537025,28,1
31,4,2,64,32,32,8,3.3774364713174005,1,False,512,RS,512,True,True,False,False,4,2,1,True,1,20,128,2,10,2,8,3.377586,32,0.00024125505176061216,4,True,12,1,8,3.3777355286825994,18,1
32,2,512,512,1024,32,1024,3.1219531229771507,1,False,2048,RS,1024,False,True,True,True,16,1024,27,True,4,10,64,4,10,1,2,3.1222140000000005,8,0.0004209085411345401,8,True,30,1,1024,3.1224748770228503,1,7
33,64,1,2,1,1,8,2.5998153052401185,4,False,128,RS,8,False,False,True,True,1,1,5,True,16,13,1024,2,10,1,2,2.6,1,0.00029799328851491945,4,True,1,27,4,2.6001846947598817,14,1
34,2,2048,4,32,1,1,1.9476597075068767,16,False,1,RS,2048,False,True,False,False,32,16,1,False,4,5,2048,2,10,12,2,1.9480429999999997,8,0.0006184181433301918,2,True,1,21,256,1.9484262924931228,21,1
35,2,512,64,2048,8,256,2.862536122898196,32,False,1,RS,512,False,True,True,False,4,128,1,False,1,7,1024,4,10,22,4,2.8627770000000003,2,0.00038863993618777897,32,True,20,1,2048,2.8630178771018047,22,1
36,1024,128,32,1,4,2048,1.9495900967876487,16,False,256,RS,2048,False,False,True,False,4,2048,8,False,8,30,16,4,10,1,16,1.9497140000000002,2,0.0001999099797408916,2,True,30,1,16,1.9498379032123516,4,1
37,1,128,1,2,128,64,5.7896166147311785,64,False,256,RS,512,True,True,False,True,2,16,1,True,16,28,1,1,10,30,2,5.7900599999999995,2,0.0007153740280441506,8,True,1,7,512,5.790503385268821,28,1
38,8,8,1024,128,2,128,3.406808522774886,4,False,8,RS,2048,True,False,True,False,32,4,1,False,1,5,32,16,10,1,8,3.407062,1,0.00040896943651090546,1,True,21,1,512,3.4073154772251137,1,17
39,8,8,16,256,256,2048,2.7252736083063462,16,False,32,RS,256,True,True,True,True,16,128,18,False,4,14,1024,32,10,1,2,2.7257559999999996,8,0.000778308422156653,1,True,20,1,1,2.726238391693653,1,18
40,1,16,8,32,2,512,1.9361442111759852,2048,False,256,RS,128,True,True,True,True,16,512,1,False,2,30,512,2,10,15,8,1.9369399999999999,8,0.0012839548278658487,16,True,15,1,2048,1.9377357888240145,1,24
41,128,8,8,512,2,512,2.0390769081336746,16,False,8,RS,128,True,False,False,False,4,4,19,True,16,11,512,1,10,1,16,2.041486,32,0.0038869170302438436,1,True,1,9,16,2.0438950918663252,6,1
42,64,128,2,1024,4,128,2.6690823441314127,2,False,2048,RS,8,True,False,False,True,8,16,6,False,8,24,64,32,10,1,4,2.669229,4,0.0002366199484405084,1,True,25,1,2048,2.6693756558685875,19,1
43,8,4,4,1024,1024,16,8.313492981231164,64,False,64,RS,32,False,True,False,True,4,2,1,False,16,20,1024,2,10,18,1,8.313854000000001,2,0.0005824809009746226,2,True,1,10,512,8.314215018768838,1,27
44,64,4,4,256,32,2048,2.8232844326815476,4,False,4,RS,32,True,True,True,True,16,4,29,False,8,27,128,32,10,1,2,2.8234399999999997,4,0.00025099800796025165,16,True,20,1,2048,2.823595567318452,1,10
45,512,32,16,1024,256,512,5.041735696164905,4,False,32,RS,512,False,False,True,True,8,1,1,True,8,25,256,16,10,18,4,5.0421510000000005,8,0.0006700664146187017,1,True,1,30,64,5.042566303835096,1,11
46,128,2,4,1024,2,1024,1.8782676514061631,1,False,4,RS,16,False,True,True,True,2,128,29,False,16,19,1,2,10,1,2,1.8791049999999998,2,0.0013510088822802032,2,True,1,5,256,1.8799423485938365,23,1
47,2,128,4,32,1024,16,3.4135197437063463,128,False,512,RS,4,True,True,False,True,4,2,1,True,32,8,2048,16,10,11,2,3.413902,1,0.0006167463011643842,16,True,1,13,1,3.414284256293654,3,1
48,8,8,1,512,2,8,2.4905543651868216,64,False,1024,RS,2048,False,True,True,False,16,1,13,False,4,15,4,32,10,1,2,2.490811,1,0.00041406400471430887,32,True,29,1,256,2.491067634813178,7,1
49,32,32,4,256,32,1,2.7950766616157603,2048,False,32,RS,512,True,True,True,True,8,4,11,True,2,14,128,2,10,1,16,2.7951439999999996,4,0.0001086462148443193,8,True,10,1,2048,2.795211338384239,1,12
50,1,16,1,64,32,32,7.023996204362221,32,False,64,RS,1,True,False,False,False,1,8,1,False,16,20,256,1,10,2,8,7.024118,2,0.00019650954175306977,32,True,1,26,32,7.0242397956377784,1,17
51,1,32,2,1024,2,16,2.0367607070399374,16,False,64,RS,8,False,False,True,True,1,8,1,False,2,23,1,4,10,1,16,2.0368749999999998,4,0.00018440444680106134,32,True,1,24,1,2.036989292960062,14,1
52,2,2,1,1024,1024,4,2.5175284825071627,2,False,1,RS,64,True,False,True,True,32,1,1,True,4,20,2048,8,10,4,4,2.5175970000000003,4,0.00011054863183228755,4,True,1,9,128,2.517665517492838,1,4
53,128,128,2,1,64,256,5.1220707943025765,2,False,2048,RS,64,True,True,True,True,2,4,30,False,16,6,1024,32,10,1,1,5.126653999999999,8,0.007394711894320068,4,True,19,1,4,5.131237205697422,6,1
54,2,8,8,1,64,256,2.108457943027408,1024,False,64,RS,16,False,True,True,True,8,32,1,False,16,26,1,1,10,2,2,2.108608,4,0.00024210741417811743,8,True,17,1,2048,2.1087580569725914,29,1
55,16,512,1024,1,64,16,6.810355347735901,4,False,2048,RS,2048,False,True,False,True,2,8,19,True,32,25,256,4,10,1,2,6.810633,4,0.0004479743296216633,2,True,1,8,1024,6.810910652264099,1,23
56,64,1024,512,128,2,1,4.530543784682105,2,False,2048,RS,1,False,False,False,False,2,8,27,False,2,28,512,1,10,1,8,4.530644,1,0.00016169106345129944,8,True,1,5,1024,4.5307442153178945,1,24
57,1,64,256,128,4,32,3.189373129493387,16,False,128,RS,256,False,True,True,True,4,16,1,True,8,3,256,4,10,15,8,3.189555,8,0.00029343653487596063,16,True,7,1,128,3.189736870506613,29,1
58,8,4,8,1024,8,32,2.233679516420832,1,False,256,RS,2048,True,False,True,False,8,2,6,False,4,2,64,8,10,1,1,2.233785,8,0.00017019106909593967,1,True,1,25,1024,2.2338904835791684,18,1
59,8,16,8,64,1,1,5.023130419976746,2,False,128,RS,256,True,False,False,True,16,32,25,True,4,11,1,1,10,1,2,5.023580000000001,1,0.0007253688716784854,32,True,12,1,256,5.024029580023256,1,13
60,1,4,1024,128,1024,128,2.208781249284815,16,False,32,RS,2048,False,False,True,True,4,16,1,False,4,12,1024,8,10,11,1,2.2089039999999995,2,0.0001980504986109333,16,True,1,11,32,2.209026750715184,1,15
61,4,1,8,1,4,128,2.7219992929202865,2,False,64,RS,16,False,True,True,False,8,2,20,True,8,18,1,4,10,1,1,2.722139,2,0.00022540851802895003,1,True,18,1,512,2.722278707079713,1,14
62,256,512,64,1,2048,1,6.140682134441589,32,False,1024,RS,64,True,False,False,True,32,2,26,True,2,16,1,32,10,1,4,6.140925,32,0.0003918481848878932,1,True,1,11,1024,6.141167865558411,27,1
63,128,16,8,1024,2,512,inf,256,False,512,RS,128,False,False,False,False,1,64,29,True,4,26,1024,2,1,1,2,inf,1,inf,2,False,11,1,256,inf,16,1
64,8,8,2,128,2,32,2.9022695046126756,128,False,256,RS,128,False,False,True,True,32,16,1,True,2,10,1,16,10,15,2,2.902351,4,0.0001314876420048855,32,True,1,28,1024,2.902432495387324,1,5
65,4,1,2,2048,4,512,1.9921819626435644,512,False,512,RS,2048,True,False,True,False,8,128,1,True,16,2,128,8,10,24,16,1.9923950000000001,1,0.0003437222716089377,1,True,24,1,1,1.9926080373564359,23,1
66,256,2,2,1,32,1,3.5597569646717497,1,False,256,RS,256,False,True,False,False,8,512,14,False,4,20,256,8,10,1,8,3.559938,32,0.0002920890275241395,4,True,9,1,2,3.56011903532825,1,7
67,8,256,4,256,16,2048,2.1107832997383054,32,False,2048,RS,4,True,False,True,True,8,64,23,False,4,11,1024,8,10,1,2,2.110866,8,0.00013343163043304812,4,True,1,24,128,2.110948700261695,1,5
68,16,2,1,128,16,2048,2.4494150897622475,64,False,1024,RS,512,True,True,False,False,16,64,1,True,2,30,2048,16,10,16,2,2.449738,1,0.0005209952015134495,2,True,17,1,2048,2.4500609102377524,10,1
69,16,64,16,2048,1024,256,2.9258800388225326,64,False,512,RS,1,False,False,True,False,2,32,16,False,32,27,1024,16,10,1,8,2.9262509999999997,2,0.0005985223471183126,8,True,23,1,1,2.926621961177467,1,4
70,2,4,1024,256,1024,256,2.5954363657439106,1,False,1024,RS,2048,True,True,False,True,32,128,1,True,2,24,2048,1,10,25,32,2.5959450000000004,2,0.0008206491333084452,4,True,1,4,128,2.59645363425609,18,1
71,8,8,1,32,128,1024,inf,2,False,16,RS,16,False,False,False,False,4,1,1,True,1,11,512,32,1,4,4,inf,1,inf,4,False,1,16,1,inf,16,1
72,512,2,1,1024,1,16,1.8871489788131683,1024,False,256,RS,2,False,False,False,False,4,8,1,False,16,11,16,32,10,12,1,1.887246,2,0.00015653753543479562,16,True,16,1,1,1.8873430211868316,9,1
73,8,32,256,16,1,1,2.183477102605301,128,False,1024,RS,1024,True,False,True,True,2,1,1,True,8,22,1,4,10,23,2,2.183579,8,0.00016440498775889206,2,True,21,1,128,2.183680897394699,1,13
74,2,1024,1,2048,8,1024,1.9280927264880492,32,False,1,RS,2048,True,True,True,True,4,512,1,False,1,14,2048,2,10,12,8,1.928171,8,0.00012628935030322872,4,True,15,1,256,1.928249273511951,7,1
75,4,1,128,512,32,1024,3.426979006758891,16,False,64,RS,128,False,True,True,False,4,64,1,False,32,11,1,1,10,5,2,3.4270920000000005,8,0.00018230743265144656,2,True,14,1,1024,3.42720499324111,1,15
76,32,16,8,2048,64,2048,2.727009700760165,4,False,128,RS,512,True,True,False,True,4,1024,18,True,32,26,256,4,10,1,32,2.727132,2,0.00019732207175078516,8,True,1,19,64,2.7272542992398354,18,1
77,32,256,4,128,1,32,3.822198223088668,16,False,1,RS,64,True,True,True,False,16,4,29,False,4,27,8,16,10,1,1,3.8230310000000003,8,0.0013436327623275784,8,True,1,2,64,3.8238637769113324,1,13
78,2,8,4,4,4,128,2.9019195792682004,1,False,1024,RS,128,True,True,True,False,4,4,5,False,1,26,8,2,10,1,1,2.902156,1,0.00038144986564432127,32,True,1,28,32,2.9023924207318,1,19
79,1,4,64,2048,8,512,3.7100562975341416,1,False,32,RS,256,False,False,False,True,8,1,13,False,16,25,16,32,10,1,4,3.710233,1,0.00028509822868620323,1,True,8,1,256,3.7104097024658587,29,1
80,64,256,256,1024,4,16,11.174875089933547,4,False,2048,RS,1,False,True,True,True,8,8,3,True,2,14,8,8,10,1,2,11.1753,4,0.0006855654600400095,2,True,30,1,4,11.175724910066453,29,1
81,4,2048,1,128,8,512,4.272974045097688,1,False,1,RS,1024,False,False,True,False,8,4,4,False,16,30,128,4,10,1,32,4.2732790000000005,4,0.0004920254058481135,8,True,3,1,32,4.273583954902313,28,1
82,8,32,1,128,16,256,2.729302511719947,2,False,128,RS,1,True,True,False,True,1,16,10,True,8,17,2048,1,10,1,2,2.729458,1,0.00025087048451339305,16,True,1,4,32,2.7296134882800533,1,21
83,16,128,64,1024,1,1024,4.955572872870975,16,False,128,RS,512,True,True,True,False,8,1,1,True,16,27,256,8,10,29,4,4.955792000000001,4,0.0003535477336936973,1,True,12,1,128,4.956011127129027,17,1
84,2,8,1,2,512,4,4.102917114942971,2,False,512,RS,1024,False,True,True,False,32,1,1,True,1,30,1024,1,10,18,32,4.103436,16,0.0008371881508957109,2,True,25,1,64,4.103954885057029,11,1
85,16,16,1,512,8,32,5.212494973552348,4,False,128,RS,128,True,False,True,False,4,8,17,True,8,8,1,2,10,1,32,5.212728,16,0.00037597340331471896,1,True,18,1,1,5.212961026447653,27,1
86,1,4,1,512,2,2048,2.0985466138750133,1024,False,2048,RS,4,True,True,False,True,8,1,1,True,8,30,2,2,10,8,16,2.098629,16,0.0001329247907653876,4,True,20,1,2048,2.0987113861249864,1,25
87,16,64,512,512,8,8,3.782574504599185,256,False,64,RS,2048,True,False,True,True,4,1,27,True,8,29,512,1,10,1,8,3.782783,32,0.00033639411409835805,1,True,3,1,256,3.7829914954008146,8,1
88,2,1024,16,256,1,128,9.182254042526042,8,False,1024,RS,64,False,False,True,False,4,32,24,False,32,4,32,1,10,1,2,9.182371,2,0.00018870347108609496,1,True,1,22,512,9.182487957473958,1,15
89,128,32,32,1,16,1,5.95681598638151,2048,False,1,RS,256,False,False,False,True,8,32,1,True,16,2,1,16,10,17,8,5.956984,1,0.0002710793241839028,4,True,25,1,2048,5.95715201361849,1,7
90,2,32,4,2048,8,1024,2.700710541320882,128,False,2048,RS,32,False,False,False,False,16,64,9,True,4,5,512,8,10,1,16,2.701211,1,0.00080745835805936,2,True,1,8,128,2.7017114586791178,1,24
91,512,1024,1,1,2,128,4.28111138950311,8,False,2048,RS,128,False,False,True,True,1,2,18,True,4,21,1024,8,10,1,2,4.2814559999999995,8,0.0005560071941980844,8,True,1,15,512,4.281800610496889,1,21
92,16,8,4,2048,1,256,2.0658305759388402,16,False,1,RS,1024,True,True,False,False,8,8,10,False,8,5,2048,1,10,1,32,2.065918,8,0.0001410531814600616,2,True,10,1,16,2.0660054240611596,9,1
93,16,8,16,1024,4,16,inf,1024,False,128,RS,1024,False,False,False,False,1,16,27,False,4,18,128,16,1,1,4,inf,32,inf,2,False,3,1,2048,inf,5,1
94,32,2,64,256,8,1024,2.289660436998769,1,False,16,RS,1,False,True,True,False,16,64,7,False,2,12,8,8,10,1,2,2.289759,2,0.00015902515524284538,1,True,22,1,2,2.289857563001231,30,1
95,2,1,1024,256,16,2048,inf,1024,False,16,RS,1024,False,False,False,False,1,256,16,False,4,2,16,2,1,1,8,inf,32,inf,1,False,15,1,2048,inf,1,27
96,2,1,8,16,1,8,2.1243759170964505,2,False,16,RS,32,False,True,True,True,16,4,1,True,8,21,4,2,10,5,32,2.1245000000000003,4,0.0002001999000998691,2,True,1,27,2048,2.12462408290355,1,30
97,1,128,8,128,32,32,5.633138937025329,1,False,512,RS,1024,False,True,True,True,16,4,23,True,8,11,256,16,10,1,4,5.633349,32,0.0003389232951570241,4,True,10,1,1,5.633559062974671,30,1
98,2,1,128,2048,512,1024,4.7529416401191,64,False,16,RS,2048,False,True,True,False,2,64,10,False,32,28,2048,16,10,1,4,4.753294,2,0.0005685103341189914,2,True,1,2,1,4.753646359880901,12,1
99,64,8,128,256,128,128,2.7996613621995117,2,False,64,RS,128,True,False,True,True,2,1,30,False,4,17,128,4,10,1,16,2.800242,1,0.0009368222883770626,8,True,1,24,16,2.800822637800488,1,15
100,2048,8,2,2048,16,1,8.09872567672271,1,False,16,RS,32,True,True,False,True,4,2,8,True,32,18,256,2,10,1,32,8.098926,2,0.00032320891076838883,4,True,17,1,1,8.099126323277291,1,24
101,256,128,32,256,1,1,3.249765973700742,1,False,512,RS,1,False,False,False,False,2,128,1,False,16,10,256,1,10,12,2,3.250204,2,0.0007067276703229206,32,True,21,1,64,3.2506420262992584,16,1
102,2,2,128,32,16,2,3.634460647826129,32,False,64,RS,2048,False,False,False,True,32,2,8,True,2,25,2048,8,10,1,4,3.6349539999999996,4,0.0007959924622758195,4,True,1,20,128,3.63544735217387,14,1
103,2,16,16,2,8,128,2.6554615090218068,32,False,512,RS,16,True,False,False,True,4,8,21,True,4,2,256,1,10,1,32,2.6555410000000004,2,0.00012825365491865343,32,True,14,1,256,2.655620490978194,13,1
104,32,32,4,128,128,16,4.421682034363976,1,False,256,RS,1,True,True,False,False,32,8,1,True,1,5,256,2,10,28,16,4.422091,32,0.0006598401321532221,4,True,1,27,128,4.422499965636024,11,1
105,512,64,16,2048,1,1024,4.544379116585018,128,False,512,RS,1,True,False,False,False,1,2,1,True,32,26,2,1,10,12,1,4.544485,1,0.0001708361788379969,32,True,1,22,256,4.5445908834149815,1,5
106,16,1,16,2048,128,256,3.8881999615652183,64,False,2,RS,2048,False,True,True,False,1,64,25,True,16,1,256,8,10,1,8,3.8883430000000003,4,0.0002307834482799874,8,True,1,25,64,3.8884860384347824,1,9
107,16,1,1024,512,8,64,2.1674813791827314,64,False,4,RS,1024,True,False,True,True,8,2,1,True,1,30,1024,1,10,6,2,2.1675820000000003,8,0.00016234531098864872,8,True,8,1,256,2.1676826208172693,1,8
108,1,32,1,8,16,2048,inf,16,False,512,RS,16,False,True,False,False,1,1024,2,False,1,14,512,32,1,1,2,inf,1,inf,4,False,8,1,512,inf,1,20
109,1,128,4,1024,1,2048,3.8299081213834945,4,False,1024,RS,64,True,False,True,False,2,1,1,True,8,24,256,1,10,6,1,3.8317370000000004,32,0.002950779727461876,2,True,19,1,64,3.8335658786165063,1,24
110,64,1,8,1,2,256,2.8021753406762815,2,False,1024,RS,2048,False,False,True,True,4,128,1,False,1,11,128,8,10,30,4,2.802289,1,0.00018338211472220081,32,True,27,1,8,2.8024026593237186,1,4
111,1,64,1024,1024,4,512,inf,4,False,128,RS,1,True,True,False,True,16,32,21,False,1,8,32,2,1,1,2,inf,4,inf,1,False,1,22,8,inf,1,25
112,8,32,32,64,8,16,inf,256,False,128,RS,256,False,True,True,True,32,4,2,False,1,25,1024,2,1,1,32,inf,16,inf,1,False,1,24,1,inf,1,17
113,1,128,128,64,2,2048,18.275616990369862,2,False,256,RS,128,False,False,False,True,2,4,28,True,2,6,64,1,10,1,1,18.276239999999998,1,0.0010051865498508523,32,True,28,1,4,18.276863009630134,2,1
114,16,16,256,256,2,256,3.801895264668454,2,False,64,RS,2048,False,True,True,True,4,64,21,False,16,13,128,8,10,1,2,3.802937,8,0.0016807739288791851,1,True,24,1,1,3.803978735331546,25,1
115,4,1,8,32,32,128,3.036431833305065,4,False,1,RS,16,True,True,False,False,1,128,29,False,16,2,32,1,10,1,8,3.036591,2,0.00025680537377553725,2,True,5,1,128,3.0367501666949352,1,5
116,4,64,16,2048,16,4,6.132810522360843,1,False,512,RS,32,False,True,True,True,1,4,26,True,16,2,512,32,10,1,4,6.133101000000001,1,0.00046866725936423666,32,True,1,29,512,6.133391477639159,1,15
117,4,2,16,256,16,256,3.450589303879119,4,False,2,RS,128,True,True,True,True,1,16,19,True,8,5,1024,32,10,1,4,3.451066,4,0.0007691189764919554,8,True,9,1,1024,3.451542696120881,15,1
118,8,2,2,512,1,32,2.848490532295021,8,False,64,RS,2,True,False,True,False,8,2,8,False,4,18,1,16,10,1,8,2.8486740000000004,2,0.00029601351320511027,1,True,1,29,1024,2.84885746770498,22,1
119,32,2,16,1,32,1,2.1874906814627315,128,False,2048,RS,16,True,False,True,False,2,16,18,True,4,17,256,32,10,1,2,2.1876070000000003,8,0.00018767258723636376,4,True,10,1,512,2.187723318537269,1,18
120,2,128,4,64,1,128,2.533350235502997,128,False,256,RS,256,True,True,True,True,4,32,1,True,16,29,32,2,10,30,2,2.533443,4,0.00014966963619916933,8,True,1,12,256,2.533535764497003,21,1
121,256,1,32,2048,256,1024,4.297676471546955,64,False,512,RS,1,True,False,False,False,2,4,2,True,16,6,256,2,10,1,2,4.298062,8,0.0006220257229407998,2,True,12,1,128,4.298447528453044,1,22
122,4,128,128,32,32,1,4.577152366803709,32,False,1024,RS,128,False,True,True,True,8,2,1,True,2,23,1,16,10,8,1,4.577591,32,0.0007077068602182794,4,True,1,14,128,4.578029633196291,1,22
123,8,8,2048,1024,8,1024,2.013352540120362,1,False,32,RS,1,True,False,False,False,8,64,25,True,2,19,8,8,10,1,16,2.013701,1,0.0005622179292765726,4,True,1,15,4,2.0140494598796383,1,22
124,1024,1,16,1024,2048,64,2.1588149405845263,1,False,2,RS,1024,False,True,True,True,32,1,5,False,4,30,1,16,10,1,1,2.1590480000000003,2,0.0003760265948041855,2,True,24,1,1024,2.1592810594154743,1,8
125,4,1,1,256,8,1024,2.6490519058141215,2,False,4,RS,32,False,False,False,False,4,64,1,True,1,21,256,4,10,10,1,2.6491339999999997,32,0.00013245376551838828,2,True,10,1,64,2.649216094185878,30,1
126,128,32,1,512,2,2048,4.20897491715708,32,False,512,RS,1,False,False,True,True,8,512,29,True,2,15,128,16,10,1,8,4.209415000000001,2,0.0007100457731723141,16,True,1,10,256,4.209855082842922,7,1
127,512,2,8,1024,64,1024,2.1011430209512145,1024,False,8,RS,8,False,False,False,False,8,8,1,True,2,14,256,1,10,12,8,2.1012440000000003,8,0.00016292329483538648,16,True,26,1,2048,2.101344979048786,18,1
128,2,1,32,32,4,2048,3.3923457639044243,32,False,2,RS,1024,True,False,False,False,8,32,14,True,2,25,1,2,10,1,4,3.392715,2,0.0005957390368273898,32,True,1,7,2048,3.3930842360955755,19,1
129,4,1,16,1024,16,2048,inf,64,False,1024,RS,16,False,True,False,False,1,64,1,True,32,28,16,1,1,27,2,inf,1,inf,32,False,1,6,64,inf,1,4
