id,T1_I,T1_J,cost_mean,U_J,U_I,technique,points,T2_I,speedup,T2_J,U1_I,OMP,VEC2,VEC1,RT_I,SCR,RT_J
1,32,4,0.5540684,1,5,RS,301,2048,10.44376109520052,256,4,True,False,False,16,True,1
