id,U2_I,U2_J,cost_mean,points,technique,speedup,RT2_J,T2_Ia,T2_J,T2_I,OMP,VEC2,T2_Ja,SCR,RT2_I
1,1,24,0.06037201999999999,301,RS,1.5920934896662393,1,512,16,2,True,True,1024,True,16
