id,runs,mean_confidence_interval_sup,mean_confidence_interval_inf,U2_I,U2_J,cost_mean,baseline,technique,RT2_J,T2_Ia,correct_result,T2_J,T2_I,OMP,VEC2,cost_std,T2_Ja,SCR,RT2_I
1,10,0.18815493431679226,0.1880962656832077,22,1,0.18812559999999998,False,RS,1,2,True,8,1,False,True,4.7329060840032455e-05,512,True,16
2,10,0.10762480841863373,0.10743859158136629,19,1,0.10753170000000001,False,RS,16,2048,True,2048,512,False,False,0.0001502245319513445,1,True,8
3,10,0.28799321645077414,0.287934983549226,24,1,0.28796410000000006,False,RS,2,1,True,2,4,False,True,4.697754782871934e-05,8,True,4
4,10,0.08907901562288786,0.07362102437711213,19,1,0.08135002,False,RS,8,2,True,2,2,True,False,0.012470244548668644,8,False,16
5,10,0.15973408838486483,0.15965591161513512,19,1,0.15969499999999998,False,RS,2,128,True,64,64,False,False,6.306663143057491e-05,2048,True,16
6,10,0.07860622570259074,0.06807037429740925,14,1,0.0733383,False,RS,16,2,True,8,2,True,False,0.008499464222878991,64,False,2
7,10,0.15706516115372376,0.1570370388462763,1,12,0.15705110000000003,False,RS,16,128,True,64,32,False,False,2.268678029161443e-05,256,True,4
8,10,0.09229833424348095,0.08129946575651907,12,1,0.08679890000000001,False,RS,16,1,True,8,2,True,True,0.008872988579841628,512,False,2
9,10,0.09253903542542605,0.07576602457457393,1,4,0.08415252999999999,False,RS,8,128,True,16,128,True,True,0.013531094939955893,32,True,2
10,10,0.10014588589776544,0.08055185410223456,14,1,0.09034887,False,RS,1,1,True,256,2,True,False,0.01580686418433776,2048,False,16
11,10,0.10005824410121893,0.07972693589878109,1,9,0.08989259000000001,False,RS,1,1,True,16,512,True,True,0.016401638560122587,2048,True,2
12,10,0.10785770185078875,0.10775949814921126,30,1,0.1078086,False,RS,1,2,True,16,1,False,False,7.922272401274469e-05,64,False,4
13,10,0.1135418854622085,0.08050023453779148,1,13,0.09702105999999999,False,RS,4,2048,True,4,4,True,True,0.02665530473966486,128,False,16
14,10,0.09473866268120022,0.07567035731879977,1,23,0.08520451,False,RS,4,64,True,8,16,True,False,0.015382751045534732,64,True,4
15,10,0.09876830333589724,0.08697755666410274,1,4,0.09287292999999999,False,RS,16,256,True,32,32,True,False,0.009511811209548896,128,False,1
16,10,0.11569984029662536,0.11563515970337465,29,1,0.1156675,False,RS,4,256,True,1,32,False,True,5.21790187719145e-05,2048,True,8
17,10,0.08913844987495831,0.07591879012504169,1,19,0.08252862,False,RS,16,64,True,64,64,True,False,0.010664541550746566,256,False,2
18,10,0.24852205555615992,0.2483049444438401,1,23,0.2484135,False,RS,1,1024,True,1,16,False,True,0.00017514750926005598,256,False,16
19,10,0.09596544785666528,0.08340997214333473,1,3,0.08968771,False,RS,4,128,True,4,64,True,True,0.010128732128302138,1024,True,8
20,10,0.09072380803831939,0.0787777519616806,1,18,0.08475078,False,RS,1,16,True,1,16,True,False,0.009637102149899626,8,True,16
21,10,0.08124752142452603,0.04409191857547397,1,24,0.06266972,False,RS,1,512,True,16,512,True,True,0.029974105077042748,2048,False,16
22,10,0.0988952543329003,0.08459852566709969,20,1,0.09174689,False,RS,8,256,True,4,256,True,True,0.011533432764571874,2048,False,4
23,10,0.06611916506626102,0.05997439493373898,28,1,0.06304678,False,RS,1,1024,True,128,128,True,True,0.004957098566661754,2048,True,4
24,10,0.12062129520231012,0.09711930479768989,1,9,0.1088703,False,RS,16,2048,True,4,1024,True,False,0.018959485942662054,2048,True,2
25,10,0.3068241771950725,0.3067830228049274,1,24,0.30680359999999995,False,RS,2,1024,True,2,256,False,True,3.320000000000849e-05,256,True,4
