id,RT1_J,T1_Ja,RT1_I,RT1_T,mean_confidence_interval_inf,T1_I,T1_J,technique,T1_T,SCR,T1_Ia,U1_T,T1_Ta,U1_J,U1_I,VEC,baseline,runs,cost_std,cost_mean,correct_result,OMP,mean_confidence_interval_sup
1,32,1,1,1,0.45335156588283976,16,1024,DLMT,2048,True,16,4,1,1,1,False,False,10,0.004741461231519247,0.45629030000000004,True,True,0.4592290341171603
2,32,16,2,1,1.7991018258031868,2,2,DLMT,128,False,256,14,256,9,1,False,False,10,0.003838646766765551,1.801481,True,True,1.8038601741968134
3,8,2048,4,8,0.1143013203163363,2048,2048,DLMT,4,True,2048,1,4,4,17,True,False,10,0.013400687728620502,0.122607,True,True,0.13091267968366369
4,1,1024,8,2,3.967916851555415,1,1024,DLMT,16,False,1,8,32,4,1,True,False,10,5.6709787514998744e-05,3.9679519999999995,True,False,3.967987148444584
5,2,2,1,32,0.8578084019413659,1,1,DLMT,128,True,256,1,256,5,2,False,False,10,0.002424830759042774,0.8593112999999999,True,True,0.8608141980586339
6,4,1,1,1,inf,8,128,DLMT,256,False,256,5,256,1,30,False,False,1,inf,inf,False,False,inf
7,16,2,2,2,2.8122713137228175,128,1,DLMT,2048,False,2048,20,1,8,1,True,False,10,0.001625837937803121,2.813279,True,True,2.8142866862771827
8,1,2048,2,32,0.07591263521238828,2048,2048,DLMT,1,True,2048,28,8,17,1,True,False,10,0.006014851028653994,0.07964061,True,True,0.08336858478761172
9,1,1024,4,2,1.0770662100776283,32,1,DLMT,512,True,2048,30,1,1,11,True,False,10,0.0020116165141497505,1.078313,True,True,1.079559789922372
10,16,1024,1,1,0.24290653159275466,2,1,DLMT,16,False,8,1,16,12,29,True,False,10,0.009563917260202535,0.24883420000000003,True,True,0.2547618684072454
11,32,1024,2,1,inf,1,128,DLMT,2048,False,64,7,1,30,1,True,False,1,inf,inf,False,False,inf
12,4,2048,1,1,0.05924070515884934,128,64,DLMT,2,True,1,1,2,10,8,True,False,10,0.021648358153599088,0.07265825000000001,True,True,0.08607579484115067
13,1,2048,1,1,1.581653037918215,64,4,DLMT,1,True,2048,11,2048,30,1,False,False,10,3.059411708154231e-05,1.581672,True,False,1.581690962081785
14,4,1,4,16,1.0907644557638767,8,16,DLMT,32,True,1024,6,2048,17,1,True,False,10,4.605431575868591e-05,1.0907930000000001,True,False,1.0908215442361235
15,1,1,16,4,0.6643135128226483,128,512,DLMT,256,True,2048,1,256,29,30,False,False,10,0.002596321515144077,0.6659227,True,True,0.6675318871773517
16,1,1024,32,1,0.15145714272461977,1,4,DLMT,1,True,8,1,2,11,28,True,False,10,0.02091507127312742,0.1644202,True,True,0.1773832572753802
17,1,128,32,1,1.484171706546195,128,128,DLMT,2,True,1,14,8,1,10,False,False,10,3.112876483255525e-05,1.484191,True,False,1.484210293453805
18,2,32,16,2,1.2951576914033829,16,16,DLMT,4,True,32,10,256,1,24,False,False,10,0.007552994704089214,1.299839,True,True,1.304520308596617
19,1,512,1,32,0.402131620167826,2,128,DLMT,1,False,32,14,1,10,1,False,False,10,0.018278106860668046,0.4134603,True,True,0.424788979832174
20,4,256,2,2,2.2496147733995837,2048,8,DLMT,1024,False,2048,13,2048,19,1,False,False,10,3.263433774419153e-05,2.249635,True,False,2.2496552266004164
21,2,2048,32,2,2.8005562388244916,2,2048,DLMT,16,False,512,1,2048,20,16,False,False,10,0.0019663939076390983,2.801775,True,True,2.8029937611755087
22,16,128,4,4,1.712404242024535,1,128,DLMT,2,True,128,18,64,1,16,True,False,10,0.00022387719848165986,1.7125430000000001,True,False,1.7126817579754654
23,2,256,2,1,2.9734990437583404,256,32,DLMT,2,False,512,1,1,5,30,False,False,10,0.00016127306036656128,2.973599,True,False,2.97369895624166
24,32,2048,1,2,1.3497580394670972,512,512,DLMT,16,True,2048,30,64,13,1,False,False,10,0.003171952710870733,1.351724,True,True,1.3536899605329027
25,1,32,2,4,1.7493767464991943,1,16,DLMT,1024,False,4,1,1024,7,13,True,False,10,0.01129769219796682,1.7563790000000001,True,True,1.763381253500806
26,8,1,4,8,inf,1,2048,DLMT,128,True,2,13,1,15,1,False,False,1,inf,inf,False,True,inf
27,4,8,8,1,4.438178980621151,2,8,DLMT,64,False,2,1,1,30,23,False,False,10,0.0008293376875555939,4.438693000000001,True,False,4.43920701937885
28,32,1,1,2,inf,512,2048,DLMT,1,False,512,29,2048,1,23,True,False,1,inf,inf,False,True,inf
29,4,2048,8,2,1.945328481679442,512,2,DLMT,1024,False,512,30,2048,7,1,False,False,10,0.0026839813710232813,1.9469920000000003,True,True,1.9486555183205585
30,2,2048,1,4,1.639667920340663,32,2048,DLMT,512,False,256,1,512,24,15,True,False,10,0.004758153108087229,1.642617,True,True,1.645566079659337
31,4,2048,16,1,1.193795009233448,1,32,DLMT,256,False,1024,18,256,21,1,False,False,10,0.003013884702506086,1.195663,True,True,1.197530990766552
32,1,1,1,2,0.5477198813146597,64,1,DLMT,256,True,256,6,1,22,1,True,False,10,0.0036407498733090735,0.5499764,True,True,0.5522329186853404
33,1,2048,16,4,1.236381281975717,256,2,DLMT,1,True,256,1,64,20,7,False,False,10,7.376313442364622e-05,1.236427,True,False,1.236472718024283
34,1,32,1,32,3.126980878725525,8,2,DLMT,2,True,1,1,256,16,16,True,False,10,8.73212459828572e-05,3.127035,True,False,3.1270891212744747
35,2,128,16,1,2.8081485186974917,32,128,DLMT,4,False,2048,15,2048,1,5,True,False,10,0.004142468346288249,2.810716,True,True,2.8132834813025087
