id,RT1_J,T1_Ja,T1_I,T1_J,T1_Ia,cost_mean,points,technique,speedup,RT1_I,U1_T,T1_Ta,U1_J,U1_I,OMP,VEC,T1_T,SCR,RT1_T
1,16,256,256,128,512,0.06335099000000001,188,DLMT,45.72915119400658,1,4,4,1,30,True,True,1,True,4
