id,correct_result,runs,baseline,RT_K,T1_I,T1_J,T1_K,U_K,U_J,U_I,technique,U1_I,T2_K,T2_J,T2_I,mean_confidence_interval_inf,mean_confidence_interval_sup,cost_std,RT_I,cost_mean,RT_J
1,True,35,False,1,512,64,32,6,1,2,SIMA,6,64,64,1024,0.1516520318849722,0.15174991097217064,0.00014772222692110667,1,0.15170097142857142,32
2,True,35,False,32,512,1,128,8,1,28,SIMA,7,2048,1024,512,0.18036202624300923,0.18051934518556223,0.0002374307443600073,1,0.18044068571428573,1
3,True,35,False,8,16,16,64,19,1,11,SIMA,27,128,256,1024,0.1270948170325693,0.1271427829674307,7.239171223282455e-05,8,0.1271188,1
4,True,35,False,8,16,1,128,3,12,1,SIMA,8,1024,128,2048,0.11351242456209015,0.11354443258076702,4.83075183230373e-05,8,0.11352842857142859,1
5,True,35,False,1,256,16,16,27,1,21,SIMA,2,2048,64,1,0.1461316253514034,0.14615871750573944,4.088833973800645e-05,8,0.14614517142857142,1
6,True,35,False,1,16,512,64,17,30,1,SIMA,14,128,1024,1024,0.11652869600115515,0.11666358971313057,0.00020358587417417998,8,0.11659614285714286,8
7,True,35,False,8,1,64,256,5,16,1,SIMA,30,512,1024,256,0.22518930905045373,0.22536994809240343,0.0002726261789876185,1,0.22527962857142858,8
8,True,35,False,8,16,256,32,12,1,23,SIMA,1,256,256,1,0.23467488664456077,0.23469837049829634,3.544257787648218e-05,1,0.23468662857142855,8
9,True,35,False,1,32,32,1,6,1,28,SIMA,18,512,64,128,0.26615536931406547,0.2663144021145061,0.00024001735311413733,32,0.2662348857142858,1
10,True,35,False,1,512,512,128,1,21,15,SIMA,12,256,1024,512,0.3326785851496225,0.3332923862789489,0.0009263681579596903,32,0.3329854857142857,1
11,True,35,False,1,256,128,128,1,20,19,SIMA,26,1024,1,1,0.13723744209806535,0.13728192933050606,6.714154406010601e-05,1,0.1372596857142857,8
12,True,35,False,1,256,64,128,1,20,20,SIMA,27,512,1,1,0.1439715927821369,0.14401600721786312,6.703167694669346e-05,1,0.1439938,8
13,True,35,False,1,128,64,64,1,19,18,SIMA,26,1024,64,1,0.12674934118818862,0.12683820166895424,0.00013411105967268519,8,0.12679377142857143,1
14,True,35,False,1,256,64,64,1,20,18,SIMA,27,2048,1,1,0.2831503887936013,0.2832375540635417,0.00013155259365728802,32,0.2831939714285715,1
15,True,35,False,1,64,64,32,1,20,17,SIMA,26,512,64,1,0.12617132225510816,0.12645479203060614,0.000427821587838211,8,0.12631305714285715,1
16,True,35,False,1,128,64,32,1,21,17,SIMA,27,256,128,1,0.14248907683552142,0.14264092316447857,0.00022917130211762057,1,0.142565,8
17,True,35,False,8,64,128,64,1,21,17,SIMA,25,1024,128,64,0.14107273715441374,0.14121800570272916,0.0002192439066707335,1,0.14114537142857145,1
18,True,35,False,1,128,128,64,1,21,18,SIMA,26,1024,128,1,0.14266632183768785,0.1428127638765978,0.0002210149759447012,1,0.14273954285714283,1
19,True,35,False,1,32,64,16,1,21,16,SIMA,26,512,1,1,0.12915087179306356,0.12917998534979358,4.393910442827896e-05,8,0.12916542857142857,1
20,True,35,False,1,128,64,32,1,20,16,SIMA,26,512,128,1,0.13511069144736565,0.13524902283834866,0.0002087741285090045,1,0.13517985714285716,8
21,True,35,False,1,64,32,64,1,19,17,SIMA,27,1024,128,1,0.15831665173961904,0.15838203397466663,9.86769455943811e-05,1,0.15834934285714283,8
22,True,35,False,8,32,128,32,1,19,16,SIMA,26,512,128,1,0.11894280712884922,0.1190747928711508,0.00019919707398883724,8,0.11900880000000001,1
23,True,35,False,8,64,128,64,1,19,16,SIMA,27,1024,128,1,0.1170770938554594,0.11724182043025487,0.0002486105781977859,8,0.11715945714285714,1
24,True,35,False,1,32,256,128,1,19,15,SIMA,27,2048,256,1,0.12245081842367371,0.12248472443346921,5.117202679717396e-05,8,0.12246777142857146,8
