id,correct_result,runs,baseline,RT_K,T1_I,T1_J,T1_K,U_K,U_J,U_I,technique,U1_I,T2_K,T2_J,T2_I,mean_confidence_interval_inf,mean_confidence_interval_sup,cost_std,RT_I,cost_mean,RT_J
1,True,35,True,1,1,1,1,1,1,1,RSL,1,1,1,1,0.17839390469497227,0.17861358101931343,0.0003315424853496703,1,0.17850374285714285,1
2,True,35,False,8,1,1,16,1,28,17,RSL,20,256,128,1,0.1317652561273645,0.13179640101549261,4.700485428687752e-05,1,0.13178082857142856,1
3,True,35,False,1,1,64,1,5,19,1,RSL,6,512,64,1,0.11982045632836896,0.11987194367163104,7.770633362676635e-05,8,0.1198462,1
4,True,35,False,8,16,128,64,1,25,8,RSL,26,512,512,64,0.11935524350648512,0.11938389935065778,4.3248310100287784e-05,1,0.11936957142857145,1
5,True,35,False,1,256,1,1,2,21,1,RSL,20,1,1,1024,0.175533509189121,0.1760860336680218,0.0008338874910652522,1,0.1758097714285714,8
6,True,35,False,1,1,1,64,1,10,18,RSL,24,512,128,512,0.2563303639731061,0.2565611788840368,0.0003483531939786147,32,0.25644577142857145,1
7,True,35,False,1,32,32,128,1,1,8,RSL,26,1024,128,256,0.13611985185496608,0.1362404910021768,0.00018207243232363457,1,0.13618017142857144,1
8,True,35,False,32,32,128,1,28,17,1,RSL,3,128,128,512,0.2064819829256994,0.20650075993144343,2.8338853403851634e-05,1,0.2064913714285714,1
9,True,35,False,1,32,128,32,22,1,7,RSL,5,256,256,64,0.13910814813204306,0.13913493758224257,4.043148904161809e-05,1,0.13912154285714282,8
10,True,35,False,8,64,1,64,27,1,5,RSL,2,128,128,2048,0.12644253170312067,0.12646318258259362,3.116696314748387e-05,1,0.12645285714285714,8
11,True,35,False,1,32,64,128,13,28,1,RSL,21,512,1024,1,0.13092368437314886,0.13095934419827973,5.38189406003787e-05,8,0.1309415142857143,1
12,True,35,False,1,16,16,16,14,5,1,RSL,18,256,64,64,0.2878431375349282,0.2878688624650718,3.882488156544932e-05,1,0.287856,32
13,True,35,False,1,256,1,16,1,24,2,RSL,23,256,64,512,0.2815014153734228,0.28210258462657706,0.0009073037292675794,32,0.28180199999999994,1
14,True,35,False,1,16,256,16,7,1,28,RSL,12,2048,256,128,0.12592943716332614,0.12596947712238812,6.042957783694018e-05,8,0.12594945714285713,8
15,True,35,False,1,128,512,512,17,1,20,RSL,2,2048,1,1,0.12945202366632655,0.12947580490510205,3.589140082333419e-05,8,0.1294639142857143,1
16,True,35,False,1,128,32,256,16,15,1,RSL,19,512,512,2048,0.11608079889152263,0.11610862967990594,4.200310970023261e-05,8,0.11609471428571429,8
17,True,35,False,8,16,128,512,1,30,16,RSL,2,512,256,1024,0.11622083231414691,0.11641122482871023,0.00028734642961457716,1,0.11631602857142857,8
18,True,35,False,1,32,32,64,3,30,1,RSL,5,128,64,1024,0.3306002972521895,0.33118941703352495,0.000889118283722129,32,0.3308948571428572,1
19,True,35,False,8,128,32,16,1,23,11,RSL,12,256,2048,1,0.1211443910545045,0.12117423751692408,4.504522897112709e-05,1,0.12115931428571429,8
20,True,35,False,32,16,32,32,1,29,18,RSL,1,256,2048,1,0.22086830299295312,0.22089803986418977,4.4879830477325216e-05,1,0.22088317142857145,1
21,True,35,False,8,32,512,1,20,28,1,RSL,12,1024,1,256,0.2035864268484312,0.20362271600871162,5.4768753194961975e-05,1,0.2036045714285714,1
22,True,35,False,32,64,64,1,4,17,1,RSL,23,1024,128,2048,0.2001851169920707,0.20023156872221504,7.010642638452188e-05,1,0.20020834285714287,1
23,True,35,False,8,32,64,256,17,1,30,RSL,4,1024,1024,256,0.27024633889193966,0.2703877753937746,0.00021346046042128007,1,0.27031705714285714,8
24,True,35,False,1,32,64,16,13,22,1,RSL,12,128,2048,256,0.26391019353512596,0.2639551207505883,6.780558040968453e-05,1,0.26393265714285713,8
25,True,35,False,1,32,128,128,1,5,30,RSL,10,128,256,512,0.2936594727206864,0.2937177844221708,8.80058717892589e-05,1,0.2936886285714286,8
26,True,35,False,1,256,128,128,1,23,8,RSL,28,512,512,2048,0.126077786668411,0.12611181333158897,5.135412071378218e-05,8,0.12609479999999998,1
27,True,35,False,1,32,512,64,1,8,27,RSL,12,512,512,1024,0.18354347797348589,0.1836813791693713,0.00020812486440517606,1,0.1836124285714286,8
28,True,35,False,32,128,256,32,1,21,8,RSL,17,64,1,512,0.13754459044479977,0.13756958098377164,3.7716515085623496e-05,1,0.1375570857142857,1
29,True,35,False,1,128,128,256,27,19,1,RSL,8,512,2048,128,0.11866675101705634,0.11869890612580081,4.852951132442878e-05,8,0.11868282857142858,1
