id,T2_J,T2_I,T3_J,T3_I,mean_confidence_interval_inf,T2_Ja,baseline,T2_Ia,technique,T3_Ja,VEC2,VEC3,cost_std,U2_J,SCREP,RT2_I,runs,U2_I,RT2_J,OMP3,cost_mean,RT3_I,OMP2,RT3_J,correct_result,T3_Ia,mean_confidence_interval_sup,U3_I,U3_J
1,8,256,2048,256,7.147187657299874,8,False,1,DLMT,1,False,True,0.0009040774303124057,1,True,1,10,23,1,False,7.147748,1,False,32,True,512,7.148308342700126,1,25
2,2048,16,8,4,7.145676921203272,1,False,256,DLMT,16,True,True,0.0009714159768092292,1,False,32,10,12,8,False,7.146279,8,False,8,True,1024,7.146881078796728,1,23
3,256,64,4,2,7.015878642625037,512,False,64,DLMT,512,False,True,0.0012461496699833986,10,True,1,10,1,32,False,7.016651,8,False,1,True,4,7.017423357374964,1,30
4,32,2,1,512,7.008036855892333,256,False,1,DLMT,4,True,True,0.0008376061126806079,1,False,1,10,18,1,False,7.0085560000000005,32,False,8,True,2048,7.009075144107668,1,30
5,1,512,32,8,6.997076040333823,64,False,2048,DLMT,1,True,True,0.003517226748448385,20,False,1,10,1,32,False,6.999256,8,True,1,True,256,7.001435959666177,30,1
6,8,4,512,1,6.991244182876831,8,False,512,DLMT,512,True,True,0.0031539735255705723,24,False,8,10,1,8,False,6.993199,8,True,1,True,64,6.995153817123168,23,1
7,128,2048,4,1,6.967276364789448,2048,False,2048,DLMT,32,True,False,0.00041245120923578173,8,False,1,10,1,32,False,6.967532,32,False,32,True,256,6.967787635210553,23,1
8,1,64,32,512,6.972434931459095,2,False,1,DLMT,32,False,False,0.005017898464496788,9,True,8,10,1,8,False,6.975544999999999,8,True,8,True,1,6.9786550685409035,1,25
9,2,2048,8,32,6.988781623592769,2048,False,1,DLMT,1,True,True,0.001336532827879574,14,False,32,10,1,32,False,6.989610000000001,8,False,1,True,1024,6.990438376407233,24,1
10,2,64,2,2048,6.955458308052883,4,False,2048,DLMT,1024,False,True,0.0028488320413810535,1,True,32,10,15,1,False,6.957224000000001,32,True,1,True,1,6.958989691947119,1,6
11,1,256,1,4,7.0122421048701495,32,False,2048,DLMT,64,True,False,0.000874313444938277,7,True,32,10,1,1,False,7.012783999999999,8,False,8,True,256,7.0133258951298485,15,1
12,8,2,4,8,7.017623720020192,128,False,64,DLMT,2048,True,False,0.0054264390718038015,14,False,32,10,1,8,False,7.020987,32,True,1,True,2048,7.024350279979807,1,1
13,1,1,32,128,7.01605443333761,16,False,1024,DLMT,64,True,True,0.0032423084369011222,1,True,1,10,24,1,False,7.018064,32,True,8,True,1024,7.02007356666239,1,17
14,32,8,16,1,6.961886881224194,32,False,2048,DLMT,1,True,False,0.0010844210436912313,1,False,32,10,1,1,False,6.962559000000001,8,False,8,True,1,6.963231118775807,10,1
15,32,2048,128,4,6.9780069563045934,1,False,2048,DLMT,2048,False,True,0.005043673363730064,30,False,8,10,1,1,False,6.981133,32,True,1,True,64,6.984259043695406,1,26
