id,T_J,runs,T_I,RT_J,RT_I,cost_mean,U_J,U_I,technique,mean_confidence_interval_inf,correct_result,OMP,VEC,cost_std,SCREP,mean_confidence_interval_sup,baseline
1,2,1,512,1,8,inf,1,9,RS,inf,False,True,True,inf,False,inf,False
2,16,1,512,8,16,inf,1,9,RS,inf,False,True,True,inf,False,inf,False
3,128,1,512,1,1,inf,22,1,RS,inf,False,True,False,inf,True,inf,False
4,128,10,256,2,8,0.6865311000000001,11,1,RS,0.6864947698060184,True,False,True,5.8616465263584525e-05,False,0.6865674301939817,False
5,256,10,512,4,2,0.19210259999999998,1,19,RS,0.19207538655116876,True,False,True,4.390717481232542e-05,True,0.1921298134488312,False
6,128,10,32,32,16,1.0217570000000002,17,1,RS,1.0214500287162984,True,False,False,0.0004952787094151955,True,1.022063971283702,False
7,2,1,32,4,8,inf,20,1,RS,inf,False,True,True,inf,False,inf,False
8,1024,10,1,1,4,0.4985462,1,7,RS,0.498093592005186,True,False,False,0.0007302543118667602,False,0.498998807994814,False
9,256,1,32,16,16,inf,24,1,RS,inf,False,True,False,inf,False,inf,False
10,512,1,16,32,4,inf,16,1,RS,inf,False,True,False,inf,False,inf,False
11,8,10,4,32,8,0.22860489999999997,1,8,RS,0.2285203951123705,True,False,True,0.000136343279995752,True,0.22868940488762945,False
12,8,10,1,2,2,0.4539869,1,29,RS,0.4537356966146398,True,False,False,0.0004053007401917712,True,0.45423810338536025,False
13,1,1,256,16,2,inf,1,18,RS,inf,False,True,True,inf,False,inf,False
14,2048,10,2,2,16,0.44778260000000003,1,18,RS,0.4473754535155388,True,False,False,0.0006569050464108232,True,0.44818974648446125,False
15,32,1,16,4,4,inf,6,1,RS,inf,False,True,True,inf,True,inf,False
16,1024,10,32,16,1,0.19872289999999998,1,2,RS,0.19868810475987925,True,False,True,5.613991449939654e-05,True,0.1987576952401207,False
17,8,10,16,1,1,0.5385628,1,7,RS,0.5381574456333946,True,False,False,0.0006540135778407167,True,0.5389681543666054,False
18,1,1,2,2,32,inf,1,16,RS,inf,False,True,False,inf,True,inf,False
19,4,10,256,1,32,0.8181925999999999,13,1,RS,0.818101798356663,True,False,False,0.00014650269622091915,True,0.8182834016433369,False
20,512,1,2048,2,2,inf,16,1,RS,inf,False,True,False,inf,True,inf,False
21,2048,10,4,2,8,0.4624843,18,1,RS,0.4604626245012726,True,False,False,0.003261845276833339,True,0.4645059754987274,False
22,256,1,256,32,2,inf,14,1,RS,inf,False,True,True,inf,True,inf,False
23,256,10,1024,1,16,0.7857932,7,1,RS,0.7857457819938094,True,False,False,7.65059474812374e-05,False,0.7858406180061905,False
24,512,1,1,2,16,inf,1,3,RS,inf,False,True,False,inf,True,inf,False
25,512,10,512,8,4,0.38127900000000003,1,23,RS,0.38125376741422407,True,False,False,4.071117782624429e-05,True,0.381304232585776,False
26,8,10,2,1,32,0.2657443,9,1,RS,0.26571699375531943,True,False,True,4.405689503357144e-05,False,0.26577160624468055,False
27,4,10,64,2,1,0.48211180000000003,1,4,RS,0.4818119059369848,True,False,True,0.0004838600624147484,False,0.48241169406301526,False
28,64,1,16,4,2,inf,1,29,RS,inf,False,True,False,inf,False,inf,False
29,64,10,16,2,8,0.7678413000000001,1,22,RS,0.7676495475869284,True,False,False,0.00030938036459996946,False,0.7680330524130717,False
30,2048,1,1,4,2,inf,1,9,RS,inf,False,True,False,inf,True,inf,False
31,2048,1,64,4,4,inf,1,17,RS,inf,False,True,True,inf,True,inf,False
32,32,1,2,8,1,inf,1,9,RS,inf,False,True,True,inf,True,inf,False
33,2048,1,4,16,2,inf,23,1,RS,inf,False,True,False,inf,True,inf,False
34,8,10,8,4,1,0.43004060000000005,1,7,RS,0.42985847953907846,True,False,False,0.00029383982031030666,True,0.43022272046092164,False
35,16,10,128,4,8,0.8320011,8,1,RS,0.8319482133217108,True,False,False,8.532930329024719e-05,True,0.8320539866782893,False
36,4,1,128,32,4,inf,16,1,RS,inf,False,True,True,inf,False,inf,False
37,8,1,16,2,4,inf,1,5,RS,inf,False,True,True,inf,False,inf,False
38,4,1,256,2,4,inf,1,6,RS,inf,False,True,True,inf,False,inf,False
39,32,1,64,16,8,inf,17,1,RS,inf,False,True,True,inf,True,inf,False
40,512,1,8,1,8,inf,27,1,RS,inf,False,True,False,inf,False,inf,False
41,512,1,128,4,32,inf,22,1,RS,inf,False,True,True,inf,False,inf,False
42,256,10,32,1,4,0.22634780000000002,1,14,RS,0.22608522614792478,True,False,True,0.00042364626753932513,True,0.22661037385207525,False
43,64,10,256,16,8,1.0254940000000001,11,1,RS,1.0246820344433252,True,False,False,0.0013100549606791132,False,1.026305965556675,False
44,2,10,256,4,4,0.41271990000000003,1,21,RS,0.41250131832609305,True,False,True,0.0003526676764320761,True,0.412938481673907,False
45,128,10,4,32,16,0.23484409999999997,4,1,RS,0.23482654666497357,True,False,True,2.832119347767283e-05,True,0.23486165333502637,False
46,16,10,2,2,1,0.6849934,15,1,RS,0.6849102678555393,True,False,False,0.00013412844590169468,True,0.6850765321444606,False
47,1,1,64,16,4,inf,25,1,RS,inf,False,True,False,inf,True,inf,False
48,128,1,1,8,8,inf,1,17,RS,inf,False,True,False,inf,False,inf,False
49,2048,10,256,16,16,1.008259,21,1,RS,1.0080293000810703,True,False,True,0.00037060626006583665,False,1.0084886999189298,False
50,512,10,512,1,16,0.7836246,21,1,RS,0.7835899665989541,True,False,False,5.587879741011265e-05,False,0.7836592334010459,False
51,1,1,2,16,8,inf,20,1,RS,inf,False,True,False,inf,False,inf,False
52,32,10,16,4,2,0.46751719999999997,8,1,RS,0.4656783858601083,True,False,False,0.0029668100646991287,True,0.46935601413989164,False
53,512,10,256,2,2,0.44067639999999997,1,8,RS,0.44060362265490804,True,False,False,0.0001174216334412042,False,0.4407491773450919,False
54,4,10,128,4,1,1.753042,29,1,RS,1.7529592254510578,True,False,False,0.00013355148819837876,False,1.7531247745489422,False
55,256,1,1,8,2,inf,2,1,RS,inf,False,True,False,inf,True,inf,False
56,512,10,8,16,8,0.9947246,1,13,RS,0.9936636555020119,True,False,False,0.0017117667013936192,True,0.9957855444979881,False
57,2048,10,2,1,1,0.2334838,15,1,RS,0.23345212271306903,True,False,True,5.110929465371236e-05,True,0.23351547728693095,False
58,32,1,32,2,8,inf,2,1,RS,inf,False,True,True,inf,True,inf,False
59,2048,10,2,1,8,0.2243274,10,1,RS,0.22430443377127354,True,False,False,3.705455437594598e-05,False,0.22435036622872648,False
60,2,1,64,16,32,inf,19,1,RS,inf,False,True,False,inf,False,inf,False
61,4,1,1,32,1,inf,1,20,RS,inf,False,True,True,inf,False,inf,False
62,128,1,8,16,2,inf,1,16,RS,inf,False,True,False,inf,False,inf,False
63,4,10,64,4,1,0.2817699,8,1,RS,0.28168485361913004,True,False,False,0.00013721694501773836,True,0.28185494638087,False
64,2,1,128,16,32,inf,24,1,RS,inf,False,True,True,inf,False,inf,False
65,128,10,1,1,8,0.6633643,27,1,RS,0.6633242993966364,True,False,True,6.453843815896924e-05,False,0.6634043006033636,False
66,4,10,16,4,2,0.31222000000000005,29,1,RS,0.31187791345367627,True,False,True,0.0005519349599364041,True,0.31256208654632384,False
67,512,1,64,32,4,inf,30,1,RS,inf,False,True,False,inf,True,inf,False
68,32,10,256,8,2,0.24334630000000002,1,28,RS,0.24330240988970528,True,False,False,7.081391106272545e-05,True,0.24339019011029475,False
69,2048,10,2,4,16,0.4209088,1,27,RS,0.42086886595626555,True,False,False,6.443104841611974e-05,True,0.4209487340437345,False
70,512,1,64,1,2,inf,1,27,RS,inf,False,True,True,inf,True,inf,False
71,8,10,2048,1,4,0.25999019999999995,2,1,RS,0.25986613852179524,True,False,True,0.00020016533166360744,True,0.26011426147820466,False
72,32,10,2048,1,4,0.4877508,2,1,RS,0.48765762899352266,True,False,False,0.00015032551346993514,True,0.4878439710064773,False
73,2048,1,4,8,1,inf,1,26,RS,inf,False,True,False,inf,True,inf,False
74,16,10,1024,16,1,0.2348547,22,1,RS,0.2348287394650101,True,False,True,4.1885677743117185e-05,False,0.2348806605349899,False
75,4,10,2,32,32,0.2658649,1,17,RS,0.2657165027794499,True,False,True,0.00023942950945946467,True,0.2660132972205501,False
76,4,10,32,32,32,0.7976758,16,1,RS,0.7976161572943999,True,False,False,9.622972513730299e-05,True,0.7977354427056002,False
77,4,1,32,8,8,inf,18,1,RS,inf,False,True,False,inf,True,inf,False
78,1,10,1024,16,8,0.9851372999999999,1,20,RS,0.9843565418558038,True,False,True,0.0012597037786717753,True,0.985918058144196,False
79,256,1,128,4,2,inf,9,1,RS,inf,False,True,False,inf,False,inf,False
80,512,1,8,8,8,inf,17,1,RS,inf,False,True,False,inf,False,inf,False
81,2048,10,1,8,2,0.1946697,1,4,RS,0.19461824129582142,True,False,True,8.302535757224475e-05,True,0.19472115870417858,False
82,128,10,4,2,8,0.450055,8,1,RS,0.44965989585825256,True,False,False,0.0006374754897249045,False,0.4504501041417474,False
83,256,10,2048,8,2,0.4052668,1,3,RS,0.4050696138298554,True,False,False,0.00031814738722800163,False,0.40546398617014456,False
84,8,10,512,1,1,0.265444,29,1,RS,0.265424435671315,True,False,True,3.1565804282486084e-05,True,0.265463564328685,False
85,64,1,8,4,8,inf,1,19,RS,inf,False,True,True,inf,True,inf,False
86,4,1,2,32,1,inf,1,4,RS,inf,False,True,True,inf,True,inf,False
87,128,10,1024,4,1,0.8387486,1,25,RS,0.8386770679196793,True,False,True,0.0001154124776616486,True,0.8388201320803206,False
88,32,10,128,2,32,0.8041265000000001,1,20,RS,0.8039214466889135,True,False,False,0.0003308405204928794,False,0.8043315533110866,False
89,256,10,1024,16,16,1.040644,1,9,RS,1.0400417122838528,True,False,True,0.0009717530550505163,True,1.041246287716147,False
90,1024,10,1,4,16,0.9508736000000001,1,4,RS,0.9507666559162258,True,False,True,0.00017254750070631593,False,0.9509805440837744,False
91,4,10,512,4,8,0.9339971,1,6,RS,0.9323687349228215,True,False,True,0.002627263840956984,False,0.9356254650771786,False
92,1024,10,16,4,4,0.39177589999999995,1,20,RS,0.3909360607407818,True,False,False,0.0013550274130068494,True,0.3926157392592181,False
93,512,1,2,2,32,inf,1,3,RS,inf,False,True,True,inf,False,inf,False
94,32,1,512,16,16,inf,1,9,RS,inf,False,True,False,inf,True,inf,False
95,2048,1,128,1,16,inf,2,1,RS,inf,False,True,True,inf,True,inf,False
96,2048,1,1,32,8,inf,1,24,RS,inf,False,True,False,inf,True,inf,False
97,256,1,512,16,32,inf,1,20,RS,inf,False,True,True,inf,True,inf,False
98,128,1,128,8,16,inf,1,9,RS,inf,False,True,False,inf,False,inf,False
