id,correct_result,runs,baseline,RT_K,T1_I,T1_J,T1_K,U_K,U_J,U_I,technique,U1_I,T2_K,T2_J,T2_I,mean_confidence_interval_inf,mean_confidence_interval_sup,cost_std,RT_I,cost_mean,RT_J
1,True,35,False,1,128,1,256,1,13,23,SIMA,9,1,2048,256,0.12324715336804869,0.12327901806052273,4.809120586586014e-05,8,0.12326308571428571,8
2,True,35,False,8,128,512,16,1,6,8,SIMA,4,1024,1,1024,0.11769934258342729,0.11773585741657266,5.510934584986478e-05,8,0.11771759999999998,1
3,True,35,False,8,128,512,128,1,16,10,SIMA,4,128,2048,256,0.11600548988652652,0.11603091011347348,3.8365013823981506e-05,1,0.1160182,1
4,True,35,False,1,64,64,512,1,15,10,SIMA,9,512,128,2048,0.1283501555332713,0.1283820158953001,4.808467022039404e-05,1,0.1283660857142857,1
5,True,35,False,1,64,16,16,23,19,1,SIMA,3,128,256,64,0.3205508951723672,0.32081756197049,0.0004024620007414534,32,0.3206842285714286,1
6,True,35,False,1,16,64,1,7,7,1,SIMA,6,128,64,128,0.22832112595931908,0.22834710261210955,3.9204789378392804e-05,32,0.22833411428571432,1
7,True,35,False,32,32,16,512,1,11,4,SIMA,20,2048,1,128,0.1343862283984176,0.13450148588729663,0.00017395026265444656,1,0.13444385714285711,1
8,True,35,False,8,64,64,1,1,6,17,SIMA,20,512,128,64,0.13651022152420406,0.13666417847579593,0.00023235672082874375,1,0.1365872,1
9,True,35,False,1,1,16,1,3,16,1,SIMA,29,128,1024,128,0.22497279004276804,0.2250002956715177,4.1512368454402295e-05,1,0.22498654285714287,8
10,True,35,False,1,1,64,1,20,1,22,SIMA,8,1024,1024,1024,0.2581480367838869,0.25861287750182743,0.0007015523742939984,32,0.2583804571428572,1
11,True,35,False,1,256,16,1,9,1,5,SIMA,26,1,64,1,0.12921158559165813,0.12939207155119903,0.00027239514215453194,8,0.12930182857142858,1
12,True,35,False,1,128,32,1,10,1,6,SIMA,26,1,64,1,0.12677230786190502,0.12679763499523783,3.822451398497625e-05,1,0.12678497142857142,1
13,True,35,False,1,256,16,1,11,1,7,SIMA,26,64,1,1,0.13448158160433932,0.1346148755385178,0.00020117143871609174,1,0.13454822857142856,1
14,True,35,False,8,128,64,1,10,1,5,SIMA,26,1,64,1,0.118520720201364,0.11853916551292171,2.7838250003642822e-05,1,0.11852994285714286,8
15,True,35,False,1,64,64,1,9,1,5,SIMA,27,1,128,1,0.1322268987877343,0.13225092978369435,3.6268342298223104e-05,8,0.13223891428571433,1
16,True,35,False,1,64,64,1,9,1,6,SIMA,27,1,1,1,0.12719434071276509,0.12722903071580632,5.235525430232531e-05,1,0.1272116857142857,32
17,True,35,False,1,64,32,1,10,1,6,SIMA,26,1,128,1,0.12727474106833106,0.12733623036024036,9.280159217494057e-05,1,0.1273054857142857,32
18,True,35,False,8,256,64,1,11,1,4,SIMA,25,1,64,1,0.11860362319843122,0.11863123394442597,4.167101473911804e-05,1,0.1186174285714286,8
19,True,35,False,8,128,32,1,11,1,6,SIMA,27,1,1,1,0.11800270481181882,0.11803900947389545,5.4792148998160516e-05,1,0.11802085714285714,8
20,True,35,False,1,64,32,1,10,1,5,SIMA,26,1,1,1,0.14062722650177842,0.14065860206965017,4.735300348209933e-05,1,0.1406429142857143,1
21,True,35,False,8,64,16,1,10,1,6,SIMA,26,64,1,64,0.1261155920401726,0.1261502936741131,5.237280802485282e-05,8,0.12613294285714285,1
