id,RT1_J,T1_Ja,T1_I,T1_J,T1_Ia,cost_mean,points,technique,speedup,RT1_I,U1_T,T1_Ta,U1_J,U1_I,OMP,VEC,T1_T,SCR,RT1_T
1,2,1,128,1,1,0.09339593,301,RS,31.017850563723712,2,19,2,15,1,True,False,1,True,1
