id,T2_J,T2_I,T4_I,T2_Ja,T3_I,T3_Ja,mean_confidence_interval_inf,T4_J,baseline,T2_Ia,technique,T4_Ia,VEC4,VEC2,VEC3,VEC1,RT4_J,T3_J,U2_J,SCR,RT4_I,U1_I,T3_Ia,RT2_I,runs,U2_I,RT2_J,cost_mean,RT3_I,cost_std,RT3_J,correct_result,U4_J,U4_I,T4_Ja,mean_confidence_interval_sup,U3_I,U3_J
11,64,16,1024,64,256,2048,4.638594280693303,64,False,128,DLMT,2048,True,False,True,True,4,2,1,True,2,30,512,1,10,6,16,4.638924,32,0.0005319812026754093,2,True,1,7,1,4.639253719306698,1,1
12,2,2,16,512,8,2048,4.538335263731263,4,False,1024,DLMT,512,False,False,False,False,1,8,1,True,16,28,128,8,10,15,16,4.5384009999999995,32,0.00010606130302806175,2,True,28,1,32,4.538466736268736,1,3
13,2,1,1,128,2,512,2.6903067404555863,16,False,128,DLMT,1,False,False,True,False,4,32,1,True,8,9,128,1,10,13,2,2.690446,8,0.0002246864481894847,16,True,1,5,512,2.690585259544414,1,5
14,256,2,16,256,256,64,4.4535482657689505,4,False,16,DLMT,16,False,False,True,False,32,1,29,True,4,25,512,4,10,1,32,4.453782,32,0.0003771153669635301,1,True,20,1,256,4.45401573423105,1,25
15,16,32,2,32,2,512,1.8903476079014192,2,False,1,DLMT,1,False,True,False,False,1,128,20,False,16,2,1024,2,10,1,1,1.890519,16,0.00027653028767206535,2,True,16,1,256,1.890690392098581,26,1
16,8,2,32,64,4,64,1.9950238086824843,16,False,1024,DLMT,32,True,False,False,False,32,1,1,True,2,30,1024,4,10,9,16,1.995427,1,0.000650523635235485,8,True,18,1,1024,1.9958301913175158,1,30
17,2,4,256,2,2,512,2.0429498660016576,2,False,512,DLMT,1,False,False,True,True,32,16,1,False,4,27,128,16,10,12,2,2.04309,32,0.00022609732417705456,1,True,1,9,128,2.043230133998342,1,16
18,8,256,8,8,1,1,2.5887977398282436,1,False,2048,DLMT,16,True,True,True,False,2,1,1,False,8,9,2048,16,10,16,1,2.5892160000000004,2,0.0006748362764404796,1,True,25,1,16,2.5896342601717572,1,14
19,256,1,8,1024,4,2,2.6035294525647354,1,False,2,DLMT,2048,True,True,True,True,1,2,20,False,4,26,256,2,10,1,1,2.603993,16,0.0007479044056562141,8,True,1,25,1,2.6044565474352646,1,1
20,256,32,16,1,8,2,5.921280112795829,4,False,512,DLMT,512,False,True,True,False,4,2,21,True,1,18,1,8,10,1,1,5.921414,2,0.00021601851772485052,2,True,11,1,64,5.921547887204172,1,16
21,8,128,2,1,2,64,4.117833714153836,128,False,256,DLMT,1024,False,False,False,True,8,16,13,True,8,8,16,16,10,1,8,4.118145,1,0.0005022399824783825,32,True,1,29,256,4.118456285846165,11,1
22,1,4,512,16,1024,2048,inf,16,False,256,DLMT,1024,True,True,True,False,8,128,1,True,1,5,1,4,1,20,16,inf,32,inf,4,False,1,26,256,inf,13,1
23,1,8,2,2,256,1024,1.892488338803849,16,False,64,DLMT,32,True,True,True,True,2,128,17,False,16,29,1024,1,10,1,1,1.8926389999999997,8,0.00024308229059313673,4,True,1,23,1024,1.8927896611961506,1,3
24,64,4,1,1024,512,8,1.9164232861550963,16,False,256,DLMT,2048,False,True,False,False,4,1,1,True,4,22,512,1,10,18,2,1.9165680000000003,2,0.00023348661631878687,4,True,1,18,2048,1.9167127138449043,8,1
25,1,16,8,2048,16,8,2.73135474754082,1,False,64,DLMT,1,False,False,False,True,4,8,10,True,2,28,32,2,10,1,1,2.7326240000000004,1,0.002047858393541944,4,True,16,1,32,2.733893252459181,12,1
26,32,256,16,2048,256,512,3.723572040493799,16,False,512,DLMT,512,True,True,False,False,4,16,1,False,4,26,256,32,10,7,1,3.723742,4,0.0002742188906695112,16,True,1,15,256,3.7239119595062014,1,15
27,256,16,1,1,4,2048,2.3489154949876956,1,False,16,DLMT,1,True,False,False,False,2,1024,1,True,4,1,32,4,10,9,16,2.349093,8,0.00028639308650873086,16,True,1,21,2,2.349270505012304,10,1
28,1,64,4,16,1024,4,2.741085194416097,8,False,1,DLMT,8,True,True,True,False,32,2,10,True,2,24,1,4,10,1,32,2.741358,8,0.0004401545183227382,2,True,24,1,1,2.741630805583903,10,1
29,2,2,512,2,4,512,3.1473001446192757,32,False,8,DLMT,2048,True,True,True,False,16,4,1,True,2,11,128,4,10,24,2,3.1476079999999995,1,0.000496705143923469,1,True,1,28,1,3.1479158553807234,28,1
30,512,1024,2048,512,4,1024,2.428135441086854,2,False,2048,DLMT,2048,False,True,True,False,8,64,12,True,1,7,128,2,10,1,2,2.4283849999999996,1,0.0004026474885058218,4,True,13,1,2048,2.4286345589131453,1,26
31,4,128,4,8,4,16,inf,16,False,2048,DLMT,256,False,True,False,True,32,4,12,False,1,6,256,2,1,1,8,inf,32,inf,2,False,6,1,32,inf,6,1
32,1,512,32,64,8,2048,1.9196549767642397,8,False,1,DLMT,1024,False,True,False,True,4,128,1,False,4,26,32,8,10,28,2,1.919991,8,0.0005421521926544376,2,True,1,25,128,1.9203270232357603,1,16
33,1024,2,256,1,4,128,2.154419300806565,8,False,16,DLMT,512,False,True,True,True,4,128,1,False,8,21,128,16,10,28,8,2.1547449999999997,1,0.0005254950047336782,8,True,1,5,1,2.1550706991934345,1,12
34,64,64,32,512,64,16,4.206366450259404,8,False,64,DLMT,32,False,False,False,True,8,16,1,False,16,20,2048,4,10,1,1,4.206841,2,0.000765655927946874,2,True,3,1,2048,4.207315549740596,1,5
35,8,16,2,256,2,16,2.230785780834296,16,False,128,DLMT,2048,True,False,False,False,1,4,1,False,32,10,128,8,10,19,8,2.231022,2,0.0003811246515248757,8,True,18,1,32,2.2312582191657038,7,1
36,512,16,16,2048,32,128,2.866236580600782,64,False,128,DLMT,1024,False,True,False,True,8,16,7,False,8,29,512,16,10,1,2,2.866551,2,0.0005072957717150946,32,True,18,1,256,2.866865419399218,4,1
37,2,64,2,2048,2,256,2.635461780318766,1,False,128,DLMT,2048,False,False,True,True,4,16,1,True,16,15,1,16,10,16,8,2.635663,32,0.0003246552017141204,4,True,1,6,16,2.6358642196812343,1,17
38,1024,64,512,2048,16,256,2.721423018312691,1,False,1,DLMT,512,True,True,True,False,2,16,15,True,2,13,2048,8,10,1,1,2.7217510000000003,32,0.0005291776639277841,1,True,1,15,64,2.7220789816873094,1,7
39,8,32,1,512,256,64,4.36781914773983,16,False,1,DLMT,1,True,True,False,False,4,16,3,True,2,30,256,2,10,1,4,4.368075,1,0.00041280140503648186,8,True,19,1,32,4.36833085226017,19,1
40,8,4,2,128,2,1,2.0068339380158426,16,False,128,DLMT,1024,True,False,False,False,16,2048,1,False,4,13,32,16,10,1,8,2.007223,8,0.0006277268514250486,4,True,16,1,1,2.0076120619841578,4,1
41,256,64,2,1024,4,1024,2.1267580295961306,64,False,2048,DLMT,2,True,True,True,True,8,8,1,True,1,11,4,2,10,9,1,2.127064,8,0.0004936638532442979,2,True,1,14,256,2.127369970403869,1,22
42,4,1,1,256,512,512,inf,16,False,2,DLMT,64,False,False,True,True,1,1,11,False,16,29,1,32,1,1,4,inf,4,inf,4,False,3,1,512,inf,11,1
43,32,4,8,128,32,128,5.743382715452485,1,False,4,DLMT,16,False,False,False,False,4,2,1,True,8,26,512,8,10,17,1,5.743605999999999,8,0.0003602554649135272,4,True,1,21,1,5.7438292845475125,1,10
44,1024,1,4,1,1024,128,2.321823694418621,32,False,2,DLMT,32,False,False,True,True,2,16,28,False,16,13,2048,16,10,1,8,2.322106,2,0.0004554821621095607,4,True,16,1,32,2.3223883055813785,24,1
45,4,16,32,32,1,1024,3.94193978390619,16,False,32,DLMT,1,True,False,True,True,8,64,1,False,16,11,2,8,10,15,16,3.942322,2,0.0006166814412644155,2,True,1,10,1024,3.94270421609381,21,1
46,4,16,4,16,512,128,8.972039002513432,4,False,2048,DLMT,1024,True,False,True,False,4,4,30,False,2,23,1024,1,10,1,2,8.974250000000001,32,0.0035673043043734434,1,True,8,1,4,8.976460997486571,4,1
47,256,128,4,256,256,32,2.1311227272623134,8,False,512,DLMT,256,False,True,True,False,1,1,1,True,2,19,256,8,10,21,4,2.131398,1,0.0004441351145766733,32,True,1,15,256,2.1316732727376864,1,12
48,2048,32,128,1,512,16,3.743164912279167,2,False,64,DLMT,1,False,True,False,False,1,2,20,True,2,17,1024,2,10,1,8,3.743839,16,0.0010875978116932966,2,True,20,1,1,3.744513087720833,1,21
49,32,1,4,32,2,32,3.2361750482549363,128,False,512,DLMT,64,False,True,True,False,8,32,1,False,8,10,1024,16,10,29,4,3.236309,16,0.00021612265036310792,1,True,1,19,256,3.2364429517450635,1,26
50,1,1024,2048,16,4,4,2.238002203271509,2,False,2048,DLMT,1,False,False,False,True,2,1,21,False,8,3,4,8,10,1,8,2.238141,2,0.0002239397240330585,1,True,12,1,1,2.2382797967284915,20,1
51,2,2,8,2,2,16,inf,32,False,64,DLMT,8,True,True,True,True,1,16,1,False,16,8,256,1,1,30,2,inf,1,inf,32,False,8,1,64,inf,3,1
52,1024,16,32,2048,1,2048,1.8882639983548128,2,False,1,DLMT,1024,True,True,True,False,1,1,2,True,1,30,8,1,10,1,4,1.897328,2,0.014624192148628264,4,True,27,1,1024,1.906392001645187,19,1
53,8,16,1024,8,32,64,2.6457164820777077,256,False,1,DLMT,2048,True,True,True,True,16,8,1,False,4,8,1,1,10,8,8,2.645964,4,0.0003993544791284828,4,True,15,1,256,2.6462115179222927,1,2
54,4,2048,256,512,512,4,3.8364209419963804,16,False,1,DLMT,1024,False,False,True,False,16,2,1,True,8,5,1024,1,10,17,1,3.836574,8,0.0002469493875270385,1,True,1,19,512,3.83672705800362,29,1
55,16,16,64,2048,512,4,inf,16,False,256,DLMT,256,True,True,False,True,32,2,1,True,1,19,1,4,1,18,2,inf,4,inf,1,False,1,6,64,inf,7,1
56,16,4,512,64,1,1,inf,128,False,4,DLMT,1,True,True,True,True,8,16,1,False,1,17,32,16,1,29,4,inf,16,inf,1,False,1,2,512,inf,1,2
57,8,64,128,512,1,1,7.199045814602708,32,False,1,DLMT,128,True,False,True,True,8,1,29,True,4,12,2048,2,10,1,32,7.199498,1,0.0007295724775511213,8,True,1,19,1,7.1999501853972925,1,13
58,256,256,16,1,1,8,2.5295887901178298,512,False,2048,DLMT,64,False,True,False,True,1,4,1,True,32,6,128,16,10,7,1,2.5301929999999997,8,0.0009748543480951812,2,True,1,22,512,2.5307972098821696,1,24
59,128,8,1,128,4,512,inf,128,False,32,DLMT,2048,False,True,False,False,1,64,1,True,32,8,2048,1,1,29,16,inf,16,inf,8,False,6,1,256,inf,16,1
60,8,1024,1,1,32,256,3.202092028256153,1,False,2048,DLMT,1024,False,True,True,False,4,16,1,False,8,1,2048,8,10,2,4,3.2038939999999996,16,0.0029073671938714928,4,True,1,2,32,3.2056959717438462,1,1
61,256,1,2048,256,64,256,5.9373089739826606,32,False,32,DLMT,1,False,False,False,True,16,2,1,False,8,24,1,1,10,13,32,5.938178,1,0.001402118397283094,4,True,1,27,64,5.939047026017339,1,11
62,128,512,64,1024,512,128,inf,1024,False,1024,DLMT,256,False,False,True,False,16,32,24,False,1,12,2048,8,1,1,8,inf,4,inf,1,False,1,9,2048,inf,1,1
63,2048,16,8,1,64,512,4.404617373942696,16,False,128,DLMT,32,False,False,False,False,1,1,12,True,32,1,512,8,10,1,8,4.404935,16,0.0005124695112883512,8,True,21,1,256,4.405252626057304,24,1
64,64,256,16,2048,32,2048,2.5103723259786634,128,False,512,DLMT,32,False,False,True,False,8,1024,10,True,4,23,1,4,10,1,4,2.5104610000000003,8,0.0001430699129796688,8,True,1,17,1,2.510549674021337,1,12
65,256,32,512,2048,2,2048,4.144239651217518,128,False,1024,DLMT,2048,False,False,True,True,2,16,1,False,32,20,32,2,10,19,16,4.144515,1,0.00044425780803482426,8,True,10,1,256,4.144790348782482,1,2
66,4,1,32,2048,1024,8,1.9129031786331645,8,False,256,DLMT,64,True,True,True,False,1,1,1,True,2,27,1024,4,10,7,1,1.9130360000000004,4,0.0002142988567398354,1,True,1,28,1024,1.9131688213668363,20,1
67,2,2,1,64,1024,2048,2.020196301000329,4,False,32,DLMT,32,False,True,True,True,2,1,4,False,8,11,2048,8,10,1,4,2.02041,8,0.00034478979103217945,8,True,24,1,2048,2.020623698999671,1,8
68,2,8,32,64,16,512,inf,8,False,1024,DLMT,512,False,False,True,True,32,1,11,True,1,18,1024,1,1,1,1,inf,16,inf,2,False,8,1,8,inf,6,1
69,2,128,256,2048,1,4,4.280605477720115,4,False,256,DLMT,256,False,True,True,True,16,2,20,True,1,7,16,1,10,1,16,4.281281000000001,4,0.0010899123817995362,2,True,6,1,128,4.281956522279887,15,1
70,2,16,1,16,8,2,2.728867771137635,1,False,1,DLMT,64,False,True,True,True,8,2,1,False,4,20,32,2,10,22,32,2.728956,4,0.00014235167719417815,32,True,19,1,4,2.7290442288623655,16,1
71,4,128,32,256,256,1024,6.048281830856224,2,False,512,DLMT,128,True,False,False,True,2,256,1,True,32,4,256,4,10,25,2,6.048738,4,0.0007359999999999884,32,True,1,10,1,6.049194169143776,1,23
72,2,1,16,512,16,16,inf,16,False,32,DLMT,2048,True,True,False,True,2,16,30,True,1,18,1,16,1,1,4,inf,16,inf,1,False,1,13,256,inf,12,1
73,1,512,1024,1,2,16,2.6254116208784426,2,False,1024,DLMT,2048,True,True,False,False,32,4,1,False,4,19,64,32,10,15,1,2.62568,32,0.0004330127018921875,1,True,1,25,1,2.6259483791215574,1,1
74,2,32,512,1,8,1,2.217706931849677,2,False,32,DLMT,1024,True,False,False,True,32,8,5,False,4,11,1,2,10,1,8,2.217976,8,0.0004341244061326785,2,True,1,12,8,2.218245068150323,3,1
75,1,4,16,512,2,128,1.9480389719400995,4,False,16,DLMT,512,False,False,True,False,2,1,23,False,2,25,16,4,10,1,2,1.9482879999999998,16,0.0004017909904415584,8,True,1,20,8,1.9485370280599001,1,10
76,8,512,4,1,2048,1024,inf,256,False,512,DLMT,4,True,True,False,False,8,64,24,True,8,17,2048,2,1,1,16,inf,8,inf,1,False,1,3,1024,inf,1,29
77,1024,8,2,1,32,8,inf,32,False,32,DLMT,256,True,False,False,False,1,1,1,True,4,17,2048,16,1,10,8,inf,16,inf,2,False,30,1,128,inf,30,1
78,64,4,1,256,16,32,1.9090734791616233,2048,False,16,DLMT,4,True,False,True,False,16,32,1,True,1,8,2048,16,10,30,8,1.909468,2,0.0006365343667077471,4,True,1,20,2048,1.9098625208383766,1,26
79,1,1,2048,8,8,4,6.706456956147511,64,False,1,DLMT,1,False,False,False,False,8,4,25,True,4,23,64,2,10,1,32,6.706642,4,0.0002985565273109925,16,True,1,9,512,6.70682704385249,12,1
80,8,128,4,32,16,32,7.28055575841924,4,False,1,DLMT,4,False,False,True,False,8,32,16,True,1,20,2048,8,10,1,4,7.281169999999999,16,0.0009910398579271481,1,True,9,1,1,7.281784241580757,8,1
81,32,16,16,32,128,2048,2.668432787888967,1,False,512,DLMT,2048,False,True,False,True,4,2048,1,False,32,4,128,32,10,24,1,2.6690910000000003,16,0.0010619835215293371,8,True,1,26,16,2.6697492121110336,28,1
82,1,4,8,1024,8,64,2.8297595447236543,32,False,8,DLMT,128,False,False,True,False,16,32,24,True,8,24,512,16,10,1,1,2.8303040000000004,1,0.0008784440790398011,1,True,1,10,32,2.8308484552763464,1,2
83,1,1,1,1,1,1,1.909111392723236,1,True,1,DLMT,1,False,False,False,False,1,1,1,False,1,1,1,1,10,1,1,1.909994,1,0.0014240308985411687,1,True,1,1,1,1.910876607276764,1,1
84,2048,64,4,1,2,16,2.9090577106534847,1024,False,1,DLMT,64,False,True,False,False,2,16,10,True,4,2,128,16,10,1,4,2.90963,4,0.000923352587043518,4,True,1,6,1,2.910202289346515,1,1
85,32,64,32,512,2,512,4.852757737732346,32,False,1,DLMT,1024,True,False,False,False,2,16,29,True,16,15,512,8,10,1,8,4.853484,1,0.0011717781359966946,1,True,1,9,64,4.854210262267654,10,1
86,8,2048,128,256,128,32,2.9590449495757736,128,False,2048,DLMT,2048,True,True,True,True,2,8,23,True,8,22,1,1,10,1,16,2.9593130000000003,2,0.00043248236958283757,8,True,1,9,128,2.959581050424227,1,30
87,8,1,2,16,1,2048,1.8649097884417116,1,False,256,DLMT,16,False,True,True,False,32,1,1,False,2,9,8,4,10,4,32,1.8657300000000003,16,0.0013233593616248191,4,True,19,1,1,1.866550211558289,27,1
88,32,32,16,512,1,64,3.0651924692674917,16,False,1,DLMT,2048,True,False,False,True,2,64,14,False,4,21,2048,4,10,1,1,3.065274,32,0.00013154466921921532,4,True,1,20,2048,3.0653555307325084,13,1
89,8,1024,1,64,4,16,2.1960398541025743,1,False,1,DLMT,16,True,True,False,True,4,4,26,True,32,11,128,4,10,1,4,2.1961389999999996,8,0.00015996562130659613,1,True,18,1,1024,2.196238145897425,12,1
90,2,1,32,64,4,32,5.645322714397386,8,False,128,DLMT,512,False,False,True,False,16,4,27,False,2,5,128,1,10,1,1,5.645518,32,0.0003150809419816273,4,True,15,1,256,5.645713285602614,1,13
91,32,16,256,32,256,256,inf,2,False,32,DLMT,256,False,False,False,False,32,1,1,False,1,5,2048,16,1,29,8,inf,1,inf,16,False,2,1,256,inf,9,1
92,4,64,16,4,8,2048,3.0116667845168577,4,False,128,DLMT,64,False,False,True,True,2,512,2,True,2,2,1,8,10,1,8,3.011876,1,0.00033755592129305705,4,True,1,25,64,3.0120852154831423,19,1
93,256,16,32,1024,1,256,2.206431408065005,4,False,32,DLMT,1024,True,False,False,False,2,256,1,False,8,5,64,2,10,11,16,2.2068389999999996,8,0.0006576237526123374,8,True,1,19,32,2.207246591934994,19,1
94,2,16,2,512,8,256,2.9307215609591974,1,False,1,DLMT,32,False,True,True,True,1,2,14,True,4,17,2048,4,10,1,4,2.9315630000000006,32,0.00135760855919519,4,True,1,18,512,2.9324044390408037,20,1
95,1,1,4,2048,2,16,2.705031684086477,64,False,2048,DLMT,512,False,False,False,True,4,2,1,True,16,18,32,8,10,9,8,2.705302,1,0.0004361375929680918,16,True,3,1,256,2.705572315913523,22,1
96,4,64,16,32,1,2,2.5956801102751372,128,False,128,DLMT,1024,False,False,True,True,1,1,1,True,4,18,512,1,10,8,4,2.600188,4,0.007273194346365241,8,True,1,3,1024,2.604695889724863,1,29
97,2,4,1,8,1024,2048,4.725786098892872,8,False,8,DLMT,2,False,False,False,False,8,4,27,True,2,19,2048,1,10,1,8,4.725906,4,0.00019345283662950105,2,True,1,9,32,4.726025901107128,1,12
98,256,2,16,1024,64,64,inf,64,False,2048,DLMT,32,True,False,False,False,32,16,1,True,2,20,1024,2,1,24,32,inf,16,inf,1,False,10,1,1,inf,10,1
99,2048,16,2,2048,64,2048,2.5157471273729732,64,False,2048,DLMT,2,True,True,False,True,32,256,13,False,2,28,128,4,10,1,32,2.516179,4,0.0006967991102176089,16,True,1,15,64,2.516610872627027,1,30
100,2,128,8,1024,1,2048,5.623784544232514,32,False,256,DLMT,16,False,False,True,False,16,16,1,True,2,22,1,32,10,10,2,5.624117,32,0.0005363963087119999,1,True,1,25,128,5.624449455767486,1,25
101,2048,16,2,2048,16,1024,2.0991536695599353,4,False,1024,DLMT,16,True,False,False,True,2,16,25,False,1,29,2048,1,10,1,1,2.099265,4,0.00017962460855909832,2,True,3,1,1,2.0993763304400646,10,1
102,64,4,512,64,256,256,2.5468113096579432,2,False,32,DLMT,1024,True,True,True,True,2,64,16,False,8,6,2048,8,10,1,2,2.5470420000000003,4,0.0003722042450052829,8,True,1,11,1024,2.5472726903420573,1,18
103,8,128,4,1,1,512,3.8195265461714514,2,False,1024,DLMT,256,True,True,True,False,8,512,6,True,1,22,128,16,10,1,1,3.8202109999999996,2,0.001104322869454418,4,True,8,1,8,3.820895453828548,6,1
104,2,512,4,2,64,2,2.4630413644942606,16,False,1024,DLMT,1024,True,False,False,False,1,2,10,True,8,11,1,1,10,1,16,2.463228,2,0.00030112455894531625,8,True,29,1,1,2.4634146355057394,23,1
105,1024,16,1,2048,2,1024,2.9769594285647027,16,False,2048,DLMT,1,False,False,True,True,8,256,10,True,8,26,2048,32,10,1,1,2.9771449999999997,1,0.00029940774873071216,16,True,1,27,32,2.9773305714352967,6,1
106,64,2,2,2048,1,1024,4.002448756501873,64,False,512,DLMT,256,False,True,True,True,8,1024,6,True,4,29,1024,8,10,1,4,4.002543,16,0.00015205591076970364,1,True,1,22,128,4.002637243498127,1,28
107,1,64,1,32,4,512,3.1912358228574713,64,False,256,DLMT,8,False,False,True,True,32,128,1,True,1,15,2048,16,10,29,2,3.1916599999999997,4,0.0006843829337440199,8,True,1,13,64,3.192084177142528,28,1
108,2,64,32,32,64,2048,2.608342361877562,128,False,2048,DLMT,32,False,False,True,True,2,128,25,True,2,30,64,16,10,1,8,2.608792,1,0.0007254626110283535,4,True,1,1,1,2.6092416381224384,1,26
109,8,32,1024,1024,8,1024,inf,1024,False,64,DLMT,2048,True,False,True,True,1,1024,1,False,1,21,32,2,1,22,4,inf,8,inf,8,False,1,28,1,inf,1,15
110,2,16,128,8,128,16,2.3775737717710057,256,False,1024,DLMT,2048,True,False,True,True,2,8,1,False,2,28,2048,8,10,8,1,2.3777220000000003,2,0.0002391568522957466,8,True,1,5,1024,2.377870228228995,1,28
111,16,4,1,512,128,1024,1.8934774851904204,8,False,64,DLMT,2048,True,True,False,True,1,1,1,False,4,25,1,4,10,22,1,1.8936610000000003,2,0.0002960895134920911,4,True,16,1,64,1.8938445148095802,1,9
112,512,8,8,2048,64,2048,4.17360327644944,16,False,16,DLMT,512,False,True,True,False,16,2,20,True,4,24,2048,8,10,1,1,4.1738219999999995,1,0.00035289658541840516,1,True,20,1,512,4.174040723550559,2,1
113,1024,16,1,2048,32,128,4.606389896122387,8,False,16,DLMT,1024,False,True,False,False,2,4,24,False,32,12,128,8,10,1,1,4.606955,2,0.0009117592884089386,2,True,1,19,128,4.607520103877613,30,1
114,1,8,64,1024,256,1024,2.083821933169628,1,False,8,DLMT,128,True,True,False,False,4,128,1,False,4,20,1,2,10,28,16,2.084067,1,0.00039539979767318526,32,True,23,1,1024,2.084312066830372,1,29
115,16,64,2,64,2048,128,4.19175807445426,1024,False,2048,DLMT,64,True,False,False,False,2,8,23,False,32,19,2048,16,10,1,1,4.1928469999999995,32,0.0017569123484112647,2,True,1,25,1,4.193935925545739,22,1
116,2048,8,4,2048,1,1,2.124041561163274,16,False,1,DLMT,32,True,False,False,True,32,128,1,False,2,2,1,4,10,30,32,2.124165,2,0.0001991607391029157,32,True,20,1,1,2.124288438836726,1,17
117,4,1,32,16,4,1,2.9146423838411057,64,False,128,DLMT,128,True,False,True,True,1,1024,9,False,2,17,512,4,10,1,32,2.915012,2,0.000596352244902255,1,True,1,30,256,2.915381616158894,13,1
118,2,128,64,512,4,256,2.580679645249435,2048,False,128,DLMT,64,False,False,False,True,1,1,22,False,2,1,32,32,10,1,1,2.5812,4,0.0008395594082612205,16,True,1,11,2048,2.5817203547505647,1,14
119,2,128,8,512,512,64,1.8538624038261813,64,False,1024,DLMT,16,True,True,True,False,4,64,1,True,16,29,1,2,10,20,8,1.854085,4,0.00035914481758758605,2,True,5,1,2048,1.8543075961738187,1,4
120,1,32,32,1,32,1,2.8849473937230847,4,False,1,DLMT,2048,True,False,True,True,2,1,1,False,1,4,1,16,10,30,2,2.88538,4,0.0006979828078111768,32,True,21,1,4,2.8858126062769154,1,18
121,4,8,8,512,8,256,4.9872307982567206,16,False,8,DLMT,2048,False,False,True,False,1,16,20,False,1,20,16,32,10,1,2,4.987407,2,0.0002842903445421808,2,True,28,1,1024,4.98758320174328,29,1
122,2048,64,8,1,128,128,2.0500223214543665,1,False,128,DLMT,2048,False,False,True,True,1,2,1,True,4,30,256,4,10,20,1,2.050125,1,0.00016566532527965156,32,True,1,17,128,2.0502276785456335,7,1
123,128,16,128,256,16,512,5.423106514385584,8,False,512,DLMT,2048,False,False,False,False,2,16,1,False,32,7,2048,1,10,9,8,5.423437,1,0.0005332175916076499,32,True,1,20,1024,5.423767485614416,1,26
124,8,4,8,256,8,1024,2.5456164222936173,4,False,16,DLMT,1,True,True,True,False,2,32,1,True,2,18,256,2,10,28,8,2.5458220000000003,8,0.00033168659906608405,1,True,11,1,256,2.546027577706383,1,10
125,8,4,64,256,2,1,2.1139070099844424,16,False,2048,DLMT,128,True,False,False,False,2,8,1,False,8,30,1,32,10,26,4,2.1145259999999997,1,0.0009987011565027138,4,True,1,1,32,2.115144990015557,22,1
126,32,1,1,32,64,2048,2.1980926026551146,32,False,16,DLMT,4,True,False,False,True,8,16,14,True,2,24,1024,1,10,1,2,2.1981990000000002,2,0.000171665372163342,32,True,1,30,512,2.198305397344886,25,1
127,32,8,4,32,4,2048,2.1268370160029613,8,False,256,DLMT,4,True,True,True,False,1,32,19,True,1,30,64,16,10,1,1,2.1271370000000003,1,0.0004840051652616892,4,True,1,7,64,2.1274369839970393,1,14
128,16,512,128,16,4,256,inf,32,False,1,DLMT,1024,True,False,True,True,32,1,15,False,1,15,32,8,1,1,8,inf,32,inf,2,False,1,10,128,inf,1,18
