id,T2_J,T2_I,T3_J,T3_I,mean_confidence_interval_inf,T2_Ja,baseline,T2_Ia,technique,T3_Ja,VEC2,VEC3,cost_std,U2_J,SCREP,RT2_I,runs,U2_I,RT2_J,OMP3,cost_mean,RT3_I,OMP2,RT3_J,correct_result,T3_Ia,mean_confidence_interval_sup,U3_I,U3_J
1,16,4,512,8,7.004452848764568,2048,False,4,RS,2048,False,True,0.01148468584681366,1,True,32,10,11,1,False,7.011571000000001,8,True,8,True,8,7.018689151235434,28,1
2,32,32,64,16,7.011445290039396,128,False,128,RS,64,False,True,0.0006997635314877284,26,True,32,10,1,8,False,7.011879,8,False,32,True,1,7.012312709960605,15,1
3,2048,2,2,8,6.994552230280167,1,False,512,RS,2,True,False,0.006070990446376905,5,False,32,10,1,32,False,6.998315,32,True,1,True,64,7.002077769719833,1,9
4,2,32,32,1,6.988115628407939,32,False,1024,RS,256,False,True,0.0031790696752352302,1,True,1,10,18,8,False,6.990086,1,True,32,True,128,6.992056371592061,15,1
5,1,2,1024,32,6.969242482812212,512,False,8,RS,2048,True,False,0.0038779226397646555,1,True,8,10,16,1,False,6.971646,32,True,1,True,1024,6.974049517187788,25,1
6,32,4,512,2,7.00157280627813,1024,False,8,RS,1024,False,True,0.0008231652325019742,12,False,32,10,1,8,False,7.002083000000001,32,False,1,True,16,7.0025931937218715,1,12
7,1,128,2,2,6.9790537801606956,2048,False,512,RS,1,True,True,0.0005811918788146308,27,False,1,10,1,32,False,6.979414,8,False,1,True,2,6.979774219839305,12,1
8,32,1,8,1024,6.965776352658474,1,False,1024,RS,512,False,True,0.0007771074571770448,1,False,1,10,22,1,False,6.966257999999999,8,False,1,True,2048,6.966739647341524,3,1
9,8,2,4,64,6.960983879264747,64,False,512,RS,2048,True,True,0.0009956851912126055,1,False,1,10,13,1,False,6.961601,32,False,1,True,512,6.962218120735253,1,15
10,64,4,2,32,7.060546293606409,256,False,4,RS,64,True,False,0.0031973576590678915,19,True,1,10,1,32,False,7.062528,32,True,1,True,2048,7.064509706393592,6,1
11,8,2,8,16,7.000581532396951,128,False,32,RS,8,True,True,0.0038149186098789343,1,False,8,10,13,32,False,7.002946,8,True,1,True,128,7.005310467603048,18,1
12,128,16,16,2,6.9770574983609706,512,False,16,RS,512,False,True,0.0009446697835751977,7,False,32,10,1,1,False,6.977642999999999,32,False,8,True,2,6.978228501639027,1,4
13,16,32,128,8,6.966608503297764,64,False,128,RS,1024,False,True,0.0030743981524843185,27,True,1,10,1,32,False,6.968514000000001,1,True,8,True,8,6.970419496702237,1,13
14,2,128,32,8,6.971765864056108,256,False,128,RS,2048,True,True,0.000740786743941938,1,True,32,10,12,8,False,6.972225,1,False,8,True,8,6.972684135943892,4,1
15,1,8,32,1,7.012012740721381,256,False,1024,RS,256,False,True,0.005289263559324645,11,True,32,10,1,8,False,7.0152909999999995,32,True,1,True,16,7.018569259278618,1,1
16,512,4,16,64,7.003484446066412,1,False,512,RS,256,False,True,0.0007237133410405092,1,True,32,10,6,1,False,7.003933000000001,32,False,32,True,2048,7.00438155393359,1,12
17,1024,2048,1,256,6.98204436228628,1024,False,1,RS,1024,False,False,0.0035102535520957438,1,False,8,10,30,1,False,6.984219999999999,32,True,32,True,256,6.986395637713717,1,15
18,16,2,2,64,7.012452399925522,16,False,2048,RS,128,True,False,0.0005995531669501167,22,False,8,10,1,1,False,7.012824,32,False,32,True,512,7.013195600074479,1,6
19,4,16,128,2,6.993482867079471,4,False,256,RS,256,True,False,0.0010650826259028863,1,True,1,10,25,8,False,6.994142999999999,8,False,8,True,256,6.994803132920528,14,1
20,1,1024,256,8,6.960254612209719,4,False,1,RS,1,True,False,0.0009251248564382722,18,True,8,10,1,32,False,6.960828000000001,8,False,8,True,64,6.961401387790283,1,11
21,1024,2,2,64,7.081450006301946,1024,False,1024,RS,8,True,False,0.0010632445626478108,29,True,32,10,1,8,False,7.082109,8,False,1,True,256,7.082767993698054,29,1
22,4,16,2048,128,6.996818006408518,64,False,1,RS,1,False,True,0.0005485581099574319,1,True,32,10,6,8,False,6.997158000000001,8,False,1,True,2048,6.997497993591483,5,1
23,1,64,2,32,6.983178137192975,8,False,64,RS,128,True,False,0.0006580607874656913,4,False,32,10,1,8,False,6.983586000000001,32,False,8,True,256,6.983993862807027,15,1
24,32,8,2,64,7.001968405640117,32,False,1024,RS,1024,True,True,0.0011142302275561754,1,True,1,10,4,32,False,7.0026589999999995,8,False,1,True,128,7.003349594359882,1,7
25,8,32,4,32,6.993993308232358,16,False,256,RS,1,True,False,0.00035445874231001525,27,True,1,10,1,8,False,6.994212999999999,1,False,1,True,2048,6.99443269176764,1,10
26,16,256,256,4,7.009427780037729,64,False,256,RS,512,True,True,0.003506352663381121,8,True,8,10,1,8,False,7.011601000000001,8,True,1,True,512,7.013774219962272,1,14
27,4,32,256,4,7.026612345714295,512,False,64,RS,512,True,True,0.008024675943612876,9,True,8,10,1,8,False,7.031586,32,True,1,True,16,7.036559654285705,9,1
28,2048,1,8,8,6.958188861250123,1,False,2048,RS,2048,True,True,0.000905361806130343,1,True,8,10,8,8,False,6.95875,8,False,32,True,64,6.959311138749878,1,7
29,2,2,32,128,6.97440403827908,256,False,128,RS,32,True,True,0.0011035288849866797,26,True,8,10,1,8,False,6.9750879999999995,8,False,1,True,512,6.975771961720919,1,14
30,2048,128,1024,2,7.029784082343465,2048,False,512,RS,1024,True,False,0.006051867893468914,1,True,32,10,25,1,False,7.0335350000000005,8,True,1,True,8,7.037285917656536,13,1
31,2,1,8,32,7.019550121376627,16,False,2,RS,64,True,True,0.005324145001781867,1,False,32,10,22,32,False,7.02285,1,True,32,True,1,7.026149878623373,1,13
32,32,64,4,4,7.011977763285771,32,False,64,RS,1,True,False,0.00104266197782406,1,True,1,10,28,8,False,7.012624,32,False,1,True,1024,7.013270236714228,1,12
33,256,128,256,8,6.985031882489907,1024,False,2048,RS,1,False,False,0.006733060596786648,1,True,32,10,5,32,False,6.989205000000001,1,True,32,True,16,6.993378117510095,1,30
34,16,1,2,16,6.987493304259139,16,False,4,RS,512,False,True,0.0010272682220335094,21,True,32,10,1,8,False,6.98813,8,False,8,True,2048,6.9887666957408605,1,17
35,64,1,4,16,6.990324919389663,512,False,512,RS,32,True,True,0.001023048874687866,1,True,1,10,4,32,False,6.990958999999999,8,False,1,True,2048,6.991593080610335,1,18
36,16,4,2,4,7.037886236372036,128,False,4,RS,256,True,True,0.005169069548767989,9,True,1,10,1,32,False,7.04109,8,True,8,True,2048,7.044293763627963,1,20
37,16,1,256,32,7.043283773622641,128,False,8,RS,1,True,True,0.0035805810980899903,1,False,32,10,22,1,False,7.045503000000001,1,True,8,True,512,7.047722226377361,6,1
38,1,2,64,32,6.979432636647588,8,False,1,RS,512,False,True,0.0010848156525419845,1,True,8,10,28,1,False,6.980105,8,False,1,True,1024,6.980777363352412,1,17
39,32,16,16,8,6.977599116020843,64,False,1,RS,128,True,True,0.0008420267216663174,15,True,1,10,1,8,False,6.978121,1,False,8,True,256,6.978642883979156,1,19
40,8,64,16,2,6.993882229124246,256,False,1024,RS,1024,True,False,0.0016534028547211667,23,True,32,10,1,1,False,6.994907,1,False,8,True,128,6.995931770875755,20,1
41,64,1,32,1,7.000647245154974,64,False,64,RS,256,True,True,0.0010241367096242655,3,True,32,10,1,32,False,7.001282000000001,8,False,8,True,128,7.001916754845027,1,1
42,2,2048,128,32,7.018293860048538,256,False,1,RS,1,False,True,0.0009763549559458796,1,False,8,10,14,8,False,7.018898999999999,8,False,32,True,1,7.019504139951461,1,1
43,256,8,512,16,6.989974878921948,1,False,1,RS,2048,True,False,0.006453941818764816,16,True,1,10,1,32,False,6.993975000000001,1,True,1,True,128,6.997975121078054,1,17
44,4,256,2,1,6.96806850491647,256,False,512,RS,16,False,False,0.0060947488873620255,1,False,32,10,28,32,False,6.971846000000001,8,True,8,True,256,6.975623495083532,30,1
45,128,1,2,32,6.9997224059720455,1024,False,256,RS,64,False,False,0.0026260198019054663,1,False,8,10,22,8,False,7.0013499999999995,8,True,1,True,2048,7.0029775940279535,1,19
46,1,512,32,8,6.969906784071655,64,False,2048,RS,64,False,False,0.003801605055762545,1,False,32,10,7,32,False,6.972263,32,True,1,True,128,6.974619215928345,1,14
47,32,32,2,1,6.980007862710773,128,False,64,RS,2,True,True,0.000781124829972695,1,False,1,10,17,32,False,6.980492,1,False,32,True,512,6.980976137289227,6,1
48,2,512,64,8,6.986343570692818,512,False,1,RS,512,False,True,0.0031823896681582127,1,True,8,10,4,8,False,6.988316,1,True,32,True,64,6.990288429307182,1,9
49,1024,128,2,2,6.977803072782395,2048,False,1,RS,4,False,False,0.0012712706242180628,1,False,1,10,22,8,False,6.978591,8,False,8,True,128,6.9793789272176046,24,1
50,16,1,2,1,7.013316869151335,128,False,256,RS,512,True,False,0.007659194735740908,1,False,1,10,3,8,False,7.018064,1,True,32,True,128,7.022811130848665,1,1
51,2,4,256,64,6.973471769102392,16,False,2048,RS,512,True,False,0.0033385728987098224,22,False,32,10,1,32,False,6.975541,8,True,1,True,1,6.977610230897607,22,1
52,4,8,2,256,6.950145857734595,32,False,1,RS,512,True,True,0.0007617716193192276,7,False,1,10,1,1,False,6.950618,1,False,1,True,1,6.9510901422654054,21,1
53,1,16,32,2,6.976034767692142,64,False,128,RS,1024,False,False,0.01029571386548782,1,False,8,10,2,1,False,6.982416000000001,1,True,32,True,256,6.988797232307859,22,1
54,1,16,128,32,6.974751486495227,16,False,64,RS,256,False,True,0.0062383744677600335,23,False,32,10,1,1,False,6.978618,1,True,1,True,128,6.982484513504773,25,1
55,16,64,8,1,7.025981622769121,1,False,2048,RS,8,False,False,0.00530236136075237,1,False,1,10,16,1,False,7.029267999999999,32,True,32,True,4,7.032554377230877,3,1
56,512,4,16,128,7.064396681768206,2048,False,128,RS,32,False,True,0.009387487683081147,1,False,32,10,9,32,False,7.070215,8,True,8,True,1,7.0760333182317945,1,14
57,32,4,128,2,6.969887952474351,2048,False,512,RS,2048,True,False,0.0033366636030620887,1,True,32,10,16,8,False,6.9719560000000005,8,True,1,True,8,6.97402404752565,7,1
58,512,256,16,512,6.954841689663237,1024,False,1,RS,1,False,True,0.002491646844960264,11,True,8,10,1,8,False,6.956386,8,True,1,True,512,6.957930310336764,20,1
59,128,1,2,8,6.978224304534538,1,False,2048,RS,64,True,False,0.0012644429603583982,9,True,1,10,1,1,False,6.979008,1,False,8,True,8,6.979791695465463,1,5
60,1,256,8,8,6.97413402858124,16,False,256,RS,1,False,False,0.0026508302472999707,5,True,1,10,1,1,False,6.975776999999999,8,True,1,True,32,6.977419971418758,4,1
61,2048,1024,64,512,6.978013523654617,2048,False,1024,RS,128,False,True,0.003774596799659503,19,False,8,10,1,8,False,6.980352999999999,8,True,8,True,1,6.982692476345381,1,20
62,32,16,128,512,6.9853945275812634,512,False,256,RS,1024,True,True,0.0008139342725306511,4,True,8,10,1,32,False,6.985899000000001,1,False,8,True,2048,6.986403472418738,1,1
63,128,16,2,1,6.955865561671601,1,False,16,RS,8,True,True,0.009014977592872927,1,False,32,10,20,32,False,6.961453000000001,1,True,8,True,32,6.9670404383284,1,25
64,2,8,4,16,6.980289291375958,32,False,16,RS,256,True,False,0.0009708187266425595,1,True,8,10,11,32,False,6.980891,32,False,1,True,1024,6.9814927086240415,1,20
65,8,64,8,16,7.034897483547503,1024,False,512,RS,1,False,True,0.0007881903323434697,7,False,1,10,1,1,False,7.035386,8,False,1,True,1,7.0358745164524965,1,27
66,2048,64,4,1,7.001363533566337,2048,False,512,RS,32,False,True,0.004068226271976499,22,False,1,10,1,8,False,7.0038849999999995,1,True,1,True,512,7.006406466433662,1,25
67,1024,4,64,2,6.970061592266669,1,False,64,RS,256,True,False,0.0009622660754697053,1,True,8,10,20,1,False,6.970658,8,False,1,True,256,6.971254407733332,21,1
68,4,32,16,32,6.9893601658419096,1,False,512,RS,64,False,False,0.0030894635456661596,2,False,8,10,1,8,False,6.991275,32,True,1,True,1024,6.99318983415809,25,1
69,256,2048,2,64,7.012334001665636,256,False,1,RS,2,True,True,0.001169738859746031,1,True,8,10,3,1,False,7.013059,1,False,1,True,1,7.013783998334365,1,24
70,2,8,32,16,6.97896436910408,64,False,16,RS,128,False,True,0.002937472553063156,1,False,1,10,24,8,False,6.980785,1,True,8,True,16,6.98260563089592,1,18
71,1,1,256,32,7.000396366645566,512,False,32,RS,256,True,True,0.0025970413935861103,1,True,1,10,23,1,False,7.002006,8,True,8,True,1,7.003615633354434,1,22
72,1024,8,64,16,6.958731720363375,2048,False,512,RS,2048,True,True,0.0007103632873397699,1,False,1,10,13,8,False,6.959172,32,False,8,True,1024,6.959612279636624,5,1
73,1,4,1,16,7.00012661114101,512,False,1,RS,1024,False,True,0.001196183932344887,30,False,1,10,1,8,False,7.000868,1,False,1,True,1,7.00160938885899,1,21
74,32,64,128,1,7.014100123890161,64,False,512,RS,1,False,False,0.0026571302188639605,1,False,1,10,12,32,False,7.015746999999999,32,True,32,True,4,7.017393876109837,11,1
