id,RT1_K,RT1_J,T1_Ja,RT1_I,T2_K,T2_J,T2_I,T2_Ja,U2_I,mean_confidence_interval_inf,T1_I,T1_J,T1_K,technique,RT2_J,VEC2,VEC1,SCR,T1_Ia,T1_Ka,OMP1,U1_K,U1_J,U1_I,T2_Ka,RT2_I,runs,T2_Ia,U2_J,U2_K,cost_mean,RT2_K,OMP2,cost_std,correct_result,mean_confidence_interval_sup
71,1,1,1,1,128,256,1,1,1,0.23228541823352827,256,64,256,RS,8,True,False,False,1024,1024,False,27,4,1,128,8,35,2048,3,7,0.23376231428571426,1,True,0.004457956852777344,True,0.23523921033790024
72,8,1,128,1,256,64,256,128,1,0.1299842544290902,128,128,1,RS,8,False,True,True,2048,256,True,11,1,5,2048,1,35,512,16,17,0.1329492,8,True,0.008949580037393611,True,0.13591414557090978
73,1,32,1,1,64,1,64,256,1,0.28679019285674695,1,512,16,RS,8,False,True,False,64,2048,False,7,24,1,256,8,35,256,23,10,0.28862137142857147,1,True,0.005527345713221614,True,0.290452550000396
74,8,1,1024,1,16,64,16,1024,16,0.13466093397493914,128,128,1,RS,8,False,True,True,2048,256,False,20,1,13,128,1,35,128,14,1,0.13468937142857143,1,False,8.583741632188448e-05,True,0.13471780888220372
75,1,32,2048,1,256,512,16,1,1,0.09890526409487957,32,16,64,RS,32,False,False,True,512,1,False,28,1,30,512,1,35,64,21,3,0.10129384857142858,1,True,0.007209855101114682,True,0.10368243304797758
76,8,1,64,1,32,1,64,64,29,0.14042856272748552,32,64,128,RS,8,True,True,False,256,1024,False,1,24,30,512,8,35,1,1,24,0.14053308571428577,1,False,0.0003154988224047353,True,0.14063760870108602
77,1,1,1,32,16,128,512,128,1,0.18817395026906317,512,16,128,RS,8,False,False,False,1024,128,False,1,6,19,1024,1,35,1024,6,3,0.1909228,1,True,0.00829730262813507,True,0.19367164973093684
78,1,1,1024,32,64,64,16,128,7,0.24802449647618732,512,256,1,RS,1,False,True,False,1,256,True,10,10,1,1,1,35,128,1,27,0.2503974285714286,8,False,0.007162608959174086,True,0.25277036066666986
79,8,1,1,8,64,64,32,64,22,0.10574041770127329,256,1,512,RS,1,False,True,True,2048,512,False,1,1,29,512,1,35,128,18,1,0.10586665714285715,8,False,0.00038104914890018055,True,0.105992896584441
80,1,8,1,1,1,256,512,2048,24,0.10768714334341078,128,32,32,RS,1,False,True,True,256,128,False,23,1,6,512,1,35,512,1,15,0.10886625714285715,32,True,0.003559111986700832,True,0.11004537094230352
81,1,8,1,8,64,256,16,1,1,0.17491490685484046,16,16,16,RS,1,True,False,False,2048,64,True,28,13,1,256,1,35,512,8,27,0.1784162857142857,32,True,0.010568784348451887,True,0.18191766457373093
82,1,1,128,32,32,1,16,2048,26,0.1999838026477257,64,64,16,RS,1,True,False,True,1,64,False,22,1,10,1024,8,35,512,1,2,0.20003,1,False,0.0001394450224486848,True,0.20007619735227433
83,8,1,128,8,64,256,64,256,1,0.21623560219619462,1,128,32,RS,8,False,False,False,256,128,True,18,1,21,64,1,35,128,24,7,0.21736560000000002,1,False,0.003410857145729125,True,0.21849559780380542
84,8,1,512,1,512,32,64,1024,4,0.176754297467476,256,128,64,RS,1,False,False,False,2048,64,False,21,20,1,1,1,35,512,1,26,0.17686654285714287,1,False,0.00033880861372564893,True,0.17697878824680974
85,8,8,256,1,16,128,512,2048,13,0.12028584013296795,1,256,256,RS,8,False,True,False,1024,256,True,18,3,1,1024,1,35,1024,26,1,0.12150499999999997,8,False,0.0036799895807305906,True,0.122724159867032
86,8,8,64,1,512,1,1,2048,28,0.1369817147009091,32,16,32,RS,8,False,False,False,1024,64,False,19,1,10,1024,1,35,1024,6,1,0.1377402857142857,1,True,0.002289718929368887,True,0.1384988567276623
87,1,1,512,8,256,64,128,1,1,0.1547599821034815,64,512,16,RS,8,True,True,True,512,1024,True,5,8,1,2048,1,35,1024,1,1,0.1553210857142857,1,True,0.001693670778793441,True,0.15588218932508993
88,32,1,2048,1,16,16,128,64,27,0.19238738788111215,1,256,16,RS,1,False,True,True,2048,128,False,14,14,1,128,8,35,128,8,1,0.19387077142857143,1,True,0.004477539120580247,True,0.1953541549760307
89,1,8,64,1,64,16,16,2048,11,0.27426273832319775,1,32,16,RS,1,True,False,False,2048,2048,False,1,25,10,1024,1,35,1,24,1,0.27484382857142853,8,True,0.0017539997147045592,True,0.2754249188196593
90,1,1,256,8,256,32,256,128,19,0.09981272249725733,32,1,256,RS,8,False,True,True,1,256,True,1,16,12,1024,1,35,1024,1,2,0.10327011142857144,8,False,0.010436002355247269,True,0.10672750035988555
91,1,8,2048,1,512,32,16,2048,1,0.27064326010392203,512,512,1,RS,8,False,False,True,512,256,False,11,23,1,1,8,35,1024,22,16,0.2726584857142857,1,True,0.0060828849845702485,True,0.27467371132464935
92,1,1,1024,8,512,16,32,256,3,0.17093274022377955,64,256,16,RS,1,False,False,False,1024,128,True,24,27,1,1024,1,35,1024,12,1,0.1726486,8,False,0.005179260135799872,True,0.17436445977622048
93,8,1,1024,1,128,32,512,64,7,0.1723682736908739,1,1,64,RS,1,False,True,False,1,128,False,1,22,26,2048,32,35,1024,1,9,0.17243037142857137,1,False,0.0001874397557638614,True,0.17249246916626884
94,1,1,1024,1,128,1,1,2048,13,0.10665779613578065,32,128,128,RS,8,True,True,False,1,1024,True,1,30,13,1,1,35,2048,1,1,0.10993474285714287,1,False,0.009891344127476472,True,0.1132116895785051
95,8,1,512,1,64,64,1,1,1,0.1831433821463505,32,16,128,RS,8,True,False,True,64,256,True,5,22,1,256,1,35,512,11,8,0.18378880000000003,8,False,0.0019481702448341464,True,0.18443421785364955
96,1,1,256,8,128,16,1,1,26,0.17519854591326486,32,256,512,RS,32,False,False,False,64,1024,False,29,20,1,1,1,35,128,1,12,0.17523617142857142,1,False,0.00011357124528286927,True,0.17527379694387799
97,8,1,2048,1,512,256,32,1024,26,0.12209109720744504,1,32,128,RS,1,True,True,True,128,1024,False,1,19,9,512,1,35,64,1,9,0.12351279999999998,32,True,0.0042913580121648484,True,0.12493450279255491
98,1,8,512,8,32,16,512,64,27,0.17597929978493942,16,64,1,RS,1,True,False,True,256,128,True,5,1,6,1,8,35,2048,1,23,0.1771803142857143,1,True,0.003625218454670233,True,0.17838132878648916
99,8,1,1024,8,1,32,32,128,23,0.08162037310588613,32,64,128,RS,1,True,False,False,512,1,False,1,2,19,128,1,35,512,1,18,0.08162897142857142,32,False,2.5953723337933106e-05,True,0.08163756975125672
100,1,8,1024,1,1,1,16,128,1,0.08743855157341299,32,512,128,RS,1,False,True,True,1,128,True,12,1,28,64,1,35,1024,11,26,0.08929420857142857,32,False,0.00560123294964709,True,0.09114986556944416
101,8,1,64,8,16,16,1,128,14,0.08802469231309482,128,16,256,RS,1,True,False,True,128,1024,True,17,18,1,2048,1,35,1,1,7,0.08929414000000001,1,True,0.0038317815303962354,True,0.0905635876869052
102,8,8,1024,1,16,16,128,128,1,0.19358907260528355,128,256,128,RS,32,True,True,True,128,1,False,27,19,1,1,1,35,1,8,28,0.19809111428571427,1,True,0.013589248566992593,True,0.202593155966145
103,1,1,512,32,16,32,64,1024,3,0.25699348290859353,128,1,1,RS,1,True,False,False,512,2048,True,18,25,1,2048,1,35,1,1,8,0.25894831428571435,1,False,0.0059005871948545644,True,0.2609031456628352
104,8,1,512,1,64,64,16,512,14,0.1262103248256738,32,128,1,RS,8,True,True,False,256,256,True,1,17,19,1024,1,35,256,24,1,0.13212834285714284,1,True,0.017863321524354,True,0.13804636088861189
105,1,32,1024,1,32,32,32,256,13,0.14126568003697718,256,256,32,RS,8,True,False,True,256,2048,True,26,1,11,1,8,35,2048,1,15,0.1429841714285714,1,False,0.005187203570797852,True,0.1447026628201656
106,8,8,1,1,256,16,128,512,1,0.1777145952331243,128,256,128,RS,1,True,False,False,256,1,False,30,20,1,512,32,35,1,21,24,0.17893205714285715,1,True,0.0036748643585685662,True,0.18014951905259
107,8,1,1024,1,32,16,32,128,1,0.23369929373700335,1,128,64,RS,8,True,True,True,1,256,True,15,1,23,1024,1,35,2048,15,20,0.24267882857142858,1,True,0.027104398302527224,True,0.25165836340585385
108,1,1,256,8,32,256,128,1,27,0.12448857013564735,64,128,256,RS,1,False,False,False,256,2048,True,1,14,9,64,8,35,512,1,3,0.12616877142857144,1,True,0.005071626304877612,True,0.12784897272149554
109,32,1,2048,1,16,256,16,256,9,0.1281299860494911,16,64,64,RS,1,False,False,True,64,1,False,25,1,18,1,8,35,128,13,1,0.1281446,1,False,4.4111676458733475e-05,True,0.1281592139505089
110,1,8,1024,1,64,64,1,1024,20,0.24258064927364542,128,32,16,RS,32,True,False,False,256,128,True,12,26,1,128,1,35,256,17,1,0.24392988571428573,1,False,0.00407262097265861,True,0.24527912215492603
111,8,1,512,8,512,256,128,1024,20,0.1860306417544301,64,512,64,RS,8,False,False,True,1,2048,True,1,5,1,1,1,35,128,15,1,0.1871651142857143,1,False,0.0034243639473749924,True,0.18829958681699852
112,8,8,2048,1,1,1,128,512,1,0.16153856015703769,512,32,128,RS,1,True,False,False,2048,1,False,25,16,1,64,32,35,1,21,6,0.1616285142857143,1,False,0.0002715232556657846,True,0.1617184684143909
113,1,8,128,1,32,32,16,128,20,0.13075442029011977,32,64,64,RS,32,False,False,False,1024,512,True,22,1,17,64,1,35,1024,6,1,0.13241608571428568,1,False,0.005015676461264386,True,0.13407775113845158
114,32,1,1,1,64,16,64,64,17,0.07092034043076213,16,256,256,RS,1,False,True,False,1,256,True,24,1,25,512,1,35,256,4,1,0.07373673714285715,1,False,0.008501190726483494,True,0.07655313385495217
115,1,8,2048,8,64,512,64,1,1,0.1899502885933761,64,64,128,RS,8,True,False,False,64,256,False,15,28,1,256,1,35,2048,29,11,0.1900650285714286,1,False,0.0003463384377590626,True,0.1901797685494811
116,1,1,1,32,128,16,1,1,8,0.08426022565708159,16,64,64,RS,8,False,True,True,1,1,True,11,10,1,512,1,35,1,29,1,0.08947949428571428,8,True,0.015754171943963523,True,0.09469876291434697
117,8,8,1024,1,128,16,1,2048,19,0.09558019368029914,32,512,16,RS,32,False,True,True,1024,256,False,22,1,3,128,1,35,128,9,1,0.09559675428571428,1,False,4.998758327457626e-05,True,0.09561331489112941
118,1,1,1024,32,64,128,512,256,27,0.1887122031924861,64,64,32,RS,32,False,False,True,64,2048,True,24,28,1,128,1,35,2048,1,16,0.18994448571428574,1,False,0.003719599835400333,True,0.19117676823608537
119,1,1,2048,8,32,32,16,256,13,0.1341158698152447,32,32,32,RS,1,False,False,True,1024,64,False,20,23,1,256,8,35,2048,9,1,0.1341452,8,False,8.853209264764598e-05,True,0.13417453018475528
120,8,1,256,8,256,64,32,1,6,0.18367560528325683,32,1,256,RS,8,True,False,True,1024,1024,True,2,1,17,512,8,35,1,21,1,0.18537805714285716,1,True,0.005138788828635218,True,0.18708050900245748
121,8,1,1024,1,512,256,32,1024,1,0.12272750828059087,1,512,64,RS,1,True,True,False,1024,512,False,30,1,9,512,1,35,1024,3,7,0.12355291428571427,8,True,0.0024914579136542134,True,0.12437832029083767
122,1,32,256,1,64,256,32,512,19,0.1576342993135348,64,128,128,RS,8,False,False,True,64,128,True,13,1,15,256,8,35,1024,1,12,0.15926054285714283,1,False,0.004908756807076556,True,0.16088678640075088
123,8,1,512,8,16,64,128,256,12,0.08787799847058854,32,64,512,RS,1,False,False,True,1,1,False,1,5,22,64,1,35,2048,15,1,0.08790837428571428,8,False,9.168828977373617e-05,True,0.08793875010084003
