id,T2_K,T2_J,T2_I,mean_confidence_interval_inf,RT_K,baseline,T1_J,T1_K,technique,VEC2,VEC1,SCR,ACOPY_x,ACOPY_y,U1_I,RT_J,T1_I,runs,RT_I,U_K,U_J,U_I,cost_std,correct_result,cost_mean,mean_confidence_interval_sup
1,1,64,1,inf,32,False,64,32,RS,True,True,False,True,True,29,1,64,1,1,26,26,1,inf,False,inf,inf
2,64,1024,256,0.13736188711311953,1,False,512,16,RS,True,True,True,False,False,27,8,32,35,1,2,1,21,3.7510967103782824e-05,True,0.13737431428571426,0.13738674145830898
3,256,64,128,0.1230462018245525,1,False,32,256,RS,False,True,False,False,True,17,8,64,35,1,1,6,5,5.4154352341719125e-05,True,0.12306414285714289,0.12308208388973327
4,2048,2048,512,0.1505700256513929,1,False,32,512,RS,False,False,False,True,True,10,8,128,35,1,1,3,3,0.0002065579604382465,True,0.15063845714285715,0.15070688863432138
5,1024,1024,2048,0.0973767008142628,1,False,1,256,RS,True,False,True,True,False,30,8,128,35,8,17,1,11,2.6163308784070064e-05,True,0.09738536857142857,0.09739403632859434
6,1024,128,1024,inf,32,False,128,256,RS,False,True,False,True,True,19,1,16,1,1,22,1,24,inf,False,inf,inf
7,256,128,64,0.12078387021306643,8,False,16,16,RS,False,False,False,False,True,10,1,32,35,8,7,14,1,6.533184365926357e-05,True,0.12080551428571426,0.1208271583583621
8,1024,64,2048,0.10609549777791803,1,False,1,16,RS,True,False,True,False,False,9,1,1,35,8,1,1,22,4.161838290849895e-05,True,0.10610928571428571,0.10612307365065339
9,1,256,128,0.11005937109855676,1,False,1,32,RS,True,False,True,True,True,22,1,16,35,8,9,7,1,3.277288575661736e-05,True,0.11007022857142856,0.11008108604430036
10,2048,512,512,0.17924507776437149,1,False,1,64,RS,True,True,True,True,True,23,8,1,35,1,30,1,27,0.00022183794416056907,True,0.1793185714285714,0.17939206509277134
11,1,1024,64,0.14905370696723455,8,False,512,64,RS,True,False,False,True,False,10,8,32,35,1,6,1,12,3.615741096022909e-05,True,0.14906568571428572,0.14907766446133688
12,1,2048,512,0.09125033874247358,8,False,64,512,RS,False,True,True,False,False,20,1,512,35,8,30,1,15,3.661344617509192e-05,True,0.09126246857142857,0.09127459840038356
13,512,1,128,inf,1,False,16,256,RS,False,False,False,True,True,16,32,32,1,1,19,10,1,inf,False,inf,inf
14,128,64,2048,inf,32,False,32,32,RS,True,True,False,False,True,17,1,256,1,1,8,24,1,inf,False,inf,inf
15,1,1,2048,0.11071582131816439,1,False,16,32,RS,False,False,True,True,True,24,1,128,35,8,1,7,25,0.00019199617343125544,True,0.11077942857142858,0.11084303582469278
