id,RT1_J,T1_Ja,T1_I,T1_J,T1_Ia,cost_mean,technique,points,RT1_I,speedup,U1_J,U1_I,OMP,VEC1,SCR
1,32,2048,128,512,2048,0.9707746,DLMT,133,1,2.5928078464352073,19,1,True,True,True
