id,RT1_J,T1_Ja,runs,T1_I,T1_J,T1_Ia,cost_mean,baseline,technique,RT1_I,cost_std,correct_result,U1_J,U1_I,OMP,mean_confidence_interval_inf,VEC1,mean_confidence_interval_sup,SCR
1,16,1,10,2,128,512,1.324153,False,DLMT,1,0.09268167079309693,True,30,1,True,1.2667093608567517,False,1.3815966391432482,False
2,1,1,10,1,2048,1,3.0366170000000006,False,DLMT,32,0.038357432408856564,True,1,16,True,3.0128432539410333,True,3.060390746058968,True
3,4,256,1,64,16,2048,inf,False,DLMT,8,inf,False,1,7,False,inf,False,inf,False
4,4,512,1,2048,32,2048,inf,False,DLMT,16,inf,False,1,1,True,inf,True,inf,False
5,32,256,10,128,32,1,1.530268,False,DLMT,1,0.06774895184429053,True,1,30,True,1.4882775362030678,False,1.5722584637969321,True
6,1,8,10,4,8,32,1.390152,False,DLMT,1,0.04559021359897317,True,14,1,True,1.3618954120896527,False,1.4184085879103474,False
7,1,2048,1,8,4,1,inf,False,DLMT,8,inf,False,1,1,False,inf,True,inf,True
8,4,8,10,256,2,512,1.4000989999999998,False,DLMT,1,0.07733329793174479,True,29,1,True,1.3521682061101756,True,1.448029793889824,True
9,32,512,10,4,1,4,2.2992090000000003,False,DLMT,1,0.0006750622193546385,True,27,1,False,2.298790599789948,True,2.2996274002100527,False
10,32,2048,1,32,8,2048,inf,False,DLMT,2,inf,False,1,26,False,inf,False,inf,True
11,1,16,10,1,8,64,2.551674,False,DLMT,1,0.0013123505629213908,True,2,1,False,2.5508606116404593,True,2.552487388359541,False
12,2,1,1,32,64,256,inf,False,DLMT,4,inf,False,18,1,False,inf,False,inf,True
13,8,1024,10,1,1024,1024,2.2918700000000003,False,DLMT,1,0.003853113027150881,True,1,14,False,2.2894818596868642,False,2.2942581403131364,True
14,2,1,1,64,1,2048,inf,False,DLMT,4,inf,False,10,1,True,inf,True,inf,True
15,1,2048,1,256,128,1,inf,False,DLMT,2,inf,False,1,1,True,inf,False,inf,False
16,32,32,1,1,2,2048,inf,False,DLMT,4,inf,False,21,1,True,inf,True,inf,True
17,8,2048,1,512,2048,2048,inf,False,DLMT,2,inf,False,17,1,False,inf,False,inf,False
18,32,2,10,2048,2,1,3.340772,False,DLMT,1,0.0009392209537697048,True,1,11,False,3.3401898755186172,False,3.3413541244813825,True
19,2,16,1,16,1,512,inf,False,DLMT,16,inf,False,1,20,True,inf,False,inf,True
20,1,512,1,64,2,256,inf,False,DLMT,32,inf,False,1,6,False,inf,False,inf,True
21,4,8,1,1,1,2048,inf,False,DLMT,32,inf,False,1,1,False,inf,False,inf,True
22,1,1024,1,1024,1,2048,inf,False,DLMT,4,inf,False,30,1,False,inf,False,inf,True
23,32,1,1,32,2048,256,inf,False,DLMT,4,inf,False,9,1,False,inf,True,inf,False
24,8,2048,1,1024,2,1024,inf,False,DLMT,16,inf,False,10,1,False,inf,False,inf,False
25,16,1,1,1,2,4,inf,False,DLMT,4,inf,False,1,22,False,inf,False,inf,False
26,1,256,1,64,128,2048,inf,False,DLMT,32,inf,False,1,25,False,inf,True,inf,False
27,16,1,10,4,1024,4,1.3782299999999998,False,DLMT,1,0.04007114423122953,True,1,1,True,1.353394103866724,False,1.4030658961332756,True
28,16,4,1,2,1,512,inf,False,DLMT,2,inf,False,1,30,True,inf,True,inf,False
29,2,2048,10,1,1024,4,2.255622,False,DLMT,16,0.00039267798512268793,True,29,1,False,2.2553786201355255,False,2.255865379864474,True
30,4,1,1,32,8,1,inf,False,DLMT,32,inf,False,25,1,False,inf,False,inf,False
31,4,2048,10,4,64,32,1.86133,False,DLMT,32,0.00013160547101090692,True,1,4,False,1.8612484315828433,True,1.8614115684171566,True
32,16,32,1,512,32,1,inf,False,DLMT,4,inf,False,6,1,False,inf,False,inf,True
33,2,512,1,2,16,1,inf,False,DLMT,2,inf,False,7,1,True,inf,False,inf,False
34,1,1,10,1,1,1,2.517032,True,DLMT,1,0.0003568977444591613,True,1,1,False,2.5168107965509434,False,2.5172532034490565,False
35,8,512,1,256,16,2048,inf,False,DLMT,16,inf,False,7,1,True,inf,True,inf,True
36,1,512,1,1024,1,1,inf,False,DLMT,4,inf,False,1,1,False,inf,True,inf,False
37,32,32,1,4,1,8,inf,False,DLMT,2,inf,False,1,10,False,inf,False,inf,True
38,1,1024,10,512,4,2048,1.017102,False,DLMT,1,0.3140445594854335,True,1,12,True,0.8224587421086539,True,1.2117452578913461,True
39,2,128,1,1,2,64,inf,False,DLMT,2,inf,False,12,1,False,inf,True,inf,True
40,1,1,1,1,512,128,inf,False,DLMT,16,inf,False,29,1,False,inf,False,inf,True
41,32,1,10,2,2048,2048,1.0283096,False,DLMT,1,0.3737251462045871,True,3,1,True,0.796676610935101,True,1.259942589064899,True
42,32,512,10,2048,512,1,1.489692,False,DLMT,1,0.243812882711312,True,1,19,True,1.3385779864836742,False,1.6408060135163258,False
43,2,4,1,256,2,2048,inf,False,DLMT,2,inf,False,29,1,True,inf,True,inf,False
44,2,1,1,8,1,1024,inf,False,DLMT,8,inf,False,1,9,True,inf,False,inf,False
45,16,1024,10,4,1,16,1.3880389999999998,False,DLMT,8,0.05497353207680945,True,30,1,True,1.353966677910558,True,1.4221113220894417,False
46,8,512,10,1,2,1,2.888598,False,DLMT,2,0.051197776865797594,True,30,1,True,2.8568658722335414,False,2.9203301277664586,True
47,4,1,1,1,2048,32,inf,False,DLMT,4,inf,False,1,17,True,inf,True,inf,False
48,8,2048,10,64,2048,1,6.482843,False,DLMT,1,0.00043680773802668566,True,1,26,False,6.4825722687338985,True,6.483113731266101,False
49,2,128,10,1,64,2,2.3574170000000003,False,DLMT,1,0.00025262818528425465,True,1,30,False,2.357260422305741,True,2.3575735776942595,False
50,1,32,10,16,8,32,1.390213,False,DLMT,32,0.05514407131324275,True,1,1,True,1.3560349785390036,True,1.4243910214609963,False
51,2,1,1,8,8,8,inf,False,DLMT,2,inf,False,5,1,True,inf,False,inf,False
52,1,2048,1,4,128,1,inf,False,DLMT,4,inf,False,1,21,True,inf,True,inf,True
53,8,2048,1,256,512,2048,inf,False,DLMT,2,inf,False,3,1,True,inf,False,inf,True
54,16,256,10,2,32,2048,2.345776,False,DLMT,4,0.00046056921303963387,True,1,6,False,2.3454905414897254,True,2.3460614585102744,False
55,2,8,1,1,8,2048,inf,False,DLMT,8,inf,False,1,25,False,inf,False,inf,False
56,2,128,1,32,2,2048,inf,False,DLMT,32,inf,False,1,22,False,inf,False,inf,False
57,16,1024,10,1,4,4,1.425758,False,DLMT,1,0.048676159010340996,True,20,1,True,1.3955887584537239,False,1.4559272415462763,False
58,32,1,1,256,16,256,inf,False,DLMT,2,inf,False,25,1,False,inf,True,inf,False
59,2,2048,10,2,4,1024,1.28621,False,DLMT,32,0.08590225468519441,True,1,7,True,1.2329682092823553,True,1.3394517907176449,True
60,4,1,10,16,512,2048,2.2372009999999998,False,DLMT,1,0.0007534646640685875,True,21,1,False,2.236734006344193,True,2.2376679936558066,True
61,1,2048,1,2048,2048,2048,inf,False,DLMT,4,inf,False,14,1,True,inf,False,inf,False
62,4,8,1,16,4,1,inf,False,DLMT,16,inf,False,1,5,False,inf,False,inf,True
63,1,1,1,1024,1,1,inf,False,DLMT,32,inf,False,5,1,False,inf,True,inf,False
64,1,64,1,256,8,256,inf,False,DLMT,8,inf,False,1,30,True,inf,False,inf,True
65,16,8,1,4,1,512,inf,False,DLMT,4,inf,False,1,28,True,inf,True,inf,False
66,4,1,1,2048,4,2048,inf,False,DLMT,4,inf,False,1,30,False,inf,True,inf,True
67,16,2048,10,4,8,512,2.33653,False,DLMT,1,0.00019375241933973318,True,1,1,False,2.3364099132129965,False,2.336650086787004,True
68,2,2048,1,128,8,256,inf,False,DLMT,32,inf,False,1,30,True,inf,True,inf,False
69,32,16,10,2,4,2048,2.5342969999999996,False,DLMT,1,0.0001236972109629115,True,1,2,False,2.5342203330831348,False,2.5343736669168644,True
70,1,1,1,1024,128,1,inf,False,DLMT,8,inf,False,1,20,True,inf,False,inf,True
71,2,1,1,1,2048,256,inf,False,DLMT,4,inf,False,1,22,False,inf,True,inf,True
72,1,512,1,1024,4,1024,inf,False,DLMT,16,inf,False,2,1,False,inf,True,inf,True
73,2,16,1,32,4,1024,inf,False,DLMT,8,inf,False,26,1,False,inf,False,inf,False
74,4,32,10,8,1,128,1.3669470000000001,False,DLMT,16,0.042031765856313956,True,16,1,True,1.3408959203232682,True,1.392998079676732,True
75,32,1,1,256,1,1,inf,False,DLMT,2,inf,False,19,1,False,inf,False,inf,False
76,32,1024,1,4,1024,1024,inf,False,DLMT,4,inf,False,10,1,True,inf,False,inf,False
77,32,64,1,2,64,8,inf,False,DLMT,2,inf,False,1,23,False,inf,True,inf,False
78,2,512,10,4,8,1,1.386234,False,DLMT,1,0.03179588312973868,True,1,17,True,1.3665270695884515,True,1.4059409304115484,False
79,4,2048,1,1,32,1,inf,False,DLMT,16,inf,False,10,1,False,inf,False,inf,False
80,8,1,10,16,16,32,2.4770859999999995,False,DLMT,1,0.0012597317174700745,True,11,1,False,2.476305224539475,False,2.477866775460524,True
81,8,2048,10,2048,128,1,1.9903469999999999,False,DLMT,1,0.0013379839311441536,True,1,8,False,1.9895177242061735,True,1.9911762757938263,True
82,4,512,1,16,128,2048,inf,False,DLMT,4,inf,False,1,30,False,inf,False,inf,True
