id,SCREP,T1_I,T1_J,cost_mean,U_J,U_I,technique,speedup,T2_J,T2_I,OMP,VEC,PAR1j,ACOPY_A,PAR1i,points
1,True,8,512,0.024134049999999997,4,8,DLMT,5.570233756870481,512,128,True,False,False,True,True,89
