id,SCR1,SCR2,T1_I1,T1_I2a,RT2_I2,RT2_I1,mean_confidence_interval_inf,baseline,technique,VEC2,U1_I2,U1_I1,T2_I2a,VEC1,runs,T1_I1a,U2_I2,U2_I1,RT1_I2,RT1_I1,cost_std,cost_mean,correct_result,T2_I2,T2_I1,T1_I2,mean_confidence_interval_sup,T2_I1a
1,False,False,256,1,4,32,5.946443111560956,False,RS,False,23,1,32,True,10,1,5,1,1,4,0.00022570112981564649,5.946583000000001,True,32,32,16,5.946722888439046,128
2,True,False,2,128,8,8,4.7454041311284385,False,RS,False,13,1,1024,True,10,1024,7,1,16,8,0.00826219734695316,4.750525,True,16,16,128,4.755645868871561,64
3,False,True,64,128,4,32,7.696488399195002,False,RS,False,1,17,256,True,10,512,30,1,16,4,0.000848023584577605,7.697014,True,128,32,1,7.6975396008049985,64
4,True,True,1,64,4,1,4.390023211341384,False,RS,True,1,2,8,False,10,4,28,1,8,16,0.00016261611236275758,4.390123999999999,True,1,4,2,4.390224788658615,8
5,True,True,1,256,8,1,8.92559179268781,False,RS,True,1,30,2048,False,10,1024,1,26,4,32,0.0020929617770041996,8.926889,True,1,512,1,8.928186207312189,1024
6,False,False,64,128,2,32,6.42236446227173,False,RS,False,17,1,2048,True,10,1024,10,1,16,4,0.00015091719583921367,6.422458000000001,True,2,1,8,6.422551537728271,2048
7,True,False,256,2,4,8,6.64685269910658,False,RS,False,1,5,16,True,10,1024,1,20,2,8,0.001497754652805409,6.647780999999999,True,2,4,1,6.648709300893419,512
8,True,False,8,8,1,1,7.148568501692226,False,RS,True,11,1,64,False,10,128,1,6,4,1,0.004816912289008398,7.151554,True,1,8,4,7.154539498307774,128
9,False,False,16,4,4,2,7.249351046368195,False,RS,False,1,2,1,False,10,32,9,1,1,2,0.00020483163818127122,7.249477999999999,True,4,16,1,7.249604953631803,32
10,False,False,2,32,16,1,5.847649996387605,False,RS,False,3,1,512,True,10,16,3,1,2,2,0.0003775499966890777,5.847884,True,256,1,1,5.848118003612394,512
11,False,True,1,1024,2,16,6.721408931769993,False,RS,True,11,1,64,True,10,2048,4,1,8,16,0.00015500000000004846,6.7215050000000005,True,32,16,8,6.721601068230008,64
12,False,False,128,512,2,1,6.193447796670825,False,RS,False,23,1,512,True,10,1024,1,26,8,16,0.00023588980478177757,6.193594,True,128,512,4,6.193740203329175,1024
13,True,True,4,512,4,8,5.861633286196374,False,RS,False,1,12,8,True,10,64,22,1,2,8,0.0010644064073462964,5.862293,True,2,64,256,5.862952713803627,1
14,True,True,8,512,2,2,5.474495731222397,False,RS,False,1,14,64,True,10,256,1,9,2,4,0.0010717555691481197,5.47516,True,32,1,1,5.475824268777602,128
15,False,True,512,32,2,4,6.0797446704076314,False,RS,False,1,20,2,True,10,512,1,14,4,1,0.0001344470155860726,6.079828,True,2,1,8,6.079911329592369,128
16,True,True,2,64,2,32,4.391243199816735,False,RS,True,1,3,1,False,10,4,1,30,1,2,8.357631243346707e-05,4.3912949999999995,True,1024,16,2,4.391346800183264,64
17,False,True,2,1,16,2,6.501717809796803,False,RS,False,1,16,128,False,10,1024,1,12,16,2,0.00018585209172903964,6.501833,True,32,16,64,6.501948190203198,128
18,False,True,512,64,16,2,6.228323232790087,False,RS,True,1,13,1,False,10,1024,1,29,32,2,0.00011740528097155324,6.228396,True,16,1,8,6.228468767209913,128
