id,runs,mean_confidence_interval_sup,mean_confidence_interval_inf,U2_I,U2_J,cost_mean,baseline,technique,RT2_J,T2_Ia,correct_result,T2_J,T2_I,OMP,VEC2,cost_std,T2_Ja,SCR,RT2_I
1,10,0.09269358340228798,0.07893325659771203,1,13,0.08581342,False,DLMT,32,128,True,512,2,True,False,0.011100707562475465,2048,False,1
2,10,0.09718105988392262,0.05533570011607738,8,1,0.07625838,False,DLMT,8,2048,True,8,1,True,False,0.0337574178452618,512,False,16
3,10,0.09560637768004401,0.06219372231995602,1,21,0.07890005000000001,False,DLMT,2,1,True,2,1024,True,True,0.026954600810408978,4,False,2
4,10,0.1379988976622152,0.1379431023377848,21,1,0.137971,False,DLMT,2,8,True,16,4,False,True,4.501110973970624e-05,16,True,32
5,10,0.08533357411052238,0.07488562588947763,1,1,0.0801096,False,DLMT,1,4,True,2,1,True,True,0.008428551114871403,2048,True,16
6,10,0.08684753428001661,0.0867003657199834,29,1,0.08677395,False,DLMT,8,2048,True,256,2048,False,False,0.0001187235717959983,1,True,8
7,10,0.21256013175112598,0.172058668248874,1,28,0.1923094,False,DLMT,1,1,True,2048,2048,True,False,0.03267327212325083,1,True,32
8,10,0.10007857875287618,0.06216616124712385,23,1,0.08112237000000001,False,DLMT,32,1024,True,8,4,True,True,0.03058464131664944,1,False,4
9,10,0.09755179538951386,0.09750000461048614,22,1,0.0975259,False,DLMT,4,128,True,1,2,False,False,4.1780569646664356e-05,1024,True,1
10,10,0.16540838392047394,0.1653044160795261,17,1,0.16535640000000001,False,DLMT,32,1,True,1,2048,False,True,8.387276077487443e-05,256,False,1
11,10,0.0838402580421483,0.07407572195785171,1,30,0.07895799,False,DLMT,16,4,True,16,2,True,True,0.007877230031990942,16,False,1
12,10,0.10321393775711472,0.10317406224288529,25,1,0.10319400000000001,False,DLMT,2,2048,True,2048,16,False,True,3.21683073847562e-05,2048,True,1
