id,U2_I,U2_J,cost_mean,points,technique,speedup,RT2_J,T2_Ia,T2_J,T2_I,OMP,VEC2,T2_Ja,SCR,RT2_I
1,1,1,0.05689999999999999,113,DLMT,1.6905637961335682,32,2048,2048,32,True,False,1,True,1
