id,SCREP,correct_result,T1_Ja,technique,mean_confidence_interval_inf,T1_I,T1_J,T1_Ia,U_K,U_J,U_I,T1_K,T1_Ka,runs,cost_mean,OMP,PAR,VEC,cost_std,mean_confidence_interval_sup,baseline
1,True,True,2,DLMT,0.21113040202453395,2,1,1,3,21,1,128,512,10,0.22406019999999996,True,False,False,0.020861409500798355,0.23698999797546597,False
2,True,True,1,DLMT,2.5604668811974176,4,1024,64,4,1,28,256,1,10,2.560726,False,False,True,0.0004180717641745316,2.560985118802582,False
3,False,True,256,DLMT,0.19285759598306218,16,1,256,20,1,3,1,1,10,0.20187270000000002,True,False,True,0.014545298924738539,0.21088780401693785,False
4,False,True,1,DLMT,0.5345639206627283,1,16,1024,8,1,8,2048,1,10,0.5372239999999999,True,True,False,0.004291869406214487,0.5398840793372716,False
5,True,True,1,DLMT,2.388330890918163,32,2048,2048,20,2,1,16,256,10,2.391017,True,True,False,0.00433386674922066,2.3937031090818373,False
6,True,True,32,DLMT,0.0730939606407272,64,32,1,1,5,15,32,1,10,0.08429966,True,True,True,0.018079685662544028,0.09550535935927279,False
7,False,True,32,DLMT,0.41690096419528205,512,8,512,1,1,30,128,1024,10,0.4188675,True,False,False,0.0031728808754820956,0.42083403580471795,False
8,False,True,2048,DLMT,6.871952927352171,8,16,1,1,1,25,1,128,10,6.872334,False,True,False,0.0006148365636493095,6.872715072647829,False
9,True,True,1,DLMT,2.3606338538517724,1,1024,2,29,4,1,1,128,10,2.360886,False,False,True,0.00040682182832296987,2.3611381461482273,False
10,True,True,2048,DLMT,0.19664231259956133,8,4,16,28,1,1,2048,2048,10,0.2077413,True,True,True,0.017907512680715883,0.21884028740043865,False
11,False,True,512,DLMT,0.2385353881765981,8,64,256,10,9,1,64,2048,10,0.24994000000000005,True,True,True,0.01840061831569798,0.26134461182340196,False
12,False,True,1,DLMT,2.5211163390698363,128,128,1,16,1,1,512,2048,10,2.521561,False,True,False,0.0007174322267642247,2.522005660930164,False
13,False,True,256,DLMT,0.29201807773285443,4,64,256,1,4,20,1,16,10,0.2971269,True,False,False,0.008242760914281083,0.3022357222671456,False
14,False,True,2048,DLMT,0.17930935556906927,64,2048,256,1,14,1,512,1,10,0.1879337,True,False,False,0.013914833100328585,0.19655804443093075,False
15,False,True,1024,DLMT,0.10465450045865081,1,1024,8,5,20,1,64,256,10,0.11505239999999999,True,True,True,0.01677635185730199,0.12545029954134918,False
16,False,True,8,DLMT,3.7134707376141503,1,4,4,1,18,5,4,4,10,3.7138489999999997,False,False,True,0.0006103023840686837,3.714227262385849,False
17,True,True,2048,DLMT,0.4054613210058627,512,1,1,13,6,1,32,64,10,0.4114474,True,False,False,0.009658159039899888,0.41743347899413735,False
18,False,True,1,DLMT,2.5012956354221556,64,16,1,30,3,1,8,1,10,2.501493,False,False,False,0.00031843523674376256,2.5016903645778443,False
19,True,True,2048,DLMT,1.0276022283013904,1,1024,256,3,1,9,1,2048,10,1.028215,False,True,False,0.0009886682962450164,1.0288277716986098,False
20,False,True,1,DLMT,1.774297404430115,8,64,32,1,30,2,64,512,10,1.774983,False,True,False,0.0011061649967342314,1.775668595569885,False
21,True,True,128,DLMT,1.6656219744004257,2048,32,1,15,4,1,4,1,10,1.668359,True,False,True,0.004416017323335589,1.6710960255995742,False
22,True,True,64,DLMT,0.2592815677365708,64,16,256,1,2,1,8,64,10,0.2755439,True,False,True,0.02623824234757351,0.2918062322634292,False
23,False,True,1,DLMT,2.627667780691282,512,8,1024,2,1,21,2,512,10,2.6287899999999995,False,False,True,0.001810629724709104,2.629912219308717,False
24,True,True,128,DLMT,2.5308507093429293,1,2,4,1,3,22,2,2048,10,2.53108,False,True,False,0.0003699459419968875,2.531309290657071,False
25,False,True,1,DLMT,0.08155149702929955,32,1,1,1,11,5,16,2048,10,0.08660232999999999,True,True,True,0.008149198860016853,0.09165316297070043,False
26,False,True,64,DLMT,2.0386329760953523,2048,1,2048,1,1,3,1,4,10,2.0388919999999997,False,True,True,0.0004179186523715775,2.039151023904647,False
27,True,True,32,DLMT,1.6193440590008101,1,1,2048,4,1,26,16,2048,10,1.620151,False,False,True,0.0013019481556498424,1.6209579409991897,False
28,True,True,8,DLMT,2.5526805819840814,8,1,8,7,11,1,1,1024,10,2.552905,False,False,False,0.0003620842443410398,2.5531294180159185,False
29,True,True,2048,DLMT,1.369972936449487,16,256,256,23,1,5,512,512,10,1.3702429999999999,False,True,True,0.0004357304212468604,1.3705130635505127,False
30,True,True,1,DLMT,1.938160311730513,256,16,1024,3,1,30,2,1,10,1.940128,False,True,False,0.003174740304339873,1.942095688269487,False
31,True,True,512,DLMT,0.10654779859805112,32,8,1,14,1,9,1,1024,10,0.1164587,True,False,False,0.01599061122690437,0.12636960140194886,False
32,True,True,256,DLMT,1.2114034553766848,32,128,1,1,13,5,2048,2048,10,1.2122389999999998,False,True,False,0.0013480982901851043,1.2130745446233149,False
33,True,True,2048,DLMT,1.3890783285201067,2,32,2048,1,14,1,1,1,10,1.3910459999999998,True,False,True,0.0031747132153944146,1.3930136714798929,False
34,True,True,256,DLMT,0.8620874617434431,128,2,512,4,26,1,8,16,10,0.8636753,True,True,False,0.002561876384605612,0.865263138256557,False
35,True,True,4,DLMT,1.1193095149566743,1024,1,2048,1,14,9,1,16,10,1.122314,True,True,True,0.004847546183379776,1.1253184850433258,False
36,False,True,32,DLMT,1.3503817297694811,256,4,1024,3,30,1,512,512,10,1.358584,True,False,True,0.01323384313039869,1.366786270230519,False
37,False,True,512,DLMT,2.588473265203113,1,4,512,18,6,1,512,512,10,2.588722,False,True,True,0.0004013178291579112,2.5889707347968876,False
38,True,True,1,DLMT,1.1277640709119754,2048,4,2048,2,1,8,64,1024,10,1.1284880000000002,False,False,True,0.001168013698549788,1.129211929088025,False
39,False,True,1,DLMT,1.4713645440387721,1,1,1,1,1,1,1,1,10,1.471651,False,False,False,0.00046217853693134925,1.471937455961228,True
40,True,True,2048,DLMT,0.20473225923455696,256,2048,256,22,1,5,16,128,10,0.2144768,True,False,False,0.015722198884380013,0.22422134076544303,False
41,True,True,1,DLMT,1.1642485376516958,512,2048,2048,1,19,6,1,2,10,1.166942,True,True,True,0.004345730778591809,1.169635462348304,False
42,True,True,1,DLMT,2.711923839981318,1024,2048,2048,1,1,1,16,128,10,2.715137,True,True,False,0.005184230029618715,2.718350160018682,False
43,True,True,1,DLMT,0.14928979839719514,4,2048,1,4,28,1,2,1024,10,0.16217179999999998,True,True,True,0.020784293082999,0.17505380160280481,False
44,False,True,1,DLMT,0.11679798836805856,16,2048,64,14,8,1,128,1,10,0.12890169999999998,True,False,True,0.019528571545558576,0.1410054116319414,False
45,True,True,1,DLMT,1.5732910074287834,8,2048,2048,21,5,1,1,2048,10,1.575439,True,False,False,0.0034656498669080687,1.5775869925712167,False
46,False,True,2048,DLMT,2.189479988933345,32,2048,2048,4,1,22,2,1,10,2.1932090000000004,True,False,False,0.006016522999208142,2.196938011066656,False
47,True,True,1,DLMT,0.34001940621032245,4,2048,128,30,1,3,4,16,10,0.38132210000000005,True,True,False,0.06663927853068338,0.42262479378967766,False
48,False,True,2048,DLMT,1.3062849114986281,32,2048,2048,2,1,29,256,2048,10,1.3081079999999998,True,True,True,0.0029414377436892875,1.3099310885013715,False
49,True,True,2048,DLMT,0.3421992268476109,512,2048,1,1,8,1,1,1,10,0.34416329999999995,True,True,False,0.003168907542040322,0.346127373152389,False
50,False,True,2048,DLMT,0.09636418950885285,1,2048,2,7,9,1,2,2048,10,0.10767688,True,True,True,0.01825230907237766,0.11898957049114715,False
51,True,True,2048,DLMT,0.15032017386917434,1,2048,16,23,1,4,1,64,10,0.16530519999999999,True,False,True,0.02417738986243139,0.18029022613082563,False
52,True,True,2048,DLMT,0.4332595158790628,32,2048,1,24,1,1,4,64,10,0.43866440000000007,True,False,True,0.008720437950011458,0.4440692841209373,False
53,True,True,1,DLMT,0.11553942600139798,128,2048,128,1,4,24,512,2048,10,0.1229401,True,False,False,0.01194051841797499,0.13034077399860203,False
54,True,True,2048,DLMT,0.12134286312228774,8,2048,32,11,1,6,1024,2048,10,0.1349761,True,True,True,0.02199636358332895,0.14860933687771224,False
55,True,True,1,DLMT,1.834906977992887,512,2048,1024,30,1,1,4,2048,10,1.836635,True,False,True,0.0027880539808260506,1.838363022007113,False
56,False,True,2048,DLMT,0.9581086843079506,64,2048,1024,1,30,2,2,16,10,0.9596785999999998,True,False,False,0.002532959462762881,0.961248515692049,False
57,False,True,1,DLMT,0.12202525485114027,32,2048,64,6,1,19,1,512,10,0.1293391,True,False,False,0.011800425572410511,0.13665294514885976,False
58,True,True,1,DLMT,0.18358612603937505,128,2048,1,13,1,8,4,16,10,0.19646170000000002,True,False,False,0.020773922489746608,0.209337273960625,False
59,False,True,1,DLMT,0.1699451007959291,4,2048,32,1,2,30,2048,1,10,0.174519,True,True,True,0.007379696457172208,0.17909289920407093,False
60,False,True,1,DLMT,0.10035075676443536,1,2048,2,1,29,4,256,1,10,0.11610509999999999,True,True,True,0.025418634249109454,0.13185944323556462,False
61,False,True,1,DLMT,0.16824161856214145,8,2048,128,1,1,2,1,1024,10,0.1847318,True,False,True,0.026605862548694032,0.20122198143785855,False
62,True,True,2048,DLMT,0.12097791049640394,2,2048,8,4,22,1,8,2048,10,0.1347683,True,False,False,0.022249919384348338,0.14855868950359608,False
63,False,True,1,DLMT,0.2510473106888622,1,2048,512,4,1,22,2048,2048,10,0.2591497,True,True,False,0.013072691597754461,0.26725208931113775,False
64,False,True,2048,DLMT,0.41158473729024886,1,2048,512,8,1,2,256,1,10,0.41900329999999997,True,False,False,0.011969380719569407,0.4264218627097511,False
65,False,True,2048,DLMT,2.406794215384939,2048,2048,1,20,6,1,4,256,10,2.4075360000000003,True,True,False,0.0011968224596822328,2.408277784615062,False
66,False,True,1,DLMT,2.9799974801359146,64,2048,2048,8,8,1,1,8,10,2.983822,True,True,True,0.006170620390203882,2.9876465198640854,False
67,True,True,2048,DLMT,1.1841121937738621,2048,2048,1,1,4,19,4,8,10,1.187228,True,False,True,0.005027155855948783,1.1903438062261378,False
68,True,True,1,DLMT,1.099132510220855,32,2048,2048,1,10,9,4,256,10,1.1012999999999997,True,False,False,0.0034971073761038665,1.1034674897791446,False
69,False,True,2048,DLMT,0.7742554751781193,1024,2048,1,30,1,3,2048,1,10,0.7752589000000001,True,False,False,0.0016189623497783897,0.7762623248218808,False
70,True,True,2048,DLMT,0.3999542390863691,1,2048,512,7,17,1,256,256,10,0.4073098,True,True,True,0.011867731314788013,0.4146653609136309,False
71,True,True,1,DLMT,0.2429961077827769,1,2048,256,3,1,30,2,512,10,0.24939960000000005,True,True,True,0.010331628818342247,0.25580309221722325,False
72,False,True,1,DLMT,0.0838048192635504,16,2048,1,1,19,3,256,1024,10,0.09191835000000001,True,False,False,0.013090667581315326,0.10003188073644961,False
73,False,True,2048,DLMT,0.17167448921002854,256,2048,256,1,15,7,16,512,10,0.1844781,True,True,True,0.02065781447515685,0.19728171078997148,False
74,False,True,1,DLMT,0.0811741865430995,16,2048,16,5,12,1,1024,2048,10,0.09193608,True,False,True,0.017363632968926748,0.1026979734569005,False
75,True,True,1,DLMT,0.10099778450537807,16,2048,16,5,1,7,1024,2048,10,0.1031391,True,False,False,0.0034548768270373977,0.10528041549462193,False
76,False,True,1,DLMT,0.08521812355222674,16,2048,16,5,17,1,1024,2048,10,0.09895512,True,False,True,0.02216377307300361,0.11269211644777324,False
77,False,True,1,DLMT,0.07785354412988495,16,2048,16,5,1,16,1024,2048,10,0.09211256999999999,True,True,False,0.02300603445803079,0.10637159587011503,False
78,False,True,1,DLMT,0.0869469776661398,16,2048,16,5,24,1,1024,2048,10,0.09835429000000001,True,False,True,0.01840497541815528,0.10976160233386022,False
79,True,True,1,DLMT,0.07797134136104311,16,2048,16,5,8,1,1024,2048,10,0.09042555000000001,True,True,True,0.020094076250738675,0.1028797586389569,False
80,False,True,1,DLMT,0.20068935789831907,16,2048,16,5,1,1,1024,2048,10,0.2200916,True,True,False,0.0313042878539027,0.23949384210168093,False
81,False,True,1,DLMT,0.09895234065285757,16,2048,16,5,1,7,1024,2048,10,0.10750180000000001,True,True,True,0.013794010764096132,0.11605125934714244,False
82,False,True,1,DLMT,0.09358912515168187,16,2048,16,5,7,1,1024,2048,10,0.09736158,True,False,False,0.006086616787312966,0.10113403484831814,False
83,True,True,1,DLMT,0.20460631231656765,16,2048,16,5,1,19,1024,2048,10,0.2094755,True,False,True,0.007856125702278446,0.21434468768343237,False
84,True,True,1,DLMT,0.200821977119068,16,2048,16,5,1,1,1024,2048,10,0.21538649999999998,True,False,True,0.02349893452159055,0.22995102288093197,False
85,False,True,1,DLMT,0.1863578887730695,16,2048,16,5,1,24,1024,2048,10,0.20799669999999998,True,True,False,0.03491285037647312,0.22963551122693046,False
86,True,True,1,DLMT,0.08477716716158566,16,2048,16,5,21,1,1024,2048,10,0.09034067999999999,True,True,False,0.008976375331257043,0.09590419283841432,False
87,False,True,1,DLMT,0.08190115387675372,16,2048,16,5,12,1,1024,2048,10,0.09242295999999998,True,True,False,0.016976267273591094,0.10294476612324625,False
