id,SCREP,T1_Ja,technique,T1_I,T1_J,T1_Ia,U_K,U_J,U_I,T1_K,T1_Ka,speedup,cost_mean,OMP,PAR,VEC,points
1,True,1,DLMT,16,2048,16,5,1,16,1024,2048,18.626701735022966,0.07900759999999998,True,False,True,99
