id,SCR1,SCR2,T1_I1,T1_I2a,RT2_I2,RT2_I1,mean_confidence_interval_inf,baseline,technique,VEC2,U1_I2,U1_I1,T2_I2a,VEC1,runs,T1_I1a,U2_I2,U2_I1,RT1_I2,RT1_I1,cost_std,cost_mean,correct_result,T2_I2,T2_I1,T1_I2,mean_confidence_interval_sup,T2_I1a
1,False,False,1,2,32,1,5.847932148781099,False,RS,False,1,28,8,False,10,256,1,1,2,8,0.0007032183160299808,5.848368,True,2,4,2,5.848803851218901,8
2,False,False,2,1,2,32,6.105290825326586,False,RS,True,1,12,512,True,10,512,1,19,2,4,0.00028586010564603237,6.105467999999999,True,1,1,128,6.105645174673413,64
3,True,False,32,4,8,4,5.85441088397095,False,RS,True,1,2,256,False,10,64,11,1,32,4,0.0002244548952463321,5.854550000000001,True,256,1,1,5.854689116029051,64
4,True,False,8,1,2,32,6.876875475199541,False,RS,False,1,23,512,False,10,256,12,1,2,32,0.0012238316877742192,6.8776340000000005,True,8,4,32,6.87839252480046,1
5,False,False,8,2048,16,8,5.840799670173368,False,RS,True,3,1,512,False,10,16,1,21,2,8,0.00010863240768768351,5.840867,True,16,1,128,5.8409343298266325,1024
6,False,True,4,16,1,1,4.392474634128546,False,RS,False,1,14,16,True,10,128,4,1,2,4,0.0002603536056981191,4.392636,True,1,128,1,4.392797365871455,256
7,True,True,128,1,4,8,6.243969578440221,False,RS,False,1,19,2048,True,10,2048,30,1,8,4,0.005857455078786385,6.2476,True,2,8,256,6.25123042155978,128
8,False,True,1,4,2,16,4.772751274613358,False,RS,False,1,24,256,False,10,64,1,21,2,16,0.00016090059042780144,4.772851,True,256,4,2,4.772950725386642,4
9,False,False,4,32,4,8,7.487573868459605,False,RS,False,25,1,1,False,10,128,14,1,8,2,0.0003390339216067705,7.4877839999999996,True,256,32,8,7.487994131540394,256
10,True,False,8,1024,1,16,6.103140635634572,False,RS,True,1,29,256,True,10,1024,28,1,1,2,0.0002313093167167779,6.1032839999999995,True,2,2048,16,6.103427364365427,2048
11,False,True,1,1024,32,4,5.889326036143056,False,RS,True,1,23,2,True,10,32,22,1,2,1,0.0002467974878317124,5.889479,True,1,16,256,5.889631963856943,1
12,False,False,2,32,4,4,6.194532293098818,False,RS,False,7,1,1024,False,10,256,1,3,1,8,0.00020282011734534653,6.1946579999999996,True,512,32,2,6.194783706901181,1024
13,False,True,1,2,4,2,5.522839553069004,False,RS,True,1,26,64,False,10,1,1,11,2,8,0.00013624977064199397,5.522924000000001,True,8,8,1,5.523008446930997,256
14,True,False,4,256,2,32,6.073015145525132,False,RS,False,1,16,1024,True,10,8,1,30,1,32,0.0002014447815160441,6.0731399999999995,True,512,32,128,6.073264854474867,1024
