id,RT1_J,T1_Ja,T1_I,T1_J,T1_Ia,cost_mean,points,technique,speedup,RT1_I,U1_T,T1_Ta,U1_J,U1_I,OMP,VEC,T1_T,SCR,RT1_T
1,1,2048,256,128,256,0.08574289999999998,301,RS,33.78876851611037,4,9,1,4,1,True,False,16,True,1
