id,runs,mean_confidence_interval_sup,mean_confidence_interval_inf,U2_I,U2_J,cost_mean,baseline,technique,RT2_J,T2_Ia,correct_result,T2_J,T2_I,OMP,VEC2,cost_std,T2_Ja,SCR,RT2_I
1,10,0.0907067696818679,0.07475397031813209,1,24,0.08273037,False,DLMT,2,256,True,2048,128,True,False,0.012869415316559649,2048,False,1
2,10,0.0927397238844233,0.0925814761155767,1,29,0.0926606,False,DLMT,8,2048,True,1024,2048,False,True,0.00012766137238804694,2048,True,8
3,10,0.09622360141379245,0.07357407858620756,1,1,0.08489884,False,DLMT,32,512,True,1024,1,True,True,0.018271784740971526,2048,False,1
4,10,0.14021438055372126,0.14014321944627872,1,1,0.1401788,False,DLMT,1,1,True,16,2048,False,True,5.740696821815172e-05,128,True,1
5,10,0.08751443820108394,0.07654328179891608,30,1,0.08202886000000001,False,DLMT,16,16,True,64,4,True,True,0.008850632733675035,2048,True,2
6,10,0.081917663965728,0.07168681603427199,1,4,0.07680224,False,DLMT,16,16,True,2048,1,True,False,0.008253412336506638,1,True,2
7,10,0.10376894087099603,0.10374125912900395,1,11,0.10375509999999999,False,DLMT,4,256,True,512,8,False,False,2.2331368072734306e-05,512,True,32
8,10,0.08917824770877153,0.07647497229122846,18,1,0.08282661,False,DLMT,8,8,True,512,8,True,True,0.010247964855662805,512,False,16
9,10,0.09706645063930097,0.05910126936069901,14,1,0.07808385999999999,False,DLMT,32,1,True,32,2048,True,False,0.030627206818226175,2048,True,4
10,10,0.3229454114963378,0.32241238850366216,8,1,0.3226789,False,DLMT,8,2048,True,4,4,False,True,0.0004299994069763353,16,False,1
11,10,0.11164962297300512,0.11161657702699487,22,1,0.1116331,False,DLMT,1,256,True,2,8,False,True,2.665876966403436e-05,4,False,32
12,10,1.512342899612988,1.5121071003870123,1,22,1.5122250000000002,False,DLMT,32,64,True,4,16,False,False,0.00019022355269525856,8,True,1
13,10,0.10416928148696072,0.07173251851303925,1,4,0.08795089999999998,False,DLMT,4,1024,True,16,8,True,True,0.02616733055548464,1,True,16
14,10,0.09656622544043399,0.09653831455956603,1,24,0.09655227000000001,False,DLMT,2,2048,True,1,2048,False,True,2.2516218599044156e-05,1,False,1
15,10,0.11206993849226744,0.11204566150773258,1,9,0.11205780000000001,False,DLMT,2,16,True,256,2,False,False,1.9584687896412685e-05,2048,False,4
16,10,0.2019694655238441,0.2019313344761559,14,1,0.2019504,False,DLMT,1,128,True,1,1,False,True,3.0761014287571884e-05,1024,True,1
17,10,0.10139942611262344,0.06982955388737656,30,1,0.08561449,False,DLMT,1,2048,True,64,512,True,False,0.025467993917167874,128,True,1
18,10,0.13083433712178014,0.09221230287821988,1,10,0.11152332000000001,False,DLMT,16,1024,True,1,512,True,False,0.031157102130968468,4,False,8
19,10,0.10887412119963341,0.06777769880036655,23,1,0.08832590999999998,False,DLMT,4,256,True,4,1,True,True,0.0331532363582034,8,True,8
20,10,0.326292017394329,0.326223782605671,1,26,0.3262579,False,DLMT,8,128,True,16,1,False,False,5.5046253278490745e-05,2048,False,1
21,10,0.08753286723493477,0.08740111276506522,23,1,0.08746699,False,DLMT,8,1024,True,64,256,False,False,0.00010628874305400431,1,True,8
22,1,inf,inf,1,22,inf,False,DLMT,1,1,False,4,1,True,True,inf,32,False,32
23,10,0.14993472326396778,0.14991147673603222,29,1,0.1499231,False,DLMT,4,1,True,1,1,False,False,1.8753399691787268e-05,16,False,16
24,10,0.08408754778516715,0.07100303221483285,21,1,0.07754529,False,DLMT,1,1,True,512,4,True,False,0.010555518266807179,2048,True,1
25,10,0.08981816760894296,0.07368917239105705,15,1,0.08175367,False,DLMT,4,1,True,1024,256,True,True,0.013011555737962314,1,True,2
26,10,0.0894296096851264,0.07750701031487359,1,30,0.08346830999999999,False,DLMT,4,32,True,1,1,True,False,0.009618179195403878,16,False,32
27,10,0.10967318261701534,0.07394261738298463,1,5,0.09180789999999998,False,DLMT,32,2048,True,2048,2,True,True,0.0288245011428819,1,False,1
28,10,0.21129260564141925,0.21125679435858077,1,30,0.2112747,False,DLMT,32,512,True,4,64,False,True,2.8889617512180798e-05,512,False,4
29,10,0.09526257779710572,0.08093950220289427,11,1,0.08810103999999999,False,DLMT,1,32,True,1024,4,True,False,0.011554687314090328,1,False,4
30,10,0.1208866346576131,0.0964437853423869,1,25,0.10866521,False,DLMT,32,2048,True,256,8,True,False,0.01971849405144571,256,True,4
31,10,0.10802917418075238,0.10800262581924765,1,2,0.10801590000000001,False,DLMT,8,32,True,1,4,False,False,2.141704928322245e-05,256,False,2
32,10,0.14139678639978148,0.14127821360021847,1,1,0.14133749999999998,False,DLMT,1,32,True,2,32,False,True,9.565484828276965e-05,2048,True,8
33,10,0.4572998382614254,0.4572043617385746,11,1,0.4572521,False,DLMT,2,2048,True,2,64,False,False,7.702265900370085e-05,2048,False,32
34,10,0.09601858793841092,0.09598613206158907,1,1,0.09600236,True,DLMT,1,1,True,1,1,False,False,2.618275004654837e-05,1,False,1
35,10,0.1005934022145043,0.0812648977854957,29,1,0.09092915,False,DLMT,1,128,True,2048,64,True,True,0.015592658396389627,2048,False,4
36,10,0.10080759398730472,0.07880140601269527,29,1,0.0898045,False,DLMT,2,8,True,2048,8,True,False,0.017752794736660475,1,True,4
37,10,0.10502610892820985,0.057823871071790156,29,1,0.08142499,False,DLMT,1,2048,True,2048,8,True,True,0.038078909475047995,1,True,16
38,10,0.13251882361265918,0.09539083638734082,29,1,0.11395483,False,DLMT,8,2048,True,2048,2048,True,False,0.02995182704777957,1,True,2
39,10,0.0980789202519938,0.05328427974800617,29,1,0.07568159999999999,False,DLMT,32,2048,True,2048,2048,True,True,0.036136656611645744,2048,True,2
40,10,0.10406099964819163,0.0630342603518084,29,1,0.08354763000000001,False,DLMT,2,2048,True,2048,256,True,False,0.033097021723322774,1,False,16
41,10,0.08810893979291148,0.056938780207088535,29,1,0.07252386000000001,False,DLMT,1,1,True,2048,2048,True,True,0.02514553841285567,2048,False,8
42,10,0.09778249712278195,0.07001422287721806,29,1,0.08389836,False,DLMT,2,512,True,2048,4,True,False,0.022401175225875983,2048,False,1
43,10,0.12838926529085135,0.10357193470914869,29,1,0.11598060000000002,False,DLMT,1,1024,True,2048,256,True,True,0.02002059494525575,1,True,1
44,1,inf,inf,29,1,inf,False,DLMT,1,1,False,2048,1,True,False,inf,2048,True,2
45,10,0.0905091640529603,0.06817563594703968,29,1,0.0793424,False,DLMT,1,2048,True,2048,32,True,False,0.018016866013655094,1,False,2
46,10,0.09869849471756653,0.05321432528243347,29,1,0.07595641,False,DLMT,8,2048,True,2048,1,True,False,0.03669291222455503,2048,False,8
47,10,0.11518945046750875,0.08111456953249124,29,1,0.09815201,False,DLMT,16,1,True,2048,4,True,True,0.02748883030597883,1,False,1
48,10,0.09701048472747316,0.062234715272526844,29,1,0.0796226,False,DLMT,1,1,True,2048,2048,True,False,0.028054249907135287,1,False,16
49,10,0.08767077070965798,0.07855744929034203,29,1,0.08311411,False,DLMT,1,4,True,2048,1,True,False,0.00735188323906875,1,False,32
50,10,0.14644348079459618,0.10849671920540377,29,1,0.12747009999999998,False,DLMT,4,2048,True,2048,32,True,True,0.030612347317544922,2048,False,32
51,10,0.10898594092455284,0.08788725907544719,29,1,0.09843660000000001,False,DLMT,32,1,True,2048,256,True,False,0.017020692930254044,2048,True,1
52,10,0.09277577465268118,0.07407060534731884,29,1,0.08342319000000001,False,DLMT,16,32,True,2048,32,True,False,0.015089802539890966,2048,True,8
53,10,0.0952602403238823,0.07375045967611768,29,1,0.08450534999999999,False,DLMT,8,256,True,2048,256,True,True,0.017352333857683238,2048,False,4
54,10,0.08886203598918899,0.08137372401081103,29,1,0.08511788,False,DLMT,32,8,True,2048,8,True,True,0.0060409583717817485,1,False,4
55,10,0.11038545340586035,0.08471042659413965,29,1,0.09754794,False,DLMT,2,128,True,2048,1,True,True,0.020712514197035573,1,True,16
56,1,inf,inf,29,1,inf,False,DLMT,2,1,False,2048,1,True,True,inf,1,True,32
57,10,0.09641838177110149,0.07899187822889853,29,1,0.08770513,False,DLMT,1,16,True,2048,1,True,True,0.014058279458457919,2048,True,1
58,10,0.10664196435693281,0.0878468956430672,29,1,0.09724443,False,DLMT,2,1,True,2048,128,True,True,0.015162326038642619,2048,True,2
59,10,0.08358703062409989,0.0717252093759001,29,1,0.07765612,False,DLMT,32,256,True,2048,1,True,False,0.00956914837159504,1,False,4
60,10,0.10258813286199633,0.08163310713800367,29,1,0.09211062,False,DLMT,1,256,True,2048,8,True,False,0.016904802904015175,2048,True,32
61,10,0.1316079566693135,0.08815524333068647,29,1,0.10988159999999998,False,DLMT,4,2048,True,2048,64,True,False,0.0350540993988435,2048,False,32
62,10,0.09238782062059517,0.07934017937940485,29,1,0.08586400000000001,False,DLMT,4,16,True,2048,16,True,True,0.010525771070377693,1,False,32
63,10,0.13863115789457134,0.1086118421054287,29,1,0.12362150000000001,False,DLMT,4,2048,True,2048,256,True,False,0.024217131651993802,1,True,32
64,10,0.1637830318052599,0.12589636819474007,29,1,0.1448397,False,DLMT,4,2048,True,2048,2048,True,True,0.030563865177853405,1,True,32
65,10,0.15930395637239603,0.13243024362760397,29,1,0.1458671,False,DLMT,4,2048,True,2048,1,True,True,0.02167951608523585,2048,True,32
66,10,0.1503630280996956,0.11338039190030441,29,1,0.13187171,False,DLMT,4,1,True,2048,2048,True,False,0.029834569714023026,2048,False,32
67,1,inf,inf,29,1,inf,False,DLMT,4,1,False,2048,1,True,False,inf,1,False,32
68,10,0.09918167973212728,0.07640522026787273,29,1,0.08779345000000001,False,DLMT,4,16,True,2048,1,True,False,0.018374186849776507,2048,True,32
69,10,0.09826524716478072,0.05490017283521931,29,1,0.07658271000000001,False,DLMT,4,2048,True,2048,8,True,False,0.034983399405702414,2048,False,32
70,10,0.09383769704132029,0.07708612295867971,29,1,0.08546191,False,DLMT,4,256,True,2048,4,True,False,0.013513801506567273,1,True,32
71,10,0.09694941998957839,0.07819312001042163,29,1,0.08757127,False,DLMT,4,1,True,2048,16,True,True,0.015131050590560458,2048,True,32
72,10,0.12066046985891941,0.07832259014108058,29,1,0.09949153,False,DLMT,4,256,True,2048,256,True,True,0.03415474270616161,2048,False,32
73,10,0.11323528300911838,0.08796621699088165,29,1,0.10060075000000002,False,DLMT,4,512,True,2048,1,True,True,0.020385018192449575,1,False,32
74,10,0.09294053632782084,0.08118272367217916,29,1,0.08706163,False,DLMT,4,64,True,2048,8,True,False,0.0094852427357501,2048,False,32
75,10,0.14710093811889535,0.09936444188110467,29,1,0.12323269,False,DLMT,4,2048,True,2048,128,True,False,0.038509905492702785,1,False,32
76,10,0.1042044260304705,0.08201353396952951,29,1,0.09310898000000001,False,DLMT,4,256,True,2048,256,True,True,0.017901798904735804,1,True,32
77,10,0.09771844364411798,0.079545856355882,29,1,0.08863214999999999,False,DLMT,4,16,True,2048,16,True,True,0.014660158875963796,2048,False,32
78,1,inf,inf,29,1,inf,False,DLMT,4,1,False,2048,1,True,True,inf,1,True,32
79,10,0.08621550795773848,0.06994259204226151,29,1,0.07807905,False,DLMT,4,8,True,2048,1,True,False,0.01312765919966313,1,True,32
80,10,0.11451536220758253,0.07840989779241749,29,1,0.09646263000000001,False,DLMT,4,512,True,2048,4,True,False,0.029126939176097787,1,False,32
81,10,0.09959911859737745,0.08033976140262254,29,1,0.08996944,False,DLMT,4,256,True,2048,1,True,False,0.015536876056543667,2048,True,32
82,10,0.10967626422474244,0.08419983577525758,29,1,0.09693805000000001,False,DLMT,4,1,True,2048,128,True,False,0.020552301262206626,2048,True,32
83,10,0.09195124234669651,0.05855525765330351,29,1,0.07525325000000001,False,DLMT,4,2048,True,2048,8,True,True,0.02694115227837332,1,True,32
84,10,0.11573977436000875,0.10565740563999125,29,1,0.11069859,False,DLMT,4,2048,True,2048,2048,True,False,0.008133631438226104,2048,True,32
85,10,0.1555315233796876,0.12920147662031242,29,1,0.1423665,False,DLMT,4,2048,True,2048,1,True,True,0.021240930781159288,2048,False,32
