id,U2_I,U2_J,cost_mean,points,technique,speedup,RT2_J,T2_Ia,T2_J,T2_I,OMP,VEC2,T2_Ja,SCR,RT2_I
1,29,1,0.07252386000000001,87,DLMT,1.3237348370591413,1,1,2048,2048,True,True,2048,False,8
