id,RT_K,T1_I,T1_J,T1_K,U_K,U_J,U_I,technique,U1_I,speedup,T2_K,T2_J,T2_I,points,RT_I,cost_mean,RT_J
1,8,32,512,32,1,25,24,SIMA,19,1.4977373817087702,256,2048,1,131,8,0.11904034285714284,1
