id,RT1_K,RT1_J,T1_Ja,baseline,RT1_I,T2_K,T2_J,T2_I,T2_Ja,U2_I,mean_confidence_interval_inf,T1_I,T1_J,T1_K,technique,RT2_J,VEC2,VEC1,SCR,T1_Ia,T1_Ka,OMP1,U1_K,U1_J,U1_I,T2_Ka,RT2_I,runs,T2_Ia,U2_J,U2_K,cost_mean,RT2_K,OMP2,cost_std,correct_result,mean_confidence_interval_sup
1,8,1,1,False,8,512,1,128,512,15,0.13369225548637886,128,64,1,DLMT,1,False,True,False,256,2048,True,13,30,1,512,1,35,1024,4,1,0.1384678,32,True,0.014414806890931877,True,0.14324334451362114
2,1,32,512,False,1,256,64,128,2048,22,0.09380457369401089,1,16,512,DLMT,1,False,False,False,512,1,False,15,30,1,512,1,35,2048,1,1,0.09382370571428572,1,False,5.774930521713062e-05,True,0.09384283773456055
3,1,1,1,False,1,16,512,64,1024,13,0.20935684045072261,32,256,256,DLMT,1,False,True,False,128,512,True,29,24,1,2048,8,35,512,23,1,0.2116452285714286,8,False,0.006907416056408253,True,0.21393361669213456
4,8,8,128,False,1,512,512,1,512,1,0.111320684302303,512,128,1,DLMT,1,True,False,False,2048,2048,False,22,1,16,512,1,35,128,6,2,0.11190951428571427,1,True,0.0017773618229825687,True,0.11249834426912554
5,1,32,1024,False,1,32,1,64,2048,20,0.17989308158197034,512,32,64,DLMT,1,True,True,True,512,1,False,28,11,1,64,1,35,1024,23,1,0.1799585714285714,1,False,0.00019767871273707461,True,0.18002406127517248
6,32,1,512,False,1,64,1,64,256,25,0.10121879733539237,1,512,16,DLMT,1,True,True,False,512,128,True,1,3,20,1,32,35,1,17,1,0.10386982857142858,1,True,0.008002041069933219,True,0.1065208598074648
7,1,8,2048,False,1,32,512,32,1,1,0.1635833567568933,256,16,1,DLMT,1,False,True,False,2048,512,True,24,1,20,256,32,35,2048,14,28,0.16394511428571432,1,False,0.0010919519029551387,True,0.16430687181453532
8,1,1,2048,False,8,512,512,128,512,25,0.11972663618579132,16,1,32,DLMT,8,False,True,True,1,512,False,2,1,14,512,1,35,256,14,1,0.11977362857142855,8,False,0.0001418448016499096,True,0.11982062095706578
9,8,8,2048,False,1,512,512,512,2048,25,0.18703732647618052,64,128,64,DLMT,1,False,False,False,2048,128,False,25,23,1,1,8,35,1024,1,30,0.18890734285714286,8,True,0.005644576223206827,True,0.1907773592381052
10,32,1,2048,False,1,32,32,1,128,20,0.0877328905114069,64,256,256,DLMT,8,False,False,False,2048,1,False,2,1,12,128,1,35,512,27,1,0.08774991714285714,8,False,5.139426585977574e-05,True,0.08776694377430738
11,1,1,1,False,8,256,32,1,256,1,inf,1,1,512,DLMT,1,True,False,True,2048,1024,False,15,2,1,1,1,1,256,30,29,inf,32,False,inf,False,inf
12,8,1,256,False,8,64,256,512,1,25,0.10741108114088717,32,256,1,DLMT,1,False,False,False,1,1,False,3,1,18,2048,8,35,2048,10,1,0.10903325714285712,8,True,0.00489647908103572,True,0.11065543314482708
13,1,1,512,False,1,512,32,128,1,25,0.10686131946634479,16,128,64,DLMT,1,True,True,True,2048,1024,False,11,24,1,1,1,35,256,11,1,0.10827397142857142,32,True,0.004264038411015105,True,0.10968662339079806
14,1,1,2048,False,1,1,256,1,2048,5,0.14802845446983867,256,512,64,DLMT,8,True,False,True,1024,64,False,27,1,19,128,8,35,1,4,1,0.15279037142857144,1,True,0.014373672613667598,True,0.1575522883873042
15,1,1,1,False,1,16,32,1,1,14,0.0977457315255193,128,32,16,DLMT,8,False,False,True,1024,2048,True,27,1,8,2048,1,35,1,1,29,0.09971195428571429,8,True,0.005934971669078746,True,0.10167817704590928
16,1,8,1,False,1,128,1,128,512,6,0.13508341062692056,64,512,512,DLMT,8,True,True,False,2048,2048,False,16,6,1,1024,1,35,2048,1,29,0.13710002857142856,8,True,0.006087087694389137,True,0.13911664651593655
17,1,1,512,False,32,512,128,32,256,28,0.1849968936177422,256,128,256,DLMT,1,False,False,False,2048,1,True,5,1,3,512,1,35,1,27,1,0.20221648571428574,32,True,0.051976710530979395,True,0.2194360778108293
18,8,1,2048,False,8,128,128,1,2048,1,0.2430800105219943,256,256,1,DLMT,1,True,True,False,256,2048,False,28,17,1,2048,32,35,2048,30,22,0.24401188571428573,1,True,0.0028128312708670155,True,0.24494376090657716
19,8,1,512,False,1,32,1,1,2048,1,0.11018031654237682,512,16,512,DLMT,8,True,False,True,512,512,False,1,29,19,256,1,35,128,26,19,0.11023645714285714,8,False,0.00016945835440470666,True,0.11029259774333745
20,1,1,1024,False,32,64,256,128,2048,30,0.18550777089357412,128,16,512,DLMT,1,True,True,True,256,1024,True,27,1,10,1,8,35,256,5,1,0.1884578857142857,1,False,0.008904813958982054,True,0.1914080005349973
21,8,1,1,False,1,512,128,64,2048,19,0.12090886809421063,256,1,256,DLMT,1,True,True,False,1024,2048,False,1,22,26,1,8,35,2048,30,1,0.12177397142857142,1,True,0.0026112828537025287,True,0.12263907476293222
22,32,1,256,False,1,512,128,1,512,4,0.12143478763723979,512,1,128,DLMT,1,False,True,True,512,128,True,6,1,30,1,32,35,512,1,1,0.12252385714285714,1,True,0.0032873165708119296,True,0.1236129266484745
23,8,8,256,False,1,128,256,128,512,22,0.13668489250676985,32,16,16,DLMT,8,False,True,True,512,1,True,1,2,2,2048,1,35,1,1,2,0.13730434285714285,8,False,0.0018697882835514064,True,0.13792379320751585
24,1,1,256,False,32,64,16,1,1,1,0.22923095194982385,128,32,64,DLMT,1,False,True,False,2048,512,False,16,1,20,128,8,35,2048,13,5,0.22989765714285712,8,True,0.0020124253021502926,True,0.2305643623358904
25,1,8,64,False,8,256,1,512,1,1,0.164747783735333,1,16,16,DLMT,8,True,True,True,2048,128,True,1,30,20,1024,1,35,2048,23,11,0.16763071428571427,8,True,0.008702020690034923,True,0.17051364483609555
26,1,1,2048,False,32,64,64,256,64,1,0.11795344609620267,16,512,1,DLMT,8,False,False,True,512,1,True,1,30,25,512,8,35,512,30,8,0.12006174285714287,1,False,0.006363816857124379,True,0.12217003961808307
27,1,8,1,False,8,64,64,1,128,29,0.16502615864466585,32,32,1,DLMT,1,True,True,True,1,64,False,28,28,1,1,1,35,1,16,1,0.16523662857142857,1,False,0.0006352957954804209,True,0.16544709849819128
28,32,1,2048,False,1,16,64,512,512,1,0.15409387161140342,512,64,512,DLMT,1,False,False,True,1,512,True,30,1,29,1,8,35,512,19,22,0.155038,8,True,0.00284981709688785,True,0.1559821283885966
29,1,1,512,False,32,16,256,1,512,7,0.10108085099297011,16,1,32,DLMT,1,True,False,False,128,2048,True,21,1,24,1,1,35,2048,1,8,0.1045724285714286,8,True,0.010539199539367883,True,0.10806400614988708
30,1,8,512,False,8,1,128,128,256,2,0.1912335934583595,64,128,32,DLMT,8,False,False,False,1024,2048,False,1,30,6,1,8,35,512,1,26,0.19134437142857144,1,False,0.00033437926163601075,True,0.1914551493987834
31,1,32,2048,False,1,1,1,256,2048,3,0.20086368155067671,64,1,1,DLMT,8,False,True,True,512,64,False,13,2,1,2048,8,35,256,4,1,0.20094405714285715,1,False,0.0002426107927003536,True,0.2010244327350376
32,8,8,1,False,1,1,32,256,64,8,0.11880394661901428,64,64,32,DLMT,1,True,True,False,1,1,True,1,4,29,1024,32,35,512,1,5,0.12097762857142857,1,False,0.006561179672178797,True,0.12315131052384287
33,8,8,2048,False,1,1,32,16,64,7,0.233278211663194,1,1,64,DLMT,32,True,False,False,1,256,False,29,16,1,2048,1,35,1,30,1,0.23399685714285715,1,True,0.0021692051624350077,True,0.23471550262252028
34,1,1,512,False,32,512,1,16,2048,6,0.093126145548656,16,512,32,DLMT,8,False,False,False,1,1,False,30,1,10,2048,1,35,512,2,1,0.09313607714285714,1,False,2.9978154767520516e-05,True,0.09314600873705828
35,1,32,1024,False,1,64,256,512,1,19,0.1825316369592304,128,256,32,DLMT,1,False,False,True,1,1024,False,1,14,11,128,1,35,1,1,13,0.18255620000000003,32,False,7.414264244394774e-05,True,0.18258076304076967
36,8,1,1,False,1,256,64,256,2048,30,0.14212371418137412,512,256,16,DLMT,1,True,True,False,1024,2048,False,1,29,19,2048,8,35,512,1,11,0.14223254285714287,1,False,0.00032849538747421677,True,0.14234137153291163
37,8,1,64,False,8,64,512,1,1,18,0.1056465607455087,1,1,512,DLMT,1,False,True,False,64,2048,False,1,18,30,1024,32,35,256,19,1,0.10632114285714284,1,True,0.002036201493577926,True,0.10699572496877698
38,1,8,2048,False,1,128,64,1,1,1,0.2234653149013336,512,16,256,DLMT,8,False,False,False,1024,1,False,1,18,11,2048,1,35,256,10,3,0.22488031428571428,1,True,0.004271124019147508,True,0.22629531367009498
39,8,1,128,False,1,128,32,16,1,1,0.1406456590204122,1,64,32,DLMT,32,False,False,True,512,256,False,3,1,1,256,1,35,2048,16,15,0.1406652285714286,1,False,5.906997579833895e-05,True,0.140684798122445
40,8,1,512,False,1,512,1,256,128,4,0.20500500861724624,256,128,32,DLMT,32,False,False,False,2048,64,True,25,9,1,1024,1,35,1024,1,29,0.20922714285714283,1,False,0.012744358169441895,True,0.21344927709703942
41,1,1,1024,False,32,128,128,128,128,10,0.20773629536023688,512,256,128,DLMT,8,True,False,True,1,128,False,3,27,1,2048,8,35,256,1,1,0.20785351428571427,1,False,0.0003538210501230842,True,0.20797073321119167
42,8,1,1,False,8,64,128,512,512,1,0.20736845608109902,16,64,512,DLMT,8,False,False,False,2048,1024,True,13,1,30,512,1,35,2048,29,1,0.20854548571428574,1,False,0.0035528210068815434,True,0.20972251534747247
43,1,1,256,False,32,1,64,512,2048,1,0.3041757836388863,256,1,64,DLMT,1,False,False,False,1,128,True,11,26,1,2048,32,35,1024,1,9,0.3059409142857143,1,True,0.005327982461207878,True,0.3077060449325423
44,8,1,2048,False,1,512,32,1,2048,1,0.1026021070193347,1,1,1,DLMT,1,True,False,False,1,256,True,1,7,18,1,8,35,256,15,16,0.10389605428571429,1,False,0.0039057326172356934,True,0.10519000155209388
45,1,8,512,False,1,512,16,16,2048,7,0.08150353019264261,1,32,64,DLMT,32,False,False,True,128,2048,False,26,1,11,2048,1,35,128,30,1,0.08151822000000002,1,False,4.434064758854251e-05,True,0.08153290980735742
46,8,1,512,False,1,1,16,16,128,15,0.11518082149548493,64,128,32,DLMT,8,False,True,True,1,512,True,17,1,12,1,1,35,256,1,23,0.11773845714285715,1,True,0.007720129892848242,True,0.12029609279022936
47,8,8,128,False,1,256,512,512,1,4,0.15904499626361449,32,32,16,DLMT,1,False,True,True,128,512,False,5,7,1,512,1,35,1024,27,1,0.16035654285714288,1,True,0.003958855544168266,True,0.16166808945067127
48,1,1,256,False,8,512,64,64,256,1,0.20017367755737697,16,128,32,DLMT,8,True,True,False,128,64,False,28,21,1,1024,1,35,2048,18,18,0.20031377142857143,8,False,0.00042286823923664776,True,0.2004538652997659
49,8,1,1024,False,8,1,64,512,512,15,0.11555104694986072,512,64,32,DLMT,1,True,True,False,512,128,True,2,14,1,512,1,35,1024,1,20,0.12645305714285712,32,True,0.03290732003581562,True,0.1373550673358535
50,1,32,64,False,1,128,256,16,1024,1,0.15262382109116143,64,64,512,DLMT,32,False,True,True,1,1,False,10,1,12,1,1,35,2048,30,24,0.15311588571428572,1,True,0.0014852791131910658,True,0.15360795033741
51,1,32,128,False,1,512,32,32,1,1,0.33702203298960276,64,128,512,DLMT,32,True,True,False,512,1024,True,1,4,24,1,1,35,64,4,5,0.33851474285714284,1,True,0.0045056902774974076,True,0.3400074527246829
52,1,1,512,False,8,512,16,128,1,13,0.1873344009753923,1,512,512,DLMT,1,True,True,False,128,1024,True,27,1,3,512,8,35,1,1,17,0.18803171428571425,1,False,0.0021048147875278533,True,0.1887290275960362
53,32,1,512,False,1,1,512,32,1,29,inf,32,1,1,DLMT,8,True,False,True,64,256,True,26,29,1,64,1,1,512,1,5,inf,1,True,inf,False,inf
54,32,1,1,False,1,32,512,512,512,1,0.14854065880855824,32,16,64,DLMT,32,False,True,False,1,512,False,1,18,16,512,1,35,1,6,27,0.14859194285714286,1,False,0.00015479902968635313,True,0.14864322690572748
55,1,8,256,False,8,1,1,16,1024,5,0.16759582477098822,128,64,512,DLMT,1,False,False,True,512,512,True,1,14,23,1,8,35,64,24,1,0.16796062857142854,8,False,0.0011011469627027017,True,0.16832543237186887
56,1,1,1,False,32,128,64,512,1,1,0.2248705876870502,32,16,128,DLMT,8,True,False,False,64,2048,True,1,9,1,1,1,35,2048,15,11,0.2271441142857143,1,True,0.006862557094309164,True,0.22941764088437838
57,1,1,512,False,1,64,128,64,2048,11,0.12017424040477011,64,16,1,DLMT,1,False,False,True,2048,1024,False,1,5,29,2048,32,35,512,1,20,0.12097517142857145,1,True,0.002417581075440185,True,0.12177610245237279
58,1,8,2048,False,8,512,1,16,1,30,0.17756614572987323,64,256,128,DLMT,1,True,False,False,128,256,True,14,1,27,2048,1,35,2048,1,10,0.18024662857142856,8,False,0.008090939666726742,True,0.1829271114129839
59,1,1,2048,False,32,16,256,32,1024,9,0.27532999077078063,512,512,512,DLMT,32,False,True,False,2048,1,True,13,30,1,2048,1,35,1,21,1,0.27596811428571427,1,False,0.001926152549535378,True,0.2766062378006479
60,1,32,512,False,1,512,128,64,256,1,inf,128,512,16,DLMT,1,True,False,False,128,256,True,27,1,20,2048,1,1,64,19,30,inf,32,True,inf,False,inf
61,1,32,2048,False,1,256,128,512,1024,1,0.2381715899582472,1,64,64,DLMT,1,True,False,True,2048,1024,False,1,12,19,1,32,35,1,29,5,0.24186228571428572,1,True,0.011140230494079757,True,0.24555298147032426
62,1,8,256,False,1,32,1,1,512,20,0.14961894673282272,128,256,64,DLMT,1,True,True,True,1024,1024,True,2,6,1,256,32,35,2048,12,1,0.15016380000000001,1,True,0.0016446197094074448,True,0.1507086532671773
63,1,1,1024,False,1,16,64,32,2048,2,0.11893463447549565,512,32,1,DLMT,1,False,True,False,1,256,True,1,8,12,64,1,35,2048,26,1,0.12012339999999999,32,False,0.0035882453666699807,True,0.12131216552450433
64,8,1,2048,False,8,64,1,16,64,5,0.12210568318255727,512,16,64,DLMT,1,False,True,True,1,1024,False,30,1,30,512,1,35,1024,1,3,0.12430414285714289,1,True,0.006635970322601585,True,0.12650260253172851
65,8,1,1,False,8,1,256,128,1,3,0.1915554581412572,32,16,512,DLMT,1,True,False,True,128,1,True,7,22,1,128,32,35,128,1,26,0.19540805714285714,1,True,0.01162892953418415,True,0.19926065614445707
66,8,8,1,False,1,32,512,16,512,2,0.2038921516312684,1,1,512,DLMT,1,False,True,False,2048,1,True,27,30,1,1,1,35,1024,1,22,0.20572945714285715,32,True,0.005545839657374356,True,0.2075667626544459
67,8,8,128,False,1,128,1,1,1024,30,0.21318698167086114,1,32,128,DLMT,8,False,False,True,128,2048,True,1,21,20,512,1,35,256,1,30,0.21481288571428572,1,True,0.004907732038158495,True,0.2164387897577103
68,1,1,1024,False,1,64,256,64,2048,1,0.1044547333590627,16,64,16,DLMT,1,True,True,False,64,1,False,3,27,1,256,1,35,128,1,1,0.10634485714285713,8,True,0.005705269685088676,True,0.10823498092665156
69,1,32,1,False,1,16,16,1,2048,1,0.2600404330657593,1,128,16,DLMT,8,True,False,False,1,128,True,11,12,1,128,8,35,1024,7,15,0.26296137142857134,1,True,0.008816745885240085,True,0.2658823097913834
