id,RT1_J,T1_Ja,T1_I,T1_J,T1_Ia,cost_mean,technique,points,RT1_I,speedup,U1_J,U1_I,OMP,VEC1,SCR
1,8,32,256,32,2048,0.9316644000000002,RS,301,1,2.6974874214363025,13,1,True,True,True
