id,RT1_J,T1_Ja,runs,T1_I,T1_J,T1_Ia,cost_mean,baseline,technique,RT1_I,cost_std,correct_result,U1_J,U1_I,OMP,mean_confidence_interval_inf,VEC1,mean_confidence_interval_sup,SCR
1,2,16,1,4,1,128,inf,False,RS,2,inf,False,1,25,True,inf,True,inf,True
2,2,1024,1,8,32,16,inf,False,RS,2,inf,False,1,17,False,inf,False,inf,False
3,4,8,1,2,4,2048,inf,False,RS,2,inf,False,21,1,False,inf,True,inf,False
4,1,1,10,16,256,1024,3.136805,False,RS,1,0.0002574975728040647,True,1,13,False,3.1366454042835454,False,3.1369645957164543,False
5,1,64,1,256,1,1,inf,False,RS,4,inf,False,1,21,False,inf,False,inf,False
6,2,1024,1,2,1024,128,inf,False,RS,2,inf,False,18,1,True,inf,True,inf,True
7,2,128,1,2,4,1024,inf,False,RS,2,inf,False,25,1,True,inf,True,inf,False
8,32,512,1,1,128,128,inf,False,RS,2,inf,False,8,1,True,inf,True,inf,False
9,4,32,1,16,32,128,inf,False,RS,2,inf,False,1,19,False,inf,False,inf,True
10,8,128,1,8,128,16,inf,False,RS,2,inf,False,1,12,True,inf,True,inf,False
11,2,512,10,8,256,64,1.3904760000000003,False,RS,1,0.06512121684981018,True,1,9,True,1.3501141932988598,True,1.4308378067011407,False
12,32,256,1,4,16,128,inf,False,RS,2,inf,False,20,1,True,inf,True,inf,False
13,2,1,1,16,512,2048,inf,False,RS,8,inf,False,7,1,False,inf,True,inf,True
14,8,128,1,1024,32,2048,inf,False,RS,2,inf,False,26,1,False,inf,True,inf,False
15,2,16,10,512,8,1024,1.3189369999999998,False,RS,1,0.1178772538745283,True,23,1,True,1.2458772636268636,True,1.391996736373136,False
16,2,64,10,1,8,4,2.462084999999999,False,RS,1,0.0006896702110429394,True,28,1,False,2.4616575458292664,True,2.462512454170732,True
17,2,512,1,64,512,256,inf,False,RS,32,inf,False,1,2,True,inf,False,inf,True
18,4,128,10,4,2,2048,6.887666999999999,False,RS,32,0.0005306043723906725,True,11,1,False,6.887338134045872,True,6.887995865954125,False
19,8,256,10,1,64,512,1.2997249999999998,False,RS,1,0.08734611282134996,True,24,1,True,1.2455883131822134,False,1.3538616868177862,True
20,1,512,10,32,1,1,1.480482,False,RS,1,0.04177736487621018,True,1,23,True,1.4545885967869499,False,1.5063754032130503,True
21,1,32,1,256,16,1,inf,False,RS,8,inf,False,1,27,False,inf,False,inf,True
22,8,16,1,4,16,1024,inf,False,RS,2,inf,False,1,11,True,inf,False,inf,True
23,4,128,1,128,8,1,inf,False,RS,4,inf,False,1,18,True,inf,False,inf,False
24,32,1024,1,4,32,32,inf,False,RS,2,inf,False,28,1,True,inf,True,inf,False
25,1,16,10,16,4,128,1.40862,False,RS,32,0.06382585259908405,True,15,1,True,1.3690610536264844,False,1.4481789463735155,False
26,4,1024,10,2,128,2,1.40041,False,RS,8,0.04346026484042637,True,1,16,True,1.3734735437492631,True,1.4273464562507368,False
27,8,512,10,16,1,2048,1.0568500000000003,False,RS,1,0.09402983590010143,True,1,15,True,0.9985707748207043,False,1.1151292251792964,True
28,16,1024,1,1,2,128,inf,False,RS,8,inf,False,1,20,True,inf,False,inf,False
29,16,1,1,8,512,8,inf,False,RS,4,inf,False,1,10,True,inf,True,inf,False
30,8,1024,1,4,2,256,inf,False,RS,4,inf,False,1,18,False,inf,True,inf,True
31,4,1024,10,512,2,1,1.3332849999999998,False,RS,1,0.1070100796420599,True,1,2,True,1.2669606842313357,False,1.399609315768664,True
32,1,2048,1,16,2,2048,inf,False,RS,2,inf,False,1,23,False,inf,False,inf,True
33,1,128,10,16,128,1024,2.337413,False,RS,1,0.0013934493173416906,True,17,1,False,2.336549347035344,True,2.3382766529646566,False
34,1,1,1,1,1,256,inf,False,RS,8,inf,False,13,1,True,inf,True,inf,False
35,1,2048,10,4,2,64,1.3349289999999998,False,RS,32,0.039955778918699586,True,1,30,True,1.3101646067143304,True,1.3596933932856692,True
36,32,1,1,8,16,2048,inf,False,RS,4,inf,False,21,1,False,inf,True,inf,False
37,8,256,1,1024,16,2048,inf,False,RS,2,inf,False,1,6,False,inf,False,inf,True
38,1,16,1,128,1,1,inf,False,RS,32,inf,False,29,1,False,inf,False,inf,True
39,2,256,10,2,2,1024,1.332255,False,RS,1,0.1434765683482847,True,7,1,True,1.2433289356856272,True,1.4211810643143727,True
40,4,1,1,16,16,32,inf,False,RS,16,inf,False,1,14,False,inf,False,inf,False
41,4,1024,10,4,8,256,1.35847,False,RS,16,0.035184832527667374,True,9,1,True,1.336662615586884,False,1.3802773844131162,True
42,8,1024,1,4,512,512,inf,False,RS,2,inf,False,17,1,True,inf,True,inf,True
43,4,16,10,1,4,4,2.9082239999999997,False,RS,32,0.0028332497242565496,True,4,1,False,2.906467965895627,False,2.9099800341043722,True
44,1,2,1,1,1,1,inf,False,RS,2,inf,False,2,1,False,inf,True,inf,False
45,2,32,10,16,8,32,1.398939,False,RS,32,0.043281913185532796,True,1,3,True,1.3721130852189694,True,1.4257649147810305,False
46,1,128,1,64,64,256,inf,False,RS,8,inf,False,28,1,False,inf,False,inf,True
47,8,64,10,2,16,4,1.359216,False,RS,4,0.053713995792530674,True,1,12,True,1.3259243322425613,False,1.3925076677574386,True
48,4,512,1,512,32,512,inf,False,RS,2,inf,False,17,1,False,inf,False,inf,False
49,2,2048,1,8,16,64,inf,False,RS,4,inf,False,15,1,True,inf,False,inf,False
50,8,1,1,32,4,2048,inf,False,RS,2,inf,False,3,1,False,inf,False,inf,True
51,2,32,1,256,8,1024,inf,False,RS,4,inf,False,23,1,False,inf,True,inf,False
52,4,512,1,32,512,1024,inf,False,RS,2,inf,False,25,1,False,inf,True,inf,False
53,2,2048,1,8,4,8,inf,False,RS,8,inf,False,14,1,False,inf,True,inf,False
54,4,8,1,4,1,32,inf,False,RS,2,inf,False,1,2,True,inf,False,inf,True
55,8,8,10,2,4,16,4.895751,False,RS,8,0.0009926474701524514,True,12,1,False,4.895135762029169,True,4.89636623797083,True
56,8,1,1,8,128,256,inf,False,RS,4,inf,False,1,1,False,inf,False,inf,True
57,4,512,10,256,32,1,1.367768,False,RS,1,0.03295369775912863,True,10,1,True,1.3473434618328262,True,1.388192538167174,False
58,32,2048,1,4,1024,1,inf,False,RS,2,inf,False,25,1,True,inf,False,inf,True
59,2,256,1,32,64,1024,inf,False,RS,8,inf,False,1,30,False,inf,True,inf,False
60,1,2,1,4,2,8,inf,False,RS,4,inf,False,6,1,True,inf,True,inf,True
61,32,1,1,4,8,1,inf,False,RS,4,inf,False,1,25,False,inf,False,inf,False
62,8,2048,10,2,1,8,2.299832,False,RS,1,0.0002211243993774193,True,1,18,False,2.2996949481957443,True,2.2999690518042555,True
63,32,8,1,64,8,1,inf,False,RS,2,inf,False,12,1,True,inf,True,inf,True
64,4,128,10,8,64,512,1.291774,False,RS,32,0.07294344935633355,True,1,25,True,1.246564012449785,False,1.336983987550215,True
