id,RT1_J,T1_Ja,T1_I,T1_J,T1_Ia,cost_mean,technique,points,RT1_I,speedup,U1_J,U1_I,OMP,VEC1,SCR
1,1,2,8,2,2048,0.9256346000000001,DLMT,133,32,2.72192612506058,1,22,True,False,True
