id,RT1_J,T1_Ja,runs,T1_I,T1_J,T1_Ia,cost_mean,baseline,technique,RT1_I,cost_std,correct_result,U1_J,U1_I,OMP,mean_confidence_interval_inf,VEC1,mean_confidence_interval_sup,SCR
1,8,1,1,16,4,16,inf,False,DLMT,4,inf,False,1,27,True,inf,True,inf,False
2,1,1024,10,4,1024,512,2.6472740000000003,False,DLMT,16,0.0010050791013647305,True,1,30,False,2.646651056965901,False,2.6478969430340995,False
3,16,512,1,256,1,256,inf,False,DLMT,2,inf,False,20,1,False,inf,False,inf,False
4,2,16,1,1,8,512,inf,False,DLMT,4,inf,False,1,19,False,inf,True,inf,True
5,1,1,10,1,1024,4,2.287557,False,DLMT,8,0.00038065863972862947,True,1,18,False,2.2873210696660924,False,2.2877929303339077,True
6,32,1,1,1,1024,128,inf,False,DLMT,2,inf,False,22,1,True,inf,True,inf,True
7,2,8,10,16,8,256,1.3141969999999998,False,DLMT,32,0.04639784004670905,True,1,1,True,1.285439849229388,False,1.3429541507706118,True
8,2,16,10,1,8,4,2.9105719999999997,False,DLMT,32,0.00233859273923446,True,20,1,False,2.9091225518376387,False,2.9120214481623607,True
9,1,8,1,2048,1,2048,inf,False,DLMT,16,inf,False,9,1,False,inf,True,inf,True
10,4,256,1,2048,4,2048,inf,False,DLMT,16,inf,False,1,13,True,inf,False,inf,True
11,1,1,10,4,8,16,2.676229,False,DLMT,1,0.002878007817918568,True,29,1,False,2.6744452250515205,False,2.67801277494848,True
12,1,1024,1,512,8,2048,inf,False,DLMT,16,inf,False,18,1,True,inf,True,inf,True
13,32,256,10,8,32,2048,2.463309,False,DLMT,1,0.0002180573319107159,True,12,1,False,2.4631738491489243,False,2.463444150851076,False
14,32,1024,10,512,256,1,1.4811210000000001,False,DLMT,1,0.05575436170381654,True,1,22,True,1.446564723586663,True,1.5156772764133373,True
15,16,4,1,64,2,256,inf,False,DLMT,8,inf,False,18,1,True,inf,False,inf,False
16,1,512,10,16,1,2048,1.0038885999999998,False,DLMT,32,0.33697146677610557,True,1,21,True,0.795035358863788,True,1.2127418411362116,False
17,32,2048,1,32,1,32,inf,False,DLMT,4,inf,False,1,10,False,inf,True,inf,True
18,2,128,1,16,128,1,inf,False,DLMT,4,inf,False,21,1,False,inf,False,inf,False
19,2,1,1,128,256,128,inf,False,DLMT,32,inf,False,1,11,False,inf,True,inf,False
20,16,1,1,2048,64,2048,inf,False,DLMT,4,inf,False,1,1,False,inf,False,inf,True
21,2,2048,10,256,1,1024,1.2825019999999998,False,DLMT,1,0.0737308418234866,True,30,1,True,1.2368039905101693,False,1.3282000094898303,False
22,32,32,1,256,4,2048,inf,False,DLMT,4,inf,False,1,29,True,inf,False,inf,True
23,16,8,10,8,8,8,1.386701,False,DLMT,1,0.03527239613352063,True,1,9,True,1.3648393440989652,True,1.4085626559010347,False
24,1,2048,1,1024,8,1,inf,False,DLMT,32,inf,False,5,1,False,inf,True,inf,False
25,4,1,10,8,1,1024,1.245266,False,DLMT,16,0.12158668382680725,True,1,30,True,1.1699071773697596,True,1.3206248226302404,True
26,8,2048,1,1,256,2048,inf,False,DLMT,2,inf,False,10,1,True,inf,False,inf,True
27,1,64,1,64,64,64,inf,False,DLMT,2,inf,False,8,1,True,inf,False,inf,True
28,2,1,1,32,2048,1,inf,False,DLMT,8,inf,False,8,1,False,inf,True,inf,True
29,16,64,1,64,16,1,inf,False,DLMT,2,inf,False,30,1,True,inf,True,inf,True
30,4,512,10,2,128,8,1.4095170000000001,False,DLMT,16,0.04018872255994215,True,1,2,True,1.3846082294026818,True,1.4344257705973185,False
31,1,1,1,2048,1,1,inf,False,DLMT,8,inf,False,1,7,True,inf,True,inf,False
32,8,256,10,1,16,1,1.344955,False,DLMT,1,0.03805465549706103,True,4,1,True,1.32136891356686,True,1.3685410864331398,True
33,4,2048,10,2048,2048,1,0.9673404999999999,False,DLMT,1,0.32593758635949005,True,28,1,True,0.765326003133049,True,1.169354996866951,True
34,1,1,10,1,1,1,2.519509,True,DLMT,1,0.00012012077255828064,True,1,1,False,2.519434549741892,False,2.5195834502581085,False
35,8,64,1,32,1,2048,inf,False,DLMT,4,inf,False,4,1,False,inf,True,inf,True
36,1,512,1,512,128,1,inf,False,DLMT,2,inf,False,1,10,True,inf,True,inf,True
37,1,1,1,4,1,512,inf,False,DLMT,4,inf,False,1,30,False,inf,False,inf,False
38,16,1024,10,4,1,64,1.2294779999999998,False,DLMT,1,0.2704823855850876,True,7,1,True,1.0618343610884757,False,1.397121638911524,False
