id,RT1_I2,RT1_I1,technique,U1_I1,cost_mean,RT2_I2,T2_I2a,speedup,RT2_I1,T1_I1a,U2_I1,points,T1_I2,T2_I2,T2_I1,T1_I1,U2_I2,T1_I2a,T2_I1a,U1_I2
1,8,8,DLMT,1,1.1278325714285715,32,256,0.9785026348895758,1,2048,1,104,64,32,1,64,2,512,256,11
