id,T2_K,T2_J,T2_I,mean_confidence_interval_inf,RT_K,T1_I,T1_J,T1_K,technique,VEC2,VEC1,SCR,ACOPY_x,ACOPY_y,U1_I,RT_J,runs,mean_confidence_interval_sup,cost_std,cost_mean,U_J,U_I,correct_result,U_K,RT_I
1,256,256,512,0.10898420929664322,1,512,64,16,RS,False,False,False,False,True,24,8,35,0.10905533356049961,0.00010734299783252463,0.10901977142857142,20,1,True,17,8
2,1,1,128,0.10197093995513618,1,1,16,128,RS,False,True,False,False,True,29,1,35,0.10199306004486383,3.338434192423547e-05,0.101982,15,20,True,1,8
3,1,256,1024,0.12091898264583952,8,128,32,1,RS,True,False,False,True,True,12,1,35,0.12096073163987477,6.30089076954966e-05,0.12093985714285714,23,15,True,1,8
4,2048,64,256,0.15062532751364288,1,64,32,256,RS,True,False,False,True,True,17,1,35,0.15071861534349995,0.00014079295552878402,0.15067197142857142,1,13,True,4,1
5,128,512,256,0.1798659318802965,8,32,512,16,RS,False,False,True,True,False,8,1,35,0.1799549252625606,0.00013431163883495322,0.17991042857142855,21,17,True,1,1
6,1,256,128,0.35100548642433305,1,16,64,16,RS,False,False,True,False,True,27,32,35,0.35102325643280985,2.6819061147182246e-05,0.35101437142857145,14,1,True,24,1
7,256,1024,2048,0.09605421385037335,1,64,256,1,RS,True,True,False,True,True,20,8,35,0.09612052329248377,0.00010007631594061103,0.09608736857142856,9,18,True,1,8
8,128,1,256,0.18090780036403253,1,32,512,32,RS,False,True,True,False,True,24,8,35,0.18111494249311033,0.0003126254797873062,0.18101137142857143,1,2,True,5,1
9,1,512,1024,0.2338107731494568,1,64,64,256,RS,False,True,False,False,False,10,1,35,0.2339002554219718,0.00013504948752821142,0.2338555142857143,5,1,True,16,1
10,1,128,256,inf,32,32,1,16,RS,False,True,True,False,True,7,1,1,inf,inf,inf,22,21,False,1,1
11,256,128,2048,0.2137553250910635,1,16,128,64,RS,True,True,True,False,True,4,8,35,0.2137755891946508,3.0583228697293676e-05,0.21376545714285716,15,28,True,1,1
12,512,64,512,0.09738332358182032,1,16,1,256,RS,True,True,False,False,True,4,8,35,0.0974086764181797,3.8263305808941724e-05,0.09739600000000001,1,7,True,29,8
13,128,128,1,inf,32,1,64,1,RS,False,False,True,True,True,23,1,1,inf,inf,inf,26,20,False,1,1
14,2048,1024,1024,0.17849495680183028,8,512,128,512,RS,True,True,True,True,False,10,8,35,0.178644757483884,0.0002260839468436608,0.17856985714285714,9,1,True,18,1
15,1024,128,2048,0.1315745434684697,1,1,16,512,RS,False,False,False,False,False,16,1,35,0.1316967136743874,0.0001843831547487509,0.13163562857142855,1,6,True,13,1
