id,RT1_K,RT1_J,T1_Ja,baseline,RT1_I,T2_K,T2_J,T2_I,T2_Ja,U2_I,mean_confidence_interval_inf,T1_I,T1_J,T1_K,technique,RT2_J,VEC2,VEC1,SCR,T1_Ia,T1_Ka,OMP1,U1_K,U1_J,U1_I,T2_Ka,RT2_I,runs,T2_Ia,U2_J,U2_K,cost_mean,RT2_K,OMP2,cost_std,correct_result,mean_confidence_interval_sup
1,1,16,1,False,2,64,16,16,64,29,3.285313055932138,8,4,1,DLMT,1,True,True,True,8,1,True,15,1,1,256,32,10,32,1,3,3.320807,2,False,0.057267229031969076,True,3.3563009440678617
2,1,32,1,False,2,2048,2,16,128,15,14.464333754872067,1,2048,4,DLMT,8,True,False,True,256,2048,False,1,4,6,1,2,10,512,9,1,14.48099,2,True,0.026873795786974332,True,14.497646245127934
3,2,8,64,False,1,4,2048,2,1,27,14.163312164264807,1024,32,4,DLMT,8,False,False,True,1024,128,True,1,7,7,64,4,10,1,1,2,14.491260000000002,1,True,0.5291230465591157,True,14.819207835735197
4,2,2,2048,False,32,64,4,32,32,18,6.6769690307025185,16,16,2,DLMT,2,True,True,True,2048,512,False,12,1,17,256,4,10,2048,1,19,6.6771780000000005,2,False,0.000337158716334063,True,6.6773869692974825
5,2,1,256,False,2,1,256,1,256,1,4.1022879275988196,32,1,4,DLMT,2,False,False,False,32,1024,True,1,9,21,2048,1,10,1,27,4,4.1825090000000005,32,False,0.12943161564702807,True,4.262730072401181
6,1,16,512,False,1,512,4,32,4,1,11.764106389693964,64,256,32,DLMT,1,True,False,False,1024,256,False,1,6,27,2048,2,10,1024,30,25,11.76422,8,False,0.00018330302779848474,True,11.764333610306036
7,2,16,2048,False,4,8,128,8,2048,14,27.585234039424922,32,2048,2048,DLMT,32,False,False,False,128,1,False,2,1,24,1024,1,10,2048,8,1,27.63424,2,True,0.079068011230839,True,27.683245960575075
8,16,4,2048,False,1,2048,32,4,512,27,4.276250012482637,16,1,2,DLMT,1,True,False,True,256,1024,False,1,4,30,1,32,10,2048,1,18,4.27689,1,False,0.0010325792947760931,True,4.2775299875173625
9,8,1,1024,False,2,32,1,256,16,22,5.527220704966414,4,1,64,DLMT,8,True,True,True,32,128,False,1,1,30,64,4,10,256,29,1,5.527609,4,False,0.0006264894252898623,True,5.527997295033586
10,1,8,64,False,8,1,64,1,1024,1,5.613516299684341,4,64,8,DLMT,1,True,True,True,2048,32,False,11,29,1,8,2,10,256,26,2,5.613673,32,False,0.0002528260271410604,True,5.61382970031566
11,1,2,256,False,16,512,4,1,4,7,12.973277473445673,32,1,4,DLMT,1,True,True,True,2048,4,True,1,8,11,2048,16,10,8,1,2,12.97997,1,False,0.010797967401321457,True,12.986662526554326
12,1,1,1,False,2,16,32,8,64,1,5.851832319462487,256,32,64,DLMT,8,True,False,False,2048,1,False,25,17,1,16,8,10,64,23,21,5.854535,1,True,0.004360603742602706,True,5.857237680537514
13,4,16,1,False,1,4,32,2048,2048,30,3.8580028163749813,1,8,1,DLMT,4,False,False,False,512,2,False,27,1,2,8,2,10,1,1,9,3.858094,1,False,0.00014711899945281997,True,3.8581851836250185
14,2,32,256,False,1,32,256,4,512,22,12.605720886919674,2,64,1,DLMT,32,False,True,False,1024,128,True,1,29,1,64,1,10,32,10,1,12.722100000000001,1,True,0.18777032246870132,True,12.838479113080329
15,4,4,2048,False,8,4,16,2,256,1,13.564280752166482,2048,256,16,DLMT,16,True,True,True,2048,64,True,16,1,6,256,4,10,128,12,23,15.39462,1,True,2.9531363635294596,True,17.224959247833517
