id,correct_result,runs,mean_confidence_interval_sup,RT_K,T1_I,T1_J,T1_K,U_K,U_J,U_I,technique,U1_I,T2_K,T2_J,T2_I,mean_confidence_interval_inf,cost_std,RT_I,cost_mean,RT_J
1,True,35,0.13271443851161863,1,1,512,64,6,1,12,RS,15,64,512,64,0.1326929900598099,3.237068464660162e-05,8,0.13270371428571426,1
2,True,35,0.3290679515715844,1,32,32,128,1,26,11,RS,7,2048,2048,1024,0.32855993414270124,0.0007667160376886489,32,0.3288139428571428,1
3,True,35,0.12186407501520694,1,1,1,32,24,9,1,RS,9,256,64,512,0.1218364964133645,4.162250176360464e-05,8,0.12185028571428572,1
4,True,35,0.15118253442419016,1,128,64,256,11,1,4,RS,28,2048,64,512,0.15115815129009558,3.679980035438392e-05,1,0.15117034285714287,1
5,True,35,0.11836971759860766,1,16,1,128,17,1,3,RS,11,128,256,1,0.11833673954424952,4.9771526980384936e-05,8,0.11835322857142859,8
6,True,35,0.1255371937176376,8,32,1,1,10,1,9,RS,28,128,2048,64,0.12550600628236241,4.706906779252246e-05,8,0.1255216,1
7,True,35,0.2266619184952742,8,16,64,256,24,7,1,RS,11,2048,256,1,0.22624093864758296,0.0006353561559455921,1,0.22645142857142858,8
8,True,35,0.12573555658849672,8,16,16,128,5,1,18,RS,22,128,64,64,0.1257092434115033,3.9712682393123564e-05,8,0.1257224,1
9,True,35,0.12653725033270818,8,32,16,64,14,1,24,RS,11,2048,1024,128,0.12651303538157754,3.6545973283869084e-05,8,0.12652514285714286,1
10,True,35,0.11284555457569795,8,16,512,256,1,12,30,RS,12,1024,2048,128,0.11272935971001635,0.00017536498149486442,8,0.11278745714285715,1
11,True,35,0.17939096512483138,1,32,64,128,1,22,24,RS,11,256,128,1,0.17929286344659717,0.00014805816838151577,1,0.17934191428571428,32
12,True,35,0.13459457190494478,1,64,512,32,29,1,27,RS,9,256,1024,128,0.1345687423807695,3.8982738199760977e-05,8,0.13458165714285714,1
13,True,35,0.15813927230849337,8,1,1,16,11,1,4,RS,26,1,2048,1024,0.1580962134057924,6.498586345490622e-05,1,0.1581177428571429,1
14,True,35,0.15205026879498887,8,32,32,128,1,13,24,RS,14,512,1024,512,0.15188515977643965,0.0002491877744568845,1,0.15196771428571426,1
15,True,35,0.13155236585183938,8,32,256,1,1,5,3,RS,24,1024,1,64,0.13153186271958917,3.094397834665646e-05,1,0.13154211428571427,1
16,True,35,0.14694373336779248,1,1,256,16,22,1,29,RS,21,2048,512,256,0.1469083237750647,5.344128191056823e-05,8,0.14692602857142859,1
17,True,35,0.20805633923499336,8,256,16,1,5,16,1,RS,29,256,2048,256,0.20790291790786378,0.0002315483393794634,1,0.20797962857142857,1
18,True,35,0.13662133093314624,1,16,16,128,1,1,6,RS,22,256,256,64,0.13649998335256805,0.00018314162246073758,8,0.13656065714285714,1
19,True,35,0.12258221985440132,1,256,16,128,1,20,16,RS,11,256,1024,512,0.1225243515741701,8.733664635145148e-05,8,0.12255328571428571,8
20,True,35,0.309761094906847,1,32,16,256,1,23,28,RS,4,512,128,2048,0.30951496223601005,0.0003714712437026044,1,0.3096380285714285,32
21,True,35,0.23438081455929372,8,32,1,128,2,6,1,RS,15,1024,1024,64,0.23435935686927767,3.2384627242454035e-05,1,0.2343700857142857,1
22,True,35,0.1412317148798563,8,1,32,16,26,1,3,RS,20,256,2048,512,0.1412017708344293,4.5192504345074815e-05,1,0.1412167428571428,8
23,True,35,0.20713891576612725,1,256,512,64,25,4,1,RS,3,2048,1024,1024,0.2070894842338728,7.460363836397685e-05,1,0.20711420000000003,32
24,True,35,0.20672260464760267,8,16,128,128,7,30,1,RS,13,2048,1024,128,0.20669619535239725,3.985774705122955e-05,1,0.20670939999999996,1
25,True,35,0.23489740733573208,8,64,128,64,18,21,1,RS,27,128,1,256,0.23475493552141077,0.0002150229869059569,1,0.23482617142857143,8
26,True,35,0.12373212722448733,8,1,1,64,1,27,11,RS,27,2048,512,2048,0.12370192991836977,4.55747334224852e-05,1,0.12371702857142855,1
27,True,35,0.22204515300277014,1,1,1,16,26,30,1,RS,8,64,256,256,0.22202381842580124,3.219882112178558e-05,1,0.2220344857142857,1
28,True,35,0.12083582659479626,1,1,1,1,11,22,1,RS,14,1,128,1024,0.12079628769091803,5.967336944071661e-05,8,0.12081605714285715,1
29,True,35,0.2245061254656978,1,32,256,128,14,6,1,RS,4,2048,512,2048,0.2244809031057308,3.8066386693752395e-05,1,0.2244935142857143,8
30,True,35,0.24848185495066216,1,1,32,16,7,22,1,RS,12,1024,64,2048,0.24845288790648068,4.3717983036918775e-05,1,0.24846737142857142,1
31,True,35,0.15882775273023197,1,256,64,128,1,23,23,RS,11,128,256,1,0.1587585901269109,0.00010438239745263328,1,0.15879317142857144,1
32,True,35,0.21674808743245091,8,128,16,64,12,30,1,RS,24,1024,512,1024,0.21670934113897775,5.847713664505068e-05,1,0.21672871428571433,1
33,True,35,0.20919555599349493,8,512,1,32,4,12,1,RS,19,1024,1,1024,0.20896798686364793,0.00034345455808503953,1,0.20908177142857143,8
34,True,35,0.19163083592847518,32,1,1,64,1,10,6,RS,27,1024,1,256,0.19159927835723906,4.762768873978499e-05,1,0.19161505714285712,1
35,True,35,0.2344399853360487,1,16,1,16,17,16,1,RS,24,1,2048,512,0.23422458609252272,0.0003250873791484879,32,0.23433228571428572,1
36,True,35,0.12670593380450293,8,512,512,256,22,1,16,RS,8,1024,1,512,0.12666000905263994,6.931109402615141e-05,1,0.12668297142857143,1
37,True,35,0.24213905142685796,32,128,32,64,12,5,1,RS,26,1,1,128,0.24196757714457054,0.0002587944326436447,1,0.24205331428571425,1
38,True,35,0.11389609673612464,8,64,128,128,1,12,28,RS,27,256,1024,256,0.11385453183530395,6.273106836947305e-05,8,0.11387531428571429,1
39,True,35,0.22958574126630468,1,128,1,16,11,11,1,RS,28,64,1,1,0.2295525444479811,5.010169250471084e-05,1,0.2295691428571429,8
40,True,35,0.12691685846418918,8,32,1,128,14,1,9,RS,12,256,128,128,0.12688177010723936,5.295646267241885e-05,8,0.12689931428571427,1
41,True,35,0.1304780727226177,8,16,256,256,1,5,3,RS,14,1024,2048,256,0.13040295584881084,0.00011336877157024674,1,0.13044051428571427,8
42,True,35,0.12511390024482327,1,1,256,512,1,3,12,RS,21,1024,256,512,0.12506387118374812,7.550544783696848e-05,8,0.1250888857142857,1
43,True,35,0.2425930852892961,8,64,64,32,4,2,1,RS,15,512,64,128,0.24255634328213246,5.5452204093035566e-05,1,0.24257471428571428,8
44,True,35,0.13577600346629437,1,128,16,1,1,27,4,RS,17,64,512,128,0.13575416796227707,3.2954836132042316e-05,1,0.13576508571428572,8
45,True,35,0.13064368528118556,8,256,512,1,1,15,25,RS,1,256,512,1,0.13056585757595732,0.00011746004444412914,1,0.13060477142857144,1
46,True,35,0.1648066944455592,32,32,16,1,29,1,5,RS,22,1024,256,1024,0.1647694198401551,5.6256018272150094e-05,1,0.16478805714285716,1
47,True,35,0.12379596390174642,1,16,256,16,1,2,14,RS,20,1,256,128,0.12376386466968213,4.8445180464150576e-05,8,0.12377991428571428,1
48,True,35,0.20524516936530812,8,32,64,1,6,1,25,RS,24,2048,2048,256,0.2051313449204062,0.00017178746717252304,1,0.20518825714285716,1
49,True,35,0.18758956070438987,1,32,32,128,1,26,27,RS,10,128,128,2048,0.1874936392956102,0.0001447676364780076,1,0.18754160000000003,32
50,True,35,0.13004479615766143,8,1,1,32,28,1,20,RS,13,1024,128,64,0.13000411812805276,6.139257417037594e-05,8,0.1300244571428571,1
51,True,35,0.22802404824093925,8,1,256,128,30,25,1,RS,18,512,1024,512,0.2279943517590607,4.48188735754413e-05,1,0.22800919999999997,8
52,True,35,0.2407148764079801,8,512,128,64,21,6,1,RS,2,256,512,2048,0.24069598073487716,2.8517949950649716e-05,1,0.24070542857142863,1
53,True,35,0.12199581107552719,1,32,16,32,1,10,17,RS,21,2048,128,1024,0.12194481749590132,7.696112986569312e-05,8,0.12197031428571425,8
54,True,35,0.13258889611011695,8,256,64,256,19,1,24,RS,10,2048,1,512,0.13249961817559733,0.00013474109413604853,1,0.13254425714285714,8
55,True,35,0.15243839468281345,8,256,64,512,7,1,25,RS,23,1,512,1,0.15229006246004373,0.00022386770145579725,1,0.1523642285714286,1
56,True,35,0.17849198356198448,1,512,256,64,1,22,27,RS,5,1,256,512,0.17802653072372981,0.0007024762057122187,1,0.17825925714285715,8
57,True,35,0.21082930109443265,1,32,128,64,20,1,25,RS,4,1,1024,1,0.2107340703341387,0.00014372528784923957,1,0.21078168571428568,1
58,True,35,0.29150633153870037,1,16,128,32,10,3,1,RS,7,64,2048,64,0.2914762398898711,4.541527208743154e-05,1,0.29149128571428573,1
59,True,35,0.13364983144214113,8,64,512,128,1,29,18,RS,1,2048,1,64,0.13350371141500175,0.00022052898555380106,1,0.13357677142857144,8
60,True,35,0.1994186462454884,1,16,64,1,11,3,1,RS,6,512,2048,1,0.199392725183083,3.912089060377727e-05,1,0.1994056857142857,32
61,True,35,0.14437275339759345,1,32,32,32,1,28,9,RS,16,2048,2048,64,0.14419193231669233,0.00027290091795449976,1,0.1442823428571429,1
62,True,35,0.12395336946685606,1,128,1,32,5,1,17,RS,29,1,1024,256,0.12392417339028683,4.4063645990308285e-05,8,0.12393877142857145,8
63,True,35,0.12040041391563731,1,128,1,32,10,1,23,RS,14,256,512,128,0.12037204322721985,4.281794397831993e-05,8,0.12038622857142858,8
64,True,35,0.11100963344895749,1,16,32,16,26,1,6,RS,1,1024,1024,1024,0.11097630940818533,5.029370066450284e-05,8,0.11099297142857141,8
65,True,35,0.13756570966586537,1,128,16,16,1,14,3,RS,28,2048,256,2048,0.13752577604842045,6.026908369122107e-05,1,0.1375457428571429,1
66,True,35,0.1281436457712456,8,128,512,32,3,1,21,RS,19,128,1,2048,0.12806155422875443,0.00012389516305558987,8,0.1281026,1
67,True,35,0.23862245365624887,1,32,1,16,28,21,1,RS,1,512,1024,256,0.23857897491517968,6.561949685380892e-05,1,0.23860071428571428,8
68,True,35,0.23720735894625122,8,32,64,32,19,28,1,RS,27,1,128,1,0.23717652676803452,4.653290255730785e-05,1,0.23719194285714287,8
69,True,35,0.22924492386136638,1,16,128,32,4,1,29,RS,14,1,128,64,0.2291851904243479,9.01516002099151e-05,1,0.22921505714285714,8
70,True,35,0.14280847110724385,32,256,1,1,1,7,24,RS,15,64,2048,512,0.14273981460704185,0.0001036185705521255,1,0.14277414285714285,1
71,True,35,0.12325379473351686,8,512,64,64,23,1,20,RS,27,1024,1024,1,0.12299346240934031,0.00039290181148651825,1,0.12312362857142858,8
72,True,35,0.14029683893864572,8,16,512,32,1,28,12,RS,22,128,512,1,0.1401627039184972,0.0002024408323739173,1,0.14022977142857146,8
73,True,35,0.21505777397996573,1,64,32,64,7,28,1,RS,9,512,2048,256,0.21498828316289137,0.00010487774807277372,1,0.21502302857142855,1
74,True,35,0.2005534533796341,1,1,32,512,10,2,1,RS,22,1,1,2048,0.20052528947750875,4.250585553899503e-05,1,0.20053937142857142,32
75,True,35,0.27281841038519444,1,32,32,64,8,1,17,RS,13,2048,128,512,0.272551018186234,0.00040355679872344763,32,0.2726847142857142,1
76,True,35,0.31323327690805136,1,256,1,16,25,1,20,RS,20,1024,2048,2048,0.312722037377663,0.0007715789356103194,32,0.3129776571428572,1
77,True,35,0.24865160495499283,32,32,512,64,16,4,1,RS,26,1024,512,2048,0.2486270807592929,3.701269500910013e-05,1,0.24863934285714287,1
78,True,35,0.12575618027558147,1,64,256,1,1,18,7,RS,12,64,2048,128,0.12571599115299,6.065470017287415e-05,1,0.12573608571428574,8
79,True,35,0.16032911371096678,1,256,32,64,1,1,19,RS,6,2048,1024,512,0.1602735720033189,8.382530911949994e-05,1,0.16030134285714284,1
80,True,35,0.13077264995920773,1,16,128,256,21,1,14,RS,4,1,128,1,0.13054866432650652,0.00033804623038506356,8,0.13066065714285713,1
81,True,35,0.20801866375535244,32,64,32,512,19,1,27,RS,15,1024,256,512,0.20790276481607622,0.0001749183599656162,1,0.20796071428571433,1
82,True,35,0.15578416690000635,1,1,64,512,1,8,25,RS,9,1024,512,2048,0.1556804616714222,0.0001565152245316865,1,0.15573231428571427,1
83,True,35,0.16558996337823823,32,32,1,64,1,4,11,RS,7,512,512,64,0.16556215090747606,4.1975464164635774e-05,1,0.16557605714285714,1
84,True,35,0.11249771002742623,1,256,256,16,19,14,1,RS,12,2048,256,1024,0.11246280425828806,5.2680895348256064e-05,8,0.11248025714285714,8
85,True,35,0.17552923422244793,8,32,64,64,29,1,9,RS,13,512,1024,512,0.1754779657775521,7.737596526053712e-05,1,0.1755036,1
86,True,35,0.15200377956481756,8,128,64,128,19,1,20,RS,5,1,256,1,0.151906049006611,0.00014749806224946443,1,0.15195491428571428,1
87,True,35,0.11482318549237541,8,32,512,256,10,7,1,RS,1,512,512,128,0.11477344307905313,7.50728299447837e-05,8,0.11479831428571427,1
88,True,35,0.1262981057665175,8,512,1,1,8,1,11,RS,9,64,256,512,0.1262593799477682,5.8446235541559316e-05,8,0.12627874285714286,1
89,True,35,0.2989637417299524,1,128,16,256,1,7,11,RS,7,512,256,2048,0.29878237255576184,0.00027372811775369573,32,0.2988730571428571,1
90,True,35,0.1508201450779359,32,512,32,32,1,17,14,RS,19,256,2048,1024,0.15078402635063554,5.4511530328690055e-05,1,0.15080208571428572,1
91,True,35,0.281220762487871,1,256,128,16,1,23,6,RS,17,64,128,512,0.2810653517978433,0.0002345507490449535,32,0.28114305714285714,1
92,True,35,0.21512802325044272,1,32,32,256,24,18,1,RS,15,256,64,1024,0.21510523389241448,3.439442289864255e-05,1,0.2151166285714286,8
93,True,35,0.1141796364220029,8,512,64,64,13,8,1,RS,9,1,1024,1024,0.11407984929228282,0.000150601905291903,8,0.11412974285714286,1
94,True,35,0.11179658915405608,1,16,128,16,18,1,11,RS,24,2048,1024,1,0.11176163941737252,5.2747252564101985e-05,8,0.1117791142857143,8
95,True,35,0.19127189200169611,8,32,16,64,1,3,17,RS,26,512,2048,64,0.1912395937125896,4.874560367408608e-05,1,0.19125574285714286,1
96,True,35,0.15170805611598714,8,128,64,64,1,23,22,RS,18,2048,1,1,0.15147668674115577,0.00034919000850656474,1,0.15159237142857146,1
97,True,35,0.11926823765384681,8,16,32,128,27,21,1,RS,6,2048,256,64,0.11923113377472463,5.59983527454516e-05,8,0.11924968571428572,1
98,True,35,0.1477005518197931,1,1,128,16,1,7,13,RS,3,1024,256,1024,0.14744293389449262,0.0003888051544967811,1,0.14757174285714286,32
99,True,35,0.2372905279111478,1,16,32,16,15,7,1,RS,28,64,512,256,0.23726575780313786,3.73838336772465e-05,1,0.23727814285714283,32
100,True,35,0.13293563286705348,1,32,16,16,1,6,6,RS,3,1,1024,1024,0.1328270528472323,0.00016387241428399632,1,0.1328813428571429,8
101,True,35,0.12070055746452645,1,128,512,64,15,1,8,RS,10,2048,1,1,0.12066824253547355,4.877071720964268e-05,8,0.1206844,8
102,True,35,0.186120612682692,1,32,64,64,1,15,17,RS,7,64,1024,1,0.18603481588873652,0.00012948724623983485,1,0.18607771428571426,32
103,True,35,0.12227568817653738,1,64,64,128,1,19,11,RS,25,256,256,1,0.12223442610917688,6.227402249374056e-05,8,0.12225505714285713,8
104,True,35,0.12189527448685766,1,1,64,32,25,30,1,RS,12,512,64,512,0.12183061122742803,9.759184475797797e-05,8,0.12186294285714284,8
