id,U2_I,U2_J,cost_mean,points,technique,speedup,RT2_J,T2_Ia,T2_J,T2_I,OMP,VEC2,T2_Ja,SCR,RT2_I
1,1,5,0.05947399,301,RS,1.6131495465496768,16,512,1,16,True,False,1,True,4
