id,SCREP,T1_Ja,technique,T1_I,T1_J,T1_Ia,U_K,U_J,U_I,T1_K,T1_Ka,speedup,cost_mean,OMP,PAR,VEC,points
1,True,2048,DLMT,1,2048,16,1,5,4,1,2048,19.586340777548315,0.07510530000000001,True,False,True,107
