id,correct_result,runs,baseline,RT_K,T1_I,T1_J,T1_K,U_K,U_J,U_I,technique,U1_I,T2_K,T2_J,T2_I,mean_confidence_interval_inf,mean_confidence_interval_sup,cost_std,RT_I,cost_mean,RT_J
1,True,35,True,1,1,1,1,1,1,1,RSL,1,1,1,1,0.17655301403715026,0.17695115739142123,0.0006008905948163758,1,0.17675208571428574,1
2,True,35,False,1,32,16,16,21,10,1,RSL,22,128,512,256,0.11364322599158892,0.1137426597226968,0.00015006854488288239,8,0.11369294285714286,8
3,True,35,False,8,256,64,1,10,1,1,RSL,2,256,1,256,0.12776241144497064,0.12780118855502942,5.852364601472778e-05,8,0.12778180000000003,1
4,True,35,False,1,1,16,32,27,13,1,RSL,12,64,1024,64,0.12786590402637332,0.1278976388307695,4.78951746536332e-05,8,0.1278817714285714,8
5,True,35,False,1,32,64,256,19,1,10,RSL,19,512,256,128,0.2763172907707182,0.2764901949435674,0.0002609524688911881,32,0.2764037428571428,1
6,True,35,False,1,128,32,256,1,5,27,RSL,19,1,1,128,0.20090480820512585,0.20106759179487416,0.0002456781634578072,1,0.2009862,8
7,True,35,False,8,128,512,256,1,15,29,RSL,28,256,2048,2048,0.2548834727369508,0.25532424154876365,0.0006652222890715203,1,0.2551038571428572,8
8,True,35,False,8,1,128,128,27,25,1,RSL,8,1024,256,128,0.21172646920240817,0.21175953079759186,4.989760944746202e-05,1,0.21174300000000001,1
9,True,35,False,8,32,1,512,19,23,1,RSL,24,1,64,2048,0.2256476352072698,0.22580436479273022,0.00023654126791866612,1,0.225726,8
10,True,35,False,8,512,1,128,25,1,13,RSL,5,1,128,2048,0.12634734340543316,0.12637585659456682,4.303301058489974e-05,8,0.1263616,1
11,True,35,False,8,64,128,128,25,1,29,RSL,9,2048,256,1024,0.2627826072642063,0.26335453559293653,0.0008631723974705771,1,0.26306857142857143,8
12,True,35,False,1,128,256,128,1,28,5,RSL,29,1,2048,1024,0.12903530007046426,0.12907224278667856,5.5755120566524745e-05,1,0.1290537714285714,8
13,True,35,False,1,512,128,16,18,1,13,RSL,22,128,1024,1024,0.1281217416110312,0.12813894410325447,2.5962547593619744e-05,1,0.12813034285714284,8
14,True,35,False,32,1,512,512,1,20,11,RSL,29,1024,2048,2048,0.13582333120363635,0.1358458687963636,3.4014450710584655e-05,1,0.13583459999999997,1
15,True,35,False,8,64,64,64,16,22,1,RSL,22,512,2048,256,0.2126726143955935,0.21269944274726363,4.0490200376518126e-05,1,0.21268602857142857,1
16,True,35,False,1,64,16,32,1,21,9,RSL,27,512,512,512,0.12211470640521355,0.1222564364519293,0.00021390348767800918,8,0.12218557142857142,1
17,True,35,False,1,1,16,16,3,1,14,RSL,24,64,2048,128,0.2618708707293954,0.262054157842033,0.00027662273136928287,32,0.2619625142857142,1
18,True,35,False,1,1,1,16,1,26,6,RSL,26,64,1,256,0.1870142930450071,0.18704010695499296,3.8959172769157e-05,1,0.18702720000000003,1
19,True,35,False,32,32,1,128,27,14,1,RSL,22,512,256,256,0.20986888652988997,0.20990139918439574,4.906913074262364e-05,1,0.20988514285714285,1
20,True,35,False,1,16,512,64,1,14,28,RSL,2,256,1024,1024,0.23842021462547675,0.2394478996602376,0.001551014892492875,1,0.23893405714285718,8
21,True,35,False,1,256,32,64,11,22,1,RSL,17,512,1024,2048,0.11822760178600353,0.11834891249971075,0.00018308598180825645,8,0.11828825714285714,8
22,True,35,False,1,64,64,16,1,12,4,RSL,6,512,1,128,0.1220251400052073,0.12209388856622129,0.00010375751165332419,8,0.1220595142857143,8
23,True,35,False,8,32,1,64,1,20,1,RSL,23,1024,256,1,0.20801818752784876,0.20803398390072267,2.3840387614983634e-05,1,0.2080260857142857,1
24,True,35,False,32,1,512,1,10,1,23,RSL,23,256,1,1024,0.1624117153181148,0.16250725611045655,0.00014419319806199723,1,0.16245948571428567,1
25,True,35,False,1,32,1,64,1,10,1,RSL,3,512,128,256,0.21934802081316374,0.21937580775826487,4.193694002637128e-05,1,0.2193619142857143,32
26,True,35,False,1,32,1,16,21,1,30,RSL,26,128,128,64,0.21455380748058767,0.21474082109084086,0.00028224687991985,1,0.21464731428571426,1
27,True,35,False,32,1,256,32,1,24,24,RSL,16,256,512,128,0.156462485143335,0.15654774342809363,0.0001286745110576235,1,0.15650511428571431,1
28,True,35,False,32,1,64,16,1,4,29,RSL,12,512,512,64,0.22111006075440706,0.22121605353130727,0.00015996766510001546,1,0.22116305714285717,1
29,True,35,False,8,256,32,1,16,13,1,RSL,17,2048,2048,1,0.2148574832955377,0.21487994527589085,3.3900334114299606e-05,1,0.21486871428571427,1
