id,T2_K,T2_J,T2_I,mean_confidence_interval_inf,RT_K,baseline,T1_J,T1_K,technique,VEC2,VEC1,SCR,ACOPY_x,ACOPY_y,U1_I,RT_J,T1_I,runs,mean_confidence_interval_sup,cost_std,cost_mean,U_J,U_I,correct_result,U_K,RT_I
1,1,1,1,0.17724465074396073,1,True,1,1,RSL,False,False,False,False,False,1,1,1,35,0.17741540639889636,0.0002577098574215696,0.17733002857142854,1,1,True,1,1
2,2048,2048,512,0.16429845676438917,1,False,512,1,RSL,False,False,True,False,False,19,1,8,35,0.164444400378468,0.0002202627373601537,0.16437142857142858,6,1,True,6,16
3,2048,512,256,0.18022658132553185,1,False,128,128,RSL,True,True,False,True,False,30,2,2,35,0.180259361531611,4.947292807430196e-05,0.18024297142857143,26,1,True,26,1
4,1,2,1024,inf,4,False,1,1,RSL,True,True,False,True,True,23,8,4,1,inf,inf,inf,19,22,False,1,4
5,128,32,128,0.1327198695580578,2,False,16,128,RSL,False,False,False,True,False,3,2,128,35,0.13274853044194218,4.3255916193213945e-05,0.1327342,5,19,True,1,16
6,256,256,16,0.353513632353329,4,False,2,64,RSL,False,True,True,False,False,8,4,2,35,0.3537256247895282,0.0003199457173347028,0.3536196285714286,26,19,True,1,4
7,1024,128,128,0.1680791593761276,4,False,1,8,RSL,True,False,False,True,False,24,8,32,35,0.16811044062387237,4.7210652550942064e-05,0.1680948,30,14,True,1,2
8,256,4,1024,0.18262587094248794,2,False,2,128,RSL,False,False,True,False,True,6,2,64,35,0.18264692905751206,3.1781575974587455e-05,0.1826364,18,30,True,1,16
9,64,256,2048,0.15223460092059563,2,False,256,64,RSL,False,False,False,True,False,3,16,128,35,0.15225917050797574,3.708120157443558e-05,0.15224688571428568,4,1,True,5,2
10,256,32,16,0.4107496962644563,4,False,32,16,RSL,False,True,False,True,True,27,2,8,35,0.41083298944982954,0.00012570872065604874,0.4107913428571429,8,1,True,17,16
11,1,4,16,0.1537890625272744,4,False,2,256,RSL,False,False,False,True,False,20,2,16,35,0.15389830890129705,0.00016487809720752857,0.15384368571428572,1,9,True,19,4
12,512,4,1024,0.1526578959854822,16,False,4,128,RSL,True,True,False,False,False,1,2,32,35,0.15281490401451783,0.0002369615038053967,0.15273640000000002,1,28,True,21,2
13,2048,1,1024,0.12550075520276743,1,False,2,32,RSL,False,False,False,True,True,26,2,1024,35,0.12552427336866112,3.549436287522611e-05,0.12551251428571428,29,1,True,10,8
14,1,2048,16,0.20498555468954058,4,False,16,128,RSL,True,False,False,False,False,6,4,4,35,0.20501850245331657,4.972581147181703e-05,0.20500202857142857,22,27,True,1,16
15,2048,256,512,0.4038452091770332,8,False,128,4,RSL,False,True,False,True,False,13,8,2,35,0.4038805051086812,5.326974099920944e-05,0.4038628571428572,1,13,True,27,1
16,2,1024,16,0.31226755774368853,16,False,16,1,RSL,False,False,True,True,False,6,4,4,35,0.31236809939916854,0.00015174065953165805,0.31231782857142854,11,1,True,29,4
