id,T2_K,T2_J,T2_I,mean_confidence_interval_inf,RT_K,baseline,T1_J,T1_K,technique,VEC2,VEC1,SCR,ACOPY_x,ACOPY_y,U1_I,RT_J,T1_I,runs,RT_I,U_K,U_J,U_I,cost_std,correct_result,cost_mean,mean_confidence_interval_sup
57,256,512,64,0.09823714832456736,1,False,512,64,DLMT,True,False,True,False,False,27,8,1,35,8,1,23,17,4.5441557353306574e-05,True,0.09825220285714285,0.09826725738971835
58,256,1,64,0.09198594551067812,8,False,512,256,DLMT,True,False,True,False,True,27,1,1,35,8,1,23,17,0.00017982342259640567,True,0.09204552,0.09210509448932189
59,256,128,64,0.10064542222381168,1,False,1,256,DLMT,True,True,True,True,True,27,8,1,35,8,1,23,17,3.520582048352792e-05,True,0.10065708571428572,0.10066874920475977
60,256,2048,64,0.0977265216964939,8,False,64,256,DLMT,False,True,True,True,False,27,1,1,35,8,1,23,17,3.979547671968413e-05,True,0.09773970571428571,0.09775288973207752
61,256,2048,64,0.10103461359234533,1,False,1,1,DLMT,True,True,True,False,True,27,1,1,35,8,1,23,17,4.1958735803216025e-05,True,0.10104851428571429,0.10106241497908325
62,256,128,64,0.1088890121744455,1,False,64,1,DLMT,False,True,True,False,True,27,8,1,35,8,1,23,17,8.016813963317926e-05,True,0.10891557142857142,0.10894213068269734
63,256,1,64,0.10864667233524401,1,False,64,1,DLMT,True,False,True,False,True,27,1,1,35,8,1,23,17,4.868076768968525e-05,True,0.1086628,0.108678927664756
64,256,512,64,0.10229396839714734,1,False,512,32,DLMT,True,True,True,True,False,27,1,1,35,8,1,23,17,0.00022708384857958187,True,0.1023692,0.10244443160285265
65,256,1,64,0.10082227214819955,1,False,512,256,DLMT,False,False,True,True,True,27,1,1,35,8,1,23,17,3.4451432836527734e-05,True,0.1008336857142857,0.10084509928037186
66,256,512,64,0.10676776759595648,1,False,64,1,DLMT,False,False,True,False,False,27,1,1,35,8,1,23,17,0.00013653236141767273,True,0.10681299999999999,0.1068582324040435
67,256,512,64,0.09334366509102089,8,False,1,1,DLMT,True,False,True,True,True,27,1,1,35,8,1,23,17,2.682308570113849e-05,True,0.09335255142857142,0.09336143776612195
68,256,2048,64,0.0971066137386506,1,False,512,1,DLMT,True,True,True,True,False,27,8,1,35,8,1,23,17,8.168989825890927e-05,True,0.09713367714285714,0.0971607405470637
69,256,2048,64,0.08950467938488665,8,False,1,32,DLMT,False,False,True,False,False,27,1,1,35,8,1,23,17,4.384719533534048e-05,True,0.0895192057142857,0.08953373204368476
70,256,1,64,0.09121418977814158,8,False,512,1,DLMT,False,True,True,True,False,27,1,1,35,8,1,23,17,5.929622942894363e-05,True,0.09123383428571427,0.09125347879328696
71,256,2048,64,0.08829781951436894,1,False,64,256,DLMT,True,False,True,True,False,27,8,1,35,8,1,23,17,0.00019292440554025638,True,0.0883617342857143,0.08842564905705966
72,256,1,64,0.09423586758648439,1,False,64,32,DLMT,True,True,True,False,True,27,8,1,35,8,1,23,17,0.0001496325216751253,True,0.09428544,0.0943350124135156
73,256,2048,64,0.10830537622773985,1,False,512,256,DLMT,False,False,True,False,True,27,8,1,35,8,1,23,17,0.00010287199892713887,True,0.10833945714285713,0.10837353805797441
74,256,512,64,0.09175824826059488,8,False,512,64,DLMT,False,True,True,False,True,27,1,1,35,8,1,23,17,9.681599952107806e-05,True,0.09179032285714285,0.09182239745369082
75,256,2048,64,0.08880230833627197,8,False,1,64,DLMT,True,True,True,False,False,27,1,1,35,8,1,23,17,5.631661486811995e-05,True,0.0888209657142857,0.08883962309229944
76,256,1,64,0.09311562565038387,8,False,1,32,DLMT,True,True,True,False,True,27,1,1,35,8,1,23,17,4.2482910849959385e-05,True,0.09312970000000001,0.09314377434961615
77,256,2048,64,0.08881088985048384,8,False,512,32,DLMT,True,False,True,False,False,27,1,1,35,8,1,23,17,3.1250172897479984e-05,True,0.08882124285714285,0.08883159586380186
78,256,512,64,0.09089565163570117,8,False,512,256,DLMT,True,True,True,True,False,27,1,1,35,8,1,23,17,0.00018550551839528122,True,0.09095710857142858,0.091018565507156
79,256,2048,64,0.09497414899943664,8,False,64,1,DLMT,False,False,True,False,False,27,1,1,35,8,1,23,17,3.4728286888414856e-05,True,0.0949856542857143,0.09499715957199197
80,256,1,64,0.09005115314903792,8,False,1,1,DLMT,False,False,True,True,False,27,1,1,35,8,1,23,17,3.8493152955945624e-05,True,0.0900639057142857,0.09007665827953348
81,256,1,64,0.09354260496028911,8,False,512,1,DLMT,True,False,True,True,True,27,1,1,35,8,1,23,17,8.843463279480026e-05,True,0.09357190285714287,0.09360120075399662
82,256,2048,64,0.09851882208300923,8,False,1,256,DLMT,True,False,True,True,True,27,1,1,35,8,1,23,17,0.00018335243493315944,True,0.0985795657142857,0.09864030934556216
83,256,2048,64,0.09379298876163891,8,False,1,64,DLMT,False,True,True,True,False,27,1,1,35,8,1,23,17,8.430079981221743e-05,True,0.09382091714285715,0.09384884552407538
84,256,256,64,0.09781187961940833,8,False,64,32,DLMT,True,False,True,False,True,27,1,1,35,8,1,23,17,5.489406391460756e-05,True,0.09783006571428572,0.09784825180916311
85,256,256,64,0.08892018883200002,8,False,1,1,DLMT,True,True,True,False,False,27,1,1,35,8,1,23,17,3.5366981719089275e-05,True,0.0889319057142857,0.08894362259657139
86,256,256,64,0.09983946291680061,8,False,64,32,DLMT,False,False,True,True,False,27,1,1,35,8,1,23,17,3.729940482098981e-05,True,0.09985182,0.09986417708319938
87,256,1,64,0.10616826289255969,8,False,128,256,DLMT,False,True,True,False,True,27,1,1,35,8,1,23,17,4.560456475541195e-05,True,0.10618337142857143,0.10619847996458316
88,256,512,64,0.09957645347396274,8,False,512,32,DLMT,False,True,True,True,True,27,1,1,35,8,1,23,17,4.620219042426378e-05,True,0.09959175999999999,0.09960706652603724
89,256,2048,64,0.11453475599349142,8,False,64,1,DLMT,False,True,True,True,True,27,1,1,35,8,1,23,17,4.152890313888024e-05,True,0.11454851428571428,0.11456227257793714
90,256,2048,64,0.10542099086432231,8,False,512,1,DLMT,False,True,True,False,True,27,1,1,35,8,1,23,17,3.6249137920783895e-05,True,0.10543300000000001,0.10544500913567771
91,256,256,64,0.10590305524409212,8,False,1,256,DLMT,False,False,True,False,True,27,1,1,35,8,1,23,17,8.943849328802946e-05,True,0.10593268571428571,0.10596231618447931
92,256,1,64,0.08875110540466787,8,False,512,256,DLMT,False,False,True,False,False,27,1,1,35,8,1,23,17,4.322533214187645e-05,True,0.08876542571428571,0.08877974602390355
93,256,1,64,0.09917156252608873,8,False,64,32,DLMT,True,True,True,True,False,27,1,1,35,8,1,23,17,4.149193636929351e-05,True,0.09918530857142858,0.09919905461676844
94,256,2048,64,0.0953212469050708,8,False,64,256,DLMT,True,True,True,False,False,27,1,1,35,8,1,23,17,0.0002210169285971801,True,0.09539446857142858,0.09546769023778637
95,256,1,64,0.088875334265853,8,False,512,64,DLMT,True,False,True,False,False,27,1,1,35,8,1,23,17,0.00011620228119577636,True,0.08891383142857143,0.08895232859128985
96,256,2048,64,0.08935652309948847,8,False,512,256,DLMT,True,False,True,False,False,27,1,1,35,8,1,23,17,3.470297475927519e-05,True,0.08936801999999999,0.08937951690051152
97,256,2048,64,0.08984451092815601,8,False,512,32,DLMT,True,True,True,False,False,27,1,1,35,8,1,23,17,9.154719688304266e-05,True,0.08987484,0.08990516907184398
98,256,512,64,0.09103073859337817,8,False,512,64,DLMT,True,False,True,True,False,27,1,1,35,8,1,23,17,4.277156179004053e-05,True,0.09104490857142858,0.09105907854947899
99,256,1,64,0.08918870867700046,8,False,512,32,DLMT,True,True,True,False,False,27,1,1,35,8,1,23,17,3.089149939212817e-05,True,0.08919894285714286,0.08920917703728526
100,256,512,64,0.08855870329192497,8,False,512,1,DLMT,True,False,True,False,False,27,1,1,35,8,1,23,17,3.068352532761786e-05,True,0.08856886857142858,0.08857903385093219
101,256,2048,64,0.0909696478744108,8,False,512,256,DLMT,True,True,True,True,False,27,1,1,35,8,1,23,17,4.862523910019458e-05,True,0.09098575714285716,0.09100186641130352
102,256,2048,64,0.0904786768663167,8,False,512,1,DLMT,True,False,True,True,False,27,1,1,35,8,1,23,17,4.470859151328653e-05,True,0.09049348857142857,0.09050830027654043
103,256,1,64,0.09047365816172699,8,False,512,1,DLMT,True,True,True,True,False,27,1,1,35,8,1,23,17,0.00017573187057188478,True,0.09053187714285714,0.09059009612398729
104,256,1,64,0.09086896017564738,8,False,512,64,DLMT,True,False,True,True,False,27,1,1,35,8,1,23,17,3.9782818976465976e-05,True,0.09088214,0.09089531982435262
105,256,1,64,0.08855774329100266,8,False,512,256,DLMT,True,False,True,False,False,27,1,1,35,8,1,23,17,0.00020654783682711255,True,0.08862617142857143,0.0886945995661402
106,256,1,64,0.08834351612741045,8,False,512,1,DLMT,True,False,True,False,False,27,1,1,35,8,1,23,17,0.00021759116379868268,True,0.08841560285714285,0.08848768958687525
