id,T5_I,T1_Ja,technique,RT1_J,RT7_I,VEC10,RT7_J,T5_J,VEC9,T3_J,T3_I,RT1_I,VEC6,mean_confidence_interval_inf,T1_I,T1_J,T5_Ia,T3_Ja,VEC7,VEC4,VEC5,T7_J,VEC3,T7_I,VEC2,T7_Ia,VEC8,U10_I,U6_I,T1_Ia,VEC1,U5_J,U5_I,U1_J,U1_I,U8_I,U7_I,U7_J,cost_std,runs,mean_confidence_interval_sup,U2_I,cost_mean,U9_I,RT3_I,RT3_J,correct_result,T7_Ja,T5_Ja,U4_I,T3_Ia,SCR,U3_I,RT5_J,RT5_I,U3_J
1,1,256,RS,1,1,True,1,256,True,64,32,1,False,0.11016091045778362,128,16,1024,64,True,False,True,1,False,64,False,256,False,8,16,1,False,12,1,1,12,16,1,4,3.4335796754634785e-05,35,0.1101836609707878,1,0.11017228571428571,4,1,1,True,256,512,16,64,False,8,1,8,1
2,128,64,RS,32,32,False,1,256,False,64,128,1,True,0.13515675912001754,128,32,256,1,True,False,False,64,False,64,False,64,True,1,4,128,True,4,1,1,4,8,12,1,5.186848360841821e-05,35,0.13519112659426816,8,0.13517394285714285,16,1,1,True,128,1024,1,128,True,16,32,1,1
3,512,512,RS,1,8,True,1,128,False,128,512,32,False,0.16105616642549264,64,1,1024,128,False,True,False,32,True,128,True,128,True,1,1,512,False,8,1,1,4,4,1,4,0.0002182068930241801,35,0.1612007478602216,4,0.16112845714285712,8,8,1,True,1024,256,8,1,False,1,1,8,12
4,32,2048,RS,8,32,False,1,64,False,256,128,8,False,0.15124862351587764,1,256,512,1024,False,False,False,1,False,128,False,128,False,12,8,512,False,1,12,1,8,16,1,16,4.0462671131577924e-05,35,0.15127543362697948,12,0.15126202857142856,12,1,8,True,1,64,12,1024,True,1,8,1,4
5,64,1024,RS,1,8,True,1,1,True,16,16,8,False,0.1258811492851918,1,64,2048,256,True,True,True,32,False,1,False,256,False,16,4,128,False,1,1,12,1,12,12,1,2.6456834308600236e-05,35,0.12589867928623674,1,0.12588991428571428,1,1,8,True,256,256,1,64,False,12,8,1,1
6,1,256,RS,8,32,True,1,256,True,16,1,1,False,0.22156852576786243,128,128,1024,2048,False,True,False,64,True,512,True,1024,True,16,12,1,True,16,1,1,1,1,8,1,9.552127233965992e-05,35,0.2216318170892804,4,0.2216001714285714,4,32,1,True,64,1,8,2048,False,4,32,1,1
7,64,64,RS,1,32,True,1,1,False,64,256,1,True,0.173798603081879,16,16,2048,128,False,True,False,32,False,256,True,256,False,16,8,1,False,12,1,1,8,4,1,12,6.0359967812168036e-05,35,0.17383859691812098,16,0.1738186,1,1,8,True,128,128,16,256,False,1,1,8,1
8,16,256,RS,8,8,True,1,16,False,256,64,8,True,0.1325922012595208,64,128,1,2048,False,True,True,32,True,64,False,1024,True,16,1,64,True,16,1,1,12,1,16,1,7.588899519585688e-05,35,0.13264248445476493,12,0.13261734285714286,4,1,8,True,64,1,16,2048,False,16,32,1,1
9,32,64,RS,32,8,False,8,32,True,256,32,1,False,0.08848984987962247,1,16,256,2048,False,True,True,256,True,128,True,128,True,4,4,64,False,1,8,1,12,8,1,16,2.4445605756788152e-05,35,0.08850604726323466,12,0.08849794857142856,1,1,32,True,512,64,1,128,True,4,1,1,1
10,16,2048,RS,1,8,True,1,64,False,64,1,8,False,0.13045044645769094,16,128,512,2048,False,False,True,32,False,256,False,512,True,1,8,64,False,1,8,8,1,1,4,1,2.9354469812266273e-05,35,0.13046989639945195,8,0.13046017142857144,8,1,1,True,128,1,1,256,False,1,8,8,16
